admin3Name_en,admin3Name_th,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_th,admin3AltName2_th,admin2Name_en,admin2Name_th,admin2Pcode,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Kung Kao,กุงเก่า,TH461102,,,,,,Tha Khantho,ท่าคันโท,TH4611,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yang Um,ยางอู้ม,TH461103,,,,,,Tha Khantho,ท่าคันโท,TH4611,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Chik,กุดจิก,TH461104,,,,,,Tha Khantho,ท่าคันโท,TH4611,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Tan,นาตาล,TH461105,,,,,,Tha Khantho,ท่าคันโท,TH4611,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Sombun,ดงสมบูรณ์,TH461106,,,,,,Tha Khantho,ท่าคันโท,TH4611,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Kung Si,หนองกุงศรี,TH461201,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Bua,หนองบัว,TH461202,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Khruea,โคกเครือ,TH461203,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Suang,หนองสรวง,TH461204,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sao Lao,เสาเล้า,TH461205,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Yai,หนองใหญ่,TH461206,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Mun,ดงมูล,TH461207,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lam Nong Saen,ลำหนองแสน,TH461208,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Hin,หนองหิน,TH461209,,,,,,Nong Kung Si,หนองกุงศรี,TH4612,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Somdet,สมเด็จ,TH461301,,,,,,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Waeng,หนองแวง,TH461302,,,,,,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Saeng Badan,แซงบาดาล,TH461303,,,,,,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mahachai,มหาไชย,TH461304,,,,,,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mu Mon,หมูม่น,TH461305,,,,,,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pha Sawoei,ผาเสวย,TH461306,,,,,,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Somdet,ศรีสมเด็จ,TH461307,,,,,,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lam Huai Lua,ลำห้วยหลัว,TH461308,,,,,,Somdet,สมเด็จ,TH4613,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Bong,คำบง,TH461401,,,,,,Huai Phueng,ห้วยผึ้ง,TH4614,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khai Nun,ไค้นุ่น,TH461402,,,,,,Huai Phueng,ห้วยผึ้ง,TH4614,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nikhom Huai Phueng,นิคมห้วยผึ้ง,TH461403,,,,,,Huai Phueng,ห้วยผึ้ง,TH4614,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong I But,หนองอีบุตร,TH461404,,,,,,Huai Phueng,ห้วยผึ้ง,TH4614,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samran,สำราญ,TH461501,,,,,,Sam Chai,สามชัย,TH4615,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samran Tai,สำราญใต้,TH461502,,,,,,Sam Chai,สามชัย,TH4615,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Sang Thiang,คำสร้างเที่ยง,TH461503,,,,,,Sam Chai,สามชัย,TH4615,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Chang,หนองช้าง,TH461504,,,,,,Sam Chai,สามชัย,TH4615,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Khu,นาคู,TH461601,,,,,,Na Khu,นาคู,TH4616,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Na Wang,สายนาวัง,TH461602,,,,,,Na Khu,นาคู,TH4616,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Na Chan,โนนนาจาน,TH461603,,,,,,Na Khu,นาคู,TH4616,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bo Kaeo,บ่อแก้ว,TH461604,,,,,,Na Khu,นาคู,TH4616,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Laen Chang,ภูแล่นช้าง,TH461605,,,,,,Na Khu,นาคู,TH4616,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Chan,ดอนจาน,TH461701,,,,,,Don Chan,ดอนจาน,TH4617,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sa-At Chai Si,สะอาดไชยศรี,TH461702,,,,,,Don Chan,ดอนจาน,TH4617,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Phayung,ดงพยุง,TH461703,,,,,,Don Chan,ดอนจาน,TH4617,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Muang Na,ม่วงนา,TH461704,,,,,,Don Chan,ดอนจาน,TH4617,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Champa,นาจำปา,TH461705,,,,,,Don Chan,ดอนจาน,TH4617,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khong Chai Phatthana,ฆ้องชัยพัฒนา,TH461801,,,,,,Khong Chai,ฆ้องชัย,TH4618,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao Klang,เหล่ากลาง,TH461802,,,,,,Khong Chai,ฆ้องชัย,TH4618,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Sa-At,โคกสะอาด,TH461803,,,,,,Khong Chai,ฆ้องชัย,TH4618,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sila Loeng,โนนศิลาเลิง,TH461804,,,,,,Khong Chai,ฆ้องชัย,TH4618,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lam Chi,ลำชี,TH461805,,,,,,Khong Chai,ฆ้องชัย,TH4618,Kalasin,กาฬสินธุ์,TH46,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
That Choeng Chum,ธาตุเชิงชุม,TH470101,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khamin,ขมิ้น,TH470102,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ngio Don,งิ้วด่อน,TH470103,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Hom,โนนหอม,TH470104,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chiang Khruea,เชียงเครือ,TH470106,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Rae,ท่าแร่,TH470107,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Muang Lai,ม่วงลาย,TH470109,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Chon,ดงชน,TH470111,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Yang,ห้วยยาง,TH470112,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phang Khwang,พังขว้าง,TH470113,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dong Mafai,ดงมะไฟ,TH470115,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
That Naweng,ธาตุนาเวง,TH470116,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao Po Daeng,เหล่าปอแดง,TH470117,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Lat,หนองลาด,TH470118,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hang Hong,ฮางโฮง,TH470120,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Kong,โคกก่อง,TH470121,,,,,,Mueang Sakon Nakhon,เมืองสกลนคร,TH4701,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kusuman,กุสุมาลย์,TH470201,,,,,,Kusuman,กุสุมาลย์,TH4702,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Pho,นาโพธิ์,TH470202,,,,,,Kusuman,กุสุมาลย์,TH4702,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Phiang,นาเพียง,TH470203,,,,,,Kusuman,กุสุมาลย์,TH4702,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Phaisan,โพธิไพศาล,TH470204,,,,,,Kusuman,กุสุมาลย์,TH4702,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Um Chan,อุ่มจาน,TH470205,,,,,,Kusuman,กุสุมาลย์,TH4702,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Bak,กุดบาก,TH470301,,,,,,Kut Bak,กุดบาก,TH4703,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Mong,นาม่อง,TH470303,,,,,,Kut Bak,กุดบาก,TH4703,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Hai,กุดไห,TH470305,,,,,,Kut Bak,กุดบาก,TH4703,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phanna,พรรณา,TH470401,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Yang,วังยาง,TH470402,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phok Noi,พอกน้อย,TH470403,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Hua Bo,นาหัวบ่อ,TH470404,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rai,ไร่,TH470405,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chang Ming,ช้างมิ่ง,TH470406,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Nai,นาใน,TH470407,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sawang,สว่าง,TH470408,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bahi,บะฮี,TH470409,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Choeng Chum,เชิงชุม,TH470410,,,,,,Phanna Nikhom,พรรณานิคม,TH4704,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phang Khon,พังโคน,TH470501,,,,,,Phang Khon,พังโคน,TH4705,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Muang Khai,ม่วงไข่,TH470502,,,,,,Phang Khon,พังโคน,TH4705,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rae,แร่,TH470503,,,,,,Phang Khon,พังโคน,TH4705,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Hai Yong,ไฮหย่อง,TH470504,,,,,,Phang Khon,พังโคน,TH4705,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ton Phueng,ต้นผึ้ง,TH470505,,,,,,Phang Khon,พังโคน,TH4705,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Waritchaphum,วาริชภูมิ,TH470601,,,,,,Waritchaphum,วาริชภูมิ,TH4706,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pla Lo,ปลาโหล,TH470602,,,,,,Waritchaphum,วาริชภูมิ,TH4706,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Lat,หนองลาด,TH470603,,,,,,Waritchaphum,วาริชภูมิ,TH4706,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Bo,คำบ่อ,TH470604,,,,,,Waritchaphum,วาริชภูมิ,TH4706,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kho Khiao,ค้อเขียว,TH470605,,,,,,Waritchaphum,วาริชภูมิ,TH4706,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nikhom Nam Un,นิคมน้ำอูน,TH470701,,,,,,Nikhom Nam Un,นิคมน้ำอูน,TH4707,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Pling,หนองปลิง,TH470702,,,,,,Nikhom Nam Un,นิคมน้ำอูน,TH4707,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Bua,หนองบัว,TH470703,,,,,,Nikhom Nam Un,นิคมน้ำอูน,TH4707,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Suwannakham,สุวรรณคาม,TH470704,,,,,,Nikhom Nam Un,นิคมน้ำอูน,TH4707,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wanon Niwat,วานรนิวาส,TH470801,,,,,,Wanon Niwat,วานรนิวาส,TH4708,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Duea Si Khan Chai,เดื่อศรีคันไชย,TH470802,,,,,,Wanon Niwat,วานรนิวาส,TH4708,Sakon Nakhon,สกลนคร,TH47,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
