admin4Name_en,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Kitenga,UG10200102,,,,Buwekula,UG102001,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kitgum Matidi,UG30770101,,,,Chua,UG307701,Kitgum,UG3077,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kitholhu,UG41150108,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitimbwa,UG10100104,,,,Bbaale,UG101001,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kito,UG10220107,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kitoba,UG41060105,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitswamba,UG41150208,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitumba,UG41090206,,,,Ndorwa,UG410902,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kitumbi,UG10090106,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kituntu,UG10190104,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kitura,UG41190107,,,,Nyabushozi,UG411901,Kiruhura,UG4119,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kituti,UG20480112,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kitwe Town Council,UG41290303,,,,Ruhaama,UG412903,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kityerera,UG20530109,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kiwoko Town Council,UG10220108,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kiyanga,UG41270107,,,,Ruhinda,UG412701,Mitooma,UG4127,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiyombya,UG41040108,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kiyuni,UG10200103,,,,Buwekula,UG102001,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kiziba,UG10240107,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kiziranfumbi,UG41180106,,,,Buhaguzi,UG411801,Kikuube,UG4118,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kkingo,UG10150102,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kobulubulu,UG20410105,,,,Kaberamaido,UG204101,Kaberamaido,UG2041,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kobwin,UG20580102,,,,Ngora,UG205801,Ngora,UG2058,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Koch-Goma,UG30920105,,,,Nwoya,UG309201,Nwoya,UG3092,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kochi,UG30990106,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kole Town Council,UG30790106,,,,Kole,UG307901,Kole,UG3079,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kolir,UG20320105,,,,Bukedea,UG203201,Bukedea,UG2032,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Koome Island,UG10210201,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Koro,UG30940102,,,,Omoro,UG309401,Omoro,UG3094,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kortek,UG20330108,,,,Kongasis,UG203301,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kotido,UG30800102,,,,Jie,UG308001,Kotido,UG3080,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kotomol,UG30660105,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kucwiny,UG30910204,,,,Padyere,UG309102,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kuju,UG20270106,,,,Amuria,UG202701,Amuria,UG2027,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kuluba,UG30780103,,,,Koboko,UG307801,Koboko,UG3078,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kululu,UG30990107,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kumi,UG20490103,,,,Kumi,UG204901,Kumi,UG2049,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kuru,UG30990108,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kwanyiy,UG20500110,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kwapa,UG20630101,,,,Tororo,UG206301,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kwera,UG30730109,,,,Dokolo,UG307301,Dokolo,UG3073,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Kwosir,UG20500111,,,,Kween,UG205001,Kween,UG2050,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kyabakara,UG41310107,,,,Bunyaruguru,UG413101,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyabarungira,UG41150209,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyabigambire,UG41060106,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyabugimbi,UG41050205,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyakabadiima,UG41110107,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyalulangira,UG10240108,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyampisi,UG10210202,,,,Mukono,UG102102,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyamuhunga,UG41050206,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyamuhunga Town Council,UG41050207,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyamukube Town Council,UG41040109,,,,Bunyangabu,UG410401,Bunyangabu,UG4104,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyamulibwa,UG10070104,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyamulibwa Town Council,UG10070105,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyamuswa,UG10060203,,,,Kyamuswa,UG100602,Kalangala,UG1006,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyamutunzi Town Council,UG41240112,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyanaisoke,UG41110108,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyanamira,UG41090207,,,,Ndorwa,UG410902,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyanamukaaka,UG10170104,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyangwali,UG41180107,,,,Buhaguzi,UG411801,Kikuube,UG4118,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyangyenyi,UG41350107,,,,Sheema,UG413501,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyankwanzi,UG10120116,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyankwanzi Town Council,UG10120117,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyarumba,UG41150109,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyarusozi,UG41240113,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyarusozi  Town Council,UG41240114,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyaterekera,UG41110109,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyazanga,UG10150103,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyazanga Town Council,UG10150104,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyebando,UG41170107,,,,Buyanja,UG411701,Kibaale,UG4117,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyebe,UG10130108,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyegegwa Town Council,UG41230106,,,,Kyaka,UG412301,Kyegegwa,UG4123,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyegonza,UG10050103,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyeizooba,UG41050208,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyembogo,UG41240115,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyengera Town Council,UG10260107,,,,Busiro,UG102601,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyenjojo Town Council,UG41240116,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyenzige,UG41110110,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyere,UG20600203,,,,Serere,UG206002,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Kyesiiga,UG10170105,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Kyondo,UG41150110,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Kyotera Town Council,UG10130109,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Labongo Akwang,UG30770102,,,,Chua,UG307701,Kitgum,UG3077,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Labongo Amida,UG30770103,,,,Chua,UG307701,Kitgum,UG3077,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Labongo Layamo,UG30770104,,,,Chua,UG307701,Kitgum,UG3077,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Labori,UG20600106,,,,Kasilo,UG206001,Serere,UG2060,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lagoro,UG30770105,,,,Chua,UG307701,Kitgum,UG3077,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Laguti,UG30970105,,,,Aruu,UG309701,Pader,UG3097,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lake Katwe,UG41150210,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Lakwana,UG30940103,,,,Omoro,UG309401,Omoro,UG3094,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lalogi,UG30940104,,,,Omoro,UG309401,Omoro,UG3094,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lamiyo,UG30660106,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lamogi,UG30700104,,,,Kilak,UG307001,Amuru,UG3070,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lamwo Town Council,UG30820102,,,,Lamwo,UG308201,Lamwo,UG3082,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lapono,UG30660107,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lapul,UG30970106,,,,Aruu,UG309701,Pader,UG3097,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Laroo Division,UG30740202,,,,Gulu Municipality,UG307402,Gulu,UG3074,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Laropi,UG30870102,,,,Moyo,UG308701,Moyo,UG3087,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Latanya,UG30970107,,,,Aruu,UG309701,Pader,UG3097,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Layibi Division,UG30740203,,,,Gulu Municipality,UG307402,Gulu,UG3074,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lefori,UG30870103,,,,Moyo,UG308701,Moyo,UG3087,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lii,UG30920106,,,,Nwoya,UG309201,Nwoya,UG3092,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lira,UG30830107,,,,Erute,UG308301,Lira,UG3083,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lira Palwo,UG30660108,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lobalangit,UG30760117,,,,Dodoth,UG307601,Karenga,UG3076,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lobule,UG30780104,,,,Koboko,UG307801,Koboko,UG3078,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lodiko,UG30750109,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lodonga,UG30990109,,,,Aringa,UG309901,Yumbe,UG3099,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Logiri,UG30720403,,,,Vurra,UG307204,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lokole,UG30660109,,,,Agago,UG306601,Agago,UG3066,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lokopo,UG30900102,,,,Bokora,UG309001,Napak,UG3090,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lokori,UG30760118,,,,Dodoth,UG307601,Karenga,UG3076,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lokung,UG30820103,,,,Lamwo,UG308201,Lamwo,UG3082,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lolachat,UG30880101,,,,Pian,UG308801,Nabilatuk,UG3088,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lolelia,UG30750110,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lolwe,UG20550106,,,,Bukooli,UG205501,Namayingo,UG2055,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lopeei,UG30900103,,,,Bokora,UG309001,Napak,UG3090,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Loregae,UG30890102,,,,Chekwi,UG308901,Nakapiripirit,UG3089,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lorengecora,UG30900104,,,,Bokora,UG309001,Napak,UG3090,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lorengedwat,UG30880102,,,,Pian,UG308801,Nabilatuk,UG3088,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Loro,UG30960107,,,,Oyam,UG309601,Oyam,UG3096,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Loroo,UG30690104,,,,Pokot,UG306901,Amudat,UG3069,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lotim,UG30750111,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lotome,UG30900105,,,,Bokora,UG309001,Napak,UG3090,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lotukei,UG30640105,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Loyoro,UG30750112,,,,Dodoth,UG307501,Kaabong,UG3075,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lubya,UG10040106,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Ludara,UG30780105,,,,Koboko,UG307801,Koboko,UG3078,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lugusulu,UG10250201,,,,Mawogola,UG102502,Ssembabule,UG1025,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lukaya Town Council,UG10070106,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lukhonge,UG20540115,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lumino,UG20350208,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lungulu,UG30920107,,,,Nwoya,UG309201,Nwoya,UG3092,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Lunyo,UG20350209,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lusha,UG20340114,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Luuka Town Council,UG20510106,,,,Luuka,UG205101,Luuka,UG2051,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Luwero,UG10140204,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Luwero Town Council,UG10140205,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwabenge,UG10070107,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwabiyata,UG10230105,,,,Buruli,UG102301,Nakasongola,UG1023,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwajje,UG10040107,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwakhakha Town Council,UG20560110,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lwamaggwa,UG10240109,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwamata,UG10110107,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwamata,UG20480113,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lwamata Town Council,UG10110108,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwampanga,UG10230106,,,,Buruli,UG102301,Nakasongola,UG1023,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwanda,UG10240110,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwankoni,UG10130110,,,,Kyotera,UG101301,Kyotera,UG1013,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwasso,UG20540116,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lwebitakuli,UG10250202,,,,Mawogola,UG102502,Ssembabule,UG1025,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwemiyaga,UG10250101,,,,Lwemiyaga,UG102501,Ssembabule,UG1025,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwengo,UG10150105,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lwengo Town Council,UG10150106,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lyabaana,UG10040108,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lyakajura,UG10160104,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lyama,UG20280105,,,,Budaka,UG202801,Budaka,UG2028,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Lyantonde,UG10160105,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Lyantonde Town Council,UG10160106,,,,Kabula,UG101601,Lyantonde,UG1016,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Maanyi,UG10180104,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Mabaale,UG41110111,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Mabaale Town Council,UG41110112,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Mabende,UG41100112,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Mabere,UG41030107,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Maddu,UG10050104,,,,Gomba,UG100501,Gomba,UG1005,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Madi  Opei,UG30820104,,,,Lamwo,UG308201,Lamwo,UG3082,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Madudu,UG10200104,,,,Buwekula,UG102001,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Mafubira,UG20400104,,,,Butembe,UG204001,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Magada,UG20570104,,,,Busiki,UG205701,Namutumba,UG2057,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Magale,UG20560111,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Magale Town Council,UG20560112,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Magamaga,UG30640106,,,,Labwor,UG306401,Abim,UG3064,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Magamaga Town Council,UG20530110,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Magambo,UG41310108,,,,Bunyaruguru,UG413101,Rubirizi,UG4131,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Magogo,UG20440203,,,,Buzaaya,UG204402,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Magola,UG20630304,,,,West Budama (Kisolo),UG206303,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Magoro,UG20470202,,,,Toroma,UG204702,Katakwi,UG2047,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Mahango,UG41150111,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Mahyoro,UG41220104,,,,Kitagwenda,UG412201,Kitagwenda,UG4122,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Majanji,UG20350210,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Makindye Division,UG10080103,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Makokoto,UG10090107,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Makulubita,UG10140206,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Makuutu,UG20310106,,,,Bugweri,UG203101,Bugweri,UG2031,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Malaba Town Council,UG20630102,,,,Tororo,UG206301,Tororo,UG2063,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Malangala,UG10180105,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Malera,UG20320106,,,,Bukedea,UG203201,Bukedea,UG2032,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Maliba,UG41150211,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Malongo,UG10150107,,,,Bukoto,UG101501,Lwengo,UG1015,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Malongo,UG20530111,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Manafwa Town Council,UG20520113,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Manibe,UG30720304,,,,Terego,UG307203,Arua,UG3072,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Manyogaseka,UG10090108,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Maracha Town Council,UG30850102,,,,Maracha,UG308501,Maracha,UG3085,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Masaba,UG20350211,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Masaba,UG20610118,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Masafu,UG20350212,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Masajja Division,UG10260502,,,,Makindye Ssabagabo Municipality,UG102605,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Masese Walukuba,UG20400202,,,,Jinja Municipality,UG204002,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Masha,UG41080208,,,,Isingiro,UG410802,Isingiro,UG4108,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Masheruka,UG41350108,,,,Sheema,UG413501,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Masheruka Twon Council,UG41350109,,,,Sheema,UG413501,Sheema,UG4135,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Masiira,UG20340115,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
