admin4Name_en,admin4Pcode,admin4RefName,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Bukatube,UG20530103,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukedea,UG20320101,,,,Bukedea,UG203201,Bukedea,UG2032,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukedea Town Council,UG20320102,,,,Bukedea,UG203201,Bukedea,UG2032,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukhabusi,UG20560102,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukhalu,UG20340102,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukhaweka,UG20560103,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukhofu,UG20520102,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukhulo,UG20610104,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukiabi,UG20560104,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukibokolo,UG20290105,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukiende,UG20540105,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukigai,UG20290106,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukiise,UG20610105,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukimbiri,UG41210101,,,,Bufumbira,UG412101,Kisoro,UG4121,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukinda,UG41320101,,,,Rukiga,UG413201,Rukiga,UG4132,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukiro,UG41260103,,,,Kashari,UG412601,Mbarara,UG4126,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukiyi,UG20610106,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukokho,UG20560105,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukomansimbi  Town Council,UG10020102,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bukomero,UG10110101,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bukomero Town Council,UG10110102,,,,Kiboga,UG101101,Kiboga,UG1011,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bukonde,UG20540106,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukonzo,UG41030101,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukooma,UG20510102,,,,Luuka,UG205101,Luuka,UG2051,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukulula,UG10070101,,,,Kalungu,UG100701,Kalungu,UG1007,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bukurungu Town Council,UG41330103,,,,Bujumbura,UG413301,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukusu,UG20520103,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukuuku,UG41100101,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bukuya,UG10090101,,,,Kassanda,UG100901,Kassanda,UG1009,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bukwo,UG20330101,,,,Kongasis,UG203301,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukwo Town Council,UG20330102,,,,Kongasis,UG203301,Bukwo,UG2033,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukyabo,UG20610107,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bukyambi,UG20610108,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulaago,UG20340103,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulambuli Town Council,UG20340104,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulamogi,UG20390201,,,,Kigulu,UG203902,Iganga,UG2039,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulange,UG20570101,,,,Busiki,UG205701,Namutumba,UG2057,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulangira,UG20480101,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulegeni,UG20340105,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulegeni Town Council,UG20340106,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulembia Division,UG41150301,,,,Kasese Municipality,UG411503,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bulera,UG10180301,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bulesa,UG20300202,,,,Bukooli,UG203002,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulidha,UG20300203,,,,Bukooli,UG203002,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buliisa,UG41020102,,,,Buliisa,UG410201,Buliisa,UG4102,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buliisa Town Council,UG41020103,,,,Buliisa,UG410201,Buliisa,UG4102,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bulo,UG10030102,,,,Butambala,UG100301,Butambala,UG1003,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bulongo,UG20510103,,,,Luuka,UG205101,Luuka,UG2051,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulopa,UG20440102,,,,Bugabula,UG204401,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulucheke,UG20290107,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buluganya,UG20340107,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buluguyi,UG20300204,,,,Bukooli,UG203002,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bululu,UG20420103,,,,Kalaki,UG204201,Kalaki,UG2042,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bulumbi,UG20350202,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumalimba,UG20610109,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumanya,UG20430103,,,,Bulamogi,UG204301,Kaliro,UG2043,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumasheti,UG20290108,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumasifwa,UG20610110,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumasikye,UG20540107,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumasobo,UG20340108,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumayoka,UG20290109,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumbaire,UG41050202,,,,Igara,UG410502,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bumbo,UG20560106,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumbobi,UG20540108,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumugibole,UG20340109,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bumwoni,UG20560107,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bunabwana,UG20520104,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bunambutye,UG20340110,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bunamwaya Division,UG10260501,,,,Makindye Ssabagabo Municipality,UG102605,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bundibugyo Town Council,UG41030204,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bundingoma,UG41030205,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bungatira,UG30740102,,,,Aswa,UG307401,Gulu,UG3074,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Bungokho,UG20540109,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bungokho Mutoto,UG20540110,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bunyafa,UG20610111,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bunyinza Town Council,UG20520105,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bupoto,UG20560108,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buremba,UG41160101,,,,Kazo,UG411601,Kazo,UG4116,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Burere,UG41010103,,,,Buhweju,UG410101,Buhweju,UG4101,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Burondo,UG41030102,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Burora,UG41110101,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Burunga,UG41160102,,,,Kazo,UG411601,Kazo,UG4116,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Busaana,UG10100201,,,,Ntenjeru,UG101002,Kayunga,UG1010,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Busaba,UG20360102,,,,Bunyole,UG203601,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busabi,UG20360103,,,,Bunyole,UG203601,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busakira,UG20530104,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busamuzi,UG10040102,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Busano,UG20540111,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busanza,UG41210102,,,,Bufumbira,UG412101,Kisoro,UG4121,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Busaru,UG41030206,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Busedde,UG20400102,,,,Butembe,UG204001,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busembatia Town Council,UG20310102,,,,Bugweri,UG203101,Bugweri,UG2031,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buseruka,UG41060102,,,,Bugahya,UG410601,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buseta,UG20480102,,,,Kibuku,UG204801,Kibuku,UG2048,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bushika,UG20290110,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bushiribo,UG20290111,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bushiyi,UG20290112,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busiisi Division,UG41060202,,,,Hoima Municipality,UG410602,Hoima,UG4106,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Busimbi Division,UG10180401,,,,Mityana Municipality,UG101804,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Busime,UG20350203,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busiriba,UG41130103,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Busitema,UG20350204,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busiu,UG20540112,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busiu Town Council,UG20540113,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busoba,UG20540114,,,,Bungokho,UG205401,Mbale,UG2054,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busolwe,UG20360104,,,,Bunyole,UG203601,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busolwe Town Council,UG20360105,,,,Bunyole,UG203601,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busoro,UG41100102,,,,Burahya,UG411001,Kabarole,UG4110,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bussi,UG10260101,,,,Busiro,UG102601,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Busukuma Division,UG10260601,,,,Nansana Municipality,UG102606,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Busukuya,UG20520106,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busulani,UG20610112,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Busunga Twon Council,UG41030207,,,,Bwamba,UG410302,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Busunju Town Council,UG10180302,,,,Mityana,UG101803,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buswale,UG20550104,,,,Bukooli,UG205501,Namayingo,UG2055,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butagaya,UG20400302,,,,Kagoma,UG204003,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butalangu Town Council,UG10220101,,,,Nakaseke,UG102201,Nakaseke,UG1022,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Butaleja,UG20360106,,,,Bunyole,UG203601,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butaleja Town Council,UG20360107,,,,Bunyole,UG203601,Butaleja,UG2036,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butama-Mitunda Town Council,UG41030103,,,,Bughendera,UG410301,Bundibugyo,UG4103,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Butanda,UG41090202,,,,Ndorwa,UG410902,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Butandiga,UG20610113,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butansi,UG20440103,,,,Bugabula,UG204401,Kamuli,UG2044,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butayunja,UG10180102,,,,Busujju,UG101801,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buteba,UG20350205,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butebo,UG20370101,,,,Butebo,UG203701,Butebo,UG2037,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butebo Town Council,UG20370102,,,,Butebo,UG203701,Butebo,UG2037,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butemba,UG10120112,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Butemba Town Council,UG10120113,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Butenga,UG10020103,,,,Bukomansimbi,UG100201,Bukomansimbi,UG1002,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buteza,UG20610114,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butiaba,UG41020104,,,,Buliisa,UG410201,Buliisa,UG4102,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Butiiti,UG41240103,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Butiru,UG20520107,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butogota Town Council,UG41140101,,,,Kinkizi,UG411401,Kanungu,UG4114,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Butoloogo,UG10200101,,,,Buwekula,UG102001,Mubende,UG1020,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Butta,UG20520108,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Butunduzi,UG41240104,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Butunduzi Town Council,UG41240105,,,,Mwenge,UG412401,Kyenjojo,UG4124,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Butungama,UG41280101,,,,Ntoroko,UG412801,Ntoroko,UG4128,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Butuntumula,UG10140202,,,,Katikamu,UG101402,Luwero,UG1014,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buvuma Town Council,UG10040103,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buwaaya,UG20530105,,,,Bunya,UG205301,Mayuge,UG2053,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwabwala,UG20560109,,,,Bubulo,UG205601,Namisindwa,UG2056,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwagogo,UG20520109,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwalasi,UG20610115,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwali,UG20290113,,,,Manjiya,UG202901,Bududa,UG2029,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwama,UG10190101,,,,Mawokota,UG101901,Mpigi,UG1019,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buwangani Town Council,UG20520110,,,,Bubulo,UG205201,Manafwa,UG2052,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwasa,UG20610116,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwenge,UG20400303,,,,Kagoma,UG204003,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwenge Town Council,UG20400304,,,,Kagoma,UG204003,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buwooya,UG10040104,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buwunga,UG10170102,,,,Bukoto,UG101701,Masaka,UG1017,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Buwunga,UG20300205,,,,Bukooli,UG203002,Bugiri,UG2030,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyaga Town Council,UG20340111,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyanga,UG20310103,,,,Bugweri,UG203101,Bugweri,UG2031,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyanga,UG20350206,,,,Samia-Bugwe,UG203502,Busia,UG2035,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyanja,UG41330201,,,,Rubabo,UG413302,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buyanja Town Council,UG41330202,,,,Rubabo,UG413302,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Buyende,UG20380102,,,,Budiope,UG203801,Buyende,UG2038,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyende Town Council,UG20380103,,,,Budiope,UG203801,Buyende,UG2038,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyengo,UG20400305,,,,Kagoma,UG204003,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyinda,UG20430104,,,,Bulamogi,UG204301,Kaliro,UG2043,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyinja,UG20550105,,,,Bukooli,UG205501,Namayingo,UG2055,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Buyobo,UG20610117,,,,Budadiri,UG206101,Sironko,UG2061,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bwambara,UG41330104,,,,Bujumbura,UG413301,Rukungiri,UG4133,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bwamiramira,UG41170102,,,,Buyanja,UG411701,Kibaale,UG4117,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bwanswa,UG41120102,,,,Bugangaizi,UG411201,Kakumiro,UG4112,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bweema,UG10040105,,,,Buvuma Island,UG100401,Buvuma,UG1004,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bwera,UG41150101,,,,Bukonjo,UG411501,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bweramule,UG41280102,,,,Ntoroko,UG412801,Ntoroko,UG4128,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bwesumbu,UG41150203,,,,Busongora,UG411502,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bweyale Town Council,UG41200101,,,,Kibanda,UG412001,Kiryandongo,UG4120,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bweyogerere Division,UG10260301,,,,Kira Municipality,UG102603,Wakiso,UG1026,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Bwijanga,UG41250102,,,,Bujenje,UG412501,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bwikara,UG41110102,,,,Buyaga,UG411101,Kagadi,UG4111,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bwikhonge,UG20340112,,,,Bulambuli,UG203401,Bulambuli,UG2034,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Bwizi,UG41130104,,,,Kibale,UG411301,Kamwenge,UG4113,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Bwongyera,UG41290101,,,,Kajara,UG412901,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Byakabanda,UG10240101,,,,Kooki,UG102401,Rakai,UG1024,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Byerima,UG10120114,,,,Kiboga,UG101201,Kyankwanzi,UG1012,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Central,UG41210201,,,,Kisoro Municipality,UG412102,Kisoro,UG4121,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG10010201,,,,KCCA,UG100102,Buikwe,UG1001,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG10080101,,,,KCCA,UG100801,Kampala,UG1008,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG10180201,,,,KCCA,UG101802,Mityana,UG1018,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG10210101,,,,KCCA,UG102101,Mukono,UG1021,Central,UG1,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG20390101,,,,Iganga Municipality,UG203901,Iganga,UG2039,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG20400201,,,,Jinja Municipality,UG204002,Jinja,UG2040,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG20450101,,,,Kapchorwa Municipality,UG204501,Kapchorwa,UG2045,Eastern,UG2,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG30770201,,,,Kitgum Municipality,UG307702,Kitgum,UG3077,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG30800201,,,,Kotido Municipality,UG308002,Kotido,UG3080,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG30830202,,,,Lira Municipality,UG308302,Lira,UG3083,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG30910102,,,,Nebbi Municipality,UG309101,Nebbi,UG3091,Northern,UG3,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG41090101,,,,Kabale Municipality,UG410901,Kabale,UG4109,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG41150302,,,,Kasese Municipality,UG411503,Kasese,UG4115,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG41250301,,,,Masindi Municipality,UG412503,Masindi,UG4125,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Central Division,UG41290201,,,,Ntungamo Municipality,UG412902,Ntungamo,UG4129,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Central Divison,UG41050101,,,,Bushenyi  Municipality,UG410501,Bushenyi,UG4105,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
Chahi,UG41210103,,,,Bufumbira,UG412101,Kisoro,UG4121,Western,UG4,Uganda,UG,2020-06-11,2020-08-24,
