admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
,,,KG04210000907,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04210000908,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04210000909,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04210000910,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04210000911,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04210000912,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04210000913,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04210000914,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Ak-Tal,Ак-Талский,Ак-Тал,KG04210806000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Chiy,Ак-Чийский,Ак-Чий,KG04210808000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Baetov,Баетовский,Баетов,KG04210809000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Terek,Терекский,Терек,KG04210811000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Byurgen,Кара-Бюргенский,Кара-Бүргөн,KG04210816000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Konorchok,Конорчокский,Коңорчок,KG04210818000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Jerge-Tal,Жерге-Тальский,Жерге-Тал,KG04210819000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kosh-Debe,Кош-Дебенский,Кош-Дөбө,KG04210820000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyzyl-Beles,Кызыл-Белесский,Кызыл-Белес,KG04210822000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Djany-Talap,Джаны-Талапский,Жаңы-Талап,KG04210825000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Togolok-Moldo,Тоголок-Молдоский,Тоголок-Молдо,KG04210828000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kek-Djar,Кек-Джарский,Көк-Жар,KG04210830000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ugut,Угутский,Үгүт,KG04210840000,,,,,,,,Ak-Tala,Ак-Талинский,Ак-Талаа,KG04210000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG04220000901,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG04220000902,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
Chatyr Kul,Шатыр,Чатыр Көл,KG04220000903,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Lake,Озеро,Көл
,,,KG04220000907,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04220000908,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04220000909,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG04220000910,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Ak-Djar,Ак-Джарский,Ак-Жар,KG04220803000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Moyun,Ак-Моюнский,Ак-Моюн,KG04220806000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Muz,Ак-Музский,Ак-Муз,KG04220807000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Tala,Ак-Талинский,Ак-Талаа,KG04220808000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
At-Bashy,Ат-Башынский,Ат-Башы,KG04220812000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Acha-Kaindy,Ача-Каиндинский,Ача-Кайыңды,KG04220813000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Bash-Kaindy,Баш-Каиндинский,Баш-Кайыңды,KG04220817000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kazybek,Казыбекский,Казыбек,KG04220830000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Koyun,Кара-Коюнский,Кара-Коюн,KG04220832000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Suu,Кара-Суйский,Кара-Суу,KG04220836000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Taldy-Suu,Талды-Сууский,Талды-Суу,KG04220845000,,,,,,,,Ak-Bashy,Ат-Башынский,Ат-Башы,KG04220000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG04230000901,,,,,,,,Jumgal,Жумгальский,Жумгал,KG04230000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG04230000902,,,,,,,,Jumgal,Жумгальский,Жумгал,KG04230000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG04230000907,,,,,,,,Jumgal,Жумгальский,Жумгал,KG04230000000,Naryn,Нарынская,Нарын,KG04000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
