admin3Name_en,admin3Name_ru,admin3Name_ky,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ru,admin3AltName2_ru,admin3AltName1_ky,admin3AltName2_ky,admin2Name_en,admin2Name_ru,admin2Name_ky,admin2Pcode,admin1Name_en,admin1Name_ru,admin1Name_ky,admin1Pcode,admin0Name_en,admin0Name_ru,admin0Name_ky,admin0Pcode,date,validOn,validTo,admin3Type_en,admin3Type_ru,admin3Type_ky
Berdike Baatyr,Бердике Баатыра,Бердике Баатыр,KG07232843000,,,,,,,,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Osmonkulov,Осмонкуловский,Осмонкулов,KG07232847000,,,,,,,,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Omuraliev,Омуралиевский,Өмүралиев,KG07232859000,,,,,,,,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kuugandy,Куугандинский,Кууганды,KG07232860000,,,,,,,,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Suu,Кара-Суйский,Кара-Суу,KG07232861000,,,,,,,,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kalba,Калбинский,Калба,KG07232862000,,,,,,,,Talas,Таласский,Талас,KG07232000000,Talas,Таласская,Талас,KG07000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG08203000901,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Forestry,Лесхоз,Токой чарба
,,,KG08203000902,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG08203000907,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000908,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000909,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000910,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000911,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000912,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000913,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000914,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000915,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000916,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000917,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000919,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000920,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000921,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08203000922,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Ak-Debe,Ак-Дебенский,Ак-Дөбө,KG08203803000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ala-Archa,Ала-Арчинский,Ала-Арча,KG08203805000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Alamudun,Аламудунский,Аламүдүн,KG08203807000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Arashan,Арашанский,Арашан,KG08203809000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Vasilevka,Васильевский,Васильевка,KG08203814000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Grozd,Грозденский,Гроздь,KG08203819000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Djygach,Кара-Джыгачский,Кара-Жыгач,KG08203826000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kek-Djar,Кек-Джарский,Көк-Жар,KG08203828000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Lebedinovka,Лебединовский,Лебединовка,KG08203831000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Lenin,Ленинский,Ленин,KG08203834000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Maevka,Маевский,Маевка,KG08203838000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Nizhnyaya Alaarcha,Нижнеаларчинский,Төмөнкү Ала-Арча,KG08203845000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Oktyabr′,Октябрьский,Октябрь,KG08203852000,Oktyabr,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Baitik,Байтик,Байтик,KG08203855000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Prigorodnoe,Пригородный,Пригородное,KG08203859000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Tash-Debe,Таш-Дебенский,Таш-Дөбө,KG08203864000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Tash-Moynok,Таш-Мойнокский,Таш-Мойнок,KG08203866000,,,,,,,,Alamudun,Аламудунский,Аламүдүн,KG08203000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG08206000902,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Government reserved land,Госземзапас,Мамлекеттик жер запасы
,,,KG08206000907,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08206000908,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08206000909,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08206000910,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08206000911,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08206000912,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08206000913,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Kant (city),Кант,Кант,KG08206600010,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
Ak-Kuduk,Ак-Кудукский,Ак-Кудук,KG08206803000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Birdik,Бирдикский,Бирдик,KG08206810000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ivanovka,Ивановский,Ивановка,KG08206812000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Nurmanbet,Нурманбетский,Нурманбет,KG08206816000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Djeek,Джээкский,Жээк,KG08206818000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ken-Bulun,Кен-Булунский,Кең-Булуң,KG08206820000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Internatsional,Интернациональный,Интернационал,KG08206821000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Issyk-Ata,Иссык-Атинский,Ысык-Ата,KG08206822000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Krasnya-Rechka,Краснореченский,Красная-Речка,KG08206823000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Logvinenko,Логвиненковский,Логвиненко,KG08206836000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kochkorbaev,Кочкорбаевский,Кочкорбаев,KG08206838000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Lyuksemburg,Люксембургский,Люксембург,KG08206839000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Milyanfan,Милянфанский,Милянфан,KG08206842000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Syn-Tash,Сын-Ташский,Сын-Таш,KG08206846000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Novopokrovka,Новопокровский,Новопокровка,KG08206848000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Yurevka,Юрьевский,Юрьевка,KG08206852000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Tuz,Тузский,Туз,KG08206870000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Uzun-Kyr,Узун-Кырский,Узун-Кыр,KG08206873000,,,,,,,,Ysyk-Ata,Ысык-Атинский,Ысык-Ата,KG08206000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
,,,KG08209000907,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000908,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000909,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000910,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000911,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000912,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000913,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000914,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000915,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000916,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000917,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
,,,KG08209000918,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,Unknown,Неизвестно,Белгисиз
Kara-Balta (city),Кара-Балта,Кара-Балта,KG08209600010,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,independent city,город районного значения,шаар
Jayyl,Жайылский,Жайыл,KG08209811000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kara-Suu,Кара-Суйский,Кара-Суу,KG08209812000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Krasnovostochnyy,Красновосточный,Красновосточный,KG08209814000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Kyzyl-Dyykan,Кызыл-Дыйканский,Кызыл-Дыйкан,KG08209817000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Ak-Bashat,Ак-Башатский,Ак-Башат,KG08209822000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Poltavka,Полтавский,Полтавка,KG08209829000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Suusamyr,Суусамырский,Суусамыр,KG08209830000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sary-Koo,Сары-Кооский,Сары-Коо,KG08209838000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sary-Bulak,Сары-Булакский,Сары-Булак,KG08209840000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Sosnovka,Сосновский,Сосновка,KG08209844000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Stepnoe,Степнинский,Степное,KG08209848000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
Taldy-Bulak,Талды-Булакский,Талды-Булак,KG08209857000,,,,,,,,Jaiyl,Жайылский,Жайыл,KG08209000000,Chui,Чуйская,Чүй,KG08000000000,Kyrgyzstan,Кыргызская Республика,Кыргыз Республикасы,KG,2018-08-28,2018-11-19,,community,айылный аймак,айыл аймаг
