admin2Name_pt,admin2Pcode,admin2RefName,admin2AltName1_pt,admin2AltName2_pt,admin1Name_pt,admin1Pcode,admin0Name_pt,admin0Pcode,date,validOn,validTo
Porto do Mangue,BR2410256,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Serra Caiada,BR2410306,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Pureza,BR2410405,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Rafael Fernandes,BR2410504,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Rafael Godeiro,BR2410603,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Riacho da Cruz,BR2410702,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Riacho de Santana,BR2410801,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Riachuelo,BR2410900,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Rodolfo Fernandes,BR2411007,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Tibau,BR2411056,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Ruy Barbosa,BR2411106,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Santa Cruz,BR2411205,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Santana do Matos,BR2411403,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Santana do Seridó,BR2411429,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Santo Antônio,BR2411502,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Bento do Norte,BR2411601,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Bento do Trairí,BR2411700,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Fernando,BR2411809,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Francisco do Oeste,BR2411908,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Gonçalo do Amarante,BR2412005,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São João do Sabugi,BR2412104,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São José de Mipibu,BR2412203,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São José do Campestre,BR2412302,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São José do Seridó,BR2412401,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Miguel,BR2412500,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Miguel do Gostoso,BR2412559,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Paulo do Potengi,BR2412609,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Pedro,BR2412708,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Rafael,BR2412807,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Tomé,BR2412906,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
São Vicente,BR2413003,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Senador Elói de Souza,BR2413102,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Senador Georgino Avelino,BR2413201,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Serra de São Bento,BR2413300,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Serra do Mel,BR2413359,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Serra Negra do Norte,BR2413409,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Serrinha,BR2413508,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Serrinha dos Pintos,BR2413557,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Severiano Melo,BR2413607,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Sítio Novo,BR2413706,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Taboleiro Grande,BR2413805,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Taipu,BR2413904,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Tangará,BR2414001,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Tenente Ananias,BR2414100,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Tenente Laurentino Cruz,BR2414159,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Tibau do Sul,BR2414209,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Timbaúba dos Batistas,BR2414308,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Touros,BR2414407,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Triunfo Potiguar,BR2414456,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Umarizal,BR2414506,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Upanema,BR2414605,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Várzea,BR2414704,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Venha-Ver,BR2414753,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Vera Cruz,BR2414803,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Viçosa,BR2414902,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Vila Flor,BR2415008,,,,Rio Grande do Norte,BR24,Brasil,BR,2020-09-30,2020-09-30,
Água Branca,BR2500106,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Aguiar,BR2500205,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Alagoa Grande,BR2500304,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Alagoa Nova,BR2500403,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Alagoinha,BR2500502,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Alcantil,BR2500536,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Algodão de Jandaíra,BR2500577,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Alhandra,BR2500601,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São João do Rio do Peixe,BR2500700,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Amparo,BR2500734,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Aparecida,BR2500775,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Araçagi,BR2500809,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Arara,BR2500908,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Araruna,BR2501005,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Areia,BR2501104,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Areia de Baraúnas,BR2501153,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Areial,BR2501203,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Aroeiras,BR2501302,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Assunção,BR2501351,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Baía da Traição,BR2501401,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Bananeiras,BR2501500,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Baraúna,BR2501534,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Barra de Santana,BR2501575,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Barra de Santa Rosa,BR2501609,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Barra de São Miguel,BR2501708,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Bayeux,BR2501807,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Belém,BR2501906,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Belém do Brejo do Cruz,BR2502003,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Bernardino Batista,BR2502052,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Boa Ventura,BR2502102,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Boa Vista,BR2502151,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Bom Jesus,BR2502201,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Bom Sucesso,BR2502300,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Bonito de Santa Fé,BR2502409,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Boqueirão,BR2502508,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Igaracy,BR2502607,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Borborema,BR2502706,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Brejo do Cruz,BR2502805,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Brejo dos Santos,BR2502904,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Caaporã,BR2503001,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cabaceiras,BR2503100,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cabedelo,BR2503209,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cachoeira dos Índios,BR2503308,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cacimba de Areia,BR2503407,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cacimba de Dentro,BR2503506,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cacimbas,BR2503555,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Caiçara,BR2503605,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cajazeiras,BR2503704,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cajazeirinhas,BR2503753,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Caldas Brandão,BR2503803,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Camalaú,BR2503902,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Campina Grande,BR2504009,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Capim,BR2504033,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Caraúbas,BR2504074,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Carrapateira,BR2504108,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Casserengue,BR2504157,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Catingueira,BR2504207,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Catolé do Rocha,BR2504306,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Caturité,BR2504355,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Conceição,BR2504405,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Condado,BR2504504,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Conde,BR2504603,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Congo,BR2504702,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Coremas,BR2504801,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Coxixola,BR2504850,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cruz do Espírito Santo,BR2504900,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cubati,BR2505006,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cuité,BR2505105,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cuitegi,BR2505204,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Cuité de Mamanguape,BR2505238,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Curral de Cima,BR2505279,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Curral Velho,BR2505303,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Damião,BR2505352,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Desterro,BR2505402,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Vista Serrana,BR2505501,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Diamante,BR2505600,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Dona Inês,BR2505709,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Duas Estradas,BR2505808,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Emas,BR2505907,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Esperança,BR2506004,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Fagundes,BR2506103,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Frei Martinho,BR2506202,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Gado Bravo,BR2506251,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Guarabira,BR2506301,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Gurinhém,BR2506400,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Gurjão,BR2506509,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Ibiara,BR2506608,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Imaculada,BR2506707,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Ingá,BR2506806,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Itabaiana,BR2506905,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Itaporanga,BR2507002,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Itapororoca,BR2507101,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Itatuba,BR2507200,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Jacaraú,BR2507309,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Jericó,BR2507408,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
João Pessoa,BR2507507,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Juarez Távora,BR2507606,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Juazeirinho,BR2507705,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Junco do Seridó,BR2507804,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Juripiranga,BR2507903,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Juru,BR2508000,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Lagoa,BR2508109,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Lagoa de Dentro,BR2508208,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Lagoa Seca,BR2508307,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Lastro,BR2508406,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Livramento,BR2508505,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Logradouro,BR2508554,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Lucena,BR2508604,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Mãe d'Água,BR2508703,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Malta,BR2508802,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Mamanguape,BR2508901,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Manaíra,BR2509008,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Marcação,BR2509057,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Mari,BR2509107,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Marizópolis,BR2509156,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Massaranduba,BR2509206,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Mataraca,BR2509305,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Matinhas,BR2509339,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Mato Grosso,BR2509370,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Maturéia,BR2509396,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Mogeiro,BR2509404,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Montadas,BR2509503,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Monte Horebe,BR2509602,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Monteiro,BR2509701,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Mulungu,BR2509800,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Natuba,BR2509909,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Nazarezinho,BR2510006,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Nova Floresta,BR2510105,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Nova Olinda,BR2510204,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Nova Palmeira,BR2510303,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Olho d'Água,BR2510402,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Olivedos,BR2510501,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Ouro Velho,BR2510600,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Parari,BR2510659,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Passagem,BR2510709,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Patos,BR2510808,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Paulista,BR2510907,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pedra Branca,BR2511004,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pedra Lavrada,BR2511103,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pedras de Fogo,BR2511202,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Piancó,BR2511301,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Picuí,BR2511400,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pilar,BR2511509,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pilões,BR2511608,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pilõezinhos,BR2511707,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pirpirituba,BR2511806,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pitimbu,BR2511905,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pocinhos,BR2512002,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Poço Dantas,BR2512036,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Poço de José de Moura,BR2512077,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pombal,BR2512101,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Prata,BR2512200,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Princesa Isabel,BR2512309,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Puxinanã,BR2512408,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Queimadas,BR2512507,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Quixaba,BR2512606,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Remígio,BR2512705,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Pedro Régis,BR2512721,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Riachão,BR2512747,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Riachão do Bacamarte,BR2512754,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Riachão do Poço,BR2512762,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Riacho de Santo Antônio,BR2512788,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Riacho dos Cavalos,BR2512804,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Rio Tinto,BR2512903,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Salgadinho,BR2513000,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Salgado de São Félix,BR2513109,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santa Cecília,BR2513158,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santa Cruz,BR2513208,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santa Helena,BR2513307,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santa Inês,BR2513356,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santa Luzia,BR2513406,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santana de Mangueira,BR2513505,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santana dos Garrotes,BR2513604,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Joca Claudino,BR2513653,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santa Rita,BR2513703,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santa Teresinha,BR2513802,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Santo André,BR2513851,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Bento,BR2513901,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Bentinho,BR2513927,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Domingos do Cariri,BR2513943,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Domingos,BR2513968,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Francisco,BR2513984,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São João do Cariri,BR2514008,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São João do Tigre,BR2514107,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José da Lagoa Tapada,BR2514206,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José de Caiana,BR2514305,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José de Espinharas,BR2514404,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José dos Ramos,BR2514453,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José de Piranhas,BR2514503,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José de Princesa,BR2514552,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José do Bonfim,BR2514602,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José do Brejo do Cruz,BR2514651,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José do Sabugi,BR2514701,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São José dos Cordeiros,BR2514800,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Mamede,BR2514909,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Miguel de Taipu,BR2515005,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Sebastião de Lagoa de Roça,BR2515104,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Sebastião do Umbuzeiro,BR2515203,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Sapé,BR2515302,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
São Vicente do Seridó,BR2515401,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Serra Branca,BR2515500,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Serra da Raiz,BR2515609,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Serra Grande,BR2515708,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Serra Redonda,BR2515807,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Serraria,BR2515906,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Sertãozinho,BR2515930,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Sobrado,BR2515971,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Solânea,BR2516003,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Soledade,BR2516102,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Sossêgo,BR2516151,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Sousa,BR2516201,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Sumé,BR2516300,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Tacima,BR2516409,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Taperoá,BR2516508,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Tavares,BR2516607,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Teixeira,BR2516706,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Tenório,BR2516755,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Triunfo,BR2516805,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
Uiraúna,BR2516904,,,,Paraíba,BR25,Brasil,BR,2020-09-30,2020-09-30,
