admin3Name_pt,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_pt,admin3AltName2_pt,admin3AltName1_en,admin3AltName2_en,admin2Name_pt,admin2Name_en,admin2Pcode,admin1Name_pt,admin1Name_en,admin1Pcode,admin0Name_pt,admin0Name_en,admin0Pcode,date,validOn,validTo
Lioma,,MZ110602,,,,,,Gurue,,MZ1106,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Mepuagiua,,MZ110603,,,,,,Gurue,,MZ1106,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Ile,,MZ110701,,,,,,Ile,,MZ1107,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Socone,,MZ110702,,,,,,Ile,,MZ1107,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Gonhane,,MZ110801,,,,,,Inhassunge,,MZ1108,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Inhassunge,,MZ110802,,,,,,Inhassunge,,MZ1108,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Luabo,,MZ110901,,,,,,Luabo,,MZ1109,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Lugela,,MZ111001,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Muabanama,,MZ111002,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Munhamade,,MZ111003,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Tacuane,,MZ111004,,,,,,Lugela,,MZ1110,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Maganja,,MZ111101,,,,,,Maganja Da Costa,,MZ1111,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Nante,,MZ111102,,,,,,Maganja Da Costa,,MZ1111,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Maquival,,MZ111201,,,,,,Maquival,,MZ1112,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Majaua,,MZ111301,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Milange,,MZ111302,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Mongue,,MZ111303,,,,,,Milange,,MZ1113,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Mocuba,,MZ111401,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Mugeba,,MZ111402,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Namanjavira,,MZ111403,,,,,,Mocuba,,MZ1114,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Bajone,,MZ111501,,,,,,Mocubela,,MZ1115,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Mocubela,,MZ111502,,,,,,Mocubela,,MZ1115,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Molumbo,,MZ111601,,,,,,Molumbo,,MZ1116,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Campo,,MZ111701,,,,,,Mopeia,,MZ1117,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Mopeia,,MZ111702,,,,,,Mopeia,,MZ1117,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Chire,,MZ111801,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Megaza,,MZ111802,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Morrumbala,,MZ111803,,,,,,Morrumbala,,MZ1118,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Mulevala,,MZ111901,,,,,,Mulevala,,MZ1119,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Macuze,,MZ112001,,,,,,Namacurra,,MZ1120,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Namacurra,,MZ112002,,,,,,Namacurra,,MZ1120,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Namarroi,,MZ112101,,,,,,Namarroi,,MZ1121,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Regone,,MZ112102,,,,,,Namarroi,,MZ1121,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Nicoadala,,MZ112201,,,,,,Nicoadala,,MZ1122,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Mualama,,MZ112301,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Naburi,,MZ112302,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
Pebane,,MZ112303,,,,,,Pebane,,MZ1123,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
