admin2Name_en,admin2Name_th,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_th,admin2AltName2_th,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Ban Pho,บ้านโพธิ์,TH2405,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phanom Sarakham,พนมสารคาม,TH2406,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ratchasan,ราชสาส์น,TH2407,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sanam Chai Khet,สนามชัยเขต,TH2408,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Plaeng Yao,แปลงยาว,TH2409,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Takiap,ท่าตะเกียบ,TH2410,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Khuean,คลองเขื่อน,TH2411,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Prachin Buri,เมืองปราจีนบุรี,TH2501,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kabin Buri,กบินทร์บุรี,TH2502,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Di,นาดี,TH2503,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Sang,บ้านสร้าง,TH2506,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Prachantakham,ประจันตคาม,TH2507,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Maha Phot,ศรีมหาโพธิ,TH2508,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Mahosot,ศรีมโหสถ,TH2509,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Nakhon Nayok,เมืองนครนายก,TH2601,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pak Phli,ปากพลี,TH2602,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Na,บ้านนา,TH2603,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ongkharak,องครักษ์,TH2604,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khlong Hat,คลองหาด,TH2702,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ta Phraya,ตาพระยา,TH2703,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Nam Yen,วังน้ำเย็น,TH2704,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Watthana Nakhon,วัฒนานคร,TH2705,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Aranyaprathet,อรัญประเทศ,TH2706,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khao Chakan,เขาฉกรรจ์,TH2707,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khok Sung,โคกสูง,TH2708,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Sombun,วังสมบูรณ์,TH2709,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Nakhon Ratchasima,เมืองนครราชสีมา,TH3001,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khon Buri,ครบุรี,TH3002,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Soeng Sang,เสิงสาง,TH3003,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khong,คง,TH3004,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Lueam,บ้านเหลื่อม,TH3005,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chakkarat,จักราช,TH3006,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chok Chai,โชคชัย,TH3007,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Dan Khun Thot,ด่านขุนทด,TH3008,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Thai,โนนไทย,TH3009,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Sung,โนนสูง,TH3010,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Sakaesaeng,ขามสะแกแสง,TH3011,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bua Yai,บัวใหญ่,TH3012,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Prathai,ประทาย,TH3013,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pak Thong Chai,ปักธงชัย,TH3014,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phimai,พิมาย,TH3015,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Thalaeng,ห้วยแถลง,TH3016,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chum Phuang,ชุมพวง,TH3017,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sung Noen,สูงเนิน,TH3018,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Thale So,ขามทะเลสอ,TH3019,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sikhio,สีคิ้ว,TH3020,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pak Chong,ปากช่อง,TH3021,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Bun Mak,หนองบุญมาก,TH3022,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kaeng Sanam Nang,แก้งสนามนาง,TH3023,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Daeng,โนนแดง,TH3024,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Nam Khiao,วังน้ำเขียว,TH3025,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thepharak,เทพารักษ์,TH3026,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Yang,เมืองยาง,TH3027,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phra Thong Kham,พระทองคำ,TH3028,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lam Thamenchai,ลำทะเมนชัย,TH3029,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bua Lai,บัวลาย,TH3030,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sida,สีดา,TH3031,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH3032,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Buri Ram,เมืองบุรีรัมย์,TH3101,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khu Mueang,คูเมือง,TH3102,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Krasang,กระสัง,TH3103,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nang Rong,นางรอง,TH3104,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Ki,หนองกี่,TH3105,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lahan Sai,ละหานทราย,TH3106,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Prakhon Chai,ประโคนชัย,TH3107,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Kruat,บ้านกรวด,TH3108,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phutthaisong,พุทไธสง,TH3109,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lam Plai Mat,ลำปลายมาศ,TH3110,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Satuek,สตึก,TH3111,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pakham,ปะคำ,TH3112,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Pho,นาโพธิ์,TH3113,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Hong,หนองหงส์,TH3114,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phlapphla Chai,พลับพลาชัย,TH3115,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Rat,ห้วยราช,TH3116,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Suwan,โนนสุวรรณ,TH3117,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chamni,ชำนิ,TH3118,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,TH3119,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Din Daeng,โนนดินแดง,TH3120,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Dan,บ้านด่าน,TH3121,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khaen Dong,แคนดง,TH3122,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH3123,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Surin,เมืองสุรินทร์,TH3201,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chumphon Buri,ชุมพลบุรี,TH3202,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tha Tum,ท่าตูม,TH3203,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chom Phra,จอมพระ,TH3204,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Prasat,ปราสาท,TH3205,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kap Choeng,กาบเชิง,TH3206,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rattanaburi,รัตนบุรี,TH3207,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sanom,สนม,TH3208,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sikhoraphum,ศีขรภูมิ,TH3209,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sangkha,สังขะ,TH3210,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lamduan,ลำดวน,TH3211,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samrong Thap,สำโรงทาบ,TH3212,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Buachet,บัวเชด,TH3213,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phanom Dong Rak,พนมดงรัก,TH3214,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Narong,ศรีณรงค์,TH3215,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khwao Sin Rin,เขวาสินรินทร์,TH3216,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Narai,โนนนารายณ์,TH3217,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Si Sa Ket,เมืองศรีสะเกษ,TH3301,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Yang Chum Noi,ยางชุมน้อย,TH3302,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kanthararom,กันทรารมย์,TH3303,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kantharalak,กันทรลักษ์,TH3304,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khukhan,ขุขันธ์,TH3305,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phrai Bueng,ไพรบึง,TH3306,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Prang Ku,ปรางค์กู่,TH3307,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khun Han,ขุนหาญ,TH3308,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Rasi Salai,ราษีไศล,TH3309,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Uthumphon Phisai,อุทุมพรพิสัย,TH3310,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bueng Bun,บึงบูรพ์,TH3311,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Huai Thap Than,ห้วยทับทัน,TH3312,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Non Khun,โนนคูณ,TH3313,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Rattana,ศรีรัตนะ,TH3314,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nam Kliang,น้ำเกลี้ยง,TH3315,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Wang Hin,วังหิน,TH3316,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Sing,ภูสิงห์,TH3317,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Chan,เมืองจันทร์,TH3318,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Benchalak,เบญจลักษ์,TH3319,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phayu,พยุห์,TH3320,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Si Suwan,โพธิ์ศรีสุวรรณ,TH3321,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sila Lat,ศิลาลาด,TH3322,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Si Mueang Mai,ศรีเมืองใหม่,TH3402,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khong Chiam,โขงเจียม,TH3403,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khueang Nai,เขื่องใน,TH3404,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khemarat,เขมราฐ,TH3405,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Det Udom,เดชอุดม,TH3407,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Chaluai,นาจะหลวย,TH3408,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nam Yuen,น้ำยืน,TH3409,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Buntharik,บุณฑริก,TH3410,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Trakan Phuet Phon,ตระการพืชผล,TH3411,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Khaopun,กุดข้าวปุ้น,TH3412,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Muang Sam Sip,ม่วงสามสิบ,TH3414,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Warin Chamrap,วารินชำราบ,TH3415,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phibun Mangsahan,พิบูลมังสาหาร,TH3419,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Tan Sum,ตาลสุม,TH3420,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pho Sai,โพธิ์ไทร,TH3421,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Samrong,สำโรง,TH3422,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Don Mot Daeng,ดอนมดแดง,TH3424,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sirindhorn,สิรินธร,TH3425,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thung Si Udom,ทุ่งศรีอุดม,TH3426,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Yia,นาเยีย,TH3429,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Na Tan,นาตาล,TH3430,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Lao Suea Kok,เหล่าเสือโก้ก,TH3431,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sawang Wirawong,สว่างวีระวงศ์,TH3432,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nam Khun,น้ำขุ่น,TH3433,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Yasothon,เมืองยโสธร,TH3501,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Sai Mun,ทรายมูล,TH3502,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kut Chum,กุดชุม,TH3503,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kham Khuean Kaeo,คำเขื่อนแก้ว,TH3504,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Pa Tio,ป่าติ้ว,TH3505,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Maha Chana Chai,มหาชนะชัย,TH3506,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kho Wang,ค้อวัง,TH3507,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Loeng Nok Tha,เลิงนกทา,TH3508,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thai Charoen,ไทยเจริญ,TH3509,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Mueang Chaiyaphum,เมืองชัยภูมิ,TH3601,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Khwao,บ้านเขว้า,TH3602,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khon Sawan,คอนสวรรค์,TH3603,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kaset Sombun,เกษตรสมบูรณ์,TH3604,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Bua Daeng,หนองบัวแดง,TH3605,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Chatturat,จัตุรัส,TH3606,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Bamnet Narong,บำเหน็จณรงค์,TH3607,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Nong Bua Rawe,หนองบัวระเหว,TH3608,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Thep Sathit,เทพสถิต,TH3609,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phu Khiao,ภูเขียว,TH3610,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Ban Thaen,บ้านแท่น,TH3611,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Kaeng Khro,แก้งคร้อ,TH3612,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Khon San,คอนสาร,TH3613,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
Phakdi Chumphon,ภักดีชุมพล,TH3614,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
