admin3Name_en,admin3Name_ua,admin3Name_ru,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ua,admin3AltName2_ua,admin3AltName1_ru,admin3AltName2_ru,admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin3ClassCode,admin3ClassType,admin3PoliticalType,admin3pcode2016,admin2ClassType,admin1ClassType
Ivnytska,Івницька,Ивницкий,UA1820384800,Ivnytska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820384800,район,область
Kamenivska,Каменівська,Каменевский,UA1820385300,Kamenivska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820385300,район,область
Lebedynetska,Лебединецька,Лебединецкий,UA1820386000,Lebedynetska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820386000,район,область
Liubymivska,Любимівська,Любимовский,UA1820386200,Liubymivska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820386200,район,область
Malopiatyhirska,Малоп'ятигірська,Малопятигорский,UA1820386800,Malopiatyhirska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820386800,район,область
Minkovetska,Міньковецька,Миньковецкий,UA1820387000,Minkovetska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820387000,район,область
Mostivska,Мостівська,Мостовский,UA1820387200,Mostivska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820387200,район,область
Nekhvoroshchanska,Нехворощанська,Нехворощанский,UA1820387400,Nekhvoroshchanska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820387400,район,область
Novokotelnianska,Новокотельнянська,Новокотельнянский,UA1820387500,Novokotelnianska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820387500,район,область
Novoivnytska,Новоівницька,Новоивницкий,UA1820387600,Novoivnytska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820387600,район,область
Pavelkivska,Павелківська,Павелковский,UA1820387800,Pavelkivska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820387800,район,область
Starokotelnianska,Старокотельнянська,Старокотельнянский,UA1820388300,Starokotelnianska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820388300,район,область
Stepkivska,Степківська,Степковский,UA1820388600,Stepkivska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820388600,район,область
Yaropovytska,Яроповицька,Яроповичский,UA1820389000,Yaropovytska,,,,,,,Andrushivskyi,Андрушівський,Андрушевский,UA18203,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820389000,район,область
Baranivska,Баранівська,Барановский,UA1820610100,Baranivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,міська рада,1820610100,район,область
Dovbyska,Довбиська,Довбышский,UA1820655400,Dovbyska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1820655400,район,область
Kamianobridska,Кам'янобрідська,Каменнобродский,UA1820655700,Kamianobridska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1820655700,район,область
Marianivska,Мар'янівська,Марьяновский,UA1820655900,Marianivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1820655900,район,область
Pershotravenska,Першотравенська,Першотравенский,UA1820656000,Pershotravenska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1820656000,район,область
Poliankivska,Полянківська,Полянковский,UA1820656300,Poliankivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1820656300,район,область
Berestivska,Берестівська,Берестовский,UA1820680400,Berestivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820680400,район,область
Virlianska,Вірлянська,Вирлянский,UA1820680800,Virlianska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820680800,район,область
Dubrivska,Дубрівська,Дубровский,UA1820681800,Dubrivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська ОТГ,1820686500,район,область
Zharivska,Жарівська,Жаровский,UA1820682000,Zharivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820682000,район,область
Zeremlianska,Зеремлянська,Зеремлянский,UA1820682200,Zeremlianska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820682200,район,область
Yosypivska,Йосипівська,Йосиповский,UA1820682600,Yosypivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820682600,район,область
Kashperivska,Кашперівська,Кашперовский,UA1820683000,Kashperivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820683000,район,область
Markivska,Марківська,Марковский,UA1820683600,Markivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820683600,район,область
Rohachivska,Рогачівська,Рогачовский,UA1820684800,Rohachivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820684800,район,область
Smoldyrivska,Смолдирівська,Смолдыревский,UA1820685300,Smoldyrivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820685300,район,область
Suiemetska,Суємецька,Суемецкий,UA1820685800,Suiemetska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820685800,район,область
Yalyshivska,Ялишівська,Ялышевский,UA1820687600,Yalyshivska,,,,,,,Baranivskyi,Баранівський,Барановский,UA18206,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820687600,район,область
Hryshkovetska,Гришковецька,Гришковецкий,UA1820855300,Hryshkovetska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1820855300,район,область
Andriiashivska,Андріяшівська,Андрияшевский,UA1820880200,Andriiashivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820880200,район,область
Buriakivska,Буряківська,Буряковский,UA1820880300,Buriakivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820880300,район,область
Bystrytska,Бистрицька,Быстрикский,UA1820880600,Bystrytska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820880600,район,область
Velykonyzghiretska,Великонизгірецька,Великонизгирецкий,UA1820880900,Velykonyzghiretska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820880900,район,область
Velykopiatyhirska,Великоп'ятигірська,Великопятигорский,UA1820881200,Velykopiatyhirska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820881200,район,область
Halchynska,Гальчинська,Гальчинский,UA1820881500,Halchynska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820881500,район,область
Hardyshivska,Гардишівська,Гардышевский,UA1820881800,Hardyshivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820881800,район,область
Zakutynetska,Закутинецька,Закутинецкий,UA1820882100,Zakutynetska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820882100,район,область
Ivankovetska,Іванковецька,Иванковецкий,UA1820882400,Ivankovetska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820882400,район,область
Krasivska,Красівська,Красовский,UA1820883000,Krasivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820883000,район,область
Malosilkivska,Малосілківська,Малоселковский,UA1820883300,Malosilkivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820883300,район,область
Markushivska,Маркушівська,Маркушевский,UA1820883600,Markushivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820883600,район,область
Myroslavska,Мирославська,Мирославский,UA1820883900,Myroslavska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820883900,район,область
Nykonivska,Никонівська,Никоновский,UA1820884200,Nykonivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820884200,район,область
Ozadivska,Озадівська,Озадовский,UA1820884500,Ozadivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820884500,район,область
Osykivska,Осиківська,Осыковский,UA1820884600,Osykivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820884600,район,область
Polovetska,Половецька,Половецкий,UA1820884800,Polovetska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820884800,район,область
Romanivska,Романівська,Романовский,UA1820885000,Romanivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820885000,район,область
Raihorodotska,Райгородоцька,Райгородокский,UA1820885200,Raihorodotska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820885200,район,область
Raikivska,Райківська,Райковский,UA1820885300,Raikivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820885300,район,область
Reiska,Рейська,Рейский,UA1820885400,Reiska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820885400,район,область
Sadkivska,Садківська,Садковский,UA1820885600,Sadkivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820885600,район,область
Skakivska,Скаківська,Скаковский,UA1820885800,Skakivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820885800,район,область
Skrahlivska,Скраглівська,Скраглевский,UA1820886000,Skrahlivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820886000,район,область
Slobodyshchenska,Слободищенська,Слободищенский,UA1820886300,Slobodyshchenska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820886300,район,область
Starosolotvynska,Старосолотвинська,Старосолотвинский,UA1820886500,Starosolotvynska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820886500,район,область
Terekhivska,Терехівська,Тереховский,UA1820886800,Terekhivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820886800,район,область
Khazhynska,Хажинська,Хажинский,UA1820887200,Khazhynska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820887200,район,область
Shvaikivska,Швайківська,Швайковский,UA1820887700,Shvaikivska,,,,,,,Berdychivskyi,Бердичівський,Бердичевский,UA18208,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820887700,район,область
Brusylivska,Брусилівська,Брусиловский,UA1820955100,Brusylivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1820955100,район,область
Vodotyivska,Водотиївська,Водотыевский,UA1820980300,Vodotyivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820980300,район,область
Dyvynska,Дивинська,Дивинский,UA1820980700,Dyvynska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820980700,район,область
Karabachynska,Карабачинська,Карабачинский,UA1820982000,Karabachynska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820982000,район,область
Mistechkivska,Містечківська,Местечковский,UA1820982500,Mistechkivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820982500,район,область
Lazarivska,Лазарівська,Лазаревский,UA1820982600,Lazarivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820982600,район,область
Morozivska,Морозівська,Морозовский,UA1820982700,Morozivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820982700,район,область
Novoozerianska,Новоозерянська,Новоозерянский,UA1820983000,Novoozerianska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820983000,район,область
Ozerska,Озерська,Озерский,UA1820983500,Ozerska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820983500,район,область
Osivetska,Осівецька,Осовецкий,UA1820983600,Osivetska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820983600,район,область
Pryvorotska,Приворотська,Приворотский,UA1820983800,Pryvorotska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820983800,район,область
Pokryshivska,Покришівська,Покрышевский,UA1820983900,Pokryshivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820983900,район,область
Romanivska,Романівська,Романовский,UA1820984300,Romanivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820984300,район,область
Skochyshchenska,Скочищенська,Скочищенский,UA1820985000,Skochyshchenska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820985000,район,область
Sobolivska,Соболівська,Соболевский,UA1820985300,Sobolivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820985300,район,область
Soloviivska,Соловіївська,Соловеевский,UA1820985600,Soloviivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820985600,район,область
Stavyshchenska,Ставищенська,Ставищенский,UA1820986000,Stavyshchenska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820986000,район,область
Khomutetska,Хомутецька,Хомутецкий,UA1820987000,Khomutetska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820987000,район,область
Yastrubenkivska,Яструбеньківська,Яструбеньковский,UA1820988000,Yastrubenkivska,,,,,,,Brusylivskyi,Брусилівський,Брусиловский,UA18209,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1820988000,район,область
Khoroshivska,Хорошівська,Хорошевский,UA1821155100,Khoroshivska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,1821155100,район,область
Irshanska,Іршанська,Иршанский,UA1821155400,Irshanska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна ОТГ,1821181800,район,область
Novoborivska,Новоборівська,Новоборовский,UA1821155700,Novoborivska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна ОТГ,1821187600,район,область
Berezivska,Березівська,Березовский,UA1821180200,Berezivska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821180200,район,область
Hrushkivska,Грушківська,Грушковский,UA1821180400,Hrushkivska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821180400,район,область
Davydivska,Давидівська,Давыдовский,UA1821181200,Davydivska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821181200,район,область
Dashynska,Дашинська,Дашинский,UA1821181300,Dashynska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821181300,район,область
Dvoryshchenska,Дворищенська,Дворищенский,UA1821181500,Dvoryshchenska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821181500,район,область
Zubrynska,Зубринська,Зубринский,UA1821182000,Zubrynska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821182000,район,область
Kraivshchynska,Краївщинська,Краевщинский,UA1821182700,Kraivshchynska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821182700,район,область
Poromivska,Поромівська,Поромовский,UA1821183600,Poromivska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821183600,район,область
Radytska,Радицька,Радичский,UA1821183800,Radytska,,,,,,,Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,1821183800,район,область
