admin3Name_en,admin3Name_ua,admin3Name_ru,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ua,admin3AltName2_ua,admin3AltName1_ru,admin3AltName2_ru,admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin3ClassCode,admin3ClassType,admin3PoliticalType,admin3pcode2016,admin2ClassType,admin1ClassType
Vilnenska,Вільненська,Вольненский,UA0121155400,Vilnenska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,селищна рада,121155400,район,область
Yermakivska,Єрмаківська,Ермаковский,UA0121180600,Yermakivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121180600,район,область
Zavito-Leninska,Завіто-Ленінська,Завето-Ленинский,UA0121180800,Zavito-Leninska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121180800,район,область
Zarichnenska,Зарічненська,Заречненский,UA0121181300,Zarichnenska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121181300,район,область
Izumrudnivska,Ізумруднівська,Изумрудновский,UA0121181500,Izumrudnivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121181500,район,область
Kindrativska,Кіндратівська,Кондратьевский,UA0121181700,Kindrativska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121181700,район,область
Krymkivska,Кримківська,Крымковский,UA0121181800,Krymkivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121181800,район,область
Lobanivska,Лобанівська,Лобановский,UA0121181900,Lobanivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121181900,район,область
Luhanska,Луганська,Луганский,UA0121182300,Luhanska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121182300,район,область
Maiska,Майська,Майский,UA0121182500,Maiska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121182500,район,область
Maslivska,Маслівська,Масловский,UA0121182900,Maslivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121182900,район,область
Medvedivska,Медведівська,Медведевский,UA0121183400,Medvedivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121183400,район,область
Myrnivska,Мирнівська,Мирновский,UA0121183600,Myrnivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121183600,район,область
Novokrymska,Новокримська,Новокрымский,UA0121183800,Novokrymska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121183800,район,область
Pakharivska,Пахарівська,Пахаревский,UA0121184000,Pakharivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121184000,район,область
Pobiednenska,Побєдненська,Победненский,UA0121184100,Pobiednenska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121184100,район,область
Prostornenska,Просторненська,Просторненский,UA0121184200,Prostornenska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121184200,район,область
Rozkishnenska,Розкішненська,Роскошненский,UA0121185500,Rozkishnenska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121185500,район,область
Roshchynska,Рощинська,Рощинский,UA0121185600,Roshchynska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121185600,район,область
Svitlivska,Світлівська,Светловский,UA0121185800,Svitlivska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121185800,район,область
Stalnenska,Стальненська,Стальненский,UA0121186000,Stalnenska,,,,,,,Dzhankoiskyi,Джанкойський,Джанкойский,UA01211,Avtonomna Respublika Krym,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2017-10-02,2017-10-24,,81400000,рада,сільська рада,121186000,район,область
