admin2Name_en,admin2Name_th,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_th,admin2AltName2_th,admin1Name_en,admin1Name_th,admin1Pcode,admin0Name_en,admin0Name_th,admin0Pcode,date,validOn,validTo
Ban Pho,บ้านโพธิ์,TH2405,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phanom Sarakham,พนมสารคาม,TH2406,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ratchasan,ราชสาส์น,TH2407,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sanam Chai Khet,สนามชัยเขต,TH2408,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Plaeng Yao,แปลงยาว,TH2409,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Takiap,ท่าตะเกียบ,TH2410,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Khuean,คลองเขื่อน,TH2411,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Prachin Buri,เมืองปราจีนบุรี,TH2501,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kabin Buri,กบินทร์บุรี,TH2502,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Di,นาดี,TH2503,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Sang,บ้านสร้าง,TH2506,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Prachantakham,ประจันตคาม,TH2507,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Maha Phot,ศรีมหาโพธิ,TH2508,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Mahosot,ศรีมโหสถ,TH2509,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Nakhon Nayok,เมืองนครนายก,TH2601,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pak Phli,ปากพลี,TH2602,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Na,บ้านนา,TH2603,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ongkharak,องครักษ์,TH2604,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Sa Kaeo,เมืองสระแก้ว,TH2701,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Hat,คลองหาด,TH2702,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ta Phraya,ตาพระยา,TH2703,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Nam Yen,วังน้ำเย็น,TH2704,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Watthana Nakhon,วัฒนานคร,TH2705,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Aranyaprathet,อรัญประเทศ,TH2706,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khao Chakan,เขาฉกรรจ์,TH2707,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Sung,โคกสูง,TH2708,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Sombun,วังสมบูรณ์,TH2709,,,,,,Sa Kaeo,สระแก้ว,TH27,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Nakhon Ratchasima,เมืองนครราชสีมา,TH3001,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khon Buri,ครบุรี,TH3002,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Soeng Sang,เสิงสาง,TH3003,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khong,คง,TH3004,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Lueam,บ้านเหลื่อม,TH3005,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chakkarat,จักราช,TH3006,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chok Chai,โชคชัย,TH3007,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Dan Khun Thot,ด่านขุนทด,TH3008,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Thai,โนนไทย,TH3009,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Sung,โนนสูง,TH3010,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kham Sakaesaeng,ขามสะแกแสง,TH3011,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bua Yai,บัวใหญ่,TH3012,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Prathai,ประทาย,TH3013,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pak Thong Chai,ปักธงชัย,TH3014,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phimai,พิมาย,TH3015,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Thalaeng,ห้วยแถลง,TH3016,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chum Phuang,ชุมพวง,TH3017,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sung Noen,สูงเนิน,TH3018,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kham Thale So,ขามทะเลสอ,TH3019,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sikhio,สีคิ้ว,TH3020,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pak Chong,ปากช่อง,TH3021,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Bun Mak,หนองบุญมาก,TH3022,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kaeng Sanam Nang,แก้งสนามนาง,TH3023,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Daeng,โนนแดง,TH3024,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Nam Khiao,วังน้ำเขียว,TH3025,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thepharak,เทพารักษ์,TH3026,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Yang,เมืองยาง,TH3027,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phra Thong Kham,พระทองคำ,TH3028,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lam Thamenchai,ลำทะเมนชัย,TH3029,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bua Lai,บัวลาย,TH3030,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sida,สีดา,TH3031,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH3032,,,,,,Nakhon Ratchasima,นครราชสีมา,TH30,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Buri Ram,เมืองบุรีรัมย์,TH3101,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khu Mueang,คูเมือง,TH3102,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Krasang,กระสัง,TH3103,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nang Rong,นางรอง,TH3104,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Ki,หนองกี่,TH3105,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lahan Sai,ละหานทราย,TH3106,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Prakhon Chai,ประโคนชัย,TH3107,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Kruat,บ้านกรวด,TH3108,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phutthaisong,พุทไธสง,TH3109,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lam Plai Mat,ลำปลายมาศ,TH3110,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Satuek,สตึก,TH3111,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pakham,ปะคำ,TH3112,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Pho,นาโพธิ์,TH3113,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Hong,หนองหงส์,TH3114,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phlapphla Chai,พลับพลาชัย,TH3115,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Rat,ห้วยราช,TH3116,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Suwan,โนนสุวรรณ,TH3117,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chamni,ชำนิ,TH3118,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Mai Chaiyaphot,บ้านใหม่ไชยพจน์,TH3119,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Din Daeng,โนนดินแดง,TH3120,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Dan,บ้านด่าน,TH3121,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khaen Dong,แคนดง,TH3122,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH3123,,,,,,Buri Ram,บุรีรัมย์,TH31,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Surin,เมืองสุรินทร์,TH3201,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chumphon Buri,ชุมพลบุรี,TH3202,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tha Tum,ท่าตูม,TH3203,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chom Phra,จอมพระ,TH3204,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Prasat,ปราสาท,TH3205,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kap Choeng,กาบเชิง,TH3206,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Rattanaburi,รัตนบุรี,TH3207,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sanom,สนม,TH3208,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sikhoraphum,ศีขรภูมิ,TH3209,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sangkha,สังขะ,TH3210,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lamduan,ลำดวน,TH3211,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Samrong Thap,สำโรงทาบ,TH3212,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Buachet,บัวเชด,TH3213,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phanom Dong Rak,พนมดงรัก,TH3214,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Narong,ศรีณรงค์,TH3215,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khwao Sin Rin,เขวาสินรินทร์,TH3216,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Narai,โนนนารายณ์,TH3217,,,,,,Surin,สุรินทร์,TH32,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Si Sa Ket,เมืองศรีสะเกษ,TH3301,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yang Chum Noi,ยางชุมน้อย,TH3302,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kanthararom,กันทรารมย์,TH3303,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kantharalak,กันทรลักษ์,TH3304,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khukhan,ขุขันธ์,TH3305,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phrai Bueng,ไพรบึง,TH3306,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Prang Ku,ปรางค์กู่,TH3307,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khun Han,ขุนหาญ,TH3308,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Rasi Salai,ราษีไศล,TH3309,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Uthumphon Phisai,อุทุมพรพิสัย,TH3310,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bueng Bun,บึงบูรพ์,TH3311,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Huai Thap Than,ห้วยทับทัน,TH3312,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Non Khun,โนนคูณ,TH3313,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Rattana,ศรีรัตนะ,TH3314,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nam Kliang,น้ำเกลี้ยง,TH3315,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Hin,วังหิน,TH3316,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Sing,ภูสิงห์,TH3317,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Chan,เมืองจันทร์,TH3318,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Benchalak,เบญจลักษ์,TH3319,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phayu,พยุห์,TH3320,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Si Suwan,โพธิ์ศรีสุวรรณ,TH3321,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sila Lat,ศิลาลาด,TH3322,,,,,,Si Sa Ket,ศรีสะเกษ,TH33,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Ubon Ratchathani,เมืองอุบลราชธานี,TH3401,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Mueang Mai,ศรีเมืองใหม่,TH3402,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khong Chiam,โขงเจียม,TH3403,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khueang Nai,เขื่องใน,TH3404,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khemarat,เขมราฐ,TH3405,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Det Udom,เดชอุดม,TH3407,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Chaluai,นาจะหลวย,TH3408,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nam Yuen,น้ำยืน,TH3409,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Buntharik,บุณฑริก,TH3410,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Trakan Phuet Phon,ตระการพืชผล,TH3411,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Khaopun,กุดข้าวปุ้น,TH3412,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Muang Sam Sip,ม่วงสามสิบ,TH3414,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Warin Chamrap,วารินชำราบ,TH3415,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phibun Mangsahan,พิบูลมังสาหาร,TH3419,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tan Sum,ตาลสุม,TH3420,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Sai,โพธิ์ไทร,TH3421,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Samrong,สำโรง,TH3422,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Don Mot Daeng,ดอนมดแดง,TH3424,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sirindhorn,สิรินธร,TH3425,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thung Si Udom,ทุ่งศรีอุดม,TH3426,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Yia,นาเยีย,TH3429,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Na Tan,นาตาล,TH3430,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lao Suea Kok,เหล่าเสือโก้ก,TH3431,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sawang Wirawong,สว่างวีระวงศ์,TH3432,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nam Khun,น้ำขุ่น,TH3433,,,,,,Ubon Ratchathani,อุบลราชธานี,TH34,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Yasothon,เมืองยโสธร,TH3501,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sai Mun,ทรายมูล,TH3502,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kut Chum,กุดชุม,TH3503,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kham Khuean Kaeo,คำเขื่อนแก้ว,TH3504,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pa Tio,ป่าติ้ว,TH3505,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Maha Chana Chai,มหาชนะชัย,TH3506,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kho Wang,ค้อวัง,TH3507,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Loeng Nok Tha,เลิงนกทา,TH3508,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thai Charoen,ไทยเจริญ,TH3509,,,,,,Yasothon,ยโสธร,TH35,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mueang Chaiyaphum,เมืองชัยภูมิ,TH3601,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Khwao,บ้านเขว้า,TH3602,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khon Sawan,คอนสวรรค์,TH3603,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kaset Sombun,เกษตรสมบูรณ์,TH3604,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Bua Daeng,หนองบัวแดง,TH3605,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chatturat,จัตุรัส,TH3606,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bamnet Narong,บำเหน็จณรงค์,TH3607,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Bua Rawe,หนองบัวระเหว,TH3608,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thep Sathit,เทพสถิต,TH3609,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phu Khiao,ภูเขียว,TH3610,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Thaen,บ้านแท่น,TH3611,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kaeng Khro,แก้งคร้อ,TH3612,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khon San,คอนสาร,TH3613,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phakdi Chumphon,ภักดีชุมพล,TH3614,,,,,,Chaiyaphum,ชัยภูมิ,TH36,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
