admin2Name_en,admin2Name_ua,admin2Name_ru,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_ua,admin2AltName2_ua,admin2AltName1_ru,admin2AltName2_ru,admin1Name_en,admin1Name_ua,admin1Name_ru,admin1Pcode,admin0Name_en,admin0Name_ua,admin0Name_ru,admin0Pcode,date,validOn,validTo,admin2ClassCode,admin2ClassType,admin2PoliticalType,admin2pcode2016,admin1ClassType,admin1ClassCode
Starobeshivskyi,Старобешівський,Старобешевский,UA14245,Starobeshivskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1424500000,область,81200000
Boikivskyi,Бойківський,Бойковский,UA14248,Boikivskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1424800000,область,81200000
Shakhtarskyi,Шахтарський,Шахтерский,UA14252,Shakhtarskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1425200000,область,81200000
Yasynuvatskyi,Ясинуватський,Ясиноватский,UA14255,Yasynuvatskyi,,,,,,,Donetska,Донецька,Донецкая,UA14,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1425500000,область,81200000
Zhytomyrska,Житомирська,Житомирский,UA18101,Zhytomyrska,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1810100000,область,81200000
Berdychivska,Бердичівська,Бердичевский,UA18104,Berdychivska,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1810400000,область,81200000
Korostenska,Коростенська,Коростенский,UA18107,Korostenska,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1810700000,область,81200000
Malynska,Малинська,Малинский,UA18109,Malynska,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1810900000,область,81200000
Novohrad-Volynska,Новоград-Волинська,Новоград-Волынский,UA18110,Novohrad-Volynska,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,1811000000,область,81200000
Andrushivskyi,Андрушівський,Андрушевский,UA18203,Andrushivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1820300000,область,81200000
Baranivskyi,Баранівський,Барановский,UA18206,Baranivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1820600000,область,81200000
Berdychivskyi,Бердичівський,Бердичевский,UA18208,Berdychivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1820800000,область,81200000
Brusylivskyi,Брусилівський,Брусиловский,UA18209,Brusylivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1820900000,область,81200000
Khoroshivskyi,Хорошівський,Хорошевский,UA18211,Khoroshivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1821100000,область,81200000
Romanivskyi,Романівський,Романовский,UA18214,Romanivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1821400000,область,81200000
Yemilchynskyi,Ємільчинський,Емильчинский,UA18217,Yemilchynskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1821700000,область,81200000
Zhytomyrskyi,Житомирський,Житомирский,UA18220,Zhytomyrskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1822000000,область,81200000
Korostenskyi,Коростенський,Коростенский,UA18223,Korostenskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1822300000,область,81200000
Korostyshivskyi,Коростишівський,Коростышевский,UA18225,Korostyshivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1822500000,область,81200000
Luhynskyi,Лугинський,Лугинский,UA18228,Luhynskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1822800000,область,81200000
Liubarskyi,Любарський,Любарский,UA18231,Liubarskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1823100000,область,81200000
Malynskyi,Малинський,Малинский,UA18234,Malynskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1823400000,область,81200000
Narodytskyi,Народицький,Народичский,UA18237,Narodytskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1823700000,область,81200000
Novohrad-Volynskyi,Новоград-Волинський,Новоград-Волынский,UA18240,Novohrad-Volynskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1824000000,область,81200000
Ovrutskyi,Овруцький,Овручский,UA18242,Ovrutskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1824200000,область,81200000
Olevskyi,Олевський,Олевский,UA18244,Olevskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1824400000,область,81200000
Popilnianskyi,Попільнянський,Попельнянский,UA18247,Popilnianskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1824700000,область,81200000
Radomyshlskyi,Радомишльський,Радомышльский,UA18250,Radomyshlskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1825000000,область,81200000
Ruzhynskyi,Ружинський,Ружинский,UA18252,Ruzhynskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1825200000,область,81200000
Pulynskyi,Пулинський,Пулинский,UA18254,Pulynskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1825400000,область,81200000
Cherniakhivskyi,Черняхівський,Черняховский,UA18256,Cherniakhivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1825600000,область,81200000
Chudnivskyi,Чуднівський,Чудновский,UA18258,Chudnivskyi,,,,,,,Zhytomyrska,Житомирська,Житомирская,UA18,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,1825800000,область,81200000
Uzhhorodska,Ужгородська,Ужгородский,UA21101,Uzhhorodska,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2110100000,область,81200000
Berehivska,Берегівська,Береговский,UA21102,Berehivska,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2110200000,область,81200000
Mukachivska,Мукачівська,Мукачевский,UA21104,Mukachivska,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2110400000,область,81200000
Khustska,Хустська,Хустский,UA21108,Khustska,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2110800000,область,81200000
Chopska,Чопська,Чопский,UA21110,Chopska,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2111000000,область,81200000
Berehivskyi,Берегівський,Береговский,UA21204,Berehivskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2120400000,область,81200000
Velykobereznianskyi,Великоберезнянський,Великоберезнянский,UA21208,Velykobereznianskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2120800000,область,81200000
Vynohradivskyi,Виноградівський,Виноградовский,UA21212,Vynohradivskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2121200000,область,81200000
Volovetskyi,Воловецький,Воловецкий,UA21215,Volovetskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2121500000,область,81200000
Irshavskyi,Іршавський,Иршавский,UA21219,Irshavskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2121900000,область,81200000
Mizhhirskyi,Міжгірський,Межгорский,UA21224,Mizhhirskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2122400000,область,81200000
Mukachivskyi,Мукачівський,Мукачевский,UA21227,Mukachivskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2122700000,область,81200000
Perechynskyi,Перечинський,Перечинский,UA21232,Perechynskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2123200000,область,81200000
Rakhivskyi,Рахівський,Раховский,UA21236,Rakhivskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2123600000,область,81200000
Svaliavskyi,Свалявський,Свалявский,UA21240,Svaliavskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2124000000,область,81200000
Tiachivskyi,Тячівський,Тячевский,UA21244,Tiachivskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2124400000,область,81200000
Uzhhorodskyi,Ужгородський,Ужгородский,UA21248,Uzhhorodskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2124800000,область,81200000
Khustskyi,Хустський,Хустский,UA21253,Khustskyi,,,,,,,Zakarpatska,Закарпатська,Закарпатская,UA21,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2125300000,область,81200000
Zaporizka,Запорізька,Запорожский,UA23101,Zaporizka,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2310100000,область,81200000
Berdianska,Бердянська,Бердянский,UA23104,Berdianska,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2310400000,область,81200000
Melitopolska,Мелітопольська,Мелитопольский,UA23107,Melitopolska,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2310700000,область,81200000
Tokmatska,Токмацька,Токмакский,UA23110,Tokmatska,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2311000000,область,81200000
Enerhodarska,Енергодарська,Энергодарский,UA23125,Enerhodarska,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2312500000,область,81200000
Yakymivskyi,Якимівський,Акимовский,UA23203,Yakymivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2320300000,область,81200000
Berdianskyi,Бердянський,Бердянский,UA23206,Berdianskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2320600000,область,81200000
Vasylivskyi,Василівський,Васильевский,UA23209,Vasylivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2320900000,область,81200000
Velykobilozerskyi,Великобілозерський,Великобелозерский,UA23211,Velykobilozerskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2321100000,область,81200000
Veselivskyi,Веселівський,Веселовский,UA23212,Veselivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2321200000,область,81200000
Vilnianskyi,Вільнянський,Вольнянский,UA23215,Vilnianskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2321500000,область,81200000
Huliaipilskyi,Гуляйпільський,Гуляйпольский,UA23218,Huliaipilskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2321800000,область,81200000
Zaporizkyi,Запорізький,Запорожский,UA23221,Zaporizkyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2322100000,область,81200000
Kamiansko-Dniprovskyi,Кам'янсько-Дніпровський,Каменско-Днепровский,UA23224,Kamiansko-Dniprovskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2322400000,область,81200000
Bilmatskyi,Більмацький,Бильмацкий,UA23227,Bilmatskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2322700000,область,81200000
Melitopolskyi,Мелітопольський,Мелитопольский,UA23230,Melitopolskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2323000000,область,81200000
Mykhailivskyi,Михайлівський,Михайловский,UA23233,Mykhailivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2323300000,область,81200000
Novomykolaivskyi,Новомиколаївський,Новониколаевский,UA23236,Novomykolaivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2323600000,область,81200000
Orikhivskyi,Оріхівський,Ореховский,UA23239,Orikhivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2323900000,область,81200000
Polohivskyi,Пологівський,Пологовский,UA23242,Polohivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2324200000,область,81200000
Pryazovskyi,Приазовський,Приазовский,UA23245,Pryazovskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2324500000,область,81200000
Prymorskyi,Приморський,Приморский,UA23248,Prymorskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2324800000,область,81200000
Rozivskyi,Розівський,Розовский,UA23249,Rozivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2324900000,область,81200000
Tokmatskyi,Токмацький,Токмакский,UA23252,Tokmatskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2325200000,область,81200000
Chernihivskyi,Чернігівський,Черниговский,UA23255,Chernihivskyi,,,,,,,Zaporizka,Запорізька,Запорожская,UA23,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2325500000,область,81200000
Ivano-Frankivska,Івано-Франківська,Ивано-Франковский,UA26101,Ivano-Frankivska,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2610100000,область,81200000
Bolekhivska,Болехівська,Болеховский,UA26102,Bolekhivska,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2610200000,область,81200000
Burshtynska,Бурштинська,Бурштынский,UA26103,Burshtynska,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2610300000,область,81200000
Kaluska,Калуська,Калушский,UA26104,Kaluska,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2610400000,область,81200000
Kolomyiska,Коломийська,Коломыйский,UA26106,Kolomyiska,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2610600000,область,81200000
Yaremchanska,Яремчанська,Яремчанский,UA26110,Yaremchanska,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,2611000000,область,81200000
Bohorodchanskyi,Богородчанський,Богородчанский,UA26204,Bohorodchanskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2620400000,область,81200000
Verkhovynskyi,Верховинський,Верховинский,UA26208,Verkhovynskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2620800000,область,81200000
Halytskyi,Галицький,Галичский,UA26212,Halytskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2621200000,область,81200000
Horodenkivskyi,Городенківський,Городенковский,UA26216,Horodenkivskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2621600000,область,81200000
Dolynskyi,Долинський,Долинский,UA26220,Dolynskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2622000000,область,81200000
Kaluskyi,Калуський,Калушский,UA26228,Kaluskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2622800000,область,81200000
Kolomyiskyi,Коломийський,Коломыйский,UA26232,Kolomyiskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2623200000,область,81200000
Kosivskyi,Косівський,Косовский,UA26236,Kosivskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2623600000,область,81200000
Nadvirnianskyi,Надвірнянський,Надворнянский,UA26240,Nadvirnianskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2624000000,область,81200000
Rohatynskyi,Рогатинський,Рогатинский,UA26244,Rohatynskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2624400000,область,81200000
Rozhniativskyi,Рожнятівський,Рожнятовский,UA26248,Rozhniativskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2624800000,область,81200000
Sniatynskyi,Снятинський,Снятынский,UA26252,Sniatynskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2625200000,область,81200000
Tlumatskyi,Тлумацький,Тлумачский,UA26256,Tlumatskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2625600000,область,81200000
Tysmenytskyi,Тисменицький,Тысменицкий,UA26258,Tysmenytskyi,,,,,,,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,UA26,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,2625800000,область,81200000
Kyivska,Київська,Киевский,UA32100,Kyivska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3222000000,область,81200000
Bilotserkivska,Білоцерківська,Белоцерковский,UA32103,Bilotserkivska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3210300000,область,81200000
Berezanska,Березанська,Березанский,UA32104,Berezanska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3210400000,область,81200000
Boryspilska,Бориспільська,Бориспольский,UA32105,Boryspilska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3210500000,область,81200000
Brovarska,Броварська,Броварский,UA32106,Brovarska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3210600000,область,81200000
Vasylkivska,Васильківська,Васильковский,UA32107,Vasylkivska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3210700000,область,81200000
Buchanska,Бучанська,Бучанский,UA32108,Buchanska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3210800000,область,81200000
Irpinska,Ірпінська,Ирпенский,UA32109,Irpinska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3210900000,область,81200000
Pereiaslav-Khmelnytska,Переяслав-Хмельницька,Переяслав-Хмельницкий,UA32110,Pereiaslav-Khmelnytska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3211000000,область,81200000
Fastivska,Фастівська,Фастовский,UA32112,Fastivska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3211200000,область,81200000
Rzhyshchivska,Ржищівська,Ржищевский,UA32113,Rzhyshchivska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3211300000,область,81200000
Slavutytska,Славутицька,Славутичский,UA32115,Slavutytska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3211500000,область,81200000
Obukhivska,Обухівська,Обуховский,UA32116,Obukhivska,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81400000,міська рада,міська рада,3211600000,область,81200000
Baryshivskyi,Баришівський,Барышевский,UA32202,Baryshivskyi,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,3220200000,область,81200000
Bilotserkivskyi,Білоцерківський,Белоцерковский,UA32204,Bilotserkivskyi,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,3220400000,область,81200000
Bohuslavskyi,Богуславський,Богуславский,UA32206,Bohuslavskyi,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,3220600000,область,81200000
Boryspilskyi,Бориспільський,Бориспольский,UA32208,Boryspilskyi,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,3220800000,область,81200000
Borodianskyi,Бородянський,Бородянский,UA32210,Borodianskyi,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,3221000000,область,81200000
Brovarskyi,Броварський,Броварский,UA32212,Brovarskyi,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,3221200000,область,81200000
Vasylkivskyi,Васильківський,Васильковский,UA32214,Vasylkivskyi,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,3221400000,область,81200000
Volodarskyi,Володарський,Володарский,UA32216,Volodarskyi,,,,,,,Kyivska,Київська,Киевская,UA32,Ukraine,Україна,Украина,UA,2017-10-02,2017-12-21,,81300000,район,,3221600000,область,81200000
