admin2Name_en,admin2Name_ja,admin2Pcode,admin2RefName,admin2AltName1_en,admin2AltName2_en,admin2AltName1_ja,admin2AltName2_ja,admin1Name_en,admin1Name_ja,admin1Pcode,admin0Name_en,admin0Name_ja,admin0Pcode,date,validOn,validTo
Shou-cho,勝央町,JP33006,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Kita-ku,北区,JP33007,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Minami-ku,南区,JP33008,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Kibichuo-cho,吉備中央,JP33009,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Wake-cho,和気町,JP33010,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Nagi-cho,奈義町,JP33011,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Shinjo-son,新庄村,JP33012,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Niimi City,新見市,JP33013,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Hayashima-cho,早島町,JP33014,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Higashi-ku,東区,JP33015,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Tsuyama City,津山市,JP33016,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Asakuchi City,浅口市,JP33017,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Setouchi City,瀬戸内市,JP33018,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Tamano City,玉野市,JP33019,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Maniwa City,真庭市,JP33020,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Yakage-cho,矢掛町,JP33021,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Kasaoka City,笠岡市,JP33022,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Soja City,総社市,JP33023,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Mimasaka City,美作市,JP33024,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Misaki-cho,美咲町,JP33025,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Nishiawakura-son,西粟倉村,JP33026,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Akaiwa City,赤磐市,JP33027,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Satosho-cho,里庄町,JP33028,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Kagamino-cho,鏡野町,JP33029,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Takahashi City,高梁市,JP33030,,,,,,Okayama,岡山県,JP33,Japan,日本,JP,2019-12-17,2019-12-19,
Mihara City,三原市,JP34001,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Miyoshi City,三次市,JP34002,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Sera-cho,世羅町,JP34003,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Naka-ku,中区,JP34004,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Saeki-ku,佐伯区,JP34005,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Kitahiroshima-cho,北広島町,JP34006,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Minami-ku,南区,JP34007,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Kure City,呉市,JP34008,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Saka-cho,坂町,JP34009,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Osakikamijima-cho,大崎上島,JP34010,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Otake City,大竹市,JP34011,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Asakita-ku,安佐北区,JP34012,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Asaminami-ku,安佐南区,JP34013,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Aki-ku,安芸区,JP34014,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Akiota-cho,安芸太田,JP34015,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Akitakata City,安芸高田,JP34016,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Onomichi City,尾道市,JP34017,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Shobara City,庄原市,JP34018,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Fuchu City,府中市,JP34019,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Fuchu-cho,府中町,JP34020,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Hatsukaichi City,廿日市市,JP34021,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Higashi-ku,東区,JP34022,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Higashihiroshima City,東広島市,JP34023,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Etajima City,江田島市,JP34024,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Kaita-cho,海田町,JP34025,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Kumano-cho,熊野町,JP34026,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Jinsekikogen-cho,神石高原,JP34027,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Fukuyama City,福山市,JP34028,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Takehara City,竹原市,JP34029,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Nishi-ku,西区,JP34030,,,,,,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
Kaminoseki-cho,上関町,JP35001,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Kudamatsu City,下松市,JP35002,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Shinomoseki City,下関市,JP35003,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Hikari City,光市,JP35004,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Shunan City,周南市,JP35005,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Suo-Oshima-cho,周防大島,JP35006,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Waki-cho,和木町,JP35007,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Ube City,宇部市,JP35008,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Yamaguchi City,山口市,JP35009,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Sanyoonoda City,山陽小野,JP35010,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Iwakuni City,岩国市,JP35011,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Hirao-cho,平生町,JP35012,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Yanai City,柳井市,JP35013,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Tabuse-cho,田布施町,JP35014,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Mine City,美祢市,JP35015,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Hagi City,萩市,JP35016,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Nagato City,長門市,JP35017,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Hofu City,防府市,JP35018,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Abu-cho,阿武町,JP35019,,,,,,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
Tsurugi-cho,つるぎ町,JP36001,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Miyoshi City,三好市,JP36002,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Kamikatsu-cho,上勝町,JP36003,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Kamiita-cho,上板町,JP36004,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Sanagochi-son,佐那河内,JP36005,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Katsura-cho,勝浦町,JP36006,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Kitajima-cho,北島町,JP36007,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Yoshinogawa City,吉野川市,JP36008,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Komatsushima City,小松島市,JP36009,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Tokushima City,徳島市,JP36010,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Higashimiyoshi-cho,東みよし,JP36011,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Matsushige-cho,松茂町,JP36012,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Itano-cho,板野町,JP36013,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Kaiyo-cho,海陽町,JP36014,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Mugi-cho,牟岐町,JP36015,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Ishii-cho,石井町,JP36016,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Kamiyama-cho,神山町,JP36017,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Minami-cho,美波町,JP36018,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Mima City,美馬市,JP36019,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Aizumi-cho,藍住町,JP36020,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Naka-cho,那賀町,JP36021,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Anan City,阿南市,JP36022,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Awa City,阿波市,JP36023,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Naruto City,鳴門市,JP36024,,,,,,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
Sanuki City,さぬき市,JP37001,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Mannou-cho,まんのう,JP37002,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Miki-cho,三木町,JP37003,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Mitoyo City,三豊市,JP37004,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Marugame City,丸亀市,JP37005,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Zentsuji City,善通寺市,JP37006,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Tonosho-cho,土庄町,JP37007,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Sakaide City,坂出市,JP37008,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Tadotsu-cho,多度津町,JP37009,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Utazu-cho,宇多津町,JP37010,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Shodoshima-cho,小豆島町,JP37011,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Higashikagawa City,東かがわ,JP37012,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Kotohira-cho,琴平町,JP37013,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Naoshima-cho,直島町,JP37014,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Ayagawa-cho,綾川町,JP37015,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Kanonji City,観音寺市,JP37016,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Takamatsu City,高松市,JP37017,,,,,,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
Kamijima-cho,上島町,JP38001,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Kumakogen-cho,久万高原,JP38002,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Imabari City,今治市,JP38003,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Iyo City,伊予市,JP38004,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Ikata-cho,伊方町,JP38005,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Yawatahama City,八幡浜市,JP38006,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Uchiko-cho,内子町,JP38007,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Shikokuchuo City,四国中央,JP38008,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Ozu City,大洲市,JP38009,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Uwajima City,宇和島市,JP38010,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Ainan-cho,愛南町,JP38011,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Niihama City,新居浜市,JP38012,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Toon City,東温市,JP38013,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Matsumae-cho,松前町,JP38014,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Matsuyama City,松山市,JP38015,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Matsuno-cho,松野町,JP38016,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Tobe-cho,砥部町,JP38017,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Seiyo City,西予市,JP38018,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Saijo City,西条市,JP38019,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Kihoku-cho,鬼北町,JP38020,,,,,,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
Ino-cho,いの町,JP39001,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Mihara-mura,三原村,JP39002,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Nakatosa-cho,中土佐町,JP39003,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Niyodogawa-cho,仁淀川町,JP39004,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Sakawa-cho,佐川町,JP39005,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Kitagawa-mura,北川村,JP39006,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Nankoku City,南国市,JP39007,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Shimanto City,四万十市,JP39008,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Shimanto-cho,四万十町,JP39009,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Tosa City,土佐市,JP39010,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Tosashimizu City,土佐清水,JP39011,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Tosa-cho,土佐町,JP39012,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Okawa-mura,大川村,JP39013,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Otsuki-cho,大月町,JP39014,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Otoyo-cho,大豊町,JP39015,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Nahari-cho,奈半利町,JP39016,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Yasuda-cho,安田町,JP39017,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Aki City,安芸市,JP39018,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Muroto City,室戸市,JP39019,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Sukumo City,宿毛市,JP39020,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Hidaka-mura,日高村,JP39021,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Motoyama-cho,本山町,JP39022,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Toyo-cho,東洋町,JP39023,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Yusuhara-cho,檮原町,JP39024,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Tsuno-cho,津野町,JP39025,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Tano-cho,田野町,JP39026,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Geisei-mura,芸西村,JP39027,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Ochi-cho,越知町,JP39028,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Susaki City,須崎市,JP39029,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Konan City,香南市,JP39030,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Kami City,香美市,JP39031,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Umaji-mura,馬路村,JP39032,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Kochi City,高知市,JP39033,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Kuroshio-cho,黒潮町,JP39034,,,,,,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
Ukiha City,うきは市,JP40001,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Miyako-machi,みやこ町,JP40002,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Miyama City,みやま市,JP40003,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Koge-machi,上毛町,JP40004,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Chuo-ku,中央区,JP40005,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Nakama City,中間市,JP40006,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Hisayama-machi,久山町,JP40007,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Kurume City,久留米市,JP40008,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Yame City,八女市,JP40009,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Yahatahigashi-ku,八幡東区,JP40010,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Yahatanishi-ku,八幡西区,JP40011,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Minami-ku,南区,JP40012,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Hakata-ku,博多区,JP40013,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Koga City,古賀市,JP40014,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Yoshitomi-machi,吉富町,JP40015,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Kama City,嘉麻市,JP40016,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Jonan-ku,城南区,JP40017,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Oto-machi,大任町,JP40018,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Tachiarai-machi,大刀洗町,JP40019,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Okawa City,大川市,JP40020,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Oki-machi,大木町,JP40021,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Omuta City,大牟田市,JP40022,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Onojo City,大野城市,JP40023,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Dazaifu City,太宰府市,JP40024,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Umi-machi,宇美町,JP40025,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Munakata City,宗像市,JP40026,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Miyawaka City,宮若市,JP40027,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Kokurakita-ku,小倉北区,JP40028,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Kokuraminami-ku,小倉南区,JP40029,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Kotake-machi,小竹町,JP40030,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Ogori City,小郡市,JP40031,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Okagaki-machi,岡垣町,JP40032,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Kawasaki-machi,川崎町,JP40033,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Hirokawa-cho (Nagoya City),広川町,JP40034,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Shime-machi,志免町,JP40035,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Tobata-ku,戸畑区,JP40036,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Shingu-machi,新宮町,JP40037,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Sawara-ku,早良区,JP40038,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Kasuga City,春日市,JP40039,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Asakura City,朝倉市,JP40040,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Higashi-ku,東区,JP40041,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Toho-mura,東峰村,JP40042,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Yanagawa City,柳川市,JP40043,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Keisen-machi,桂川町,JP40044,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Mizumaki-machi,水巻町,JP40045,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Soeda-machi,添田町,JP40046,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Tagawa City,田川市,JP40047,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Nogata City,直方市,JP40048,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Fukuchi-machi,福智町,JP40049,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Fukutsu City,福津市,JP40050,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Chikuzen-machi,筑前町,JP40051,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
Chikugo City,筑後市,JP40052,,,,,,Fukuoka,福岡県,JP40,Japan,日本,JP,2019-12-17,2019-12-19,
