#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5004,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:50:4:55948631,55948631,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,1603:45:16:50:4:55948631,Dharmagarh,BD55948631,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55948647,55948647,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,1603:45:16:50:4:55948647,Hossain Gaon,BD55948647,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55948655,55948655,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,1603:45:16:50:4:55948655,Kashipur,BD55948655,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55948663,55948663,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,1603:45:16:50:4:55948663,Lehemba,BD55948663,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55948671,55948671,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,1603:45:16:50:4:55948671,Nonduar,BD55948671,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55948679,55948679,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,1603:45:16:50:4:55948679,Nekmarad,BD55948679,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55948687,55948687,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,1603:45:16:50:4:55948687,Rator,BD55948687,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55948699,55948699,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559486,1603:45:16:50:4:55948699,Paurashava,BD55948699,,,,Ranisankail,BD559486,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949413,55949413,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949413,Akhanagar,BD55949413,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949414,55949414,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949414,Akcha,BD55949414,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949415,55949415,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949415,Auliapur,BD55949415,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949417,55949417,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949417,Begunbari,BD55949417,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949421,55949421,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949421,Balia,BD55949421,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949426,55949426,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949426,Baragaon,BD55949426,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949431,55949431,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949431,Chilarang,BD55949431,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949436,55949436,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949436,Debipur,BD55949436,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949442,55949442,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949442,Gareya,BD55949442,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949447,55949447,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949447,Jagannathpur,BD55949447,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949452,55949452,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949452,Jamalpur,BD55949452,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949458,55949458,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949458,Mohammadpur,BD55949458,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949463,55949463,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949463,Nargun,BD55949463,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949468,55949468,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949468,Rahimanpur,BD55949468,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949473,55949473,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949473,Roypur,BD55949473,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949479,55949479,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949479,Rajagaon,BD55949479,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949484,55949484,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949484,Ruhea,BD55949484,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949489,55949489,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949489,Salandar,BD55949489,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949494,55949494,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949494,Sukhanpukhari,BD55949494,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:55949499,55949499,1603:45:16:50:0,1603:45:16:50:1:55,1603:45:16:50:2:5594,1603:45:16:50:3:559494,1603:45:16:50:4:55949499,Paurashava,BD55949499,,,,Thakurgaon Sadar,BD559494,Thakurgaon,BD5594,Rangpur,BD55,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360213,60360213,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603602,1603:45:16:50:4:60360213,Ajmiriganj,BD60360213,,,,Ajmiriganj,BD603602,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360227,60360227,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603602,1603:45:16:50:4:60360227,Badalpur,BD60360227,,,,Ajmiriganj,BD603602,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360254,60360254,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603602,1603:45:16:50:4:60360254,Jalsuka,BD60360254,,,,Ajmiriganj,BD603602,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360267,60360267,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603602,1603:45:16:50:4:60360267,Kakailseo,BD60360267,,,,Ajmiriganj,BD603602,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360281,60360281,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603602,1603:45:16:50:4:60360281,Shibpasha,BD60360281,,,,Ajmiriganj,BD603602,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360299,60360299,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603602,1603:45:16:50:4:60360299,Ajmiriganj Paurashava,BD60360299,,,,Ajmiriganj,BD603602,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360511,60360511,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603605,1603:45:16:50:4:60360511,Bahubal,BD60360511,,,,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360523,60360523,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603605,1603:45:16:50:4:60360523,Bhadeshwar,BD60360523,,,,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360535,60360535,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603605,1603:45:16:50:4:60360535,Lamatashi,BD60360535,,,,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360547,60360547,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603605,1603:45:16:50:4:60360547,Mirpur,BD60360547,,,,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360559,60360559,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603605,1603:45:16:50:4:60360559,Putijuri,BD60360559,,,,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360571,60360571,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603605,1603:45:16:50:4:60360571,Satkapan,BD60360571,,,,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60360583,60360583,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603605,1603:45:16:50:4:60360583,Snanghat,BD60360583,,,,Bahubal,BD603605,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361111,60361111,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361111,Uttar Purba Baniachang,BD60361111,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361112,60361112,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361112,Uttar Paschim Baniyachang,BD60361112,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361118,60361118,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361118,Dakshin Purba Baniyachang,BD60361118,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361125,60361125,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361125,Dakshin Paschim Baniyachang,BD60361125,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361131,60361131,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361131,Baraiuri,BD60361131,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361137,60361137,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361137,Daulatpur,BD60361137,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361144,60361144,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361144,Kagapasha,BD60361144,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361150,60361150,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361150,Khagaura,BD60361150,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361156,60361156,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361156,Makrampur,BD60361156,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361163,60361163,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361163,Mandari,BD60361163,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361169,60361169,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361169,Muradpur,BD60361169,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361175,60361175,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361175,Pailarkandi,BD60361175,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361182,60361182,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361182,Pukhra,BD60361182,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361188,60361188,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361188,Sujatpur,BD60361188,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60361194,60361194,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603611,1603:45:16:50:4:60361194,Subidpur,BD60361194,,,,Baniachong,BD603611,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362613,60362613,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362613,Ahmadabad,BD60362613,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362619,60362619,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362619,Chunarughat,BD60362619,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362628,60362628,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362628,Deorgachh,BD60362628,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362638,60362638,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362638,Gazipur,BD60362638,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362647,60362647,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362647,Mirahi,BD60362647,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362657,60362657,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362657,Paik Para,BD60362657,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362666,60362666,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362666,Ranigaon,BD60362666,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362676,60362676,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362676,Sankhola,BD60362676,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362685,60362685,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362685,Shatiajuri,BD60362685,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362695,60362695,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362695,Ubahata,BD60362695,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60362699,60362699,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603626,1603:45:16:50:4:60362699,Chunarughat Paurashava,BD60362699,,,,Chunarughat,BD603626,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364400,60364400,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364400,Shayestagang Paurashava,BD60364400,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364422,60364422,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364422,Gopaya,BD60364422,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364424,60364424,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364424,Laskarpur,BD60364424,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364428,60364428,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364428,Lukhra,BD60364428,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364438,60364438,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364438,Nizampur,BD60364438,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364447,60364447,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364447,Nurpur,BD60364447,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364457,60364457,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364457,Poil,BD60364457,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364466,60364466,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364466,Raziura,BD60364466,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364476,60364476,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364476,Richi,BD60364476,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364485,60364485,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364485,Saistaganj,BD60364485,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364495,60364495,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364495,Tegharia,BD60364495,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
1603:45:16:50:4:60364499,60364499,1603:45:16:50:0,1603:45:16:50:1:60,1603:45:16:50:2:6036,1603:45:16:50:3:603644,1603:45:16:50:4:60364499,Habiganj Paurashava,BD60364499,,,,Habiganj Sadar,BD603644,Habiganj,BD6036,Sylhet,BD60,Bangladesh,BD,2018-04-25,2020-12-18,
