#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:170:2:50001,50001,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50001,Villavicencio,CO50001,Villavicencio,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50006,50006,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50006,Acacías,CO50006,Acacias,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50110,50110,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50110,Barranca de Upía,CO50110,Barranca de Upia,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50124,50124,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50124,Cabuyaro,CO50124,Cabuyaro,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50150,50150,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50150,Castilla la Nueva,CO50150,Castilla la Nueva,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50223,50223,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50223,Cubarral,CO50223,Cubarral,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50226,50226,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50226,Cumaral,CO50226,Cumaral,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50245,50245,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50245,El Calvario,CO50245,El Calvario,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50251,50251,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50251,El Castillo,CO50251,El Castillo,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50270,50270,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50270,El Dorado,CO50270,El Dorado,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50287,50287,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50287,Fuente de Oro,CO50287,Fuente de Oro,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50313,50313,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50313,Granada,CO50313,Granada,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50318,50318,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50318,Guamal,CO50318,Guamal,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50325,50325,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50325,Mapiripán,CO50325,Mapiripan,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50330,50330,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50330,Mesetas,CO50330,Mesetas,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50350,50350,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50350,La Macarena,CO50350,La Macarena,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50370,50370,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50370,Uribe,CO50370,Uribe,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50400,50400,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50400,Lejanías,CO50400,Lejanias,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50450,50450,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50450,Puerto Concordia,CO50450,Puerto Concordia,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50568,50568,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50568,Puerto Gaitán,CO50568,Puerto Gaitan,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50573,50573,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50573,Puerto López,CO50573,Puerto Lopez,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50577,50577,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50577,Puerto Lleras,CO50577,Puerto Lleras,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50590,50590,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50590,Puerto Rico,CO50590,Puerto Rico,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50606,50606,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50606,Restrepo,CO50606,Restrepo,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50680,50680,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50680,San Carlos de Guaroa,CO50680,San Carlos de Guaroa,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50683,50683,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50683,San Juan de Arama,CO50683,San Juan de Arama,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50686,50686,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50686,San Juanito,CO50686,San Juanito,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50689,50689,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50689,San Martín,CO50689,San Martin,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:50711,50711,1603:45:16:170:0,1603:45:16:170:1:50,1603:45:16:170:2:50711,Vistahermosa,CO50711,Vistahermosa,,,Meta,CO50,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52001,52001,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52001,Pasto,CO52001,Pasto,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52019,52019,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52019,Albán,CO52019,Alban,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52022,52022,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52022,Aldana,CO52022,Aldana,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52036,52036,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52036,Ancuya,CO52036,Ancuya,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52051,52051,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52051,Arboleda,CO52051,Arboleda,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52079,52079,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52079,Barbacoas,CO52079,Barbacoas,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52083,52083,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52083,Belén,CO52083,Belen,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52110,52110,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52110,Buesaco,CO52110,Buesaco,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52203,52203,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52203,Colón,CO52203,Colon,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52207,52207,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52207,Consacá,CO52207,Consaca,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52210,52210,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52210,Contadero,CO52210,Contadero,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52215,52215,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52215,Córdoba,CO52215,Cordoba,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52224,52224,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52224,Cuaspud Carlosama,CO52224,Cuaspud Carlosama,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52227,52227,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52227,Cumbal,CO52227,Cumbal,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52233,52233,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52233,Cumbitara,CO52233,Cumbitara,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52240,52240,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52240,Chachagüí,CO52240,Chachagui,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52250,52250,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52250,El Charco,CO52250,El Charco,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52254,52254,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52254,El Peñol,CO52254,El Penol,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52256,52256,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52256,El Rosario,CO52256,El Rosario,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52258,52258,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52258,El Tablón de Gómez,CO52258,El Tablon de Gomez,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52260,52260,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52260,El Tambo,CO52260,El Tambo,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52287,52287,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52287,Funes,CO52287,Funes,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52317,52317,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52317,Guachucal,CO52317,Guachucal,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52320,52320,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52320,Guaitarilla,CO52320,Guaitarilla,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52323,52323,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52323,Gualmatán,CO52323,Gualmatan,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52352,52352,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52352,Iles,CO52352,Iles,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52354,52354,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52354,Imués,CO52354,Imues,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52356,52356,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52356,Ipiales,CO52356,Ipiales,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52378,52378,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52378,La Cruz,CO52378,La Cruz,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52381,52381,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52381,La Florida,CO52381,La Florida,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52385,52385,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52385,La Llanada,CO52385,La Llanada,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52390,52390,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52390,La Tola,CO52390,La Tola,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52399,52399,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52399,La Unión,CO52399,La Union,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52405,52405,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52405,Leiva,CO52405,Leiva,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52411,52411,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52411,Linares,CO52411,Linares,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52418,52418,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52418,Los Andes,CO52418,Los Andes,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52427,52427,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52427,Magüí,CO52427,Magui,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52435,52435,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52435,Mallama,CO52435,Mallama,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52473,52473,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52473,Mosquera,CO52473,Mosquera,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52480,52480,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52480,Nariño,CO52480,Narino,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52490,52490,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52490,Olaya Herrera,CO52490,Olaya Herrera,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52506,52506,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52506,Ospina,CO52506,Ospina,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52520,52520,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52520,Francisco Pizarro,CO52520,Francisco Pizarro,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52540,52540,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52540,Policarpa,CO52540,Policarpa,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52560,52560,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52560,Potosí,CO52560,Potosi,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52565,52565,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52565,Providencia,CO52565,Providencia,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52573,52573,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52573,Puerres,CO52573,Puerres,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52585,52585,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52585,Pupiales,CO52585,Pupiales,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52612,52612,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52612,Ricaurte,CO52612,Ricaurte,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52621,52621,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52621,Roberto Payán,CO52621,Roberto Payan,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52678,52678,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52678,Samaniego,CO52678,Samaniego,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52683,52683,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52683,Sandoná,CO52683,Sandona,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52685,52685,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52685,San Bernardo,CO52685,San Bernardo,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52687,52687,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52687,San Lorenzo,CO52687,San Lorenzo,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52693,52693,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52693,San Pablo,CO52693,San Pablo,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52694,52694,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52694,San Pedro de Cartago,CO52694,San Pedro de Cartago,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52696,52696,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52696,Santa Bárbara,CO52696,Santa Barbara,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52699,52699,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52699,Santacruz,CO52699,Santacruz,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52720,52720,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52720,Sapuyes,CO52720,Sapuyes,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52786,52786,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52786,Taminango,CO52786,Taminango,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52788,52788,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52788,Tangua,CO52788,Tangua,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52835,52835,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52835,San Andrés de Tumaco,CO52835,San Andres de Tumaco,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52838,52838,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52838,Túquerres,CO52838,Tuquerres,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:52885,52885,1603:45:16:170:0,1603:45:16:170:1:52,1603:45:16:170:2:52885,Yacuanquer,CO52885,Yacuanquer,,,Nariño,CO52,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54001,54001,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54001,San José de Cúcuta,CO54001,San Jose de Cucuta,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54003,54003,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54003,Ábrego,CO54003,Abrego,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54051,54051,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54051,Arboledas,CO54051,Arboledas,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54099,54099,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54099,Bochalema,CO54099,Bochalema,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54109,54109,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54109,Bucarasica,CO54109,Bucarasica,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54125,54125,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54125,Cácota,CO54125,Cacota,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54128,54128,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54128,Cáchira,CO54128,Cachira,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54172,54172,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54172,Chinácota,CO54172,Chinacota,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54174,54174,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54174,Chitagá,CO54174,Chitaga,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54206,54206,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54206,Convención,CO54206,Convencion,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54223,54223,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54223,Cucutilla,CO54223,Cucutilla,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54239,54239,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54239,Durania,CO54239,Durania,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54245,54245,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54245,El Carmen,CO54245,El Carmen,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54250,54250,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54250,El Tarra,CO54250,El Tarra,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54261,54261,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54261,El Zulia,CO54261,El Zulia,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54313,54313,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54313,Gramalote,CO54313,Gramalote,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54344,54344,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54344,Hacarí,CO54344,Hacari,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54347,54347,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54347,Herrán,CO54347,Herran,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54377,54377,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54377,Labateca,CO54377,Labateca,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54385,54385,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54385,La Esperanza,CO54385,La Esperanza,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54398,54398,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54398,La Playa,CO54398,La Playa,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54405,54405,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54405,Los Patios,CO54405,Los Patios,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54418,54418,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54418,Lourdes,CO54418,Lourdes,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54480,54480,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54480,Mutiscua,CO54480,Mutiscua,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54498,54498,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54498,Ocaña,CO54498,Ocana,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54518,54518,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54518,Pamplona,CO54518,Pamplona,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54520,54520,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54520,Pamplonita,CO54520,Pamplonita,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54553,54553,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54553,Puerto Santander,CO54553,Puerto Santander,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54599,54599,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54599,Ragonvalia,CO54599,Ragonvalia,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:54660,54660,1603:45:16:170:0,1603:45:16:170:1:54,1603:45:16:170:2:54660,Salazar,CO54660,Salazar,,,Norte de Santander,CO54,Colombia,CO,2020-01-01,2021-02-11,
