#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:170:2:15690,15690,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15690,Santa María,CO15690,Santa Maria,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15693,15693,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15693,Santa Rosa de Viterbo,CO15693,Santa Rosa de Viterbo,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15696,15696,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15696,Santa Sofía,CO15696,Santa Sofia,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15720,15720,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15720,Sativanorte,CO15720,Sativanorte,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15723,15723,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15723,Sativasur,CO15723,Sativasur,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15740,15740,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15740,Siachoque,CO15740,Siachoque,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15753,15753,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15753,Soatá,CO15753,Soata,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15755,15755,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15755,Socotá,CO15755,Socota,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15757,15757,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15757,Socha,CO15757,Socha,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15759,15759,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15759,Sogamoso,CO15759,Sogamoso,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15761,15761,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15761,Somondoco,CO15761,Somondoco,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15762,15762,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15762,Sora,CO15762,Sora,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15763,15763,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15763,Sotaquirá,CO15763,Sotaquira,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15764,15764,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15764,Soracá,CO15764,Soraca,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15774,15774,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15774,Susacón,CO15774,Susacon,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15776,15776,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15776,Sutamarchán,CO15776,Sutamarchan,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15778,15778,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15778,Sutatenza,CO15778,Sutatenza,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15790,15790,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15790,Tasco,CO15790,Tasco,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15798,15798,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15798,Tenza,CO15798,Tenza,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15804,15804,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15804,Tibaná,CO15804,Tibana,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15806,15806,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15806,Tibasosa,CO15806,Tibasosa,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15808,15808,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15808,Tinjacá,CO15808,Tinjaca,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15810,15810,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15810,Tipacoque,CO15810,Tipacoque,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15814,15814,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15814,Toca,CO15814,Toca,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15816,15816,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15816,Togüí,CO15816,Togui,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15820,15820,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15820,Tópaga,CO15820,Topaga,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15822,15822,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15822,Tota,CO15822,Tota,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15832,15832,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15832,Tununguá,CO15832,Tunungua,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15835,15835,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15835,Turmequé,CO15835,Turmeque,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15837,15837,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15837,Tuta,CO15837,Tuta,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15839,15839,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15839,Tutazá,CO15839,Tutaza,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15842,15842,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15842,Úmbita,CO15842,Umbita,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15861,15861,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15861,Ventaquemada,CO15861,Ventaquemada,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15879,15879,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15879,Viracachá,CO15879,Viracacha,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:15897,15897,1603:45:16:170:0,1603:45:16:170:1:15,1603:45:16:170:2:15897,Zetaquira,CO15897,Zetaquira,,,Boyacá,CO15,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17001,17001,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17001,Manizales,CO17001,Manizales,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17013,17013,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17013,Aguadas,CO17013,Aguadas,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17042,17042,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17042,Anserma,CO17042,Anserma,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17050,17050,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17050,Aranzazu,CO17050,Aranzazu,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17088,17088,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17088,Belalcázar,CO17088,Belalcazar,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17174,17174,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17174,Chinchiná,CO17174,Chinchina,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17272,17272,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17272,Filadelfia,CO17272,Filadelfia,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17380,17380,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17380,La Dorada,CO17380,La Dorada,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17388,17388,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17388,La Merced,CO17388,La Merced,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17433,17433,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17433,Manzanares,CO17433,Manzanares,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17442,17442,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17442,Marmato,CO17442,Marmato,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17444,17444,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17444,Marquetalia,CO17444,Marquetalia,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17446,17446,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17446,Marulanda,CO17446,Marulanda,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17486,17486,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17486,Neira,CO17486,Neira,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17495,17495,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17495,Norcasia,CO17495,Norcasia,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17513,17513,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17513,Pácora,CO17513,Pacora,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17524,17524,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17524,Palestina,CO17524,Palestina,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17541,17541,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17541,Pensilvania,CO17541,Pensilvania,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17614,17614,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17614,Riosucio,CO17614,Riosucio,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17616,17616,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17616,Risaralda,CO17616,Risaralda,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17653,17653,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17653,Salamina,CO17653,Salamina,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17662,17662,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17662,Samaná,CO17662,Samana,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17665,17665,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17665,San José,CO17665,San Jose,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17777,17777,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17777,Supía,CO17777,Supia,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17867,17867,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17867,Victoria,CO17867,Victoria,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17873,17873,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17873,Villamaría,CO17873,Villamaria,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:17877,17877,1603:45:16:170:0,1603:45:16:170:1:17,1603:45:16:170:2:17877,Viterbo,CO17877,Viterbo,,,Caldas,CO17,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18001,18001,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18001,Florencia,CO18001,Florencia,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18029,18029,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18029,Albania,CO18029,Albania,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18094,18094,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18094,Belén de los Andaquíes,CO18094,Belen de los Andaquies,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18150,18150,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18150,Cartagena del Chairá,CO18150,Cartagena del Chaira,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18205,18205,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18205,Curillo,CO18205,Curillo,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18247,18247,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18247,El Doncello,CO18247,El Doncello,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18256,18256,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18256,El Paujíl,CO18256,El Paujil,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18410,18410,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18410,La Montañita,CO18410,La Montanita,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18460,18460,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18460,Milán,CO18460,Milan,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18479,18479,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18479,Morelia,CO18479,Morelia,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18592,18592,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18592,Puerto Rico,CO18592,Puerto Rico,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18610,18610,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18610,San José del Fragua,CO18610,San Jose del Fragua,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18753,18753,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18753,San Vicente del Caguán,CO18753,San Vicente del Caguan,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18756,18756,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18756,Solano,CO18756,Solano,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18785,18785,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18785,Solita,CO18785,Solita,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:18860,18860,1603:45:16:170:0,1603:45:16:170:1:18,1603:45:16:170:2:18860,Valparaíso,CO18860,Valparaiso,,,Caquetá,CO18,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19001,19001,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19001,Popayán,CO19001,Popayan,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19022,19022,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19022,Almaguer,CO19022,Almaguer,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19050,19050,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19050,Argelia,CO19050,Argelia,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19075,19075,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19075,Balboa,CO19075,Balboa,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19100,19100,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19100,Bolívar,CO19100,Bolivar,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19110,19110,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19110,Buenos Aires,CO19110,Buenos Aires,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19130,19130,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19130,Cajibío,CO19130,Cajibio,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19137,19137,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19137,Caldono,CO19137,Caldono,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19142,19142,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19142,Caloto,CO19142,Caloto,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19212,19212,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19212,Corinto,CO19212,Corinto,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19256,19256,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19256,El Tambo,CO19256,El Tambo,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19290,19290,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19290,Florencia,CO19290,Florencia,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19300,19300,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19300,Guachené,CO19300,Guachene,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19318,19318,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19318,Guapi,CO19318,Guapi,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19355,19355,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19355,Inzá,CO19355,Inza,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19364,19364,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19364,Jambaló,CO19364,Jambalo,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19392,19392,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19392,La Sierra,CO19392,La Sierra,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19397,19397,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19397,La Vega,CO19397,La Vega,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19418,19418,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19418,López de Micay,CO19418,Lopez de Micay,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19450,19450,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19450,Mercaderes,CO19450,Mercaderes,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19455,19455,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19455,Miranda,CO19455,Miranda,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19473,19473,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19473,Morales,CO19473,Morales,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19513,19513,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19513,Padilla,CO19513,Padilla,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19517,19517,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19517,Páez,CO19517,Paez,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19532,19532,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19532,Patía,CO19532,Patia,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19533,19533,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19533,Piamonte,CO19533,Piamonte,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19548,19548,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19548,Piendamó - Tunía,CO19548,Piendamo - Tunia,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19573,19573,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19573,Puerto Tejada,CO19573,Puerto Tejada,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19585,19585,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19585,Puracé,CO19585,Purace,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19622,19622,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19622,Rosas,CO19622,Rosas,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19693,19693,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19693,San Sebastián,CO19693,San Sebastian,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19698,19698,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19698,Santander de Quilichao,CO19698,Santander de Quilichao,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19701,19701,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19701,Santa Rosa,CO19701,Santa Rosa,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19743,19743,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19743,Silvia,CO19743,Silvia,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19760,19760,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19760,Sotará - Paispamba,CO19760,Sotara - Paispamba,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19780,19780,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19780,Suárez,CO19780,Suarez,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19785,19785,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19785,Sucre,CO19785,Sucre,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19807,19807,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19807,Timbío,CO19807,Timbio,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19809,19809,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19809,Timbiquí,CO19809,Timbiqui,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19821,19821,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19821,Toribío,CO19821,Toribio,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19824,19824,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19824,Totoró,CO19824,Totoro,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:19845,19845,1603:45:16:170:0,1603:45:16:170:1:19,1603:45:16:170:2:19845,Villa Rica,CO19845,Villa Rica,,,Cauca,CO19,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20001,20001,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20001,Valledupar,CO20001,Valledupar,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20011,20011,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20011,Aguachica,CO20011,Aguachica,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20013,20013,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20013,Agustín Codazzi,CO20013,Agustin Codazzi,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
1603:45:16:170:2:20032,20032,1603:45:16:170:0,1603:45:16:170:1:20,1603:45:16:170:2:20032,Astrea,CO20032,Astrea,,,Cesar,CO20,Colombia,CO,2020-01-01,2021-02-11,
