#meta,#meta+archivum,#meta+caput
1603.45.16:,lca.xlsx,admin2AltName2_en
1603.45.16:,lca.xlsx,admin1Name_en
1603.45.16:,lca.xlsx,admin1Pcode
1603.45.16:,lca.xlsx,admin0Name_en
1603.45.16:,lca.xlsx,admin0Pcode
1603.45.16:,lca.xlsx,date
1603.45.16:,lca.xlsx,validOn
1603.45.16:,lca.xlsx,validTo
1603.45.16:,lca.xlsx,admin1Name_en
1603.45.16:,lca.xlsx,admin1Pcode
1603.45.16:,lca.xlsx,admin1RefName
1603.45.16:,lca.xlsx,admin1AltName1_en
1603.45.16:,lca.xlsx,admin1AltName2_en
1603.45.16:,lca.xlsx,admin0Name_en
1603.45.16:,lca.xlsx,admin0Pcode
1603.45.16:,lca.xlsx,date
1603.45.16:,lca.xlsx,validOn
1603.45.16:,lca.xlsx,validTo
1603.45.16:,lca.xlsx,admin0Name_en
1603.45.16:,lca.xlsx,admin0Pcode
1603.45.16:,lca.xlsx,admin0RefName
1603.45.16:,lca.xlsx,admin0AltName1_en
1603.45.16:,lca.xlsx,admin0AltName2_en
1603.45.16:,lca.xlsx,date
1603.45.16:,lca.xlsx,validOn
1603.45.16:,lca.xlsx,validTo
1603.45.16:,lka.xlsx,admin4Name_en
1603.45.16:,lka.xlsx,admin4Name_si
1603.45.16:,lka.xlsx,admin4Name_ta
1603.45.16:,lka.xlsx,admin4Pcode
1603.45.16:,lka.xlsx,admin4RefName
1603.45.16:,lka.xlsx,admin4AltName1_en
1603.45.16:,lka.xlsx,admin4AltName2_en
1603.45.16:,lka.xlsx,admin4AltName1_si
1603.45.16:,lka.xlsx,admin4AltName2_si
1603.45.16:,lka.xlsx,admin4AltName1_ta
1603.45.16:,lka.xlsx,admin4AltName2_ta
1603.45.16:,lka.xlsx,admin3Name_en
1603.45.16:,lka.xlsx,admin3Name_si
1603.45.16:,lka.xlsx,admin3Name_ta
1603.45.16:,lka.xlsx,admin3Pcode
1603.45.16:,lka.xlsx,admin2Name_en
1603.45.16:,lka.xlsx,admin2Name_si
1603.45.16:,lka.xlsx,admin2Name_ta
1603.45.16:,lka.xlsx,admin2Pcode
1603.45.16:,lka.xlsx,admin1Name_en
1603.45.16:,lka.xlsx,admin1Name_si
1603.45.16:,lka.xlsx,admin1Name_ta
1603.45.16:,lka.xlsx,admin1Pcode
1603.45.16:,lka.xlsx,admin0Name_en
1603.45.16:,lka.xlsx,admin0Name_si
1603.45.16:,lka.xlsx,admin0Name_ta
1603.45.16:,lka.xlsx,admin0Pcode
1603.45.16:,lka.xlsx,date
1603.45.16:,lka.xlsx,validOn
1603.45.16:,lka.xlsx,validTo
1603.45.16:,lka.xlsx,admin3Name_en
1603.45.16:,lka.xlsx,admin3Name_si
1603.45.16:,lka.xlsx,admin3Name_ta
1603.45.16:,lka.xlsx,admin3Pcode
1603.45.16:,lka.xlsx,admin3RefName
1603.45.16:,lka.xlsx,admin3AltName1_en
1603.45.16:,lka.xlsx,admin3AltName2_en
1603.45.16:,lka.xlsx,admin3AltName1_si
1603.45.16:,lka.xlsx,admin3AltName2_si
1603.45.16:,lka.xlsx,admin3AltName1_ta
1603.45.16:,lka.xlsx,admin3AltName2_ta
1603.45.16:,lka.xlsx,admin2Name_en
1603.45.16:,lka.xlsx,admin2Name_si
1603.45.16:,lka.xlsx,admin2Name_ta
1603.45.16:,lka.xlsx,admin2Pcode
1603.45.16:,lka.xlsx,admin1Name_en
1603.45.16:,lka.xlsx,admin1Name_si
1603.45.16:,lka.xlsx,admin1Name_ta
1603.45.16:,lka.xlsx,admin1Pcode
1603.45.16:,lka.xlsx,admin0Name_en
1603.45.16:,lka.xlsx,admin0Name_si
1603.45.16:,lka.xlsx,admin0Name_ta
1603.45.16:,lka.xlsx,admin0Pcode
1603.45.16:,lka.xlsx,date
1603.45.16:,lka.xlsx,validOn
1603.45.16:,lka.xlsx,validTo
1603.45.16:,lka.xlsx,admin2Name_en
1603.45.16:,lka.xlsx,admin2Name_si
1603.45.16:,lka.xlsx,admin2Name_ta
1603.45.16:,lka.xlsx,admin2Pcode
1603.45.16:,lka.xlsx,admin2RefName
1603.45.16:,lka.xlsx,admin2AltName1_en
1603.45.16:,lka.xlsx,admin2AltName2_en
1603.45.16:,lka.xlsx,admin2AltName1_si
1603.45.16:,lka.xlsx,admin2AltName2_si
1603.45.16:,lka.xlsx,admin2AltName1_ta
1603.45.16:,lka.xlsx,admin2AltName2_ta
1603.45.16:,lka.xlsx,admin1Name_en
1603.45.16:,lka.xlsx,admin1Name_si
1603.45.16:,lka.xlsx,admin1Name_ta
1603.45.16:,lka.xlsx,admin1Pcode
1603.45.16:,lka.xlsx,admin0Name_en
1603.45.16:,lka.xlsx,admin0Name_si
1603.45.16:,lka.xlsx,admin0Name_ta
1603.45.16:,lka.xlsx,admin0Pcode
1603.45.16:,lka.xlsx,date
1603.45.16:,lka.xlsx,validOn
1603.45.16:,lka.xlsx,validTo
1603.45.16:,lka.xlsx,admin1Name_en
1603.45.16:,lka.xlsx,admin1Name_si
1603.45.16:,lka.xlsx,admin1Name_ta
1603.45.16:,lka.xlsx,admin1Pcode
1603.45.16:,lka.xlsx,admin1RefName
1603.45.16:,lka.xlsx,admin1AltName1_en
1603.45.16:,lka.xlsx,admin1AltName2_en
1603.45.16:,lka.xlsx,admin1AltName1_si
1603.45.16:,lka.xlsx,admin1AltName2_si
1603.45.16:,lka.xlsx,admin1AltName1_ta
1603.45.16:,lka.xlsx,admin1AltName2_ta
1603.45.16:,lka.xlsx,admin0Name_en
1603.45.16:,lka.xlsx,admin0Name_si
1603.45.16:,lka.xlsx,admin0Name_ta
1603.45.16:,lka.xlsx,admin0Pcode
1603.45.16:,lka.xlsx,date
1603.45.16:,lka.xlsx,validOn
1603.45.16:,lka.xlsx,validTo
1603.45.16:,lka.xlsx,admin0Name_en
1603.45.16:,lka.xlsx,admin0Name_si
1603.45.16:,lka.xlsx,admin0Name_ta
1603.45.16:,lka.xlsx,admin0Pcode
1603.45.16:,lka.xlsx,admin0RefName
1603.45.16:,lka.xlsx,admin0AltName1_en
1603.45.16:,lka.xlsx,admin0AltName2_en
1603.45.16:,lka.xlsx,admin0AltName1_si
1603.45.16:,lka.xlsx,admin0AltName2_si
1603.45.16:,lka.xlsx,admin0AltName1_ta
1603.45.16:,lka.xlsx,admin0AltName2_ta
1603.45.16:,lka.xlsx,date
1603.45.16:,lka.xlsx,validOn
1603.45.16:,lka.xlsx,validTo
1603.45.16:,lso.xlsx,admin2Name_en
1603.45.16:,lso.xlsx,admin2Pcode
1603.45.16:,lso.xlsx,admin2RefName
1603.45.16:,lso.xlsx,admin2AltName1_en
1603.45.16:,lso.xlsx,admin2AltName2_en
1603.45.16:,lso.xlsx,admin1Name_en
1603.45.16:,lso.xlsx,admin1Pcode
1603.45.16:,lso.xlsx,admin0Name_en
1603.45.16:,lso.xlsx,admin0Pcode
1603.45.16:,lso.xlsx,date
1603.45.16:,lso.xlsx,validOn
1603.45.16:,lso.xlsx,validTo
1603.45.16:,lso.xlsx,admin1Name_en
1603.45.16:,lso.xlsx,admin1Pcode
1603.45.16:,lso.xlsx,admin1RefName
1603.45.16:,lso.xlsx,admin1AltName1_en
1603.45.16:,lso.xlsx,admin1AltName2_en
1603.45.16:,lso.xlsx,admin0Name_en
1603.45.16:,lso.xlsx,admin0Pcode
1603.45.16:,lso.xlsx,date
1603.45.16:,lso.xlsx,validOn
1603.45.16:,lso.xlsx,validTo
1603.45.16:,lso.xlsx,admin0Name_en
1603.45.16:,lso.xlsx,admin0Pcode
1603.45.16:,lso.xlsx,admin0RefName
1603.45.16:,lso.xlsx,admin0AltName1_en
1603.45.16:,lso.xlsx,admin0AltName2_en
1603.45.16:,lso.xlsx,date
1603.45.16:,lso.xlsx,validOn
1603.45.16:,lso.xlsx,validTo
1603.45.16:,mar.xlsx,admin2Name_en
1603.45.16:,mar.xlsx,admin2Name_ar
1603.45.16:,mar.xlsx,admin2Pcode
1603.45.16:,mar.xlsx,admin2RefName
1603.45.16:,mar.xlsx,admin2AltName1_en
1603.45.16:,mar.xlsx,admin2AltName2_en
1603.45.16:,mar.xlsx,admin2AltName1_ar
1603.45.16:,mar.xlsx,admin2AltName2_ar
1603.45.16:,mar.xlsx,admin1Name_en
1603.45.16:,mar.xlsx,admin1Name_ar
1603.45.16:,mar.xlsx,admin1Pcode
1603.45.16:,mar.xlsx,admin0Name_en
1603.45.16:,mar.xlsx,admin0Name_ar
1603.45.16:,mar.xlsx,admin0Pcode
1603.45.16:,mar.xlsx,date
1603.45.16:,mar.xlsx,validOn
1603.45.16:,mar.xlsx,validTo
1603.45.16:,mar.xlsx,admin1Name_en
1603.45.16:,mar.xlsx,admin1Name_ar
1603.45.16:,mar.xlsx,admin1Pcode
1603.45.16:,mar.xlsx,admin1RefName
1603.45.16:,mar.xlsx,admin1AltName1_en
1603.45.16:,mar.xlsx,admin1AltName2_en
1603.45.16:,mar.xlsx,admin1AltName1_ar
1603.45.16:,mar.xlsx,admin1AltName2_ar
1603.45.16:,mar.xlsx,admin0Name_en
1603.45.16:,mar.xlsx,admin0Name_ar
1603.45.16:,mar.xlsx,admin0Pcode
1603.45.16:,mar.xlsx,date
1603.45.16:,mar.xlsx,validOn
1603.45.16:,mar.xlsx,validTo
1603.45.16:,mar.xlsx,admin0Name_en
1603.45.16:,mar.xlsx,admin0Name_ar
1603.45.16:,mar.xlsx,admin0Pcode
1603.45.16:,mar.xlsx,admin0RefName
1603.45.16:,mar.xlsx,admin0AltName1_en
1603.45.16:,mar.xlsx,admin0AltName2_en
1603.45.16:,mar.xlsx,admin0AltName1_ar
1603.45.16:,mar.xlsx,admin0AltName2_ar
1603.45.16:,mar.xlsx,date
1603.45.16:,mar.xlsx,validOn
1603.45.16:,mar.xlsx,validTo
1603.45.16:,mda.xlsx,admin1Name_en
1603.45.16:,mda.xlsx,admin1Pcode
1603.45.16:,mda.xlsx,admin1RefName
1603.45.16:,mda.xlsx,admin1AltName1_en
1603.45.16:,mda.xlsx,admin1AltName2_en
1603.45.16:,mda.xlsx,admin0Name_en
1603.45.16:,mda.xlsx,admin0Pcode
1603.45.16:,mda.xlsx,date
1603.45.16:,mda.xlsx,validOn
1603.45.16:,mda.xlsx,validTo
1603.45.16:,mda.xlsx,admin0Name_en
1603.45.16:,mda.xlsx,admin0Pcode
1603.45.16:,mda.xlsx,admin0RefName
1603.45.16:,mda.xlsx,admin0AltName1_en
1603.45.16:,mda.xlsx,admin0AltName2_en
1603.45.16:,mda.xlsx,date
1603.45.16:,mda.xlsx,validOn
1603.45.16:,mda.xlsx,validTo
1603.45.16:,mdg.xlsx,admin4Name_en
1603.45.16:,mdg.xlsx,admin4Pcode
1603.45.16:,mdg.xlsx,admin4RefName
1603.45.16:,mdg.xlsx,admin4AltName1_en
1603.45.16:,mdg.xlsx,admin4AltName2_en
1603.45.16:,mdg.xlsx,admin3Name_en
1603.45.16:,mdg.xlsx,admin3Pcode
1603.45.16:,mdg.xlsx,admin2Name_en
1603.45.16:,mdg.xlsx,admin2Pcode
1603.45.16:,mdg.xlsx,admin1Name_en
1603.45.16:,mdg.xlsx,admin1Pcode
1603.45.16:,mdg.xlsx,admin0Name_en
1603.45.16:,mdg.xlsx,admin0Pcode
1603.45.16:,mdg.xlsx,date
1603.45.16:,mdg.xlsx,validOn
1603.45.16:,mdg.xlsx,validTo
1603.45.16:,mdg.xlsx,admin3Name_en
1603.45.16:,mdg.xlsx,admin3Pcode
1603.45.16:,mdg.xlsx,admin3RefName
1603.45.16:,mdg.xlsx,admin3AltName1_en
1603.45.16:,mdg.xlsx,admin3AltName2_en
1603.45.16:,mdg.xlsx,admin2Name_en
1603.45.16:,mdg.xlsx,admin2Pcode
1603.45.16:,mdg.xlsx,admin1Name_en
1603.45.16:,mdg.xlsx,admin1Pcode
1603.45.16:,mdg.xlsx,admin0Name_en
1603.45.16:,mdg.xlsx,admin0Pcode
1603.45.16:,mdg.xlsx,date
1603.45.16:,mdg.xlsx,validOn
1603.45.16:,mdg.xlsx,validTo
1603.45.16:,mdg.xlsx,admin2Name_en
1603.45.16:,mdg.xlsx,admin2Pcode
1603.45.16:,mdg.xlsx,admin2RefName
1603.45.16:,mdg.xlsx,admin2AltName1_en
1603.45.16:,mdg.xlsx,admin2AltName2_en
1603.45.16:,mdg.xlsx,admin1Name_en
1603.45.16:,mdg.xlsx,admin1Pcode
1603.45.16:,mdg.xlsx,admin0Name_en
1603.45.16:,mdg.xlsx,admin0Pcode
1603.45.16:,mdg.xlsx,date
1603.45.16:,mdg.xlsx,validOn
1603.45.16:,mdg.xlsx,validTo
1603.45.16:,mdg.xlsx,admin1Name_en
1603.45.16:,mdg.xlsx,admin1Pcode
1603.45.16:,mdg.xlsx,admin1RefName
1603.45.16:,mdg.xlsx,admin1AltName1_en
1603.45.16:,mdg.xlsx,admin1AltName2_en
1603.45.16:,mdg.xlsx,admin0Name_en
1603.45.16:,mdg.xlsx,admin0Pcode
1603.45.16:,mdg.xlsx,date
1603.45.16:,mdg.xlsx,validOn
1603.45.16:,mdg.xlsx,validTo
1603.45.16:,mdg.xlsx,k
1603.45.16:,mdg.xlsx,admin0Name_en
1603.45.16:,mdg.xlsx,admin0Pcode
1603.45.16:,mdg.xlsx,admin0RefName
1603.45.16:,mdg.xlsx,admin0AltName1_en
1603.45.16:,mdg.xlsx,admin0AltName2_en
1603.45.16:,mdg.xlsx,date
1603.45.16:,mdg.xlsx,validOn
1603.45.16:,mdg.xlsx,validTo
1603.45.16:,mex.xlsx,admin2Name_es
1603.45.16:,mex.xlsx,admin2Pcode
1603.45.16:,mex.xlsx,admin2RefName
1603.45.16:,mex.xlsx,admin2AltName1_es
1603.45.16:,mex.xlsx,admin2AltName2_es
1603.45.16:,mex.xlsx,admin1Name_es
1603.45.16:,mex.xlsx,admin1Pcode
1603.45.16:,mex.xlsx,admin0Name_es
1603.45.16:,mex.xlsx,admin0Pcode
1603.45.16:,mex.xlsx,date
1603.45.16:,mex.xlsx,validOn
1603.45.16:,mex.xlsx,validTo
1603.45.16:,mex.xlsx,admin1Name_es
1603.45.16:,mex.xlsx,admin1Pcode
1603.45.16:,mex.xlsx,admin1RefName
1603.45.16:,mex.xlsx,admin1AltName1_es
1603.45.16:,mex.xlsx,admin1AltName2_es
1603.45.16:,mex.xlsx,admin0Name_es
1603.45.16:,mex.xlsx,admin0Pcode
1603.45.16:,mex.xlsx,date
1603.45.16:,mex.xlsx,validOn
1603.45.16:,mex.xlsx,validTo
1603.45.16:,mex.xlsx,admin0Name_es
1603.45.16:,mex.xlsx,admin0Pcode
1603.45.16:,mex.xlsx,admin0RefName
1603.45.16:,mex.xlsx,admin0AltName1_es
1603.45.16:,mex.xlsx,admin0AltName2_es
1603.45.16:,mex.xlsx,date
1603.45.16:,mex.xlsx,validOn
1603.45.16:,mex.xlsx,validTo
1603.45.16:,mkd.xlsx,admin4Name_en
1603.45.16:,mkd.xlsx,admin4Name_mk
1603.45.16:,mkd.xlsx,admin4Pcode
1603.45.16:,mkd.xlsx,admin4RefName
1603.45.16:,mkd.xlsx,admin4AltName1_en
1603.45.16:,mkd.xlsx,admin4AltName2_en
1603.45.16:,mkd.xlsx,admin4AltName1_mk
1603.45.16:,mkd.xlsx,admin4AltName2_mk
1603.45.16:,mkd.xlsx,admin3Name_en
1603.45.16:,mkd.xlsx,admin3Name_mk
1603.45.16:,mkd.xlsx,admin3Pcode
1603.45.16:,mkd.xlsx,admin2Name_en
1603.45.16:,mkd.xlsx,admin2Name_mk
1603.45.16:,mkd.xlsx,admin2Pcode
1603.45.16:,mkd.xlsx,admin1Name_en
1603.45.16:,mkd.xlsx,admin1Name_mk
1603.45.16:,mkd.xlsx,admin1Pcode
1603.45.16:,mkd.xlsx,admin0Name_en
1603.45.16:,mkd.xlsx,admin0Name_mk
1603.45.16:,mkd.xlsx,admin0Pcode
1603.45.16:,mkd.xlsx,date
1603.45.16:,mkd.xlsx,validOn
1603.45.16:,mkd.xlsx,validTo
1603.45.16:,mkd.xlsx,admin3Name_en
1603.45.16:,mkd.xlsx,admin3Name_mk
1603.45.16:,mkd.xlsx,admin3Pcode
1603.45.16:,mkd.xlsx,admin3RefName
1603.45.16:,mkd.xlsx,admin3AltName1_en
1603.45.16:,mkd.xlsx,admin3AltName2_en
1603.45.16:,mkd.xlsx,admin3AltName1_mk
1603.45.16:,mkd.xlsx,admin3AltName2_mk
1603.45.16:,mkd.xlsx,admin2Name_en
1603.45.16:,mkd.xlsx,admin2Name_mk
1603.45.16:,mkd.xlsx,admin2Pcode
1603.45.16:,mkd.xlsx,admin1Name_en
1603.45.16:,mkd.xlsx,admin1Name_mk
1603.45.16:,mkd.xlsx,admin1Pcode
1603.45.16:,mkd.xlsx,admin0Name_en
1603.45.16:,mkd.xlsx,admin0Name_mk
1603.45.16:,mkd.xlsx,admin0Pcode
1603.45.16:,mkd.xlsx,date
1603.45.16:,mkd.xlsx,validOn
1603.45.16:,mkd.xlsx,validTo
1603.45.16:,mkd.xlsx,admin2Name_en
1603.45.16:,mkd.xlsx,admin2Name_mk
1603.45.16:,mkd.xlsx,admin2Pcode
1603.45.16:,mkd.xlsx,admin2RefName
1603.45.16:,mkd.xlsx,admin2AltName1_en
1603.45.16:,mkd.xlsx,admin2AltName2_en
1603.45.16:,mkd.xlsx,admin2AltName1_mk
1603.45.16:,mkd.xlsx,admin2AltName2_mk
1603.45.16:,mkd.xlsx,admin1Name_en
1603.45.16:,mkd.xlsx,admin1Name_mk
1603.45.16:,mkd.xlsx,admin1Pcode
1603.45.16:,mkd.xlsx,admin0Name_en
1603.45.16:,mkd.xlsx,admin0Name_mk
1603.45.16:,mkd.xlsx,admin0Pcode
1603.45.16:,mkd.xlsx,date
1603.45.16:,mkd.xlsx,validOn
1603.45.16:,mkd.xlsx,validTo
1603.45.16:,mkd.xlsx,admin1Name_en
1603.45.16:,mkd.xlsx,admin1Name_mk
1603.45.16:,mkd.xlsx,admin1Pcode
1603.45.16:,mkd.xlsx,admin1RefName
1603.45.16:,mkd.xlsx,admin1AltName1_en
1603.45.16:,mkd.xlsx,admin1AltName2_en
1603.45.16:,mkd.xlsx,admin1AltName1_mk
1603.45.16:,mkd.xlsx,admin1AltName2_mk
1603.45.16:,mkd.xlsx,admin0Name_en
1603.45.16:,mkd.xlsx,admin0Name_mk
1603.45.16:,mkd.xlsx,admin0Pcode
1603.45.16:,mkd.xlsx,date
1603.45.16:,mkd.xlsx,validOn
1603.45.16:,mkd.xlsx,validTo
1603.45.16:,mkd.xlsx,admin0Name_en
1603.45.16:,mkd.xlsx,admin0Name_mk
1603.45.16:,mkd.xlsx,admin0Pcode
1603.45.16:,mkd.xlsx,admin0RefName
1603.45.16:,mkd.xlsx,admin0AltName1_en
1603.45.16:,mkd.xlsx,admin0AltName2_en
1603.45.16:,mkd.xlsx,admin0AltName1_mk
1603.45.16:,mkd.xlsx,admin0AltName2_mk
1603.45.16:,mkd.xlsx,date
1603.45.16:,mkd.xlsx,validOn
1603.45.16:,mkd.xlsx,validTo
1603.45.16:,mli.xlsx,admin3Name_fr
1603.45.16:,mli.xlsx,admin3Pcode
1603.45.16:,mli.xlsx,admin3RefName
1603.45.16:,mli.xlsx,admin3AltName1_fr
1603.45.16:,mli.xlsx,admin3AltName2_fr
1603.45.16:,mli.xlsx,admin2Name_fr
1603.45.16:,mli.xlsx,admin2Pcode
1603.45.16:,mli.xlsx,admin1Name_fr
1603.45.16:,mli.xlsx,admin1Pcode
1603.45.16:,mli.xlsx,admin0Name_fr
1603.45.16:,mli.xlsx,admin0Pcode
1603.45.16:,mli.xlsx,date
1603.45.16:,mli.xlsx,validOn
1603.45.16:,mli.xlsx,validTo
1603.45.16:,mli.xlsx,admin2Name_fr
1603.45.16:,mli.xlsx,admin2Pcode
1603.45.16:,mli.xlsx,admin2RefName
1603.45.16:,mli.xlsx,admin2AltName1_fr
1603.45.16:,mli.xlsx,admin2AltName2_fr
1603.45.16:,mli.xlsx,admin1Name_fr
1603.45.16:,mli.xlsx,admin1Pcode
1603.45.16:,mli.xlsx,admin0Name_fr
1603.45.16:,mli.xlsx,admin0Pcode
1603.45.16:,mli.xlsx,date
1603.45.16:,mli.xlsx,validOn
1603.45.16:,mli.xlsx,validTo
1603.45.16:,mli.xlsx,admin1Name_fr
1603.45.16:,mli.xlsx,admin1Pcode
1603.45.16:,mli.xlsx,admin1RefName
1603.45.16:,mli.xlsx,admin1AltName1_fr
1603.45.16:,mli.xlsx,admin1AltName2_fr
1603.45.16:,mli.xlsx,admin0Name_fr
1603.45.16:,mli.xlsx,admin0Pcode
1603.45.16:,mli.xlsx,date
1603.45.16:,mli.xlsx,validOn
1603.45.16:,mli.xlsx,validTo
1603.45.16:,mli.xlsx,admin0Name_fr
1603.45.16:,mli.xlsx,admin0Pcode
1603.45.16:,mli.xlsx,admin0RefName
1603.45.16:,mli.xlsx,admin0AltName1_fr
1603.45.16:,mli.xlsx,admin0AltName2_fr
1603.45.16:,mli.xlsx,date
1603.45.16:,mli.xlsx,validOn
1603.45.16:,mli.xlsx,validTo
1603.45.16:,mng.xlsx,admin2Name_en
1603.45.16:,mng.xlsx,admin2Name_mn
1603.45.16:,mng.xlsx,admin2Pcode
1603.45.16:,mng.xlsx,admin2RefName
1603.45.16:,mng.xlsx,admin2AltName1_en
1603.45.16:,mng.xlsx,admin2AltName2_en
1603.45.16:,mng.xlsx,admin2AltName1_mn
1603.45.16:,mng.xlsx,admin2AltName2_mn
1603.45.16:,mng.xlsx,admin1Name_en
1603.45.16:,mng.xlsx,admin1Name_mn
1603.45.16:,mng.xlsx,admin1Pcode
1603.45.16:,mng.xlsx,admin0Name_en
1603.45.16:,mng.xlsx,admin0Name_mn
1603.45.16:,mng.xlsx,admin0Pcode
1603.45.16:,mng.xlsx,date
1603.45.16:,mng.xlsx,validOn
1603.45.16:,mng.xlsx,validTo
1603.45.16:,mng.xlsx,admin1Name_en
1603.45.16:,mng.xlsx,admin1Name_mn
1603.45.16:,mng.xlsx,admin1Pcode
1603.45.16:,mng.xlsx,admin1RefName
1603.45.16:,mng.xlsx,admin1AltName1_en
1603.45.16:,mng.xlsx,admin1AltName2_en
1603.45.16:,mng.xlsx,admin1AltName1_mn
1603.45.16:,mng.xlsx,admin1AltName2_mn
1603.45.16:,mng.xlsx,admin0Name_en
1603.45.16:,mng.xlsx,admin0Name_mn
1603.45.16:,mng.xlsx,admin0Pcode
1603.45.16:,mng.xlsx,date
1603.45.16:,mng.xlsx,validOn
1603.45.16:,mng.xlsx,validTo
1603.45.16:,mng.xlsx,admin0Name_en
1603.45.16:,mng.xlsx,admin0Name_mn
1603.45.16:,mng.xlsx,admin0Pcode
1603.45.16:,mng.xlsx,admin0RefName
1603.45.16:,mng.xlsx,admin0AltName1_en
1603.45.16:,mng.xlsx,admin0AltName2_en
1603.45.16:,mng.xlsx,admin0AltName1_mn
1603.45.16:,mng.xlsx,admin0AltName2_mn
1603.45.16:,mng.xlsx,date
1603.45.16:,mng.xlsx,validOn
1603.45.16:,mng.xlsx,validTo
1603.45.16:,moz.xlsx,admin3Name_pt
1603.45.16:,moz.xlsx,admin3Name_en
1603.45.16:,moz.xlsx,admin3Pcode
1603.45.16:,moz.xlsx,admin3RefName
1603.45.16:,moz.xlsx,admin3AltName1_pt
1603.45.16:,moz.xlsx,admin3AltName2_pt
1603.45.16:,moz.xlsx,admin3AltName1_en
1603.45.16:,moz.xlsx,admin3AltName2_en
1603.45.16:,moz.xlsx,admin2Name_pt
1603.45.16:,moz.xlsx,admin2Name_en
1603.45.16:,moz.xlsx,admin2Pcode
1603.45.16:,moz.xlsx,admin1Name_pt
1603.45.16:,moz.xlsx,admin1Name_en
1603.45.16:,moz.xlsx,admin1Pcode
1603.45.16:,moz.xlsx,admin0Name_pt
1603.45.16:,moz.xlsx,admin0Name_en
1603.45.16:,moz.xlsx,admin0Pcode
1603.45.16:,moz.xlsx,date
1603.45.16:,moz.xlsx,validOn
1603.45.16:,moz.xlsx,validTo
1603.45.16:,moz.xlsx,admin2Name_pt
1603.45.16:,moz.xlsx,admin2Name_en
1603.45.16:,moz.xlsx,admin2Pcode
1603.45.16:,moz.xlsx,admin2RefName
1603.45.16:,moz.xlsx,admin2AltName1_pt
1603.45.16:,moz.xlsx,admin2AltName2_pt
1603.45.16:,moz.xlsx,admin2AltName1_en
1603.45.16:,moz.xlsx,admin2AltName2_en
1603.45.16:,moz.xlsx,admin1Name_pt
1603.45.16:,moz.xlsx,admin1Name_en
1603.45.16:,moz.xlsx,admin1Pcode
1603.45.16:,moz.xlsx,admin0Name_pt
1603.45.16:,moz.xlsx,admin0Name_en
1603.45.16:,moz.xlsx,admin0Pcode
1603.45.16:,moz.xlsx,date
1603.45.16:,moz.xlsx,validOn
1603.45.16:,moz.xlsx,validTo
1603.45.16:,moz.xlsx,admin1Name_pt
1603.45.16:,moz.xlsx,admin1Name_en
1603.45.16:,moz.xlsx,admin1Pcode
1603.45.16:,moz.xlsx,admin1RefName
1603.45.16:,moz.xlsx,admin1AltName1_pt
1603.45.16:,moz.xlsx,admin1AltName2_pt
1603.45.16:,moz.xlsx,admin1AltName1_en
1603.45.16:,moz.xlsx,admin1AltName2_en
1603.45.16:,moz.xlsx,admin0Name_pt
1603.45.16:,moz.xlsx,admin0Name_en
1603.45.16:,moz.xlsx,admin0Pcode
1603.45.16:,moz.xlsx,date
1603.45.16:,moz.xlsx,validOn
1603.45.16:,moz.xlsx,validTo
1603.45.16:,moz.xlsx,admin0Name_pt
1603.45.16:,moz.xlsx,admin0Name_en
1603.45.16:,moz.xlsx,admin0Pcode
1603.45.16:,moz.xlsx,admin0RefName
1603.45.16:,moz.xlsx,admin0AltName1_pt
1603.45.16:,moz.xlsx,admin0AltName2_pt
1603.45.16:,moz.xlsx,admin0AltName1_en
1603.45.16:,moz.xlsx,admin0AltName2_en
1603.45.16:,moz.xlsx,date
1603.45.16:,moz.xlsx,validOn
1603.45.16:,moz.xlsx,validTo
1603.45.16:,mrt.xlsx,admin2Name_en
1603.45.16:,mrt.xlsx,admin2Pcode
1603.45.16:,mrt.xlsx,admin2RefName
1603.45.16:,mrt.xlsx,admin2AltName1_en
1603.45.16:,mrt.xlsx,admin2AltName2_en
1603.45.16:,mrt.xlsx,admin1Name_en
1603.45.16:,mrt.xlsx,admin1Pcode
1603.45.16:,mrt.xlsx,admin0Name_en
1603.45.16:,mrt.xlsx,admin0Pcode
1603.45.16:,mrt.xlsx,date
1603.45.16:,mrt.xlsx,validOn
1603.45.16:,mrt.xlsx,validTo
1603.45.16:,mrt.xlsx,admin1Name_en
1603.45.16:,mrt.xlsx,admin1Pcode
1603.45.16:,mrt.xlsx,admin1RefName
1603.45.16:,mrt.xlsx,admin1AltName1_en
1603.45.16:,mrt.xlsx,admin1AltName2_en
1603.45.16:,mrt.xlsx,admin0Name_en
1603.45.16:,mrt.xlsx,admin0Pcode
1603.45.16:,mrt.xlsx,date
1603.45.16:,mrt.xlsx,validOn
1603.45.16:,mrt.xlsx,validTo
1603.45.16:,mrt.xlsx,admin0Name_en
1603.45.16:,mrt.xlsx,admin0Pcode
1603.45.16:,mrt.xlsx,admin0RefName
1603.45.16:,mrt.xlsx,admin0AltName1_en
1603.45.16:,mrt.xlsx,admin0AltName2_en
1603.45.16:,mrt.xlsx,date
1603.45.16:,mrt.xlsx,validOn
1603.45.16:,mrt.xlsx,validTo
1603.45.16:,mtq.xlsx,admin2Name_fr
1603.45.16:,mtq.xlsx,admin2Pcode
1603.45.16:,mtq.xlsx,admin2RefName
1603.45.16:,mtq.xlsx,admin2AltName1_fr
1603.45.16:,mtq.xlsx,admin2AltName2_fr
