#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_pol+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:616:2:32010,32010,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32010,Mysliborski,PL032010,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32011,32011,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32011,Policki,PL032011,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32012,32012,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32012,Pyrzycki,PL032012,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32013,32013,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32013,Slawienski,PL032013,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32014,32014,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32014,Stargardzki,PL032014,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32015,32015,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32015,Szczecinecki,PL032015,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32016,32016,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32016,Swidwinski,PL032016,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32017,32017,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32017,Walecki,PL032017,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32018,32018,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32018,Lobeski,PL032018,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32061,32061,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32061,Koszalin,PL032061,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32062,32062,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32062,Szczecin,PL032062,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
1603:45:16:616:2:32063,32063,1603:45:16:616:0,1603:45:16:616:1:32,1603:45:16:616:2:32063,Swinoujscie,PL032063,,,,Zachodniopomorskie,PL032,Polska,PL,2022-04-19,2022-04-19,
