#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5002,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5001,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_sin+is_sinh+rdf_p_skos_preflabel_s5000,#item+rem+i_tam+is_taml+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:144:3:9121,9121,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9121,Opanayake,ඕපනායක,ஒபநாயக்கா,LK9121,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9124,9124,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9124,Pelmadulla,පැල්මඩුල්ල,பெல்மதுளை,LK9124,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9127,9127,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9127,Elapatha,ඇලපාත,எலபாத்தை,LK9127,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9130,9130,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9130,Ayagama,අයගම,அயகமை,LK9130,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9133,9133,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9133,Kalawana,කලවාන,கலவானை,LK9133,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9136,9136,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9136,Nivithigala,නිවිතිගල,நிவித்திகலை,LK9136,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9139,9139,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9139,Kahawattha,කහවත්ත,காவத்தை,LK9139,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9142,9142,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9142,Godakawela,ගොඩකවෙල,கொடகவளை,LK9142,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9145,9145,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9145,Weligepola,වැලිගෙපොල,வெளிகேபொலை,LK9145,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9148,9148,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9148,Embilipitiya,ඇඹිලිපිටිය,எம்பிலிபிட்டியா,LK9148,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9151,9151,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:91,1603:45:16:144:3:9151,Kolonna,කොලොන්න,கொலொன்னை,LK9151,,,,,,,,Ratnapura,රත්නපුර දිස්ත්‍රික්කය,இரத்தினபுரம் மாவட்டம்,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9203,9203,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9203,Rambukkana,රඹුක්කන,றம்புக்கணை,LK9203,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9206,9206,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9206,Mawanella,මාවනැල්ල,மாவனல்லை,LK9206,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9209,9209,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9209,Aranayake,අරණායක,அரநாயக்கா,LK9209,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9212,9212,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9212,Kegalle,කෑගල්ල,கேகாலை,LK9212,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9215,9215,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9215,Galigamuwa,ගලිගමුව,கலிகமுவை,LK9215,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9218,9218,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9218,Warakapola,වරකාපොළ,வறக்கப்பொலை,LK9218,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9221,9221,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9221,Ruwanwella,රුවන්වැල්ල,ருவான்வெல்லை,LK9221,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9224,9224,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9224,Bulathkohipitiya,බුලත්කොහුපිටිය,புலத்கொகுபிட்டிய,LK9224,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9227,9227,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9227,Yatiyantota,යටියන්තොට,எட்டியாந்தோட்டை,LK9227,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9230,9230,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9230,Dehiowita,දෙහිඕවිට,தெகியோவிட்டை,LK9230,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
1603:45:16:144:3:9233,9233,1603:45:16:144:0,1603:45:16:144:1:9,1603:45:16:144:2:92,1603:45:16:144:3:9233,Deraniyagala,දැරණියගල,தெரனியாகலை,LK9233,,,,,,,,Kegalle,කෑගල්ල දිස්ත්‍රික්කය,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,2019-04-09,2020-03-20,
