qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,spa-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,spa-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:192:2:1308,1308,1603:45:16:192:0,1603:45:16:192:1:13,1603:45:16:192:2:1308,San Juan y Martínez,CU1308,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1309,1309,1603:45:16:192:0,1603:45:16:192:1:13,1603:45:16:192:2:1309,San Luis,CU1309,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1310,1310,1603:45:16:192:0,1603:45:16:192:1:13,1603:45:16:192:2:1310,Sandino,CU1310,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1311,1311,1603:45:16:192:0,1603:45:16:192:1:13,1603:45:16:192:2:1311,Viñales,CU1311,Pinar del Río,CU13,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1401,1401,1603:45:16:192:0,1603:45:16:192:1:14,1603:45:16:192:2:1401,Cabaiguán,CU1401,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1402,1402,1603:45:16:192:0,1603:45:16:192:1:14,1603:45:16:192:2:1402,Fomento,CU1402,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1403,1403,1603:45:16:192:0,1603:45:16:192:1:14,1603:45:16:192:2:1403,Jatibonico,CU1403,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1404,1404,1603:45:16:192:0,1603:45:16:192:1:14,1603:45:16:192:2:1404,La Sierpe,CU1404,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1405,1405,1603:45:16:192:0,1603:45:16:192:1:14,1603:45:16:192:2:1405,Sancti Spíritus,CU1405,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1406,1406,1603:45:16:192:0,1603:45:16:192:1:14,1603:45:16:192:2:1406,Taguasco,CU1406,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1407,1407,1603:45:16:192:0,1603:45:16:192:1:14,1603:45:16:192:2:1407,Trinidad,CU1407,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1408,1408,1603:45:16:192:0,1603:45:16:192:1:14,1603:45:16:192:2:1408,Yaguajay,CU1408,Sancti Spíritus,CU14,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1501,1501,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1501,Contramaestre,CU1501,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1502,1502,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1502,Guamá,CU1502,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1503,1503,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1503,Mella,CU1503,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1504,1504,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1504,Palma Soriano,CU1504,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1505,1505,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1505,San Luis,CU1505,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1506,1506,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1506,Santiago de Cuba,CU1506,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1507,1507,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1507,Segundo Frente,CU1507,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1508,1508,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1508,Songo-La Maya,CU1508,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1509,1509,1603:45:16:192:0,1603:45:16:192:1:15,1603:45:16:192:2:1509,Tercer Frente,CU1509,Santiago de Cuba,CU15,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1601,1601,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1601,Caibarién,CU1601,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1602,1602,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1602,Camajuaní,CU1602,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1603,1603,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1603,Cifuentes,CU1603,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1604,1604,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1604,Corralillo,CU1604,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1605,1605,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1605,Encrucijada,CU1605,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1606,1606,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1606,Manicaragua,CU1606,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1607,1607,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1607,Placetas,CU1607,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1608,1608,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1608,Quemado de Güines,CU1608,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1609,1609,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1609,Ranchuelo,CU1609,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1610,1610,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1610,Remedios,CU1610,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1611,1611,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1611,Sagua la Grande,CU1611,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1612,1612,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1612,Santa Clara,CU1612,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
1603:45:16:192:2:1613,1613,1603:45:16:192:0,1603:45:16:192:1:16,1603:45:16:192:2:1613,Santo Domingo,CU1613,Villa Clara,CU16,Cuba,CU,2017-09-07,2020-11-18,
