#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_tur+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:792:2:7019,7019,1603:45:16:792:0,1603:45:16:792:1:7,1603:45:16:792:2:7019,Serik,Serik,TR007019,,,,,,Antalya,Antalya,TR007,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8001,8001,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8001,Ardanuc,Ardanuç,TR008001,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8002,8002,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8002,Arhavi,Arhavi,TR008002,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8003,8003,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8003,Artvin,Artvin,TR008003,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8004,8004,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8004,Borcka,Borçka,TR008004,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8005,8005,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8005,Hopa,Hopa,TR008005,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8006,8006,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8006,Kemalpasa,Kemalpaşa,TR008006,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8007,8007,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8007,Murgul,Murgul,TR008007,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8008,8008,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8008,Savsat,Şavşat,TR008008,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:8009,8009,1603:45:16:792:0,1603:45:16:792:1:8,1603:45:16:792:2:8009,Yusufeli,Yusufeli,TR008009,,,,,,Artvin,Artvin,TR008,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9001,9001,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9001,Bozdogan,Bozdoğan,TR009001,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9002,9002,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9002,Buharkent,Buharkent,TR009002,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9003,9003,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9003,Cine,Çine,TR009003,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9004,9004,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9004,Didim,Didim,TR009004,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9005,9005,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9005,Efeler,Efeler,TR009005,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9006,9006,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9006,Germencik,Germencik,TR009006,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9007,9007,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9007,Incirliova,Incirliova,TR009007,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9008,9008,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9008,Karacasu,Karacasu,TR009008,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9009,9009,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9009,Karpuzlu,Karpuzlu,TR009009,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9010,9010,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9010,Kocarli,Koçarli,TR009010,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9011,9011,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9011,Kosk,Köşk,TR009011,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9012,9012,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9012,Kusadasi,Kuşadasi,TR009012,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9013,9013,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9013,Kuyucak,Kuyucak,TR009013,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9014,9014,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9014,Nazilli,Nazilli,TR009014,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9015,9015,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9015,Soke,Söke,TR009015,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9016,9016,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9016,Sultanhisar,Sultanhisar,TR009016,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:9017,9017,1603:45:16:792:0,1603:45:16:792:1:9,1603:45:16:792:2:9017,Yenipazar,Yenipazar,TR009017,,,,,,Aydin,Aydin,TR009,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10001,10001,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10001,Altieylul,Altieylül,TR010001,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10002,10002,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10002,Ayvalik,Ayvalik,TR010002,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10003,10003,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10003,Balya,Balya,TR010003,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10004,10004,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10004,Bandirma,Bandirma,TR010004,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10005,10005,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10005,Bigadic,Bigadiç,TR010005,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10006,10006,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10006,Burhaniye,Burhaniye,TR010006,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10007,10007,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10007,Dursunbey,Dursunbey,TR010007,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10008,10008,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10008,Edremit,Edremit,TR010008,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10009,10009,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10009,Erdek,Erdek,TR010009,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10010,10010,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10010,Gomec,Gömeç,TR010010,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10011,10011,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10011,Gonen,Gönen,TR010011,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10012,10012,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10012,Havran,Havran,TR010012,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10013,10013,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10013,Ivrindi,Ivrindi,TR010013,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10014,10014,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10014,Karesi,Karesi,TR010014,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10015,10015,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10015,Kepsut,Kepsut,TR010015,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10016,10016,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10016,Manyas,Manyas,TR010016,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10017,10017,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10017,Marmara,Marmara,TR010017,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10018,10018,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10018,Savastepe,Savaştepe,TR010018,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10019,10019,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10019,Sindirgi,Sindirgi,TR010019,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:10020,10020,1603:45:16:792:0,1603:45:16:792:1:10,1603:45:16:792:2:10020,Susurluk,Susurluk,TR010020,,,,,,Balikesir,Balikesir,TR010,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:11001,11001,1603:45:16:792:0,1603:45:16:792:1:11,1603:45:16:792:2:11001,Bilecik,Bilecik,TR011001,,,,,,Bilecik,Bilecik,TR011,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:11002,11002,1603:45:16:792:0,1603:45:16:792:1:11,1603:45:16:792:2:11002,Bozuyuk,Bozüyük,TR011002,,,,,,Bilecik,Bilecik,TR011,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:11003,11003,1603:45:16:792:0,1603:45:16:792:1:11,1603:45:16:792:2:11003,Golpazari,Gölpazari,TR011003,,,,,,Bilecik,Bilecik,TR011,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:11004,11004,1603:45:16:792:0,1603:45:16:792:1:11,1603:45:16:792:2:11004,Inhisar,Inhisar,TR011004,,,,,,Bilecik,Bilecik,TR011,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:11005,11005,1603:45:16:792:0,1603:45:16:792:1:11,1603:45:16:792:2:11005,Osmaneli,Osmaneli,TR011005,,,,,,Bilecik,Bilecik,TR011,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:11006,11006,1603:45:16:792:0,1603:45:16:792:1:11,1603:45:16:792:2:11006,Pazaryeri,Pazaryeri,TR011006,,,,,,Bilecik,Bilecik,TR011,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:11007,11007,1603:45:16:792:0,1603:45:16:792:1:11,1603:45:16:792:2:11007,Sogut,Söğüt,TR011007,,,,,,Bilecik,Bilecik,TR011,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:11008,11008,1603:45:16:792:0,1603:45:16:792:1:11,1603:45:16:792:2:11008,Yenipazar,Yenipazar,TR011008,,,,,,Bilecik,Bilecik,TR011,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:12001,12001,1603:45:16:792:0,1603:45:16:792:1:12,1603:45:16:792:2:12001,Adakli,Adakli,TR012001,,,,,,Bingol,Bingöl,TR012,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:12002,12002,1603:45:16:792:0,1603:45:16:792:1:12,1603:45:16:792:2:12002,Bingol,Bingöl,TR012002,,,,,,Bingol,Bingöl,TR012,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:12003,12003,1603:45:16:792:0,1603:45:16:792:1:12,1603:45:16:792:2:12003,Genc,Genç,TR012003,,,,,,Bingol,Bingöl,TR012,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:12004,12004,1603:45:16:792:0,1603:45:16:792:1:12,1603:45:16:792:2:12004,Karliova,Karliova,TR012004,,,,,,Bingol,Bingöl,TR012,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:12005,12005,1603:45:16:792:0,1603:45:16:792:1:12,1603:45:16:792:2:12005,Kigi,Kiği,TR012005,,,,,,Bingol,Bingöl,TR012,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:12006,12006,1603:45:16:792:0,1603:45:16:792:1:12,1603:45:16:792:2:12006,Solhan,Solhan,TR012006,,,,,,Bingol,Bingöl,TR012,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:12007,12007,1603:45:16:792:0,1603:45:16:792:1:12,1603:45:16:792:2:12007,Yayladere,Yayladere,TR012007,,,,,,Bingol,Bingöl,TR012,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:12008,12008,1603:45:16:792:0,1603:45:16:792:1:12,1603:45:16:792:2:12008,Yedisu,Yedisu,TR012008,,,,,,Bingol,Bingöl,TR012,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:13001,13001,1603:45:16:792:0,1603:45:16:792:1:13,1603:45:16:792:2:13001,Adilcevaz,Adilcevaz,TR013001,,,,,,Bitlis,Bitlis,TR013,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:13002,13002,1603:45:16:792:0,1603:45:16:792:1:13,1603:45:16:792:2:13002,Ahlat,Ahlat,TR013002,,,,,,Bitlis,Bitlis,TR013,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:13003,13003,1603:45:16:792:0,1603:45:16:792:1:13,1603:45:16:792:2:13003,Bitlis,Bitlis,TR013003,,,,,,Bitlis,Bitlis,TR013,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:13004,13004,1603:45:16:792:0,1603:45:16:792:1:13,1603:45:16:792:2:13004,Guroymak,Güroymak,TR013004,,,,,,Bitlis,Bitlis,TR013,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:13005,13005,1603:45:16:792:0,1603:45:16:792:1:13,1603:45:16:792:2:13005,Hizan,Hizan,TR013005,,,,,,Bitlis,Bitlis,TR013,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:13006,13006,1603:45:16:792:0,1603:45:16:792:1:13,1603:45:16:792:2:13006,Mutki,Mutki,TR013006,,,,,,Bitlis,Bitlis,TR013,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:13007,13007,1603:45:16:792:0,1603:45:16:792:1:13,1603:45:16:792:2:13007,Tatvan,Tatvan,TR013007,,,,,,Bitlis,Bitlis,TR013,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14001,14001,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14001,Bolu,Bolu,TR014001,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14002,14002,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14002,Dortdivan,Dörtdivan,TR014002,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14003,14003,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14003,Gerede,Gerede,TR014003,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14004,14004,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14004,Goynuk,Göynük,TR014004,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14005,14005,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14005,Kibriscik,Kibriscik,TR014005,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14006,14006,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14006,Mengen,Mengen,TR014006,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14007,14007,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14007,Mudurnu,Mudurnu,TR014007,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14008,14008,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14008,Seben,Seben,TR014008,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:14009,14009,1603:45:16:792:0,1603:45:16:792:1:14,1603:45:16:792:2:14009,Yenicaga,Yeniçağa,TR014009,,,,,,Bolu,Bolu,TR014,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15001,15001,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15001,Aglasun,Ağlasun,TR015001,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15002,15002,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15002,Altinyayla,Altinyayla,TR015002,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15003,15003,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15003,Bucak,Bucak,TR015003,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15004,15004,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15004,Burdur,Burdur,TR015004,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15005,15005,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15005,Cavdir,Çavdir,TR015005,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15006,15006,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15006,Celtikci,Çeltikçi,TR015006,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15007,15007,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15007,Golhisar,Gölhisar,TR015007,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15008,15008,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15008,Karamanli,Karamanli,TR015008,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15009,15009,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15009,Kemer,Kemer,TR015009,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15010,15010,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15010,Tefenni,Tefenni,TR015010,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:15011,15011,1603:45:16:792:0,1603:45:16:792:1:15,1603:45:16:792:2:15011,Yesilova,Yeşilova,TR015011,,,,,,Burdur,Burdur,TR015,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16001,16001,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16001,Buyukorhan,Büyükorhan,TR016001,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16002,16002,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16002,Gemlik,Gemlik,TR016002,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16003,16003,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16003,Gursu,Gürsu,TR016003,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16004,16004,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16004,Harmancik,Harmancik,TR016004,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16005,16005,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16005,Inegol,Inegöl,TR016005,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16006,16006,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16006,Iznik,Iznik,TR016006,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16007,16007,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16007,Karacabey,Karacabey,TR016007,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16008,16008,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16008,Keles,Keles,TR016008,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16009,16009,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16009,Kestel,Kestel,TR016009,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16010,16010,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16010,Mudanya,Mudanya,TR016010,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16011,16011,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16011,Mustafakemalpasa,Mustafakemalpaşa,TR016011,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16012,16012,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16012,Nilufer,Nilüfer,TR016012,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16013,16013,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16013,Orhaneli,Orhaneli,TR016013,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16014,16014,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16014,Orhangazi,Orhangazi,TR016014,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16015,16015,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16015,Osmangazi,Osmangazi,TR016015,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16016,16016,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16016,Yenisehir,Yenişehir,TR016016,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:16017,16017,1603:45:16:792:0,1603:45:16:792:1:16,1603:45:16:792:2:16017,Yildirim,Yildirim,TR016017,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
1603:45:16:792:2:17001,17001,1603:45:16:792:0,1603:45:16:792:1:17,1603:45:16:792:2:17001,Ayvacik,Ayvacik,TR017001,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
