#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_ara+is_arab,#adm2+name+alt2+i_ara+is_arab,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:729:2:9052,9052,1603:45:16:729:0,1603:45:16:729:1:9,1603:45:16:729:2:9052,Guli,قلي,SD09052,,,,,,White Nile,النيل الأبيض,SD09,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10063,10063,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10063,Dordieb,درديب,SD10063,,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10064,10064,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10064,Port Sudan,بورتسودان,SD10064,,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10065,10065,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10065,Tawkar,طوكر,SD10065,,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10066,10066,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10066,Hala'ib,حلايب,SD10066,Halaib,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10067,10067,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10067,Jubayt Elma'aadin,جبيت المعادن,SD10067,Jubayt Elmaaadin,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10068,10068,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10068,Sawakin,سواكن,SD10068,,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10069,10069,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10069,Al Ganab,القنب,SD10069,,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10070,10070,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10070,Haya,هيا,SD10070,,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10071,10071,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10071,Sinkat,سنكات,SD10071,,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:10072,10072,1603:45:16:729:0,1603:45:16:729:1:10,1603:45:16:729:2:10072,Agig,عقيق,SD10072,,,,,,Red Sea,البحر الأحمر,SD10,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11052,11052,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11052,Halfa Aj Jadeedah,حلفا الجديدة,SD11052,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11053,11053,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11053,Madeinat Kassala,مدينة كسلا,SD11053,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11054,11054,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11054,Reifi Gharb Kassala,ريفى غرب كسلا,SD11054,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11055,11055,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11055,Reifi Aroma,ريفى أروما,SD11055,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11056,11056,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11056,Reifi Kassla,ريفى كسلا,SD11056,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11057,11057,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11057,Reifi Shamal Ad Delta,ريفى شمال الدلتا,SD11057,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11058,11058,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11058,Reifi Hamashkureib,ريفى همش كوريب,SD11058,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11059,11059,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11059,Reifi Telkok,ريفى تلكوك,SD11059,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11060,11060,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11060,Reifi Khashm Elgirba,ريفى خشم القربة,SD11060,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11061,11061,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11061,Reifi Wad Elhilaiw,ريفى ود الحليو,SD11061,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:11062,11062,1603:45:16:729:0,1603:45:16:729:1:11,1603:45:16:729:2:11062,Reifi Nahr Atbara,ريفى نهر عطبرة,SD11062,,,,,,Kassala,كسلا,SD11,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12073,12073,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12073,Al Butanah,البطانة,SD12073,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12074,12074,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12074,Al Fao,الفاو,SD12074,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12075,12075,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12075,Al Fashaga,الفشقة,SD12075,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12076,12076,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12076,Al Qureisha,القريشة,SD12076,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12077,12077,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12077,Basundah,باسندة,SD12077,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12078,12078,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12078,Al Galabat Al Gharbyah - Kassab,القلابات الغربية - كساب,SD12078,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12079,12079,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12079,Gala'a Al Nahal,قلع النحل,SD12079,Galaa Al Nahal,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12080,12080,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12080,Madeinat Al Gedaref,مدينة القضارف,SD12080,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12081,12081,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12081,Wasat Al Gedaref,وسط القضارف,SD12081,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12082,12082,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12082,Al Mafaza,المفازة,SD12082,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12083,12083,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12083,Galabat Ash-Shargiah,القلابات الشرقية,SD12083,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:12084,12084,1603:45:16:729:0,1603:45:16:729:1:12,1603:45:16:729:2:12084,Ar Rahad,الرهد,SD12084,,,,,,Gedaref,القضارف,SD12,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:13023,13023,1603:45:16:729:0,1603:45:16:729:1:13,1603:45:16:729:2:13023,Um Rawaba,أم روابة,SD13023,,,,,,North Kordofan,شمال كردفان,SD13,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:13024,13024,1603:45:16:729:0,1603:45:16:729:1:13,1603:45:16:729:2:13024,Sheikan,شيكان,SD13024,,,,,,North Kordofan,شمال كردفان,SD13,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:13025,13025,1603:45:16:729:0,1603:45:16:729:1:13,1603:45:16:729:2:13025,Soudari,سودري,SD13025,,,,,,North Kordofan,شمال كردفان,SD13,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:13026,13026,1603:45:16:729:0,1603:45:16:729:1:13,1603:45:16:729:2:13026,Bara,بارا,SD13026,,,,,,North Kordofan,شمال كردفان,SD13,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:13027,13027,1603:45:16:729:0,1603:45:16:729:1:13,1603:45:16:729:2:13027,Gebrat Al Sheikh,جبرة الشيخ,SD13027,,,,,,North Kordofan,شمال كردفان,SD13,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:13028,13028,1603:45:16:729:0,1603:45:16:729:1:13,1603:45:16:729:2:13028,Um Dam Haj Ahmed,أم دم حاج أحمد,SD13028,,,,,,North Kordofan,شمال كردفان,SD13,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:13029,13029,1603:45:16:729:0,1603:45:16:729:1:13,1603:45:16:729:2:13029,Gharb Bara,غرب بارا,SD13029,,,,,,North Kordofan,شمال كردفان,SD13,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:13030,13030,1603:45:16:729:0,1603:45:16:729:1:13,1603:45:16:729:2:13030,Ar Rahad,الرهد,SD13030,,,,,,North Kordofan,شمال كردفان,SD13,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:14037,14037,1603:45:16:729:0,1603:45:16:729:1:14,1603:45:16:729:2:14037,Abu Hujar,أبو حجار,SD14037,,,,,,Sennar,سنار,SD14,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:14038,14038,1603:45:16:729:0,1603:45:16:729:1:14,1603:45:16:729:2:14038,Sennar,سنار,SD14038,,,,,,Sennar,سنار,SD14,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:14039,14039,1603:45:16:729:0,1603:45:16:729:1:14,1603:45:16:729:2:14039,Ad Dali,الدالي,SD14039,,,,,,Sennar,سنار,SD14,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:14040,14040,1603:45:16:729:0,1603:45:16:729:1:14,1603:45:16:729:2:14040,Ad Dinder,الدندر,SD14040,,,,,,Sennar,سنار,SD14,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:14041,14041,1603:45:16:729:0,1603:45:16:729:1:14,1603:45:16:729:2:14041,As Suki,السوكي,SD14041,,,,,,Sennar,سنار,SD14,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:14042,14042,1603:45:16:729:0,1603:45:16:729:1:14,1603:45:16:729:2:14042,Sharg Sennar,شرق سنار,SD14042,,,,,,Sennar,سنار,SD14,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:14043,14043,1603:45:16:729:0,1603:45:16:729:1:14,1603:45:16:729:2:14043,Sinja,سنجة,SD14043,,,,,,Sennar,سنار,SD14,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:15030,15030,1603:45:16:729:0,1603:45:16:729:1:15,1603:45:16:729:2:15030,Medani Al Kubra,مدني الكبري,SD15030,,,,,,Aj Jazirah,الجزيرة,SD15,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:15031,15031,1603:45:16:729:0,1603:45:16:729:1:15,1603:45:16:729:2:15031,Janub Al Jazirah,جنوب الجزيرة,SD15031,,,,,,Aj Jazirah,الجزيرة,SD15,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:15032,15032,1603:45:16:729:0,1603:45:16:729:1:15,1603:45:16:729:2:15032,Um Algura,أم القري,SD15032,,,,,,Aj Jazirah,الجزيرة,SD15,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:15033,15033,1603:45:16:729:0,1603:45:16:729:1:15,1603:45:16:729:2:15033,Sharg Al Jazirah,شرق الجزيرة,SD15033,,,,,,Aj Jazirah,الجزيرة,SD15,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:15034,15034,1603:45:16:729:0,1603:45:16:729:1:15,1603:45:16:729:2:15034,Al Hasahisa,الحصاحيصا,SD15034,,,,,,Aj Jazirah,الجزيرة,SD15,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:15035,15035,1603:45:16:729:0,1603:45:16:729:1:15,1603:45:16:729:2:15035,Al Kamlin,الكاملين,SD15035,,,,,,Aj Jazirah,الجزيرة,SD15,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:15036,15036,1603:45:16:729:0,1603:45:16:729:1:15,1603:45:16:729:2:15036,Al Manaqil,المناقل,SD15036,,,,,,Aj Jazirah,الجزيرة,SD15,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:15037,15037,1603:45:16:729:0,1603:45:16:729:1:15,1603:45:16:729:2:15037,Al Qurashi,القرشي,SD15037,,,,,,Aj Jazirah,الجزيرة,SD15,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:16008,16008,1603:45:16:729:0,1603:45:16:729:1:16,1603:45:16:729:2:16008,Abu Hamad,أبو حمد,SD16008,,,,,,River Nile,نهر النيل,SD16,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:16009,16009,1603:45:16:729:0,1603:45:16:729:1:16,1603:45:16:729:2:16009,Al Matama,المتمة,SD16009,,,,,,River Nile,نهر النيل,SD16,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:16010,16010,1603:45:16:729:0,1603:45:16:729:1:16,1603:45:16:729:2:16010,Shendi,شندي,SD16010,,,,,,River Nile,نهر النيل,SD16,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:16011,16011,1603:45:16:729:0,1603:45:16:729:1:16,1603:45:16:729:2:16011,Ad Damar,الدامر,SD16011,,,,,,River Nile,نهر النيل,SD16,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:16012,16012,1603:45:16:729:0,1603:45:16:729:1:16,1603:45:16:729:2:16012,Atbara,عطبرة,SD16012,,,,,,River Nile,نهر النيل,SD16,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:16013,16013,1603:45:16:729:0,1603:45:16:729:1:16,1603:45:16:729:2:16013,Barbar,بربر,SD16013,,,,,,River Nile,نهر النيل,SD16,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:16014,16014,1603:45:16:729:0,1603:45:16:729:1:16,1603:45:16:729:2:16014,Al Buhaira,البحيرة,SD16014,,,,,,River Nile,نهر النيل,SD16,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:17014,17014,1603:45:16:729:0,1603:45:16:729:1:17,1603:45:16:729:2:17014,Halfa,حلفا,SD17014,,,,,,Northern,الشمالية,SD17,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:17015,17015,1603:45:16:729:0,1603:45:16:729:1:17,1603:45:16:729:2:17015,Delgo,دلقو,SD17015,,,,,,Northern,الشمالية,SD17,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:17016,17016,1603:45:16:729:0,1603:45:16:729:1:17,1603:45:16:729:2:17016,Al Burgaig,البرقيق,SD17016,,,,,,Northern,الشمالية,SD17,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:17017,17017,1603:45:16:729:0,1603:45:16:729:1:17,1603:45:16:729:2:17017,Dongola,دنقلا,SD17017,,,,,,Northern,الشمالية,SD17,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:17018,17018,1603:45:16:729:0,1603:45:16:729:1:17,1603:45:16:729:2:17018,Al Golid,القولد,SD17018,,,,,,Northern,الشمالية,SD17,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:17019,17019,1603:45:16:729:0,1603:45:16:729:1:17,1603:45:16:729:2:17019,Ad Dabbah,الدبة,SD17019,,,,,,Northern,الشمالية,SD17,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:17020,17020,1603:45:16:729:0,1603:45:16:729:1:17,1603:45:16:729:2:17020,Merwoe,مروي,SD17020,,,,,,Northern,الشمالية,SD17,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18021,18021,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18021,Ghubaish,غبيش,SD18021,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18022,18022,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18022,An Nuhud,النهود,SD18022,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18028,18028,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18028,Abu Zabad,أبو زبد,SD18028,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18029,18029,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18029,Wad Bandah,ود بندة,SD18029,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18085,18085,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18085,Keilak,كيلك,SD18085,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18086,18086,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18086,As Salam - WK,السلام - غ ك,SD18086,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18087,18087,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18087,Abyei,أبيي,SD18087,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18092,18092,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18092,As Sunut,السنوط,SD18092,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18100,18100,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18100,Babanusa,بابنوسة,SD18100,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18102,18102,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18102,Al Lagowa,لقاوة,SD18102,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18103,18103,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18103,Al Dibab,الدبب,SD18103,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18104,18104,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18104,Al Idia,الأضية,SD18104,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18105,18105,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18105,Al Khiwai,الخوي,SD18105,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:18106,18106,1603:45:16:729:0,1603:45:16:729:1:18,1603:45:16:729:2:18106,Al Meiram,الميرم,SD18106,,,,,,West Kordofan,غرب كردفان,SD18,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
1603:45:16:729:2:19001,19001,1603:45:16:729:0,1603:45:16:729:1:19,1603:45:16:729:2:19001,Abyei PCA area,إدارية أبيي,SD19001,,,,,,Abyei PCA,إدارية أبيي,SD19,Sudan (the),السودان‎,SD,2020-09-03,2020-09-03,
