#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:854:3:480301,480301,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480301,Andemtenga,BF480301,,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:480302,480302,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480302,Baskouré,BF480302,Baskoure,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:480303,480303,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480303,Dialgaye,BF480303,,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:480304,480304,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480304,Gounguen,BF480304,,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:480305,480305,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480305,Kando,BF480305,,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:480306,480306,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480306,Koupèla,BF480306,Koupela,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:480307,480307,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480307,Pouytenga,BF480307,,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:480308,480308,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480308,Tensobentenga,BF480308,,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:480309,480309,1603:45:16:854:0,1603:45:16:854:1:48,1603:45:16:854:2:4803,1603:45:16:854:3:480309,Yargo,BF480309,,,,Kourittenga,BF4803,Centre-Est,BF48,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490101,490101,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490101,Bourzanga,BF490101,,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490102,490102,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490102,Guibaré,BF490102,Guibare,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490103,490103,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490103,Kongoussi,BF490103,,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490104,490104,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490104,Nasséré,BF490104,Nassere,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490105,490105,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490105,Rollo,BF490105,,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490106,490106,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490106,Roukô,BF490106,Rouko,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490107,490107,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490107,Sabsé,BF490107,Sabse,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490108,490108,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490108,Tikaré,BF490108,Tikare,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490109,490109,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4901,1603:45:16:854:3:490109,Zimtanga,BF490109,,,,Bam,BF4901,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490201,490201,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4902,1603:45:16:854:3:490201,Boala,BF490201,,,,Namentenga,BF4902,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490202,490202,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4902,1603:45:16:854:3:490202,Boulsa,BF490202,,,,Namentenga,BF4902,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490203,490203,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4902,1603:45:16:854:3:490203,Bouroum,BF490203,,,,Namentenga,BF4902,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490204,490204,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4902,1603:45:16:854:3:490204,Dargo,BF490204,,,,Namentenga,BF4902,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490205,490205,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4902,1603:45:16:854:3:490205,Nagbingou,BF490205,,,,Namentenga,BF4902,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490206,490206,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4902,1603:45:16:854:3:490206,Tougouri,BF490206,,,,Namentenga,BF4902,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490207,490207,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4902,1603:45:16:854:3:490207,Yalgo,BF490207,,,,Namentenga,BF4902,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490208,490208,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4902,1603:45:16:854:3:490208,Zéguédéguen,BF490208,Zeguedeguen,,,Namentenga,BF4902,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490301,490301,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490301,Barsalogho,BF490301,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490302,490302,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490302,Boussouma,BF490302,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490303,490303,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490303,Dablo,BF490303,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490304,490304,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490304,Kaya,BF490304,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490305,490305,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490305,Korsimoro,BF490305,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490306,490306,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490306,Mané,BF490306,Mane,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490307,490307,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490307,Namissiguima,BF490307,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490308,490308,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490308,Pensa,BF490308,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490309,490309,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490309,Pibaoré,BF490309,Pibaore,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490310,490310,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490310,Pissila,BF490310,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:490311,490311,1603:45:16:854:0,1603:45:16:854:1:49,1603:45:16:854:2:4903,1603:45:16:854:3:490311,Ziga,BF490311,,,,Sanmatenga,BF4903,Centre-Nord,BF49,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500101,500101,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500101,Bingo,BF500101,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500102,500102,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500102,Imasgho,BF500102,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500103,500103,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500103,Kindi,BF500103,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500104,500104,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500104,Kokologo,BF500104,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500105,500105,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500105,Koudougou,BF500105,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500106,500106,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500106,Nanoro,BF500106,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500107,500107,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500107,Nandiala,BF500107,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500108,500108,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500108,Pella,BF500108,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500109,500109,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500109,Poa,BF500109,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500110,500110,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500110,Ramongo,BF500110,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500111,500111,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500111,Sabou,BF500111,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500112,500112,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500112,Siglé,BF500112,Sigle,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500113,500113,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500113,Soa,BF500113,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500114,500114,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500114,Sourgou,BF500114,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500115,500115,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5001,1603:45:16:854:3:500115,Thiou,BF500115,,,,Boulkiemdé,BF5001,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500201,500201,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500201,Dassa,BF500201,,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500202,500202,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500202,Didyr,BF500202,,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500203,500203,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500203,Godyr,BF500203,,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500204,500204,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500204,Kordié,BF500204,Kordie,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500205,500205,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500205,Kyon,BF500205,,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500206,500206,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500206,Pouni,BF500206,,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500207,500207,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500207,Réo,BF500207,Reo,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500208,500208,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500208,Ténado,BF500208,Tenado,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500209,500209,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500209,Zamo,BF500209,,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500210,500210,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5002,1603:45:16:854:3:500210,Zawara,BF500210,,,,Sanguié,BF5002,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500301,500301,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5003,1603:45:16:854:3:500301,Bieha,BF500301,,,,Sissili,BF5003,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500302,500302,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5003,1603:45:16:854:3:500302,Boura,BF500302,,,,Sissili,BF5003,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500303,500303,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5003,1603:45:16:854:3:500303,Léo,BF500303,Leo,,,Sissili,BF5003,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500304,500304,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5003,1603:45:16:854:3:500304,Nébiélianayou,BF500304,Nebielianayou,,,Sissili,BF5003,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500305,500305,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5003,1603:45:16:854:3:500305,Niabouri,BF500305,,,,Sissili,BF5003,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500306,500306,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5003,1603:45:16:854:3:500306,Silly,BF500306,,,,Sissili,BF5003,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500307,500307,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5003,1603:45:16:854:3:500307,To,BF500307,,,,Sissili,BF5003,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500401,500401,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5004,1603:45:16:854:3:500401,Bakata,BF500401,,,,Ziro,BF5004,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500402,500402,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5004,1603:45:16:854:3:500402,Bougnounou,BF500402,,,,Ziro,BF5004,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500403,500403,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5004,1603:45:16:854:3:500403,Kassou,BF500403,,,,Ziro,BF5004,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500404,500404,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5004,1603:45:16:854:3:500404,Dalô,BF500404,Dalo,,,Ziro,BF5004,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500405,500405,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5004,1603:45:16:854:3:500405,Gaô,BF500405,Gao,,,Ziro,BF5004,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:500406,500406,1603:45:16:854:0,1603:45:16:854:1:50,1603:45:16:854:2:5004,1603:45:16:854:3:500406,Sapouy,BF500406,,,,Ziro,BF5004,Centre-Ouest,BF50,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510101,510101,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5101,1603:45:16:854:3:510101,Doulougou,BF510101,,,,Bazèga,BF5101,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510102,510102,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5101,1603:45:16:854:3:510102,Gaongo,BF510102,,,,Bazèga,BF5101,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510103,510103,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5101,1603:45:16:854:3:510103,Ipelsé,BF510103,Ipelse,,,Bazèga,BF5101,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510104,510104,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5101,1603:45:16:854:3:510104,Kayao,BF510104,,,,Bazèga,BF5101,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510105,510105,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5101,1603:45:16:854:3:510105,Kombissiri,BF510105,,,,Bazèga,BF5101,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510106,510106,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5101,1603:45:16:854:3:510106,Saponé,BF510106,Sapone,,,Bazèga,BF5101,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510107,510107,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5101,1603:45:16:854:3:510107,Toécé,BF510107,Toece,,,Bazèga,BF5101,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510201,510201,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5102,1603:45:16:854:3:510201,Guiaro,BF510201,,,,Nahouri,BF5102,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510202,510202,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5102,1603:45:16:854:3:510202,Po,BF510202,,,,Nahouri,BF5102,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510203,510203,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5102,1603:45:16:854:3:510203,Tiébélé,BF510203,Tiebele,,,Nahouri,BF5102,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510204,510204,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5102,1603:45:16:854:3:510204,Zecco,BF510204,,,,Nahouri,BF5102,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510205,510205,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5102,1603:45:16:854:3:510205,Ziou,BF510205,,,,Nahouri,BF5102,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510301,510301,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5103,1603:45:16:854:3:510301,Béré,BF510301,Bere,,,Zoundwéogo,BF5103,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510302,510302,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5103,1603:45:16:854:3:510302,Bindé,BF510302,Binde,,,Zoundwéogo,BF5103,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510303,510303,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5103,1603:45:16:854:3:510303,Gogo,BF510303,,,,Zoundwéogo,BF5103,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510304,510304,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5103,1603:45:16:854:3:510304,Gomboussougou,BF510304,,,,Zoundwéogo,BF5103,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510305,510305,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5103,1603:45:16:854:3:510305,Guiba,BF510305,,,,Zoundwéogo,BF5103,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510306,510306,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5103,1603:45:16:854:3:510306,Manga,BF510306,,,,Zoundwéogo,BF5103,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:510307,510307,1603:45:16:854:0,1603:45:16:854:1:51,1603:45:16:854:2:5103,1603:45:16:854:3:510307,Nobéré,BF510307,Nobere,,,Zoundwéogo,BF5103,Centre-Sud,BF51,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520101,520101,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5201,1603:45:16:854:3:520101,Bilanga,BF520101,,,,Gnagna,BF5201,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520102,520102,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5201,1603:45:16:854:3:520102,Bogandé,BF520102,Bogande,,,Gnagna,BF5201,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520103,520103,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5201,1603:45:16:854:3:520103,Koala,BF520103,,,,Gnagna,BF5201,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
1603:45:16:854:3:520104,520104,1603:45:16:854:0,1603:45:16:854:1:52,1603:45:16:854:2:5201,1603:45:16:854:3:520104,Liptougou,BF520104,,,,Gnagna,BF5201,Est,BF52,Burkina Faso,BF,2020-03-26,2020-03-26,
