#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:384:3:140503,140503,1603:45:16:384:0,1603:45:16:384:1:14,1603:45:16:384:2:1405,1603:45:16:384:3:140503,Kouassia-Niaguini,CI140503,,,,Transua,CI1405,Gontougo,CI14,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150101,150101,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1501,1603:45:16:384:3:150101,Dabou,CI150101,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150102,150102,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1501,1603:45:16:384:3:150102,Lopou,CI150102,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150103,150103,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1501,1603:45:16:384:3:150103,Toupah,CI150103,,,,Dabou,CI1501,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150201,150201,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1502,1603:45:16:384:3:150201,Ahouanou,CI150201,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150202,150202,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1502,1603:45:16:384:3:150202,Bacanda,CI150202,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150203,150203,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1502,1603:45:16:384:3:150203,Ebonou,CI150203,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150204,150204,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1502,1603:45:16:384:3:150204,Grand Lahou,CI150204,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150205,150205,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1502,1603:45:16:384:3:150205,Toukouzou,CI150205,,,,Grand-Lahou,CI1502,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150301,150301,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1503,1603:45:16:384:3:150301,Jacqueville,CI150301,,,,Jacqueville,CI1503,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:150302,150302,1603:45:16:384:0,1603:45:16:384:1:15,1603:45:16:384:2:1503,1603:45:16:384:3:150302,Attoutou,CI150302,,,,Jacqueville,CI1503,Grands Ponts,CI15,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160101,160101,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160101,Bangolo,CI160101,,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160102,160102,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160102,Béoué-Zibiao,CI160102,Beoue-Zibiao,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160103,160103,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160103,Bléniméouin,CI160103,Blenimeouin,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160104,160104,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160104,Diéouzon,CI160104,Dieouzon,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160105,160105,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160105,Gohouo-Zagna,CI160105,,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160106,160106,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160106,Guinglo-Tahouaké,CI160106,Guinglo-Tahouake,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160107,160107,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160107,Kahin-Zarabaon,CI160107,,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160108,160108,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160108,Zéo,CI160108,Zeo,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160109,160109,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1601,1603:45:16:384:3:160109,Zou,CI160109,,,,Bangolo,CI1601,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160201,160201,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1602,1603:45:16:384:3:160201,Bagohouo,CI160201,,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160202,160202,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1602,1603:45:16:384:3:160202,Duékoué,CI160202,Duekoue,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160203,160203,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1602,1603:45:16:384:3:160203,Gbapleu,CI160203,,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160204,160204,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1602,1603:45:16:384:3:160204,Guéhiébly,CI160204,Guehiebly,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160205,160205,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1602,1603:45:16:384:3:160205,Guézon,CI160205,Guezon,,,Duékoué,CI1602,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160301,160301,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1603,1603:45:16:384:3:160301,Facobly,CI160301,,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160302,160302,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1603,1603:45:16:384:3:160302,Guézon,CI160302,Guezon,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160303,160303,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1603,1603:45:16:384:3:160303,Koua,CI160303,,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160304,160304,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1603,1603:45:16:384:3:160304,Sémien,CI160304,Semien,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160305,160305,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1603,1603:45:16:384:3:160305,Tiény-Séably,CI160305,Tieny-Seably,,,Facobly,CI1603,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160401,160401,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1604,1603:45:16:384:3:160401,Kouibly,CI160401,,,,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160402,160402,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1604,1603:45:16:384:3:160402,Nidrou,CI160402,,,,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160403,160403,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1604,1603:45:16:384:3:160403,Ouyably-Gnondrou,CI160403,,,,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:160404,160404,1603:45:16:384:0,1603:45:16:384:1:16,1603:45:16:384:2:1604,1603:45:16:384:3:160404,Totrodrou,CI160404,,,,Kouibly,CI1604,Guemon,CI16,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170101,170101,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170101,Bassawa,CI170101,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170102,170102,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170102,Bonieredougou,CI170102,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170103,170103,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170103,Dabakala,CI170103,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170104,170104,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170104,Foumbolo,CI170104,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170105,170105,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170105,Niéméné,CI170105,Niemene,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170106,170106,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170106,Satama-Sokoro,CI170106,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170107,170107,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170107,Satama-Sokoura,CI170107,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170108,170108,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170108,Sokala-Sobara,CI170108,,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170109,170109,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170109,Tendéné-Bambarasso,CI170109,Tendene-Bambarasso,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170110,170110,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1701,1603:45:16:384:3:170110,Yaossédougou,CI170110,Yaossedougou,,,Dabakala,CI1701,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170201,170201,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1702,1603:45:16:384:3:170201,Katiola,CI170201,,,,Katiola,CI1702,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170202,170202,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1702,1603:45:16:384:3:170202,Fronan,CI170202,,,,Katiola,CI1702,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170203,170203,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1702,1603:45:16:384:3:170203,Timbé,CI170203,Timbe,,,Katiola,CI1702,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170301,170301,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1703,1603:45:16:384:3:170301,Niakaramandougou,CI170301,,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170302,170302,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1703,1603:45:16:384:3:170302,Arikokaha,CI170302,,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170303,170303,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1703,1603:45:16:384:3:170303,Badikaha,CI170303,,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170304,170304,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1703,1603:45:16:384:3:170304,Niédiékaha,CI170304,Niediekaha,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170305,170305,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1703,1603:45:16:384:3:170305,Tafiré,CI170305,Tafire,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:170306,170306,1603:45:16:384:0,1603:45:16:384:1:17,1603:45:16:384:2:1703,1603:45:16:384:3:170306,Tortiya,CI170306,,,,Niakaramandougou,CI1703,Hambol,CI17,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:180101,180101,1603:45:16:384:0,1603:45:16:384:1:18,1603:45:16:384:2:1801,1603:45:16:384:3:180101,Bédiala,CI180101,Bediala,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:180102,180102,1603:45:16:384:0,1603:45:16:384:1:18,1603:45:16:384:2:1801,1603:45:16:384:3:180102,Daloa,CI180102,,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:180103,180103,1603:45:16:384:0,1603:45:16:384:1:18,1603:45:16:384:2:1801,1603:45:16:384:3:180103,Gadouan,CI180103,,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:180104,180104,1603:45:16:384:0,1603:45:16:384:1:18,1603:45:16:384:2:1801,1603:45:16:384:3:180104,Gboguhé,CI180104,Gboguhe,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:180105,180105,1603:45:16:384:0,1603:45:16:384:1:18,1603:45:16:384:2:1801,1603:45:16:384:3:180105,Gonaté,CI180105,Gonate,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:180106,180106,1603:45:16:384:0,1603:45:16:384:1:18,1603:45:16:384:2:1801,1603:45:16:384:3:180106,Zaibo,CI180106,,,,Daloa,CI1801,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
1603:45:16:384:3:180201,180201,1603:45:16:384:0,1603:45:16:384:1:18,1603:45:16:384:2:1802,1603:45:16:384:3:180201,Issia,CI180201,,,,Issia,CI1802,Haut-Sassandra,CI18,Côte d'Ivoire,CI,2018-08-06,2022-03-29,
