#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:450:4:11101004021,11101004021,Anosibe Ambohibarikely,MG11101004021,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004022,11101004022,Mandrangobato I,MG11101004022,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004023,11101004023,Mandrangobato II,MG11101004023,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004024,11101004024,Anosizato Atsinanana II,MG11101004024,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004025,11101004025,Anosizato Atsinanana I,MG11101004025,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004026,11101004026,Angarangarana,MG11101004026,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004027,11101004027,Madera Namontana,MG11101004027,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004028,11101004028,Soanierana III-I Cite Gare,MG11101004028,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004029,11101004029,Soanierana IIIJ,MG11101004029,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004030,11101004030,Ankaditoho Marohoho,MG11101004030,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004031,11101004031,Andrefan'ankadimbahoaka,MG11101004031,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101004032,11101004032,Ankazotoho Anosimahavelona,MG11101004032,,,,4e Arrondissement,MG11101004,4e Arrondissement,MG11101004A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005001,11101005001,Ambatomainty,MG11101005001,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005002,11101005002,Soavimasoandro,MG11101005002,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005003,11101005003,Androhibe,MG11101005003,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005004,11101005004,Morarano,MG11101005004,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005005,11101005005,Alarobia Amboniloha,MG11101005005,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005006,11101005006,Ivandry,MG11101005006,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005007,11101005007,Ambodivoanjo Ambohijatovo Fara,MG11101005007,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005008,11101005008,Analamahitsy Cite,MG11101005008,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005009,11101005009,Analamahitsy Tanana,MG11101005009,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005010,11101005010,Ambatobe,MG11101005010,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005011,11101005011,Amboditsiry,MG11101005011,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005012,11101005012,Manjakaray IIc,MG11101005012,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005013,11101005013,Manjakaray IIb,MG11101005013,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005014,11101005014,Manjakaray IId,MG11101005014,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005015,11101005015,Anjanahary IIs,MG11101005015,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005016,11101005016,Anjanahary IIo,MG11101005016,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005017,11101005017,Anjanahary IIa,MG11101005017,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005018,11101005018,Anjanahary IIn,MG11101005018,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005019,11101005019,Nanisana Iadiambola,MG11101005019,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005020,11101005020,Ankerana Ankadindramamy,MG11101005020,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005021,11101005021,Ambohidahy,MG11101005021,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005022,11101005022,Ambatokaranana,MG11101005022,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005023,11101005023,Ambohimirary,MG11101005023,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005024,11101005024,Ampanotokana,MG11101005024,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005025,11101005025,Tsarahonenana,MG11101005025,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005026,11101005026,Andraisoro,MG11101005026,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101005027,11101005027,Ambatomaro Antsobolo,MG11101005027,,,,5e Arrondissement,MG11101005,5e Arrondissement,MG11101005A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006001,11101006001,Anosisoa,MG11101006001,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006002,11101006002,Avaratanana,MG11101006002,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006003,11101006003,Ampefiloha Ankeniheny,MG11101006003,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006004,11101006004,Ambatolampy,MG11101006004,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006005,11101006005,Andranomena,MG11101006005,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006006,11101006006,Ambohidroa,MG11101006006,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006007,11101006007,Ampandriambehivavy,MG11101006007,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006008,11101006008,Ambaravarankazo,MG11101006008,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006009,11101006009,Amboavahy,MG11101006009,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006010,11101006010,Avaratetezana,MG11101006010,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006011,11101006011,Amorona,MG11101006011,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006012,11101006012,Ambodimita,MG11101006012,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006013,11101006013,Ambodivona,MG11101006013,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006014,11101006014,Anosibe Zaivola,MG11101006014,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006015,11101006015,Antanjombe Avaratra,MG11101006015,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006016,11101006016,Antanety Avaratra,MG11101006016,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006017,11101006017,Ambohimanandray,MG11101006017,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006018,11101006018,Anosivavaka,MG11101006018,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006019,11101006019,Antanjombe Ambony,MG11101006019,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006020,11101006020,Anjanakomboro,MG11101006020,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006021,11101006021,Antsararay,MG11101006021,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006022,11101006022,Ambohimiadana Avaratra,MG11101006022,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006023,11101006023,Ambohimitsinjo,MG11101006023,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006024,11101006024,Antanety Atsimo,MG11101006024,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006025,11101006025,Ambohimiadana Atsimo,MG11101006025,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006026,11101006026,Ambohimandroso,MG11101006026,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006027,11101006027,Betafo,MG11101006027,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006028,11101006028,Ambodivonkely,MG11101006028,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006029,11101006029,Ambodihady,MG11101006029,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006030,11101006030,Andraharo,MG11101006030,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11101006031,11101006031,Ankazomanga Atsimo,MG11101006031,,,,6e Arrondissement,MG11101006,6e Arrondissement,MG11101006A,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010001,11102010001,Alasora,MG11102010001,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010002,11102010002,Ankazobe,MG11102010002,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010003,11102010003,Mandikanamana,MG11102010003,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010004,11102010004,Sud Ambohipo,MG11102010004,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010005,11102010005,Mahitsy,MG11102010005,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010006,11102010006,Ankadindratombo,MG11102010006,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010007,11102010007,Est Mahazoarivo,MG11102010007,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010008,11102010008,Ambodivoanjo,MG11102010008,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010009,11102010009,Ambohidrazaka,MG11102010009,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010010,11102010010,Mahatsinjo,MG11102010010,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010011,11102010011,Ambatomalaza,MG11102010011,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010012,11102010012,Ankadiaivo,MG11102010012,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010013,11102010013,Amboaroy,MG11102010013,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010014,11102010014,Ambohitanety,MG11102010014,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010015,11102010015,Ampahibato,MG11102010015,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010016,11102010016,Ambohimarina,MG11102010016,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010017,11102010017,Ambodivondava,MG11102010017,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010018,11102010018,Miadana,MG11102010018,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010019,11102010019,Mendrikolovana,MG11102010019,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102010020,11102010020,Ambohitromby,MG11102010020,,,,Alasora,MG11102010,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039001,11102039001,Ankadikely,MG11102039001,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039002,11102039002,Antsahamarofoza,MG11102039002,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039003,11102039003,Andranovelona,MG11102039003,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039004,11102039004,Ambohipanja,MG11102039004,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039005,11102039005,Ambohitraina,MG11102039005,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039006,11102039006,Belanitra,MG11102039006,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039007,11102039007,Antsampandrano,MG11102039007,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039008,11102039008,Antanandrano,MG11102039008,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039009,11102039009,Ilafy,MG11102039009,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039010,11102039010,Manjaka,MG11102039010,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039011,11102039011,Andafiavaratra,MG11102039011,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039012,11102039012,Ambohitrarahaba,MG11102039012,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039013,11102039013,Manazary,MG11102039013,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039014,11102039014,Andrononobe,MG11102039014,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039015,11102039015,Mandrosoa Ilafy,MG11102039015,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039016,11102039016,Masinandriana,MG11102039016,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102039017,11102039017,Ambohibe,MG11102039017,,,,Ankadikely Ilafy,MG11102039,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050001,11102050001,Ambohimanambola Gara,MG11102050001,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050002,11102050002,Ambohimahatsinjo,MG11102050002,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050003,11102050003,Ambohipeno,MG11102050003,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050004,11102050004,Iharamy,MG11102050004,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050005,11102050005,Ampahimanga,MG11102050005,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050006,11102050006,Antanetibe,MG11102050006,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050007,11102050007,Ambohibato,MG11102050007,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050008,11102050008,Tanjonandriana,MG11102050008,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050009,11102050009,Ambohimanambola Firaisana,MG11102050009,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
1603:45:16:450:4:11102050010,11102050010,Andramanonga,MG11102050010,,,,Ambohimanambola,MG11102050,Antananarivo Avaradrano,MG11102,Analamanga,MG11,Madagascar,MG,2010-12-31,2020-02-20,
