#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5002,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5001,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_kaz+is_zyyy+rdf_p_skos_preflabel_s5000,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:398:2:751210,751210,1603:45:16:398:0,1603:45:16:398:1:75,1603:45:16:398:2:751210,Alatau,Алатау ,Алатауский,KZ751210,,,,,,,,Almaty (city),Алматы (қала),Алматы ,KZ75,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:751310,751310,1603:45:16:398:0,1603:45:16:398:1:75,1603:45:16:398:2:751310,Auezov,Әуезов ,Ауэзовский,KZ751310,,,,,,,,Almaty (city),Алматы (қала),Алматы ,KZ75,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:751410,751410,1603:45:16:398:0,1603:45:16:398:1:75,1603:45:16:398:2:751410,Bostandyk,Бостандық ,Бостандыкский,KZ751410,,,,,,,,Almaty (city),Алматы (қала),Алматы ,KZ75,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:751510,751510,1603:45:16:398:0,1603:45:16:398:1:75,1603:45:16:398:2:751510,Zhetysu,Жетісу ,Жетысуский,KZ751510,,,,,,,,Almaty (city),Алматы (қала),Алматы ,KZ75,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:751710,751710,1603:45:16:398:0,1603:45:16:398:1:75,1603:45:16:398:2:751710,Medeu,Медеу ,Медеуский,KZ751710,,,,,,,,Almaty (city),Алматы (қала),Алматы ,KZ75,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:751810,751810,1603:45:16:398:0,1603:45:16:398:1:75,1603:45:16:398:2:751810,Nauryzbay,Наурызбай,Наурызбайский,KZ751810,,,,,,,,Almaty (city),Алматы (қала),Алматы ,KZ75,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:751910,751910,1603:45:16:398:0,1603:45:16:398:1:75,1603:45:16:398:2:751910,Turksib,Түркісіб ,Турксибский,KZ751910,,,,,,,,Almaty (city),Алматы (қала),Алматы ,KZ75,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:791110,791110,1603:45:16:398:0,1603:45:16:398:1:79,1603:45:16:398:2:791110,Abay,Абай,Абайский,KZ791110,,,,,,,,Shymkent (city),Шымкент,Чимкент,KZ79,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:791310,791310,1603:45:16:398:0,1603:45:16:398:1:79,1603:45:16:398:2:791310,Al-Farabi,Әл Фараби,Аль-Фарабиский,KZ791310,,,,,,,,Shymkent (city),Шымкент,Чимкент,KZ79,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:791510,791510,1603:45:16:398:0,1603:45:16:398:1:79,1603:45:16:398:2:791510,Enbekshi,Еңбекші,Енбекшинскийский,KZ791510,,,,,,,,Shymkent (city),Шымкент,Чимкент,KZ79,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
1603:45:16:398:2:791710,791710,1603:45:16:398:0,1603:45:16:398:1:79,1603:45:16:398:2:791710,Karatau,Қаратау,Каратаускийский,KZ791710,,,,,,,,Shymkent (city),Шымкент,Чимкент,KZ79,Republic of Kazakhstan,Қазақстан Республикасы,Республика Казахстан,KZ,2019-09-10,2019-09-10,
