#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ukr+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_rus+is_cyrl+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:804:3:5604025,5604025,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5604,1603:45:16:804:3:5604025,Povchanska,Повчанська,Повчанская,UA5604025,,,,,,,,Dubenskyi,Дубенський,Дубенский,UA5604,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5604027,5604027,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5604,1603:45:16:804:3:5604027,Pryvilnenska,Привільненська,Привольненская,UA5604027,,,,,,,,Dubenskyi,Дубенський,Дубенский,UA5604,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5604029,5604029,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5604,1603:45:16:804:3:5604029,Radyvylivska,Радивилівська,Радивиловская,UA5604029,,,,,,,,Dubenskyi,Дубенський,Дубенский,UA5604,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5604031,5604031,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5604,1603:45:16:804:3:5604031,Semydubska,Семидубська,Семидубовская,UA5604031,,,,,,,,Dubenskyi,Дубенський,Дубенский,UA5604,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5604033,5604033,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5604,1603:45:16:804:3:5604033,Smyzka,Смизька,Смигская,UA5604033,,,,,,,,Dubenskyi,Дубенський,Дубенский,UA5604,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5604035,5604035,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5604,1603:45:16:804:3:5604035,Tarakanivska,Тараканівська,Таракановская,UA5604035,,,,,,,,Dubenskyi,Дубенський,Дубенский,UA5604,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5604037,5604037,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5604,1603:45:16:804:3:5604037,Yaroslavytska,Ярославицька,Ярославичская,UA5604037,,,,,,,,Dubenskyi,Дубенський,Дубенский,UA5604,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606001,5606001,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606001,Babynska,Бабинська,Бабинская,UA5606001,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606003,5606003,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606003,Bereznivska,Березнівська,Березновская,UA5606003,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606005,5606005,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606005,Bilokrynytska,Білокриницька,Белокриницкая,UA5606005,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606007,5606007,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606007,Buhrynska,Бугринська,Бугринская,UA5606007,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606009,5606009,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606009,Velykomezhyritska,Великомежиріцька,Великомежиричская,UA5606009,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606011,5606011,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606011,Velykoomelianska,Великоомелянська,Великоомелянская,UA5606011,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606013,5606013,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606013,Holovynska,Головинська,Головинская,UA5606013,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606015,5606015,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606015,Horodotska,Городоцька,Городокская,UA5606015,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606017,5606017,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606017,Hoshchanska,Гощанська,Гощанская,UA5606017,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606019,5606019,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606019,Derazhnenska,Деражненська,Деражненская,UA5606019,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606021,5606021,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606021,Diadkovytska,Дядьковицька,Дядьковичская,UA5606021,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606023,5606023,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606023,Zdovbytska,Здовбицька,Здолбицкая,UA5606023,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606025,5606025,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606025,Zdolbunivska,Здолбунівська,Здолбуновская,UA5606025,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606027,5606027,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606027,Zorianska,Зорянська,Зарянская,UA5606027,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606029,5606029,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606029,Klevanska,Клеванська,Клеванская,UA5606029,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606031,5606031,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606031,Koretska,Корецька,Корецкая,UA5606031,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606033,5606033,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606033,Kornynska,Корнинська,Корнинская,UA5606033,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606035,5606035,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606035,Kostopilska,Костопільська,Костопольская,UA5606035,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606037,5606037,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606037,Malynska,Малинська,Малинская,UA5606037,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606039,5606039,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606039,Maloliubashanska,Малолюбашанська,Малолюбашанская,UA5606039,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606041,5606041,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606041,Mizotska,Мізоцька,Мизочская,UA5606041,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606043,5606043,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606043,Oleksandriiska,Олександрійська,Александрийская,UA5606043,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606045,5606045,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606045,Ostrozka,Острозька,Острожская,UA5606045,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606047,5606047,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606047,Rivnenska,Рівненська,Ровенская,UA5606047,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606049,5606049,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606049,Sosnivska,Соснівська,Сосновская,UA5606049,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5606051,5606051,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5606,1603:45:16:804:3:5606051,Shpanivska,Шпанівська,Шпановская,UA5606051,,,,,,,,Rivnenskyi,Рівненський,Ровенский,UA5606,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608001,5608001,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608001,Berezivska,Березівська,Березовская,UA5608001,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608003,5608003,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608003,Vyrivska,Вирівська,Вировская,UA5608003,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608005,5608005,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608005,Vysotska,Висоцька,Высоцкая,UA5608005,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608007,5608007,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608007,Dubrovytska,Дубровицька,Дубровицкая,UA5608007,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608009,5608009,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608009,Klesivska,Клесівська,Клесовская,UA5608009,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608011,5608011,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608011,Myliatska,Миляцька,Милячская,UA5608011,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608013,5608013,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608013,Nemovytska,Немовицька,Немовичская,UA5608013,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608015,5608015,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608015,Rokytnivska,Рокитнівська,Рокитновская,UA5608015,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608017,5608017,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608017,Sarnenska,Сарненська,Сарненская,UA5608017,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608019,5608019,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608019,Starosilska,Старосільська,Старосельская,UA5608019,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5608021,5608021,1603:45:16:804:0,1603:45:16:804:1:56,1603:45:16:804:2:5608,1603:45:16:804:3:5608021,Stepanska,Степанська,Степанская,UA5608021,,,,,,,,Sarnenskyi,Сарненський,Сарненский,UA5608,Rivnenska,Рівненська,Ровенская,UA56,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5902001,5902001,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5902,1603:45:16:804:3:5902001,Bochechkivska,Бочечківська,Бочечковская,UA5902001,,,,,,,,Konotopskyi,Конотопський,Конотопский,UA5902,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5902003,5902003,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5902,1603:45:16:804:3:5902003,Burynska,Буринська,Бурынская,UA5902003,,,,,,,,Konotopskyi,Конотопський,Конотопский,UA5902,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5902005,5902005,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5902,1603:45:16:804:3:5902005,Duboviazivska,Дубов'язівська,Дубовязовская,UA5902005,,,,,,,,Konotopskyi,Конотопський,Конотопский,UA5902,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5902007,5902007,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5902,1603:45:16:804:3:5902007,Konotopska,Конотопська,Конотопская,UA5902007,,,,,,,,Konotopskyi,Конотопський,Конотопский,UA5902,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5902009,5902009,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5902,1603:45:16:804:3:5902009,Krolevetska,Кролевецька,Кролевецкая,UA5902009,,,,,,,,Konotopskyi,Конотопський,Конотопский,UA5902,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5902011,5902011,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5902,1603:45:16:804:3:5902011,Novoslobidska,Новослобідська,Новослободская,UA5902011,,,,,,,,Konotopskyi,Конотопський,Конотопский,UA5902,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5902013,5902013,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5902,1603:45:16:804:3:5902013,Popivska,Попівська,Поповская,UA5902013,,,,,,,,Konotopskyi,Конотопський,Конотопский,UA5902,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5902015,5902015,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5902,1603:45:16:804:3:5902015,Putyvlska,Путивльська,Путивльская,UA5902015,,,,,,,,Konotopskyi,Конотопський,Конотопский,UA5902,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904001,5904001,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904001,Boromlianska,Боромлянська,Боромлянская,UA5904001,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904003,5904003,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904003,Velykopysarivska,Великописарівська,Великописаревская,UA5904003,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904005,5904005,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904005,Hrunska,Грунська,Груньская,UA5904005,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904007,5904007,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904007,Kyrykivska,Кириківська,Кириковская,UA5904007,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904009,5904009,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904009,Komyshanska,Комишанська,Камышанская,UA5904009,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904011,5904011,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904011,Okhtyrska,Охтирська,Ахтырская,UA5904011,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904013,5904013,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904013,Trostianetska,Тростянецька,Тростянецкая,UA5904013,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904015,5904015,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904015,Chernechchynska,Чернеччинська,Чернетчинская,UA5904015,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5904017,5904017,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5904,1603:45:16:804:3:5904017,Chupakhivska,Чупахівська,Чупаховская,UA5904017,,,,,,,,Okhtyrskyi,Охтирський,Ахтырский,UA5904,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5906001,5906001,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5906,1603:45:16:804:3:5906001,Andriiashivska,Андріяшівська,Андрияшевская,UA5906001,,,,,,,,Romenskyi,Роменський,Роменский,UA5906,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5906003,5906003,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5906,1603:45:16:804:3:5906003,Vilshanska,Вільшанська,Ольшанская,UA5906003,,,,,,,,Romenskyi,Роменський,Роменский,UA5906,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5906005,5906005,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5906,1603:45:16:804:3:5906005,Korovynska,Коровинська,Коровинская,UA5906005,,,,,,,,Romenskyi,Роменський,Роменский,UA5906,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5906007,5906007,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5906,1603:45:16:804:3:5906007,Lypovodolynska,Липоводолинська,Липоводолинская,UA5906007,,,,,,,,Romenskyi,Роменський,Роменский,UA5906,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5906009,5906009,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5906,1603:45:16:804:3:5906009,Nedryhailivska,Недригайлівська,Недригайловская,UA5906009,,,,,,,,Romenskyi,Роменський,Роменский,UA5906,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5906011,5906011,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5906,1603:45:16:804:3:5906011,Romenska,Роменська,Роменская,UA5906011,,,,,,,,Romenskyi,Роменський,Роменский,UA5906,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
1603:45:16:804:3:5906013,5906013,1603:45:16:804:0,1603:45:16:804:1:59,1603:45:16:804:2:5906,1603:45:16:804:3:5906013,Synivska,Синівська,Синевская,UA5906013,,,,,,,,Romenskyi,Роменський,Роменский,UA5906,Sumska,Сумська,Сумская,UA59,Ukraine,Україна,Украина,UA,2022-01-18,2022-01-31,
