qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:768:3:20512,20512,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:205,1603:45:16:768:3:20512,Siou,TG020512,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20513,20513,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:205,1603:45:16:768:3:20513,Tchore,TG020513,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20514,20514,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:205,1603:45:16:768:3:20514,Tenega,TG020514,Doufelgou,TG0205,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20601,20601,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20601,Akponte,TG020601,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20602,20602,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20602,Atalote,TG020602,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20603,20603,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20603,Helota,TG020603,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20604,20604,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20604,Kande,TG020604,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20605,20605,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20605,Koutougou,TG020605,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20606,20606,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20606,Nadoba,TG020606,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20607,20607,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20607,Ossacre,TG020607,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20608,20608,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20608,Pesside,TG020608,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20609,20609,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:206,1603:45:16:768:3:20609,Warengo,TG020609,Keran,TG0206,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20701,20701,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20701,Atchangbade,TG020701,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20702,20702,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20702,Awandjelo,TG020702,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20703,20703,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20703,Bohou,TG020703,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20704,20704,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20704,Djamde,TG020704,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20705,20705,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20705,Koumea,TG020705,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20706,20706,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20706,Lama,TG020706,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20707,20707,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20707,Landa,TG020707,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20708,20708,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20708,Landa-Pozenda/Kpinzinde,TG020708,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20709,20709,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20709,Lassa,TG020709,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20710,20710,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20710,Pya,TG020710,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20711,20711,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20711,Sarakawa,TG020711,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20712,20712,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20712,Somdina,TG020712,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20713,20713,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20713,Tchare,TG020713,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20714,20714,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20714,Tchitchao,TG020714,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:20715,20715,1603:45:16:768:0,1603:45:16:768:1:2,1603:45:16:768:2:207,1603:45:16:768:3:20715,Yade,TG020715,Kozah,TG0207,Kara,TG02,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30101,30101,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:301,1603:45:16:768:3:30101,Akepe,TG030101,Ave,TG0301,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30102,30102,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:301,1603:45:16:768:3:30102,Assahoun/Ando Peme,TG030102,Ave,TG0301,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30103,30103,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:301,1603:45:16:768:3:30103,Badja,TG030103,Ave,TG0301,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30104,30104,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:301,1603:45:16:768:3:30104,Dzolo,TG030104,Ave,TG0301,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30105,30105,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:301,1603:45:16:768:3:30105,Keve,TG030105,Ave,TG0301,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30106,30106,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:301,1603:45:16:768:3:30106,Noepe,TG030106,Ave,TG0301,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30107,30107,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:301,1603:45:16:768:3:30107,Tovegan,TG030107,Ave,TG0301,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30201,30201,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:302,1603:45:16:768:3:30201,Afagnan / Afagnagan,TG030201,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30202,30202,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:302,1603:45:16:768:3:30202,Agome Glozou/Agbetiko,TG030202,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30203,30203,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:302,1603:45:16:768:3:30203,Attitogon,TG030203,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30204,30204,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:302,1603:45:16:768:3:30204,Hompou,TG030204,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30205,30205,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:302,1603:45:16:768:3:30205,Kpetsou,TG030205,Bas-Mono,TG0302,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30301,30301,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:303,1603:45:16:768:3:30301,Aflao Gakli,TG030301,Golfe,TG0303,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30302,30302,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:303,1603:45:16:768:3:30302,Amoutive,TG030302,Golfe,TG0303,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30303,30303,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:303,1603:45:16:768:3:30303,Baguida,TG030303,Golfe,TG0303,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30304,30304,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:303,1603:45:16:768:3:30304,Sagbado,TG030304,Golfe,TG0303,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30401,30401,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:304,1603:45:16:768:3:30401,Agbodrafo,TG030401,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30402,30402,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:304,1603:45:16:768:3:30402,Agouegan,TG030402,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30403,30403,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:304,1603:45:16:768:3:30403,Aklakou,TG030403,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30404,30404,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:304,1603:45:16:768:3:30404,Aneho,TG030404,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30405,30405,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:304,1603:45:16:768:3:30405,Anfoin,TG030405,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30406,30406,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:304,1603:45:16:768:3:30406,Ganave/Fiata,TG030406,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30407,30407,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:304,1603:45:16:768:3:30407,Glidji,TG030407,Lacs,TG0304,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30501,30501,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:305,1603:45:16:768:3:30501,Lome Commune,TG030501,Lome Commune,TG0305,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30601,30601,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30601,Akoumape,TG030601,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30602,30602,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30602,Anyron Kope,TG030602,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30603,30603,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30603,Dagbati,TG030603,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30604,30604,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30604,Dzrekpo,TG030604,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30605,30605,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30605,Hahotoe,TG030605,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30606,30606,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30606,Mome-Hounkpati,TG030606,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30607,30607,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30607,Sevagan,TG030607,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30608,30608,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30608,Togoville,TG030608,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30609,30609,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30609,Vogan,TG030609,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30610,30610,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:306,1603:45:16:768:3:30610,Vo-Koutime,TG030610,Vo,TG0306,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30701,30701,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30701,Ahepe,TG030701,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30702,30702,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30702,Amoussime,TG030702,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30703,30703,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30703,Esse Godjin,TG030703,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30704,30704,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30704,Gboto,TG030704,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30705,30705,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30705,Kini-Kondji,TG030705,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30706,30706,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30706,Kouve,TG030706,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30707,30707,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30707,Sedome,TG030707,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30708,30708,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30708,Tabligbo,TG030708,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30709,30709,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30709,Tchekpo,TG030709,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30710,30710,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30710,Tokpli,TG030710,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30711,30711,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30711,Tomety-Kondji,TG030711,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30712,30712,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:307,1603:45:16:768:3:30712,Zafi,TG030712,Yoto,TG0307,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30801,30801,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30801,Abobo,TG030801,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30802,30802,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30802,Agbelouve,TG030802,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30803,30803,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30803,Bolou Kpeta,TG030803,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30804,30804,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30804,Dalave,TG030804,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30805,30805,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30805,Davie,TG030805,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30806,30806,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30806,Djagble,TG030806,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30807,30807,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30807,Game,TG030807,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30808,30808,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30808,Gape Kpodji,TG030808,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30809,30809,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30809,Gape-Centre,TG030809,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30810,30810,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30810,Gbatope,TG030810,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30811,30811,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30811,Gblainvie,TG030811,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30812,30812,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30812,Kovie,TG030812,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30813,30813,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30813,Kpome,TG030813,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30814,30814,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30814,Mission-Tove,TG030814,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30815,30815,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30815,Tsevie,TG030815,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30816,30816,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:308,1603:45:16:768:3:30816,Wli,TG030816,Zio,TG0308,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30901,30901,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:309,1603:45:16:768:3:30901,Adetikope,TG030901,Agoe-Nyive,TG0309,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30902,30902,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:309,1603:45:16:768:3:30902,Agoenyive,TG030902,Agoe-Nyive,TG0309,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30903,30903,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:309,1603:45:16:768:3:30903,Legbassito,TG030903,Agoe-Nyive,TG0309,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30904,30904,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:309,1603:45:16:768:3:30904,Togblekope,TG030904,Agoe-Nyive,TG0309,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30905,30905,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:309,1603:45:16:768:3:30905,Vakpossito,TG030905,Agoe-Nyive,TG0309,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:30906,30906,1603:45:16:768:0,1603:45:16:768:1:3,1603:45:16:768:2:309,1603:45:16:768:3:30906,Zanguera,TG030906,Agoe-Nyive,TG0309,Maritime,TG03,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40101,40101,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40101,Adiva,TG040101,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40102,40102,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40102,Amou-Oblo,TG040102,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40103,40103,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40103,Avedje,TG040103,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40104,40104,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40104,Ekpegnon,TG040104,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40105,40105,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40105,Evou,TG040105,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40106,40106,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40106,Game,TG040106,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40107,40107,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40107,Hiheatro,TG040107,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40108,40108,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40108,Imle,TG040108,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40109,40109,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40109,Kpategan,TG040109,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40110,40110,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40110,Okpahoe,TG040110,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40111,40111,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40111,Otadi,TG040111,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40112,40112,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40112,Ouma-Amlame,TG040112,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40113,40113,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40113,Sodo,TG040113,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40114,40114,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:401,1603:45:16:768:3:40114,Temedja,TG040114,Amou,TG0401,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40201,40201,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40201,Badou,TG040201,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40202,40202,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40202,Doume,TG040202,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
1603:45:16:768:3:40203,40203,1603:45:16:768:0,1603:45:16:768:1:4,1603:45:16:768:2:402,1603:45:16:768:3:40203,Gobe/Eketo/Gbadi N'Kugna,TG040203,Wawa,TG0402,Plateaux,TG04,Togo,TG,2020-01-12,2022-01-04,
