#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_mya+is_mymr+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:104:3:10031,10031,1603:45:16:104:0,1603:45:16:104:1:10,1603:45:16:104:2:10007,1603:45:16:104:3:10031,Wundwin,ဝမ်းတွင်း,MM010031,,,,Meiktila,မိတ္ထီလာခရိုင်,MM010D007,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MM010,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11001,11001,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11001,1603:45:16:104:3:11001,Mawlamyine,မော်လမြိုင်,MM011001,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11002,11002,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11001,1603:45:16:104:3:11002,Kyaikmaraw,ကျိုက်မရော,MM011002,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11003,11003,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11001,1603:45:16:104:3:11003,Chaungzon,ချောင်းဆုံ,MM011003,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11004,11004,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11001,1603:45:16:104:3:11004,Thanbyuzayat,သံဖြူဇရပ်,MM011004,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11005,11005,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11001,1603:45:16:104:3:11005,Mudon,မုဒုံ,MM011005,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11006,11006,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11001,1603:45:16:104:3:11006,Ye,ရေး,MM011006,,,,Mawlamyine,မော်လမြိုင်ခရိုင်,MM011D001,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11007,11007,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11002,1603:45:16:104:3:11007,Thaton,သထုံ,MM011007,,,,Thaton,သထုံခရိုင်,MM011D002,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11008,11008,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11002,1603:45:16:104:3:11008,Paung,ပေါင်,MM011008,,,,Thaton,သထုံခရိုင်,MM011D002,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11009,11009,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11002,1603:45:16:104:3:11009,Kyaikto,ကျိုက်ထို,MM011009,,,,Thaton,သထုံခရိုင်,MM011D002,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:11010,11010,1603:45:16:104:0,1603:45:16:104:1:11,1603:45:16:104:2:11002,1603:45:16:104:3:11010,Bilin,ဘီးလင်း,MM011010,,,,Thaton,သထုံခရိုင်,MM011D002,Mon,မွန်ပြည်နယ်,MM011,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12001,12001,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12001,1603:45:16:104:3:12001,Sittwe,စစ်တွေ,MM012001,,,,Sittwe,စစ်တွေခရိုင်,MM012D001,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12002,12002,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12001,1603:45:16:104:3:12002,Ponnagyun,ပုဏ္ဏားကျွန်း,MM012002,,,,Sittwe,စစ်တွေခရိုင်,MM012D001,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12003,12003,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12005,1603:45:16:104:3:12003,Mrauk-U,မြောက်ဦး,MM012003,,,,Mrauk-U,မြောက်ဦးခရိုင်,MM012D005,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12004,12004,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12005,1603:45:16:104:3:12004,Kyauktaw,ကျောက်တော်,MM012004,,,,Mrauk-U,မြောက်ဦးခရိုင်,MM012D005,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12005,12005,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12005,1603:45:16:104:3:12005,Minbya,မင်းပြား,MM012005,,,,Mrauk-U,မြောက်ဦးခရိုင်,MM012D005,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12006,12006,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12005,1603:45:16:104:3:12006,Myebon,မြေပုံ,MM012006,,,,Mrauk-U,မြောက်ဦးခရိုင်,MM012D005,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12007,12007,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12001,1603:45:16:104:3:12007,Pauktaw,ပေါက်တော,MM012007,,,,Sittwe,စစ်တွေခရိုင်,MM012D001,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12008,12008,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12001,1603:45:16:104:3:12008,Rathedaung,ရသေ့တောင်,MM012008,,,,Sittwe,စစ်တွေခရိုင်,MM012D001,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12009,12009,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12002,1603:45:16:104:3:12009,Maungdaw,မောင်တော,MM012009,,,,Maungdaw,မောင်တောခရိုင်,MM012D002,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12010,12010,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12002,1603:45:16:104:3:12010,Buthidaung,ဘူးသီးတောင်,MM012010,,,,Maungdaw,မောင်တောခရိုင်,MM012D002,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12011,12011,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12003,1603:45:16:104:3:12011,Kyaukpyu,ကျောက်ဖြူ,MM012011,,,,Kyaukpyu,ကျောက်ဖြူခရိုင်,MM012D003,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12012,12012,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12003,1603:45:16:104:3:12012,Munaung,မာန်အောင်,MM012012,,,,Kyaukpyu,ကျောက်ဖြူခရိုင်,MM012D003,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12013,12013,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12003,1603:45:16:104:3:12013,Ramree,ရမ်းဗြဲ,MM012013,,,,Kyaukpyu,ကျောက်ဖြူခရိုင်,MM012D003,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12014,12014,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12003,1603:45:16:104:3:12014,Ann,အမ်း,MM012014,,,,Kyaukpyu,ကျောက်ဖြူခရိုင်,MM012D003,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12015,12015,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12004,1603:45:16:104:3:12015,Thandwe,သံတွဲ,MM012015,,,,Thandwe,သံတွဲခရိုင်,MM012D004,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12016,12016,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12004,1603:45:16:104:3:12016,Toungup,တောင်ကုတ်,MM012016,,,,Thandwe,သံတွဲခရိုင်,MM012D004,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:12017,12017,1603:45:16:104:0,1603:45:16:104:1:12,1603:45:16:104:2:12004,1603:45:16:104:3:12017,Gwa,ဂွ,MM012017,,,,Thandwe,သံတွဲခရိုင်,MM012D004,Rakhine,ရခိုင်ပြည်နယ်,MM012,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13001,13001,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13001,Insein,အင်းစိန်,MM013001,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13002,13002,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13002,Mingaladon,မင်္ဂလာဒုံ,MM013002,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13003,13003,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13003,Hmawbi,မှော်ဘီ,MM013003,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13004,13004,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13004,Hlegu,လှည်းကူး,MM013004,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13005,13005,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13005,Taikkyi,တိုက်ကြီး,MM013005,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13006,13006,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13006,Htantabin,ထန်းတပင်,MM013006,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13007,13007,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13001,1603:45:16:104:3:13007,Shwepyithar,ရွှေပြည်သာ,MM013007,,,,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MM013D001,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13009,13009,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13009,Thingangyun,သင်္ဃန်းကျွန်း,MM013009,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13010,13010,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13010,Yankin,ရန်ကင်း,MM013010,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13011,13011,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13011,South Okkalapa,တောင်ဥက္ကလာပ,MM013011,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13012,13012,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13012,North Okkalapa,မြောက်ဥက္ကလာပ,MM013012,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13013,13013,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13013,Thaketa,သာကေတ,MM013013,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13014,13014,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13014,Dawbon,ဒေါပုံ,MM013014,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13015,13015,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13015,Tamwe,တာမွေ,MM013015,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13016,13016,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13016,Pazundaung,ပုဇွန်တောင်,MM013016,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13017,13017,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13017,Botahtaung,ဗိုလ်တထောင်,MM013017,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13018,13018,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13018,Dagon Myothit (South),ဒဂုံမြို့သစ် (တောင်ပိုင်း),MM013018,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13019,13019,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13019,Dagon Myothit (North),ဒဂုံမြို့သစ် (မြောက်ပိုင်း),MM013019,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13020,13020,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13020,Dagon Myothit (East),ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),MM013020,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13021,13021,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13021,Dagon Myothit (Seikkan),ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),MM013021,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13022,13022,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13002,1603:45:16:104:3:13022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,MM013022,,,,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MM013D002,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13023,13023,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13023,Thanlyin,သန်လျင်,MM013023,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13024,13024,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13024,Kyauktan,ကျောက်တန်း,MM013024,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13025,13025,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13025,Thongwa,သုံးခွ,MM013025,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13026,13026,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13026,Kayan,ခရမ်း,MM013026,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13027,13027,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13027,Twantay,တွံတေး,MM013027,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13028,13028,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13028,Kawhmu,ကော့မှုး,MM013028,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13029,13029,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13029,Kungyangon,ကွမ်းခြံကုန်း,MM013029,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13030,13030,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13030,Dala,ဒလ,MM013030,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
1603:45:16:104:3:13031,13031,1603:45:16:104:0,1603:45:16:104:1:13,1603:45:16:104:2:13003,1603:45:16:104:3:13031,Seikgyikanaungto,ဆိပ်ကြီး/ခနောင်တို,MM013031,,,,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MM013D003,Yangon,ရန်ကုန်တိုင်းဒေသကြီး,MM013,Myanmar,ပြည်ထောင်စု သမ္မတ မြန်မာနိုင်ငံတော်‌,MM,2021-05-31,2021-08-04,
