#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:710:3:6397,6397,Kagisano/Molopo,ZA6397,,,,Dr Ruth Segomotsi Mompati,ZA639,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:6403,6403,City of Matlosana,ZA6403,,,,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:6404,6404,Maquassi Hills,ZA6404,,,,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:6405,6405,Ventersdorp/Tlokwe,ZA6405,,,,Dr Kenneth Kaunda,ZA640,North West,ZA6,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7421,7421,Emfuleni,ZA7421,,,,Sedibeng,ZA742,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7422,7422,Midvaal,ZA7422,,,,Sedibeng,ZA742,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7423,7423,Lesedi,ZA7423,,,,Sedibeng,ZA742,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7481,7481,Mogale City,ZA7481,,,,West Rand,ZA748,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7484,7484,Merafong City,ZA7484,,,,West Rand,ZA748,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7485,7485,Rand West City,ZA7485,,,,West Rand,ZA748,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7970,7970,Ekurhuleni,ZA7970,,,,Ekurhuleni,ZA797,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7980,7980,City of Johannesburg,ZA7980,,,,City of Johannesburg,ZA798,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:7990,7990,City of Tshwane,ZA7990,,,,City of Tshwane,ZA799,Gauteng,ZA7,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8301,8301,Chief Albert Luthuli,ZA8301,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8302,8302,Msukaligwa,ZA8302,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8303,8303,Mkhondo,ZA8303,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8304,8304,Dr Pixley Ka Isaka Seme,ZA8304,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8305,8305,Lekwa,ZA8305,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8306,8306,Dipaleseng,ZA8306,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8307,8307,Govan Mbeki,ZA8307,,,,Gert Sibande,ZA830,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8311,8311,Victor Khanye,ZA8311,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8312,8312,Emalahleni,ZA8312,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8313,8313,Steve Tshwete,ZA8313,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8314,8314,Emakhazeni,ZA8314,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8315,8315,Thembisile,ZA8315,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8316,8316,Dr JS Moroka,ZA8316,,,,Nkangala,ZA831,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8321,8321,Thaba Chweu,ZA8321,,,,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8324,8324,Nkomazi,ZA8324,,,,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8325,8325,Bushbuckridge,ZA8325,,,,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:8326,8326,Mbombela,ZA8326,,,,Ehlanzeni,ZA832,Mpumalanga,ZA8,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9331,9331,Greater Giyani,ZA9331,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9332,9332,Greater Letaba,ZA9332,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9333,9333,Greater Tzaneen,ZA9333,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9334,9334,Ba-Phalaborwa,ZA9334,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9335,9335,Maruleng,ZA9335,,,,Mopani,ZA933,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9341,9341,Musina,ZA9341,,,,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9343,9343,Thulamela,ZA9343,,,,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9344,9344,Makhado,ZA9344,,,,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9345,9345,Collins Chabane,ZA9345,,,,Vhembe,ZA934,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9351,9351,Blouberg,ZA9351,,,,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9353,9353,Molemole,ZA9353,,,,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9354,9354,Polokwane,ZA9354,,,,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9355,9355,Lepele-Nkumpi,ZA9355,,,,Capricorn,ZA935,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9361,9361,Thabazimbi,ZA9361,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9362,9362,Lephalale,ZA9362,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9366,9366,Bela-Bela,ZA9366,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9367,9367,Mogalakwena,ZA9367,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9368,9368,Modimolle/Mookgophong,ZA9368,,,,Waterberg,ZA936,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9471,9471,Ephraim Mogale,ZA9471,,,,Sekhukhune,ZA947,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9472,9472,Elias Motsoaledi,ZA9472,,,,Sekhukhune,ZA947,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9473,9473,Makhuduthamaga,ZA9473,,,,Sekhukhune,ZA947,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:3:9476,9476,Greater Tubatse/Fetakgomo,ZA9476,,,,Sekhukhune,ZA947,Limpopo,ZA9,South Africa,ZA,2018-12-27,2020-11-12,
