#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+name+i_swa+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_swa+is_latn,#adm3+name+alt2+i_swa+is_latn,#adm2+name+i_eng+is_latn,#adm2+name+i_swa+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_swa+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_swa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:834:3:401231,401231,Mng'aro,,TZ0401231,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401243,401243,Mlalo,,TZ0401243,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401251,401251,Mwangoi,,TZ0401251,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401261,401261,Shume,,TZ0401261,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401271,401271,Malindi,,TZ0401271,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401281,401281,Hemtoye,,TZ0401281,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401291,401291,Malibwi,,TZ0401291,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401301,401301,Mlola,,TZ0401301,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401311,401311,Makanya,,TZ0401311,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401321,401321,Ngwelo,,TZ0401321,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401331,401331,Kilole,,TZ0401331,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401341,401341,Kwekanga,,TZ0401341,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401351,401351,Lukozi,,TZ0401351,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401361,401361,Manolo,,TZ0401361,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401371,401371,"Dule ""M""",,TZ0401371,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401383,401383,Kwemshasha,,TZ0401383,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401391,401391,Nkongoi,,TZ0401391,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401401,401401,"Dule ""B""",,TZ0401401,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401411,401411,Maheza ngulu,,TZ0401411,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401421,401421,Usambara,,TZ0401421,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401431,401431,Ngulwi,,TZ0401431,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:401441,401441,Kwemashai,,TZ0401441,,,,,,Lushoto,,TZ0401,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402011,402011,Mashewa,,TZ0402011,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402021,402021,Kizara,,TZ0402021,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402031,402031,Magoma,,TZ0402031,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402041,402041,Kerenge,,TZ0402041,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402051,402051,Kwagunda,,TZ0402051,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402063,402063,Mnyuzi,,TZ0402063,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402071,402071,Vugiri,,TZ0402071,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402081,402081,Dindira,,TZ0402081,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402091,402091,Bungu,,TZ0402091,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402101,402101,Lutindi,,TZ0402101,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402111,402111,Makuyuni,,TZ0402111,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402121,402121,Chekelei,,TZ0402121,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402133,402133,Mombo,,TZ0402133,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402141,402141,Mkalamo,,TZ0402141,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402153,402153,Mazinde,,TZ0402153,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402161,402161,Mkomazi,,TZ0402161,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402171,402171,Kwashemshi,,TZ0402171,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402181,402181,Mpale,,TZ0402181,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402191,402191,Mswaha,,TZ0402191,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:402201,402201,Magamba Kwalukonge,,TZ0402201,,,,,,Korogwe,,TZ0402,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403011,403011,Misozwe,,TZ0403011,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403021,403021,Pande Darajani,,TZ0403021,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403031,403031,Ngomeni,,TZ0403031,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403041,403041,Kigombe,,TZ0403041,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403053,403053,Lusanga,,TZ0403053,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403061,403061,Kicheba,,TZ0403061,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403071,403071,Magoroto,,TZ0403071,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403081,403081,Magila,,TZ0403081,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403092,403092,Mbaramo,,TZ0403092,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403102,403102,Majengo,,TZ0403102,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403113,403113,Masuguru,,TZ0403113,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403121,403121,Tingeni,,TZ0403121,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403131,403131,Kilulu,,TZ0403131,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403141,403141,Mkuzi,,TZ0403141,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403151,403151,Mtindiro,,TZ0403151,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403161,403161,Kwafungo,,TZ0403161,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403171,403171,Songa,,TZ0403171,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403181,403181,Bwembwera,,TZ0403181,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403191,403191,Potwe,,TZ0403191,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403201,403201,Nkumba,,TZ0403201,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403211,403211,Kisiwani,,TZ0403211,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403221,403221,Misalai,,TZ0403221,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403231,403231,Zirai,,TZ0403231,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403241,403241,Mbomole,,TZ0403241,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403251,403251,Amani,,TZ0403251,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403261,403261,Tongwe,,TZ0403261,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403271,403271,Mhamba,,TZ0403271,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403281,403281,Kwakifua,,TZ0403281,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403291,403291,Kwemkabala,,TZ0403291,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403301,403301,Genge,,TZ0403301,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403311,403311,Tanganyika,,TZ0403311,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403321,403321,Mpapayu,,TZ0403321,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:403331,403331,Mlingano,,TZ0403331,,,,,,Muheza,,TZ0403,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404012,404012,Central,,TZ0404012,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404022,404022,Majengo,,TZ0404022,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404032,404032,Nguvumali,,TZ0404032,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404042,404042,Chumbageni,,TZ0404042,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404052,404052,Ngamiani Kaskazini,,TZ0404052,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404062,404062,Ngamiani Kati,,TZ0404062,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404072,404072,Ngamiani Kusini,,TZ0404072,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404082,404082,Usagara,,TZ0404082,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404092,404092,Makorora,,TZ0404092,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404102,404102,Mzingani,,TZ0404102,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404112,404112,Msambweni,,TZ0404112,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404122,404122,Mwanzange,,TZ0404122,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404133,404133,Tangasisi,,TZ0404133,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404142,404142,Mabawa,,TZ0404142,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404151,404151,Tongoni,,TZ0404151,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404161,404161,Marungu,,TZ0404161,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404173,404173,Pongwe,,TZ0404173,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404181,404181,Maweni,,TZ0404181,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404192,404192,Duga,,TZ0404192,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404203,404203,Mzizima,,TZ0404203,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404211,404211,Mabokweni,,TZ0404211,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404221,404221,Kirare,,TZ0404221,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404231,404231,Kiomoni,,TZ0404231,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:404241,404241,Chongoleani,,TZ0404241,,,,,,Tanga Urban,,TZ0404,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405013,405013,Pangani Mashariki,,TZ0405013,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405022,405022,Pangani Magharibi,,TZ0405022,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405031,405031,Bweni,,TZ0405031,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405041,405041,Madanga,,TZ0405041,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405051,405051,Kimang'a,,TZ0405051,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405061,405061,Bushiri,,TZ0405061,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405071,405071,Mwera,,TZ0405071,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405081,405081,Tungamaa,,TZ0405081,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405091,405091,Kipumbwi,,TZ0405091,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405101,405101,Mikunguni,,TZ0405101,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405111,405111,Ubangaa,,TZ0405111,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405121,405121,Mkwaja,,TZ0405121,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:405131,405131,Mkalamo,,TZ0405131,,,,,,Pangani,,TZ0405,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406011,406011,Segera,,TZ0406011,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406021,406021,Ndolwa,,TZ0406021,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406031,406031,Mazingara,,TZ0406031,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406041,406041,Kwamsisi,,TZ0406041,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406051,406051,Kwasunga,,TZ0406051,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406061,406061,Kwaluguru,,TZ0406061,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406071,406071,Kang'ata,,TZ0406071,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406081,406081,Kwamkonje,,TZ0406081,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406091,406091,Kwachaga,,TZ0406091,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406101,406101,Sindeni,,TZ0406101,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
1603:45:16:834:3:406111,406111,Misima,,TZ0406111,,,,,,Handeni,,TZ0406,Tanga,,TZ04,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
