#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:694:3:20502,20502,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20502,Kafe Simiria,SL020502,Kafe Simiria,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20503,20503,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20503,Kalansogoia,SL020503,Kalansogoia,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20504,20504,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20504,Kholifa Mabang,SL020504,Kholifa Mabang,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20505,20505,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20505,Kholifa Rowala,SL020505,Kholifa Rowala,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20506,20506,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20506,Kunike Barina,SL020506,Kunike Barina,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20507,20507,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20507,Kunike,SL020507,Kunike,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20508,20508,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20508,Malal Mara,SL020508,Malal Mara,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20509,20509,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20509,Sambaya,SL020509,Sambaya,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20510,20510,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20510,Tane,SL020510,Tane,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:20511,20511,1603:45:16:694:0,1603:45:16:694:1:2,1603:45:16:694:2:205,1603:45:16:694:3:20511,Yoni,SL020511,Yoni,,,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30101,30101,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30101,Badjia,SL030101,Badjia,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30102,30102,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30102,Bagbo,SL030102,Bagbo,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30103,30103,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30103,Bagbwe(Bagbe),SL030103,Bagbwe(Bagbe),,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30104,30104,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30104,Boama,SL030104,Boama,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30105,30105,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30105,Bumpe Ngao,SL030105,Bumpe Ngao,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30106,30106,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30106,Gbo,SL030106,Gbo,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30107,30107,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30107,Jaiama Bongor,SL030107,Jaiama Bongor,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30108,30108,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30108,Kakua,SL030108,Kakua,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30109,30109,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30109,Komboya,SL030109,Komboya,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30110,30110,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30110,Lugbu,SL030110,Lugbu,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30111,30111,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30111,Niawa Lenga,SL030111,Niawa Lenga,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30112,30112,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30112,Selenga,SL030112,Selenga,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30113,30113,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30113,Tikonko,SL030113,Tikonko,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30114,30114,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30114,Valunia,SL030114,Valunia,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30115,30115,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30115,Wonde,SL030115,Wonde,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30191,30191,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:301,1603:45:16:694:3:30191,Bo Town,SL030191,Bo Town,,,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30201,30201,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30201,Bendu-Cha,SL030201,Bendu-Cha,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30202,30202,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30202,Bum,SL030202,Bum,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30203,30203,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30203,Dema,SL030203,Dema,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30204,30204,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30204,Imperri,SL030204,Imperri,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30205,30205,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30205,Jong,SL030205,Jong,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30206,30206,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30206,Kpanda Kemo,SL030206,Kpanda Kemo,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30207,30207,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30207,Kwamebai Krim,SL030207,Kwamebai Krim,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30208,30208,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30208,Nongoba Bullom,SL030208,Nongoba Bullom,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30209,30209,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30209,Sittia,SL030209,Sittia,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30210,30210,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30210,Sogbeni,SL030210,Sogbeni,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30211,30211,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30211,Yawbeko,SL030211,Yawbeko,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30291,30291,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:302,1603:45:16:694:3:30291,Bonthe Urban,SL030291,Bonthe Urban,,,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30301,30301,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30301,Bagruwa,SL030301,Bagruwa,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30302,30302,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30302,Bumpeh,SL030302,Bumpeh,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30303,30303,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30303,Dasse,SL030303,Dasse,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30304,30304,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30304,Fakunya,SL030304,Fakunya,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30305,30305,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30305,Kagboro,SL030305,Kagboro,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30306,30306,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30306,Kaiyamba,SL030306,Kaiyamba,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30307,30307,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30307,Kamajei,SL030307,Kamajei,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30308,30308,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30308,Kongbora,SL030308,Kongbora,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30309,30309,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30309,Kori,SL030309,Kori,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30310,30310,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30310,Kowa,SL030310,Kowa,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30311,30311,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30311,Lower Banta,SL030311,Lower Banta,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30312,30312,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30312,Ribbi,SL030312,Ribbi,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30313,30313,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30313,Timdale,SL030313,Timdale,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30314,30314,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:303,1603:45:16:694:3:30314,Upper Banta,SL030314,Upper Banta,,,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30401,30401,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30401,Barri,SL030401,Barri,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30402,30402,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30402,Galliness Perri,SL030402,Galliness Perri,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30403,30403,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30403,Kpaka,SL030403,Kpaka,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30404,30404,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30404,Panga Kabonde,SL030404,Panga Kabonde,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30405,30405,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30405,Makpele,SL030405,Makpele,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30406,30406,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30406,Malen,SL030406,Malen,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30407,30407,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30407,Mono Sakrim,SL030407,Mono Sakrim,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30408,30408,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30408,Panga krim,SL030408,Panga krim,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30409,30409,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30409,Pejeh(Futa peje,SL030409,Pejeh(Futa peje,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30410,30410,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30410,Soro Gbema,SL030410,Soro Gbema,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30411,30411,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30411,Sowa,SL030411,Sowa,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:30412,30412,1603:45:16:694:0,1603:45:16:694:1:3,1603:45:16:694:2:304,1603:45:16:694:3:30412,Yakemu Kpukumu,SL030412,Yakemu Kpukumu,,,Pujehun,SL0304,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40101,40101,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:401,1603:45:16:694:3:40101,Koya Rural,SL040101,Koya Rural,,,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40102,40102,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:401,1603:45:16:694:3:40102,Mountain Rural,SL040102,Mountain Rural,,,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40103,40103,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:401,1603:45:16:694:3:40103,Waterloo Rural,SL040103,Waterloo Rural,,,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40104,40104,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:401,1603:45:16:694:3:40104,York Rural,SL040104,York Rural,,,Western Area Rural,SL0401,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40201,40201,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:402,1603:45:16:694:3:40201,Central I,SL040201,Central I,,,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40202,40202,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:402,1603:45:16:694:3:40202,Central II,SL040202,Central II,,,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40203,40203,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:402,1603:45:16:694:3:40203,East I,SL040203,East I,,,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40204,40204,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:402,1603:45:16:694:3:40204,East II,SL040204,East II,,,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40205,40205,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:402,1603:45:16:694:3:40205,East III,SL040205,East III,,,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40206,40206,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:402,1603:45:16:694:3:40206,West I,SL040206,West I,,,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40207,40207,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:402,1603:45:16:694:3:40207,West II,SL040207,West II,,,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
1603:45:16:694:3:40208,40208,1603:45:16:694:0,1603:45:16:694:1:4,1603:45:16:694:2:402,1603:45:16:694:3:40208,West III,SL040208,West III,,,Western Area Urban,SL0402,Western,SL04,Sierra Leone,SL,2017-08-16,2022-01-04,
