#adm3+name+i_eng+is_latn,#adm3+name+i_ara+is_arab,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_ara+is_arab,#adm3+name+alt2+i_ara+is_arab,#adm2+name+i_eng+is_latn,#adm2+name+i_ara+is_arab,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_ara+is_arab,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_ara+is_arab,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Sindi,سندي,IQG09Q03N04,,,,,,Sumail,سميل,IQG09Q03,Duhok,دهوك,IQG09,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Zakho,مركز زاخو,IQG09Q04N01,,,,,,Zakho,زاخو,IQG09Q04,Duhok,دهوك,IQG09,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Batifa,باتيفا,IQG09Q04N02,,,,,,Zakho,زاخو,IQG09Q04,Duhok,دهوك,IQG09,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Dercar,دركار,IQG09Q04N03,,,,,,Zakho,زاخو,IQG09Q04,Duhok,دهوك,IQG09,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Atheem,العظيم,IQG10Q01N01,,,,,,Al-Khalis,الخالص,IQG10Q01,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Mansouriyah,المنصورية,IQG10Q01N02,,,,,,Al-Khalis,الخالص,IQG10Q01,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Hibhib,هبهب,IQG10Q01N03,,,,,,Al-Khalis,الخالص,IQG10Q01,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Khalis,مركز الخالص,IQG10Q01N04,,,,,,Al-Khalis,الخالص,IQG10Q01,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qalaa't Ansab,قلعة انصاب,IQG10Q01N05,Qalaat Ansab,,,,,Al-Khalis,الخالص,IQG10Q01,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Wajihia,الوجيهية,IQG10Q02N01,,,,,,Al-Muqdadiya,المقدادية,IQG10Q02,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Muqdadiya,مركز المقدادية,IQG10Q02N02,,,,,,Al-Muqdadiya,المقدادية,IQG10Q02,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Mandali,مندلي,IQG10Q03N01,,,,,,Baladruz,مندلي,IQG10Q03,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Baladruz,مركز بلدروز,IQG10Q03N02,,,,,,Baladruz,مندلي,IQG10Q03,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qazanya,قزانية,IQG10Q03N03,,,,,,Baladruz,مندلي,IQG10Q03,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Buhriz,بهرز,IQG10Q04N01,,,,,,Baquba,بعقوبة,IQG10Q04,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Beni Saad,بني سعد,IQG10Q04N02,,,,,,Baquba,بعقوبة,IQG10Q04,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Kanan,كنعان,IQG10Q04N03,,,,,,Baquba,بعقوبة,IQG10Q04,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Saadiya,السعدية,IQG10Q05N01,,,,,,Khanaqin,خانقين,IQG10Q05,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Khanaqin,مركز خانقين,IQG10Q05N02,,,,,,Khanaqin,خانقين,IQG10Q05,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Midan,ميدان,IQG10Q05N03,,,,,,Khanaqin,خانقين,IQG10Q05,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Jalawla,جلولاء,IQG10Q05N04,,,,,,Khanaqin,خانقين,IQG10Q05,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qaratu,قرة تو,IQG10Q05N05,,,,,,Khanaqin,خانقين,IQG10Q05,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Jabarra,جبارة,IQG10Q06N01,,,,,,Kifri,كفري,IQG10Q06,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Kifri,مركز كفري,IQG10Q06N02,,,,,,Kifri,كفري,IQG10Q06,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qara Tabe,قرة تبة,IQG10Q06N03,,,,,,Kifri,كفري,IQG10Q06,Diyala,ديالى,IQG10,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Barzan,بارزان,IQG11Q01N01,,,,,,Al-Zibar,الزيبار,IQG11Q01,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Mazouri Bala,مزوري بالا,IQG11Q01N02,,,,,,Al-Zibar,الزيبار,IQG11Q01,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qushtappa,قوش تبه,IQG11Q02N01,,,,,,Erbil,اربيل,IQG11Q02,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Erbil,مركز اربيل,IQG11Q02N02,,,,,,Erbil,اربيل,IQG11Q02,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Taq Taq,طق طق,IQG11Q03N01,,,,,,Koysinjaq,كويسنجق,IQG11Q03,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Shorsh,سورش,IQG11Q03N02,,,,,,Koysinjaq,كويسنجق,IQG11Q03,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Koysinjaq,مركز كويسنجق,IQG11Q03N03,,,,,,Koysinjaq,كويسنجق,IQG11Q03,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qaraj,القرج,IQG11Q04N01,,,,,,Makhmour,مخمور,IQG11Q04,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Makhmour,مركز مخمور,IQG11Q04N02,,,,,,Makhmour,مخمور,IQG11Q04,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Dibaga,ديبكة,IQG11Q04N03,,,,,,Makhmour,مخمور,IQG11Q04,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Gwyer,الكوير,IQG11Q04N04,,,,,,Makhmour,مخمور,IQG11Q04,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Rawanduz,مركز راوندوز,IQG11Q05N01,,,,,,Rawanduz,راوندوز,IQG11Q05,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Diana,ديانا,IQG11Q05N02,,,,,,Rawanduz,راوندوز,IQG11Q05,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Balak,بالك,IQG11Q05N03,,,,,,Rawanduz,راوندوز,IQG11Q05,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Khailfan,خليفان,IQG11Q05N04,,,,,,Rawanduz,راوندوز,IQG11Q05,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Mergasur,ميركة سور,IQG11Q05N05,,,,,,Rawanduz,راوندوز,IQG11Q05,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Bradost,برادوست,IQG11Q05N06,,,,,,Rawanduz,راوندوز,IQG11Q05,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Haji Omaran,الحج عمران,IQG11Q05N07,,,,,,Rawanduz,راوندوز,IQG11Q05,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Khoshnaw,خوشناو,IQG11Q06N01,,,,,,Shaqlawa,شقلاوة,IQG11Q06,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Salah Al-Din,صلاح الدين,IQG11Q06N02,,,,,,Shaqlawa,شقلاوة,IQG11Q06,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Harir,ديرة حرير,IQG11Q06N03,,,,,,Shaqlawa,شقلاوة,IQG11Q06,Erbil,اربيل,IQG11,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Ain Al-Tamur,مركز عين التمر,IQG12Q01N01,,,,,,Ain Al-Tamur,عين التمر,IQG12Q01,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Jadwal Al-Ghrabi,الجدول الغربي,IQG12Q02N01,,,,,,Al-Hindiya,الهندية,IQG12Q02,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Hindiya,مركز الهندية,IQG12Q02N02,,,,,,Al-Hindiya,الهندية,IQG12Q02,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Kerbela,مركز كربلاء,IQG12Q03N01,,,,,,Kerbela,كربلاء,IQG12Q03,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hassainya,الحسينية,IQG12Q03N02,,,,,,Kerbela,كربلاء,IQG12Q03,Kerbala,كربلاء,IQG12,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Hawiga,مركز الحويجة,IQG13Q01N01,,,,,,Al-Hawiga,الحويجة,IQG13Q01,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Zab,الزاب,IQG13Q01N02,,,,,,Al-Hawiga,الحويجة,IQG13Q01,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Riyadh,الرياض,IQG13Q01N03,,,,,,Al-Hawiga,الحويجة,IQG13Q01,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Abbasi,العباسية,IQG13Q01N04,,,,,,Al-Hawiga,الحويجة,IQG13Q01,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Rashad,الرشاد,IQG13Q02N01,,,,,,Daquq,داقوق,IQG13Q02,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Daquq,مركز داقوق,IQG13Q02N02,,,,,,Daquq,داقوق,IQG13Q02,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Sarkran,سركران,IQG13Q03N01,,,,,,Dibis,دبس,IQG13Q03,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Dibis,مركز الدبس,IQG13Q03N02,,,,,,Dibis,دبس,IQG13Q03,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Altun Qupri,التون كوبري,IQG13Q03N03,,,,,,Dibis,دبس,IQG13Q03,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Taza Khormato,تازة خورماتو,IQG13Q04N01,,,,,,Kirkuk,كركوك,IQG13Q04,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Lilan,ليلان,IQG13Q04N02,,,,,,Kirkuk,كركوك,IQG13Q04,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Multaka,الملتقى,IQG13Q04N03,,,,,,Kirkuk,كركوك,IQG13Q04,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Yaijy,يايجي,IQG13Q04N04,,,,,,Kirkuk,كركوك,IQG13Q04,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Shwan,شوان,IQG13Q04N05,,,,,,Kirkuk,كركوك,IQG13Q04,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Kirkuk,مركز كركوك,IQG13Q04N06,,,,,,Kirkuk,كركوك,IQG13Q04,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qura Hanjeer,قرة هنجير,IQG13Q04N07,,,,,,Kirkuk,كركوك,IQG13Q04,Kirkuk,كركوك,IQG13,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Kumait,كميت,IQG14Q01N01,,,,,,Al-Amara,العمارة,IQG14Q01,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Teeb,الطيب,IQG14Q01N02,,,,,,Al-Amara,العمارة,IQG14Q01,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Ali Al-Gharbi,مركز علي الغربي,IQG14Q02N01,,,,,,Ali Al-Gharbi,علي الغربي,IQG14Q02,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Ali Al-Sharki,علي الشرقي,IQG14Q02N02,,,,,,Ali Al-Gharbi,علي الغربي,IQG14Q02,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Beni Hasheem,بني هاشم,IQG14Q03N01,,,,,,Al-Kahla,الكحلاء,IQG14Q03,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Msharah,المشرح,IQG14Q03N02,,,,,,Al-Kahla,الكحلاء,IQG14Q03,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Kahla,مركز الكحلاء,IQG14Q03N03,,,,,,Al-Kahla,الكحلاء,IQG14Q03,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Salam,السلام,IQG14Q04N01,,,,,,Al-Maimouna,الميمونة,IQG14Q04,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Maimouna,مركز الميمونة,IQG14Q04N02,,,,,,Al-Maimouna,الميمونة,IQG14Q04,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Aziz,العزير,IQG14Q05N01,,,,,,Al-Mejar Al-Kabir,المجر الكبير,IQG14Q05,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Adel,العدل,IQG14Q05N02,,,,,,Al-Mejar Al-Kabir,المجر الكبير,IQG14Q05,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Qalat Saleh,مركز قلعة صالح,IQG14Q06N01,,,,,,Qalat Saleh,قلعة صالح,IQG14Q06,Maysan,ميسان,IQG14,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Bardarash,بردرش,IQG15Q01N01,,,,,,Aqra,عقرة,IQG15Q01,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Begeel,بجيل,IQG15Q01N02,,,,,,Aqra,عقرة,IQG15Q01,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Kurdsein,كردسين,IQG15Q01N03,,,,,,Aqra,عقرة,IQG15Q01,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Dinarta,دينارتة,IQG15Q01N04,,,,,,Aqra,عقرة,IQG15Q01,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Aqra,مركز عقرة,IQG15Q01N05,,,,,,Aqra,عقرة,IQG15Q01,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Baaj,مركز البعاج,IQG15Q02N01,,,,,,Al-Baaj,البعاج,IQG15Q02,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Qahtanya,القحطانية,IQG15Q02N02,,,,,,Al-Baaj,البعاج,IQG15Q02,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Namroud,نمرود,IQG15Q03N01,,,,,,Al-Hamdaniya,الحمدانية,IQG15Q03,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Bartilla,برطلة,IQG15Q03N02,,,,,,Al-Hamdaniya,الحمدانية,IQG15Q03,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Hamdaniya,مركز الحمدانية,IQG15Q03N03,,,,,,Al-Hamdaniya,الحمدانية,IQG15Q03,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Hatra,مركز الحضر,IQG15Q04N01,,,,,,Al-Hatra,الحضر,IQG15Q04,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Qayarra,القيارة,IQG15Q05N01,,,,,,Al-Mosul,الموصل,IQG15Q05,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Hammam Al-Alil,حمام العليل,IQG15Q05N02,,,,,,Al-Mosul,الموصل,IQG15Q05,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Bashiqa,بعشيقة,IQG15Q05N03,,,,,,Al-Mosul,الموصل,IQG15Q05,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Muhamadath,المحمداث,IQG15Q05N04,,,,,,Al-Mosul,الموصل,IQG15Q05,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Shikhan,مركز الشيخان,IQG15Q06N01,,,,,,Al-Shikhan,الشيخان,IQG15Q06,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qasruk,قسروك,IQG15Q06N02,,,,,,Al-Shikhan,الشيخان,IQG15Q06,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Atreesh,ئةتريش,IQG15Q06N03,,,,,,Al-Shikhan,الشيخان,IQG15Q06,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Qairawan,القيروان,IQG15Q07N01,,,,,,Sinjar,سنجار,IQG15Q07,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Shamal,الشمال,IQG15Q07N02,,,,,,Sinjar,سنجار,IQG15Q07,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Sinjar,مركز سنجار,IQG15Q07N03,,,,,,Sinjar,سنجار,IQG15Q07,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Telafar,مركز تلعفر,IQG15Q08N01,,,,,,Telafar,تلعفر,IQG15Q08,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Ayadiya,العياضية,IQG15Q08N02,,,,,,Telafar,تلعفر,IQG15Q08,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Zummar,زمار,IQG15Q08N03,,,,,,Telafar,تلعفر,IQG15Q08,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Rabia,ربيعة,IQG15Q08N04,,,,,,Telafar,تلعفر,IQG15Q08,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Tilkaef,مركز تلكيف,IQG15Q09N01,,,,,,Tilkaef,تلكيف,IQG15Q09,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Qosh,القوش,IQG15Q09N02,,,,,,Tilkaef,تلكيف,IQG15Q09,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Wana,وانة,IQG15Q09N03,,,,,,Tilkaef,تلكيف,IQG15Q09,Ninewa,نينوى,IQG15,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Hamreen,حمرين,IQG16Q01N01,,,,,,Al-Daur,الدور,IQG16Q01,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Abu Dalf,ابو دلف,IQG16Q01N02,,,,,,Al-Daur,الدور,IQG16Q01,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Shirqat,مركز الشرقاط,IQG16Q02N01,,,,,,Al-Shirqat,الشرقاط,IQG16Q02,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Beygee,مركز بيجي,IQG16Q03N01,,,,,,Beygee,بيجي,IQG16Q03,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Synia,الصينية,IQG16Q03N02,,,,,,Beygee,بيجي,IQG16Q03,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Makkhoul,مكحول,IQG16Q03N03,,,,,,Beygee,بيجي,IQG16Q03,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Yathreb,يثرب,IQG16Q04N01,,,,,,Balad,بلد,IQG16Q04,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Esshaqi,الاسحاقي,IQG16Q04N02,,,,,,Balad,بلد,IQG16Q04,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Duloeyah,الضلوعية,IQG16Q04N03,,,,,,Balad,بلد,IQG16Q04,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Dujeel,الدجيل,IQG16Q04N04,,,,,,Balad,بلد,IQG16Q04,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Muotasim,المعتصم,IQG16Q05N01,,,,,,Samarra,سامراء,IQG16Q05,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Tharthar,الثرثار,IQG16Q05N02,,,,,,Samarra,سامراء,IQG16Q05,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Samarra,مركز سامراء,IQG16Q05N03,,,,,,Samarra,سامراء,IQG16Q05,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Dijla,دجلة,IQG16Q05N04,,,,,,Samarra,سامراء,IQG16Q05,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Um Al-Qura,ام القرى,IQG16Q06N01,,,,,,Tikrit,تكريت,IQG16Q06,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Alam,العلم,IQG16Q06N02,,,,,,Tikrit,تكريت,IQG16Q06,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Ameraly,آمرلي,IQG16Q07N01,,,,,,Tooz Khurmato,طوز خورماتو,IQG16Q07,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Tooz Khurmato,مركز طوز خورماتو,IQG16Q07N02,,,,,,Tooz Khurmato,طوز خورماتو,IQG16Q07,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Sulaiman Baig,سليمان بيك,IQG16Q07N03,,,,,,Tooz Khurmato,طوز خورماتو,IQG16Q07,Salah Al-Din,صلاح الدين,IQG16,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Fuhood,الفهود,IQG17Q01N01,,,,,,Al-Chibayish,الجبايش,IQG17Q01,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Hammar,الحمار,IQG17Q01N02,,,,,,Al-Chibayish,الجبايش,IQG17Q01,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Chibayish,مركز الجبايش,IQG17Q01N03,,,,,,Al-Chibayish,الجبايش,IQG17Q01,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Fajer,الفجر,IQG17Q02N01,,,,,,Al-Rifai,الرفاعي,IQG17Q02,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Nasr,النصر,IQG17Q02N02,,,,,,Al-Rifai,الرفاعي,IQG17Q02,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Rifai,مركز الرفاعي,IQG17Q02N03,,,,,,Al-Rifai,الرفاعي,IQG17Q02,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Qalat Siker,قلعة السكر,IQG17Q02N04,,,,,,Al-Rifai,الرفاعي,IQG17Q02,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Shatra,مركز الشطرة,IQG17Q03N01,,,,,,Al-Shatra,الشطرة,IQG17Q03,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Gharraf,القراف,IQG17Q03N02,,,,,,Al-Shatra,الشطرة,IQG17Q03,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Dawaya,الدواية,IQG17Q03N03,,,,,,Al-Shatra,الشطرة,IQG17Q03,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Battha'a,البطحاء,IQG17Q04N01,Al-Batthaa,,,,,Al-Nasiriya,الناصرية,IQG17Q04,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Markaz Al-Nasiriya,مركزالناصرية,IQG17Q04N02,,,,,,Al-Nasiriya,الناصرية,IQG17Q04,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Said Dekhil,سيد خليل,IQG17Q04N03,,,,,,Al-Nasiriya,الناصرية,IQG17Q04,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Islah,الاصلاح,IQG17Q04N04,,,,,,Al-Nasiriya,الناصرية,IQG17Q04,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Garmat Beni Said,كرمة بني سعد,IQG17Q05N01,,,,,,Suq Al-Shoyokh,سوق الشيوخ,IQG17Q05,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
Al-Tar,الطار,IQG17Q05N02,,,,,,Suq Al-Shoyokh,سوق الشيوخ,IQG17Q05,Thi Qar,ذي قار,IQG17,Iraq,العراق,IQ,2019-05-30,2019-06-03,
