#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Kakallain,SL02050302,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamakathie,SL02050303,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamakilla,SL02050304,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kasokira,SL02050305,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Section,SL02050306,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Section,SL02050307,,,Kalansogoia,SL020503,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kumrabai,SL02050401,,,Kholifa Mabang,SL020504,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mabang,SL02050402,,,Kholifa Mabang,SL020504,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Marunia Koray,SL02050403,,,Kholifa Mabang,SL020504,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Marunia Sakie,SL02050404,,,Kholifa Mabang,SL020504,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Bo Road,SL02050501,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Lal-Lenken,SL02050502,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makump,SL02050503,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamuntha,SL02050504,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayatha,SL02050505,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayossoh,SL02050506,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Old Magburaka,SL02050507,,,Kholifa Rowala,SL020505,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makali,SL02050601,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makong,SL02050602,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamurie,SL02050603,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masaba,SL02050604,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mathonkara,SL02050605,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Wonkibor,SL02050606,,,Kunike Barina,SL020506,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masingbi,SL02050701,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rolal,SL02050702,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sanda,SL02050703,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Semorkanie,SL02050704,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Thamah,SL02050705,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Thambaya,SL02050706,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Wana,SL02050707,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yenkeh,SL02050708,,,Kunike,SL020507,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Kiamp Kakolo,SL02050801,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mabilafu,SL02050802,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makoba,SL02050803,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Malal,SL02050804,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Manewa,SL02050805,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mara,SL02050806,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matanka,SL02050807,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Rochen,SL02050808,,,Malal Mara,SL020508,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Borowah,SL02050901,,,Sambaya,SL020509,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Buyan,SL02050902,,,Sambaya,SL020509,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Dayie,SL02050903,,,Sambaya,SL020509,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Sambaya,SL02050904,,,Sambaya,SL020509,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Maboboh Koray,SL02051001,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makrugbeh,SL02051002,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mange-bana,SL02051003,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mapakie,SL02051004,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mathunkara,SL02051005,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Matotoka,SL02051006,,,Tane,SL020510,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Foindu,SL02051101,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Gaindema,SL02051102,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Macrogba,SL02051103,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Makeni Rokefula,SL02051104,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Malanchor,SL02051105,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Malompor,SL02051106,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mamaka,SL02051107,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Masengbe,SL02051108,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Mayira,SL02051109,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Petifu Upper,SL02051110,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Petifu-Lower,SL02051111,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Ronietta,SL02051112,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Yoni,SL02051113,,,Yoni,SL020511,Tonkolili,SL0205,Northern,SL02,Sierra Leone,SL,2017-08-16,2022-01-04,
Damai,SL03010101,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Fallay,SL03010102,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kpallay,SL03010103,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njargbahun,SL03010104,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sei,SL03010105,,,Badjia,SL030101,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bum,SL03010201,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gorapon,SL03010202,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Jimmi,SL03010203,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kpangbalia,SL03010204,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mano,SL03010205,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Niagorehun,SL03010206,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tissana,SL03010207,,,Bagbo,SL030102,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Jongo,SL03010301,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kemoh,SL03010302,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Niawa,SL03010303,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Nyallay,SL03010304,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Samawa,SL03010305,,,Bagbwe(Bagbe),SL030103,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bambawo,SL03010401,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Fallay,SL03010402,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kimaya,SL03010403,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Pataloo,SL03010404,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mawojeh,SL03010405,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njeima,SL03010406,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sonnah,SL03010407,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Pataloo,SL03010408,,,Boama,SL030104,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bongo,SL03010501,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bumpe,SL03010502,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Foya,SL03010503,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kpetema,SL03010504,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sahn,SL03010505,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Serabu,SL03010506,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sewama,SL03010507,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Taninahun,SL03010508,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Walihun,SL03010509,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yengema,SL03010510,,,Bumpe Ngao,SL030105,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbo,SL03010601,,,Gbo,SL030106,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Maryu,SL03010602,,,Gbo,SL030106,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Nyawa,SL03010603,,,Gbo,SL030106,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Baimba,SL03010701,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Kama,SL03010702,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Niawa,SL03010703,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Nekpondo,SL03010704,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tongowa,SL03010705,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Baimba,SL03010706,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Kama,SL03010707,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Niawa,SL03010708,,,Jaiama Bongor,SL030107,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Korjeh,SL03010801,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kpandobu,SL03010802,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Nguabu,SL03010803,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Nyallay,SL03010804,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Nyawa,SL03010805,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Samamie,SL03010806,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sewa,SL03010807,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sindeh,SL03010808,,,Kakua,SL030108,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Keisua,SL03010901,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kemoh,SL03010902,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mangaru,SL03010903,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sei,SL03010904,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tongowa,SL03010905,,,Komboya,SL030109,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gao,SL03011001,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kamba,SL03011002,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kargbevu,SL03011003,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kemoh,SL03011004,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Magbao,SL03011005,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yorma,SL03011006,,,Lugbu,SL030110,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Baimba,SL03011101,,,Niawa Lenga,SL030111,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Niawa,SL03011102,,,Niawa Lenga,SL030111,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Niawa,SL03011103,,,Niawa Lenga,SL030111,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yalenga,SL03011104,,,Niawa Lenga,SL030111,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kaduawo,SL03011201,,,Selenga,SL030112,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mokpendeh,SL03011202,,,Selenga,SL030112,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Old Town,SL03011203,,,Selenga,SL030112,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bainyawa,SL03011301,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Mambawa,SL03011302,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Morku,SL03011303,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ngolamajie,SL03011304,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njagbla I,SL03011305,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Njagbla II,SL03011306,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Seiwa,SL03011307,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sendeh,SL03011308,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Deilenga,SL03011401,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kendebu,SL03011402,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lunia,SL03011403,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Ngovo,SL03011404,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Seilenga,SL03011405,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Vanjelu,SL03011406,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yarlenga,SL03011407,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Central Kargoi,SL03011501,,,Wonde,SL030115,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lower Kargoi,SL03011502,,,Wonde,SL030115,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Manyeh,SL03011503,,,Wonde,SL030115,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Upper Kargoi,SL03011504,,,Wonde,SL030115,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
East Ward-Batiema,SL03019101,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
East Ward-Bumpeh-W,SL03019102,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
East Ward-Gbondo T,SL03019103,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
East Ward-Kindia T,SL03019104,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
East Ward-Lower Sa,SL03019105,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
East Ward-Manjama,SL03019106,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
East Ward-Messima,SL03019107,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
East Ward-Moriba T,SL03019109,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
North Ward-Bo Numb,SL03019111,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
North Ward-Kissy Town,SL03019112,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
North Ward-Njai To,SL03019114,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
North Ward-Reservation,SL03019115,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
West Ward-Kandeh T,SL03019118,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
West Ward-Lewabu -,SL03019119,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
West Ward-Moriba T,SL03019120,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
West Ward-Nikibu -,SL03019121,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
West Ward-Njagboim,SL03019122,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gba-Cha,SL03020101,,,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sokenteh,SL03020102,,,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tissagbe,SL03020103,,,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yallan-gbokie,SL03020104,,,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Fikie,SL03020201,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbengain,SL03020202,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Gbondubum,SL03020203,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Koimato,SL03020204,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Lanje,SL03020205,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Tamba,SL03020206,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Torma,SL03020207,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yargbe,SL03020208,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yawma,SL03020209,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Chepo,SL03020301,,,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Dema,SL03020302,,,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Turtle Islands,SL03020303,,,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Yoh,SL03020304,,,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Babum,SL03020401,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bapus,SL03020402,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bigo,SL03020403,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Kahekay,SL03020404,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Moimaligie,SL03020405,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Sokrapan,SL03020406,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Basiaka,SL03020501,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Bayengbe,SL03020502,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
Beyinga,SL03020503,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2017-08-16,2022-01-04,
