#adm4+name+i_spa+is_latn,#adm4+name+i_eng+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_spa+is_latn,#adm4+name+alt2+i_spa+is_latn,#adm4+name+alt1+i_eng+is_latn,#adm4+name+alt2+i_eng+is_latn,#adm3+name+i_spa+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm2+name+i_spa+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+name+i_eng+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Juncalito (D.M.),,DO03030302,Juncalito (D.M.),,,,,Municipio Jánico,,DO030303,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Caimito (D.M.),,DO03030303,El Caimito (D.M.),,,,,Municipio Jánico,,DO030303,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Licey al Medio,,DO03030401,Licey al Medio,,,,,Municipio Licey al Medio,,DO030304,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Palomas (D.M.),,DO03030402,Las Palomas (D.M.),,,,,Municipio Licey al Medio,,DO030304,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
San José de las Matas,,DO03030501,San Jose de las Matas,,,,,Municipio San José de las Matas,,DO030305,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Rubio (D.M.),,DO03030502,El Rubio (D.M.),,,,,Municipio San José de las Matas,,DO030305,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Cuesta (D.M.),,DO03030503,La Cuesta (D.M.),,,,,Municipio San José de las Matas,,DO030305,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Las Placetas (D.M.),,DO03030504,Las Placetas (D.M.),,,,,Municipio San José de las Matas,,DO030305,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Tamboril,,DO03030601,Tamboril,,,,,Municipio Tamboril,,DO030306,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Canca La Piedra (D.M.),,DO03030602,Canca La Piedra (D.M.),,,,,Municipio Tamboril,,DO030306,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa González,,DO03030701,Villa Gonzalez,,,,,Municipio Villa González,,DO030307,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Palmar Arriba (D.M.),,DO03030702,Palmar Arriba (D.M.),,,,,Municipio Villa González,,DO030307,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Limón (D.M.),,DO03030703,El Limon (D.M.),,,,,Municipio Villa González,,DO030307,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Puñal,,DO03030801,Punal,,,,,Municipio Puñal,,DO030308,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Guayabal (D.M.),,DO03030802,Guayabal (D.M.),,,,,Municipio Puñal,,DO030308,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Canabacoa (D.M.),,DO03030803,Canabacoa (D.M.),,,,,Municipio Puñal,,DO030308,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sabana Iglesia,,DO03030901,Sabana Iglesia,,,,,Municipio Sabana Iglesia,,DO030309,Provincia Santiago,,DO0303,Región Cibao Norte,,DO03,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Vega,,DO04010101,La Vega,,,,,Municipio La Vega,,DO040101,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Río Verde Arriba (D.M.),,DO04010102,Rio Verde Arriba (D.M.),,,,,Municipio La Vega,,DO040101,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
El Ranchito (D.M.),,DO04010103,El Ranchito (D.M.),,,,,Municipio La Vega,,DO040101,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Tavera (D.M.),,DO04010104,Tavera (D.M.),,,,,Municipio La Vega,,DO040101,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Constanza,,DO04010201,Constanza,,,,,Municipio Constanza,,DO040102,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Tireo (D.M.),,DO04010202,Tireo (D.M.),,,,,Municipio Constanza,,DO040102,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Sabina (D.M.),,DO04010203,La Sabina (D.M.),,,,,Municipio Constanza,,DO040102,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jarabacoa,,DO04010301,Jarabacoa,,,,,Municipio Jarabacoa,,DO040103,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Buena Vista (D.M.),,DO04010302,Buena Vista (D.M.),,,,,Municipio Jarabacoa,,DO040103,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Manabao (D.M.),,DO04010303,Manabao (D.M.),,,,,Municipio Jarabacoa,,DO040103,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jima Abajo,,DO04010401,Jima Abajo,,,,,Municipio Jima Abajo,,DO040104,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Rincón (D.M.),,DO04010402,Rincon (D.M.),,,,,Municipio Jima Abajo,,DO040104,Provincia La Vega,,DO0401,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Bonao,,DO04020101,Bonao,,,,,Municipio Bonao,,DO040201,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Sabana del Puerto (D.M.),,DO04020102,Sabana del Puerto (D.M.),,,,,Municipio Bonao,,DO040201,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Juma Bejucal (D.M.),,DO04020103,Juma Bejucal (D.M.),,,,,Municipio Bonao,,DO040201,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Arroyo Toro - Masipedro (D.M.),,DO04020104,Arroyo Toro - Masipedro (D.M.),,,,,Municipio Bonao,,DO040201,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Jayaco (D.M.),,DO04020105,Jayaco (D.M.),,,,,Municipio Bonao,,DO040201,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
La Salvia - Los Quemados (D.M.),,DO04020106,La Salvia - Los Quemados (D.M.),,,,,Municipio Bonao,,DO040201,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Maimón,,DO04020201,Maimon,,,,,Municipio Maimón,,DO040202,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Piedra Blanca,,DO04020301,Piedra Blanca,,,,,Municipio Piedra Blanca,,DO040203,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Villa de Sonador (D.M.),,DO04020302,Villa de Sonador (D.M.),,,,,Municipio Piedra Blanca,,DO040203,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Juan Adrián (D.M.),,DO04020303,Juan Adrian (D.M.),,,,,Municipio Piedra Blanca,,DO040203,Provincia Monseñor Nouel,,DO0402,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Cotuí,,DO04030101,Cotui,,,,,Municipio Cotuí,,DO040301,Provincia Sánchez Ramírez,,DO0403,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
Quita Sueño (D.M.),,DO04030102,Quita Sueno (D.M.),,,,,Municipio Cotuí,,DO040301,Provincia Sánchez Ramírez,,DO0403,Región Cibao Sur,,DO04,República Dominicana,Dominican Republic,DO,2017-09-06,2020-01-21,
