#adm3+name+i_spa+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_spa+is_latn,#adm3+name+alt2+i_spa+is_latn,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#country+code+v_iso3166p1a2,#date+start,#date+updated,#date+end
Junin,EC130750,,,,Junin,EC1307,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Manta,EC130850,,,,Manta,EC1308,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Lorenzo,EC130851,,,,Manta,EC1308,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Marianita (Boca de Pacoche),EC130852,,,,Manta,EC1308,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Montecristi,EC130950,,,,Montecristi,EC1309,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
La Pila,EC130952,,,,Montecristi,EC1309,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Pajan,EC131050,,,,Pajan,EC1310,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Campozano (La Palma de Pajan),EC131051,,,,Pajan,EC1310,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Cascol,EC131052,,,,Pajan,EC1310,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Guale,EC131053,,,,Pajan,EC1310,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Lascano,EC131054,,,,Pajan,EC1310,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Pichincha,EC131150,,,,Pichincha,EC1311,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Barraganete,EC131151,,,,Pichincha,EC1311,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Sebastian,EC131152,,,,Pichincha,EC1311,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Rocafuerte,EC131250,,,,Rocafuerte,EC1312,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Ana de Vuelta Larga,EC131350,,,,Santa Ana,EC1313,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Ayacucho,EC131351,,,,Santa Ana,EC1313,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Honorato Vasquez (Cab en Vasquez),EC131352,,,,Santa Ana,EC1313,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
La Union,EC131353,,,,Santa Ana,EC1313,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Pablo (Cab en Pueblo Nuevo),EC131355,,,,Santa Ana,EC1313,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Bahia de Caraquez,EC131450,,,,Sucre,EC1314,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Charapoto,EC131453,,,,Sucre,EC1314,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Isidro,EC131457,,,,Sucre,EC1314,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Tosagua,EC131550,,,,Tosagua,EC1315,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Bachillero,EC131551,,,,Tosagua,EC1315,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Angel Pedro Giler (La Estancilla),EC131552,,,,Tosagua,EC1315,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Sucre,EC131650,,,,24 de Mayo,EC1316,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Bellavista,EC131651,,,,24 de Mayo,EC1316,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Noboa,EC131652,,,,24 de Mayo,EC1316,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Arq. Sixto Duran Ballen,EC131653,,,,24 de Mayo,EC1316,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Pedernales,EC131750,,,,Pedernales,EC1317,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Cojimies,EC131751,,,,Pedernales,EC1317,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
10 de Agosto,EC131752,,,,Pedernales,EC1317,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Atahualpa,EC131753,,,,Pedernales,EC1317,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Olmedo,EC131850,,,,Olmedo,EC1318,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Puerto Lopez,EC131950,,,,Puerto Lopez,EC1319,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Machalilla,EC131951,,,,Puerto Lopez,EC1319,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Salango,EC131952,,,,Puerto Lopez,EC1319,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Jama,EC132050,,,,Jama,EC1320,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Jaramijo,EC132150,,,,Jaramijo,EC1321,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
San Vicente,EC132250,,,,San Vicente,EC1322,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Canoa,EC132251,,,,San Vicente,EC1322,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
Macas,EC140150,,,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Alshi (Cab en 9 de Octubre),EC140151,,,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
General Proaño,EC140153,General Proano,,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Isidro,EC140156,,,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Sevilla Don Bosco,EC140157,,,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Sinai,EC140158,,,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Zuña (Zuñac),EC140160,Zuna (Zunac),,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Cuchaentza,EC140162,,,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Rio Blanco,EC140164,,,,Morona,EC1401,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Gualaquiza,EC140250,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Amazonas (Rosario de Cuyes),EC140251,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Bermejos,EC140252,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Bomboiza,EC140253,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Chiguinda,EC140254,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
El Rosario,EC140255,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Nueva Tarqui,EC140256,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Miguel de Cuyes,EC140257,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
El Ideal,EC140258,,,,Gualaquiza,EC1402,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Gral. Leonidas Plaza Gutierrez,EC140350,,,,Limon Indanza,EC1403,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Indanza,EC140351,,,,Limon Indanza,EC1403,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Antonio (Cab en San Antonio Centro),EC140353,,,,Limon Indanza,EC1403,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Miguel de Conchay,EC140356,,,,Limon Indanza,EC1403,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Sta Susana de Chiviaza (Cab en Chiviaza),EC140357,,,,Limon Indanza,EC1403,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Yunganza (Cab en El Rosario),EC140358,,,,Limon Indanza,EC1403,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Palora (Metzera),EC140450,,,,Palora,EC1404,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Arapicos,EC140451,,,,Palora,EC1404,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Cumanda (Cab en Colonia Agricola Sevilla del Oro),EC140452,,,,Palora,EC1404,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Sangay (Cab en Nayamanaca),EC140454,,,,Palora,EC1404,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
16 de Agosto,EC140455,,,,Palora,EC1404,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Santiago de Mendez,EC140550,,,,Santiago,EC1405,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Copal,EC140551,,,,Santiago,EC1405,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Chupianza,EC140552,,,,Santiago,EC1405,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Patuca,EC140553,,,,Santiago,EC1405,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Luis de El Acho (Cab en El Acho),EC140554,,,,Santiago,EC1405,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Tayuza,EC140556,,,,Santiago,EC1405,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Francisco de Chinimbimi,EC140557,,,,Santiago,EC1405,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Sucua,EC140650,,,,Sucua,EC1406,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Asuncion,EC140651,,,,Sucua,EC1406,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Huambi,EC140652,,,,Sucua,EC1406,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Marianita de Jesus,EC140655,,,,Sucua,EC1406,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Huamboya,EC140750,,,,Huamboya,EC1407,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Chiguaza,EC140751,,,,Huamboya,EC1407,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Juan Bosco,EC140850,,,,San Juan Bosco,EC1408,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Pan de Azucar,EC140851,,,,San Juan Bosco,EC1408,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Carlos de Limon,EC140852,,,,San Juan Bosco,EC1408,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jacinto de Wakambeis,EC140853,,,,San Juan Bosco,EC1408,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Santiago de Pananza,EC140854,,,,San Juan Bosco,EC1408,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Taisha,EC140950,,,,Taisha,EC1409,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Huasaga (Cab en Wampuik),EC140951,,,,Taisha,EC1409,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Macuma,EC140952,,,,Taisha,EC1409,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Tuutinentza,EC140953,,,,Taisha,EC1409,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Pumpuentsa,EC140954,,,,Taisha,EC1409,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Logroño,EC141050,Logrono,,,Logroðo,EC1410,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Yaupi,EC141051,,,,Logroðo,EC1410,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Shimpis,EC141052,,,,Logroðo,EC1410,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Pablo Sexto,EC141150,,,,Pablo Sexto,EC1411,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Santiago,EC141250,,,,Tiwintza,EC1412,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jose de Morona,EC141251,,,,Tiwintza,EC1412,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
Tena,EC150150,,,,Tena,EC1501,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Ahuano,EC150151,,,,Tena,EC1501,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Chontapunta,EC150153,,,,Tena,EC1501,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Pano,EC150154,,,,Tena,EC1501,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Puerto Misahualli,EC150155,,,,Tena,EC1501,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Puerto Napo,EC150156,,,,Tena,EC1501,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Talag,EC150157,,,,Tena,EC1501,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
San Juan de Muyuna,EC150158,,,,Tena,EC1501,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Archidona,EC150350,,,,Archidona,EC1503,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Cotundo,EC150352,,,,Archidona,EC1503,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
San Pablo de Ushpayacu,EC150354,,,,Archidona,EC1503,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Hatun Sumaku,EC150356,,,,Archidona,EC1503,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
El Chaco,EC150450,,,,El Chaco,EC1504,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Gonzalo Diaz de Pineda (El Bombon),EC150451,,,,El Chaco,EC1504,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Linares,EC150452,,,,El Chaco,EC1504,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Oyacachi,EC150453,,,,El Chaco,EC1504,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Rosa,EC150454,,,,El Chaco,EC1504,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Sardinas,EC150455,,,,El Chaco,EC1504,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Baeza,EC150750,,,,Quijos,EC1507,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Cosanga,EC150751,,,,Quijos,EC1507,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Cuyuja,EC150752,,,,Quijos,EC1507,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Papallacta,EC150753,,,,Quijos,EC1507,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
San Francisco de Borja (Virgilio Davila),EC150754,,,,Quijos,EC1507,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Sumaco,EC150756,,,,Quijos,EC1507,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Carlos Julio Arosemena Tola,EC150950,,,,Carlos Julio Arosemena Tola,EC1509,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
Puyo,EC160150,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Canelos,EC160152,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Diez de Agosto,EC160154,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Fatima,EC160155,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Montalvo (Andoas),EC160156,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Pomona,EC160157,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Rio Corrientes,EC160158,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Rio Tigre,EC160159,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Sarayacu,EC160161,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Simon Bolivar (Cab. en Mushullacta),EC160162,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Tarqui,EC160163,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Teniente Hugo Ortiz,EC160164,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Veracruz (Indillama) (Cab. en Indillama),EC160165,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
El Triunfo,EC160166,,,,Pastaza,EC1601,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Mera,EC160250,,,,Mera,EC1602,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Madre Tierra,EC160251,,,,Mera,EC1602,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Shell,EC160252,,,,Mera,EC1602,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Clara,EC160350,,,,Santa Clara,EC1603,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jose,EC160351,,,,Santa Clara,EC1603,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Arajuno,EC160450,,,,Arajuno,EC1604,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Curaray,EC160451,,,,Arajuno,EC1604,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
Quito,EC170150,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Alangasi,EC170151,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Amaguaña,EC170152,Amaguana,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Atahualpa (Habaspamba),EC170153,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Calacali,EC170154,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Calderon (Carapungo),EC170155,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Conocoto,EC170156,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Cumbaya,EC170157,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Chavezpamba,EC170158,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Checa (Chilpa),EC170159,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
El Quinche,EC170160,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Gualea,EC170161,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Guangopolo,EC170162,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Guayllabamba,EC170163,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
La Merced,EC170164,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Llano Chico,EC170165,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Lloa,EC170166,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Nanegal,EC170168,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Nanegalito,EC170169,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Nayon,EC170170,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Nono,EC170171,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Pacto,EC170172,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Perucho,EC170174,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Pifo,EC170175,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Pintag,EC170176,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Pomasqui,EC170177,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Puellaro,EC170178,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Puembo,EC170179,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
San Antonio,EC170180,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jose de Minas,EC170181,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Tababela,EC170183,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Tumbaco,EC170184,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Yaruqui,EC170185,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Zambiza,EC170186,,,,Quito,EC1701,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Cayambe,EC170250,,,,Cayambe,EC1702,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Ascazubi,EC170251,,,,Cayambe,EC1702,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Cangahua,EC170252,,,,Cayambe,EC1702,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Olmedo (Pesillo),EC170253,,,,Cayambe,EC1702,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Oton,EC170254,,,,Cayambe,EC1702,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Santa Rosa de Cuzubamba,EC170255,,,,Cayambe,EC1702,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
San Jose de Ayora,EC170256,,,,Cayambe,EC1702,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Machachi,EC170350,,,,Mejia,EC1703,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Aloag,EC170351,,,,Mejia,EC1703,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Aloasi,EC170352,,,,Mejia,EC1703,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Cutuglahua,EC170353,,,,Mejia,EC1703,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
El Chaupi,EC170354,,,,Mejia,EC1703,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Manuel Cornejo Astorga (Tandapi),EC170355,,,,Mejia,EC1703,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Tambillo,EC170356,,,,Mejia,EC1703,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Uyumbicho,EC170357,,,,Mejia,EC1703,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Tabacundo,EC170450,,,,Pedro Moncayo,EC1704,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
La Esperanza,EC170451,,,,Pedro Moncayo,EC1704,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Malchingui,EC170452,,,,Pedro Moncayo,EC1704,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Tocachi,EC170453,,,,Pedro Moncayo,EC1704,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Tupigachi,EC170454,,,,Pedro Moncayo,EC1704,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Sangolqui,EC170550,,,,Rumiðahui,EC1705,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Cotogchoa,EC170551,,,,Rumiðahui,EC1705,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Rumipamba,EC170552,,,,Rumiðahui,EC1705,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
San Miguel de los Bancos,EC170750,,,,San Miguel de Los Bancos,EC1707,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Mindo,EC170751,,,,San Miguel de Los Bancos,EC1707,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Pedro Vicente Maldonado,EC170850,,,,Pedro Vicente Maldonado,EC1708,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Puerto Quito,EC170950,,,,Puerto Quito,EC1709,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
Ambato,EC180150,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Ambatillo,EC180151,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Atahualpa (Chisalata),EC180152,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Augusto N. Martinez (Mundugleo),EC180153,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Constantino Fernandez (Cab. en Cullitahua),EC180154,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Huachi Grande,EC180155,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Izamba,EC180156,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Juan Benigno Vela,EC180157,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Montalvo,EC180158,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
Pasa,EC180159,,,,Ambato,EC1801,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
