#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_spa+is_latn,#adm2+name+alt2+i_spa+is_latn,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:558:2:8050,8050,1603:45:16:558:0,1603:45:16:558:1:80,1603:45:16:558:2:8050,Cárdenas,NI8050,Cardenas,,,Rivas,NI80,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:8505,8505,1603:45:16:558:0,1603:45:16:558:1:85,1603:45:16:558:2:8505,Morrito,NI8505,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:8510,8510,1603:45:16:558:0,1603:45:16:558:1:85,1603:45:16:558:2:8510,El Almendro,NI8510,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:8515,8515,1603:45:16:558:0,1603:45:16:558:1:85,1603:45:16:558:2:8515,San Miguelito,NI8515,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:8520,8520,1603:45:16:558:0,1603:45:16:558:1:85,1603:45:16:558:2:8520,San Carlos,NI8520,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:8525,8525,1603:45:16:558:0,1603:45:16:558:1:85,1603:45:16:558:2:8525,El Castillo,NI8525,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:8530,8530,1603:45:16:558:0,1603:45:16:558:1:85,1603:45:16:558:2:8530,San Juan de Nicaragua,NI8530,,,,Río San Juan,NI85,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9105,9105,1603:45:16:558:0,1603:45:16:558:1:91,1603:45:16:558:2:9105,Mulukukú,NI9105,Mulukuku,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9106,9106,1603:45:16:558:0,1603:45:16:558:1:91,1603:45:16:558:2:9106,Siuna,NI9106,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9107,9107,1603:45:16:558:0,1603:45:16:558:1:91,1603:45:16:558:2:9107,Waspam,NI9107,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9110,9110,1603:45:16:558:0,1603:45:16:558:1:91,1603:45:16:558:2:9110,Puerto Cabezas,NI9110,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9115,9115,1603:45:16:558:0,1603:45:16:558:1:91,1603:45:16:558:2:9115,Rosita,NI9115,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9120,9120,1603:45:16:558:0,1603:45:16:558:1:91,1603:45:16:558:2:9120,Bonanza,NI9120,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9125,9125,1603:45:16:558:0,1603:45:16:558:1:91,1603:45:16:558:2:9125,Waslala,NI9125,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9135,9135,1603:45:16:558:0,1603:45:16:558:1:91,1603:45:16:558:2:9135,Prinzapolka,NI9135,,,,Región Autónoma Atlántico Norte,NI91,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9305,9305,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9305,Paiwas,NI9305,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9310,9310,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9310,La Cruz de Río Grande,NI9310,La Cruz de Rio Grande,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9312,9312,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9312,Desembocadura de Río Grande,NI9312,Desembocadura de Rio Grande,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9315,9315,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9315,Laguna de Perlas,NI9315,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9316,9316,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9316,El Tortuguero,NI9316,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9320,9320,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9320,El Rama,NI9320,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9325,9325,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9325,Muelle de Los Bueyes,NI9325,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9330,9330,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9330,Kukrahill,NI9330,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9335,9335,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9335,Corn Island,NI9335,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9340,9340,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9340,Bluefields,NI9340,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9345,9345,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9345,Nueva Guinea,NI9345,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
1603:45:16:558:2:9350,9350,1603:45:16:558:0,1603:45:16:558:1:93,1603:45:16:558:2:9350,El Ayote,NI9350,,,,Región Autónoma Atlántico Sur,NI93,Nicaragua,NI,2017-10-11,2021-09-28,
