qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,ara-Arab-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,ara-Arab-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,ara-Arab-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:818:2:2804,2804,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2804,Kum Umbu,مركز كوم امبو,EG2804,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2805,2805,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2805,Nasr,مركز نصر,EG2805,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2806,2806,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2806,Daraw,مركز دراو,EG2806,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2807,2807,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2807,Abu Simbel,مركز أبوسنبل,EG2807,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2808,2808,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2808,Aswan City,مدينة أسوان الجديدة,EG2808,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2809,2809,1603:45:16:818:0,1603:45:16:818:1:28,1603:45:16:818:2:2809,Tushaka,مدينة توشكى الجديدة,EG2809,Aswan,أسوان,EG28,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2900,2900,1603:45:16:818:0,1603:45:16:818:1:29,1603:45:16:818:2:2900,Zemam Out,خارج الزمام,EG2900,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2901,2901,1603:45:16:818:0,1603:45:16:818:1:29,1603:45:16:818:2:2901,Luxor,قسم الأقصر,EG2901,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2902,2902,1603:45:16:818:0,1603:45:16:818:1:29,1603:45:16:818:2:2902,Luxor,مركز الأقصر,EG2902,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:2903,2903,1603:45:16:818:0,1603:45:16:818:1:29,1603:45:16:818:2:2903,Tiba police station,مركز شرطة طيبة,EG2903,Luxor,مدينة الأقصر,EG29,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3101,3101,1603:45:16:818:0,1603:45:16:818:1:31,1603:45:16:818:2:3101,Hurghada 1,قسم أول الغردقة,EG3101,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3102,3102,1603:45:16:818:0,1603:45:16:818:1:31,1603:45:16:818:2:3102,Qusir,قسم القصير,EG3102,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3103,3103,1603:45:16:818:0,1603:45:16:818:1:31,1603:45:16:818:2:3103,Safaga,قسم سفاجا,EG3103,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3104,3104,1603:45:16:818:0,1603:45:16:818:1:31,1603:45:16:818:2:3104,Marsa Alam,قسم مرسى علم,EG3104,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3105,3105,1603:45:16:818:0,1603:45:16:818:1:31,1603:45:16:818:2:3105,Ras Gharib,قسم رأس غارب,EG3105,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3106,3106,1603:45:16:818:0,1603:45:16:818:1:31,1603:45:16:818:2:3106,Shallatin,قسم شلاتين,EG3106,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3107,3107,1603:45:16:818:0,1603:45:16:818:1:31,1603:45:16:818:2:3107,Halayib,قسم حلايب,EG3107,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3108,3108,1603:45:16:818:0,1603:45:16:818:1:31,1603:45:16:818:2:3108,Hurghada 2,قسم ثان الغردقة,EG3108,Red Sea,البحر الأحمر,EG31,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3201,3201,1603:45:16:818:0,1603:45:16:818:1:32,1603:45:16:818:2:3201,Al-Kharga Oasis,مركز الواحات الخارجة,EG3201,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3202,3202,1603:45:16:818:0,1603:45:16:818:1:32,1603:45:16:818:2:3202,A-Dakhla Oasis,مركز الوحات الداخلة,EG3202,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3203,3203,1603:45:16:818:0,1603:45:16:818:1:32,1603:45:16:818:2:3203,Al Farafra Oasis,مركز الفرافرة,EG3203,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3204,3204,1603:45:16:818:0,1603:45:16:818:1:32,1603:45:16:818:2:3204,Paris Paris,مركز باريس,EG3204,New Valley,الوادى الجديد,EG32,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3301,3301,1603:45:16:818:0,1603:45:16:818:1:33,1603:45:16:818:2:3301,Marsa Matruh,قسم مرسى مطروح,EG3301,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3302,3302,1603:45:16:818:0,1603:45:16:818:1:33,1603:45:16:818:2:3302,Al-Hammam,قسم الحمام,EG3302,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3303,3303,1603:45:16:818:0,1603:45:16:818:1:33,1603:45:16:818:2:3303,Salloum,قسم السلوم,EG3303,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3304,3304,1603:45:16:818:0,1603:45:16:818:1:33,1603:45:16:818:2:3304,Daba,مركز الضبعة,EG3304,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3305,3305,1603:45:16:818:0,1603:45:16:818:1:33,1603:45:16:818:2:3305,Sidi Barani,قسم سيدى برانى,EG3305,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3306,3306,1603:45:16:818:0,1603:45:16:818:1:33,1603:45:16:818:2:3306,Siwa,مركز سيوة,EG3306,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3307,3307,1603:45:16:818:0,1603:45:16:818:1:33,1603:45:16:818:2:3307,Alamn,قسم مارينا العلمين السياحية,EG3307,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3308,3308,1603:45:16:818:0,1603:45:16:818:1:33,1603:45:16:818:2:3308,North Coast,قسم الساحل الشمالى-جزء,EG3308,Matrouh,مطروح,EG33,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3401,3401,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3401,El Arish 1,قسم أول العريش,EG3401,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3402,3402,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3402,El Arish 2,قسم ثان العريش,EG3402,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3403,3403,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3403,El Arish 3,قسم ثالث العريش,EG3403,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3404,3404,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3404,El Arish 4,قسم رابع العريش,EG3404,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3405,3405,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3405,Bir Al-Abd,قسم بئر العبد,EG3405,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3406,3406,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3406,Al-Hasna,قسم الحسنة,EG3406,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3407,3407,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3407,Nakhl,قسم نخل,EG3407,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3408,3408,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3408,Shaykh Zuwayd,قسم الشيخ زويد,EG3408,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3409,3409,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3409,Rafah,قسم رفح,EG3409,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3410,3410,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3410,Rummana,قسم رمانة,EG3410,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3411,3411,1603:45:16:818:0,1603:45:16:818:1:34,1603:45:16:818:2:3411,Qasima,قسم القسيمة,EG3411,North Sinai,شمال سيناء,EG34,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3501,3501,1603:45:16:818:0,1603:45:16:818:1:35,1603:45:16:818:2:3501,Al-Tur,قسم الطور,EG3501,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3502,3502,1603:45:16:818:0,1603:45:16:818:1:35,1603:45:16:818:2:3502,Ras Sidr,قسم رأس سدر,EG3502,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3503,3503,1603:45:16:818:0,1603:45:16:818:1:35,1603:45:16:818:2:3503,Abu Radis,قسم أبو رديس,EG3503,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3504,3504,1603:45:16:818:0,1603:45:16:818:1:35,1603:45:16:818:2:3504,Sant Katrin,قسم سانت كاترين,EG3504,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3505,3505,1603:45:16:818:0,1603:45:16:818:1:35,1603:45:16:818:2:3505,Sharm el-Sheikh,قسم شرم الشيخ,EG3505,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3506,3506,1603:45:16:818:0,1603:45:16:818:1:35,1603:45:16:818:2:3506,Dahab,قسم دهب,EG3506,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3507,3507,1603:45:16:818:0,1603:45:16:818:1:35,1603:45:16:818:2:3507,Nuweiba,قسم نويبع,EG3507,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
1603:45:16:818:2:3508,3508,1603:45:16:818:0,1603:45:16:818:1:35,1603:45:16:818:2:3508,Taba,قسم طابا,EG3508,South Sinai,جنوب سيناء,EG35,Egypt,مِصر,EG,2017-08-14,2020-12-01,
