#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm4+code+v_numerodinatio,#adm4+name+i_spa+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_spa+is_latn,#adm4+name+alt2+i_spa+is_latn,#adm3+name+i_spa+is_latn,#adm3+code+v_pcode,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:214:4:2040303,2040303,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:204,1603:45:16:214:3:20403,1603:45:16:214:4:2040303,La Caya (D.M.),DO02040303,,,,Municipio Laguna Salada,DO020403,Provincia Valverde,DO0204,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:2040304,2040304,1603:45:16:214:0,1603:45:16:214:1:2,1603:45:16:214:2:204,1603:45:16:214:3:20403,1603:45:16:214:4:2040304,Cruce de Guayacanes (D.M.),DO02040304,,,,Municipio Laguna Salada,DO020403,Provincia Valverde,DO0204,Región Cibao Noroeste,DO02,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010101,3010101,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010101,Moca,DO03010101,,,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010102,3010102,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010102,José Contreras (D.M.),DO03010102,Jose Contreras (D.M.),,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010103,3010103,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010103,San Víctor (D.M.),DO03010103,San Victor (D.M.),,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010104,3010104,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010104,Juan López (D.M.),DO03010104,Juan Lopez (D.M.),,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010105,3010105,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010105,Las Lagunas (D.M.),DO03010105,,,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010106,3010106,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010106,Canca la Reyna (D.M.),DO03010106,,,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010107,3010107,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010107,El Higüerito (D.M.),DO03010107,El Higuerito (D.M.),,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010108,3010108,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010108,Monte de la Jagua (D.M.),DO03010108,,,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010109,3010109,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30101,1603:45:16:214:4:3010109,La Ortega (D.M.),DO03010109,,,,Municipio Moca,DO030101,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010201,3010201,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30102,1603:45:16:214:4:3010201,Cayetano Germosén,DO03010201,Cayetano Germosen,,,Municipio Cayetano Germosén,DO030102,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010301,3010301,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30103,1603:45:16:214:4:3010301,Gaspar Hernández,DO03010301,Gaspar Hernandez,,,Municipio Gaspar Hernández,DO030103,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010302,3010302,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30103,1603:45:16:214:4:3010302,Joba Arriba (D.M.),DO03010302,,,,Municipio Gaspar Hernández,DO030103,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010303,3010303,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30103,1603:45:16:214:4:3010303,Veragua (D.M.),DO03010303,,,,Municipio Gaspar Hernández,DO030103,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010304,3010304,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30103,1603:45:16:214:4:3010304,Villa Magante (D.M.),DO03010304,,,,Municipio Gaspar Hernández,DO030103,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3010401,3010401,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:301,1603:45:16:214:3:30104,1603:45:16:214:4:3010401,Jamao al Norte,DO03010401,,,,Municipio Jamao al Norte,DO030104,Provincia Espaillat,DO0301,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020101,3020101,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30201,1603:45:16:214:4:3020101,Puerto Plata,DO03020101,,,,Municipio Puerto Plata,DO030201,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020102,3020102,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30201,1603:45:16:214:4:3020102,Yásica Arriba (D.M.),DO03020102,Yasica Arriba (D.M.),,,Municipio Puerto Plata,DO030201,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020103,3020103,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30201,1603:45:16:214:4:3020103,Maimón (D.M.),DO03020103,Maimon (D.M.),,,Municipio Puerto Plata,DO030201,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020201,3020201,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30202,1603:45:16:214:4:3020201,Altamira,DO03020201,,,,Municipio Altamira,DO030202,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020202,3020202,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30202,1603:45:16:214:4:3020202,Río Grande (D.M.),DO03020202,Rio Grande (D.M.),,,Municipio Altamira,DO030202,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020301,3020301,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30203,1603:45:16:214:4:3020301,Guananico,DO03020301,,,,Municipio Guananico,DO030203,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020401,3020401,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30204,1603:45:16:214:4:3020401,Imbert,DO03020401,,,,Municipio Imbert,DO030204,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020501,3020501,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30205,1603:45:16:214:4:3020501,Los Hidalgos,DO03020501,,,,Municipio Los Hidalgos,DO030205,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020502,3020502,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30205,1603:45:16:214:4:3020502,Navas (D.M.),DO03020502,,,,Municipio Los Hidalgos,DO030205,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020601,3020601,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30206,1603:45:16:214:4:3020601,Luperón,DO03020601,Luperon,,,Municipio Luperón,DO030206,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020602,3020602,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30206,1603:45:16:214:4:3020602,La Isabela (D.M.),DO03020602,,,,Municipio Luperón,DO030206,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020603,3020603,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30206,1603:45:16:214:4:3020603,Belloso (D.M.),DO03020603,,,,Municipio Luperón,DO030206,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020604,3020604,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30206,1603:45:16:214:4:3020604,El Estrecho de Luperón Omar Bross (D.M.),DO03020604,El Estrecho de Luperon Omar Bross (D.M.),,,Municipio Luperón,DO030206,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020701,3020701,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30207,1603:45:16:214:4:3020701,Sosúa,DO03020701,Sosua,,,Municipio Sosúa,DO030207,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020702,3020702,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30207,1603:45:16:214:4:3020702,Cabarete (D.M.),DO03020702,,,,Municipio Sosúa,DO030207,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020703,3020703,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30207,1603:45:16:214:4:3020703,Sabaneta de Yásica (D.M.),DO03020703,Sabaneta de Yasica (D.M.),,,Municipio Sosúa,DO030207,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020801,3020801,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30208,1603:45:16:214:4:3020801,Villa Isabela,DO03020801,,,,Municipio Villa Isabela,DO030208,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020802,3020802,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30208,1603:45:16:214:4:3020802,Estero Hondo (D.M.),DO03020802,,,,Municipio Villa Isabela,DO030208,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020803,3020803,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30208,1603:45:16:214:4:3020803,La Jaiba (D.M.),DO03020803,,,,Municipio Villa Isabela,DO030208,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020804,3020804,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30208,1603:45:16:214:4:3020804,Gualete (D.M.),DO03020804,,,,Municipio Villa Isabela,DO030208,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3020901,3020901,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:302,1603:45:16:214:3:30209,1603:45:16:214:4:3020901,Villa Montellano,DO03020901,,,,Municipio Villa Montellano,DO030209,Provincia Puerto Plata,DO0302,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030101,3030101,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30301,1603:45:16:214:4:3030101,Santiago,DO03030101,,,,Municipio Santiago,DO030301,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030102,3030102,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30301,1603:45:16:214:4:3030102,Pedro García (D.M.),DO03030102,Pedro Garcia (D.M.),,,Municipio Santiago,DO030301,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030103,3030103,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30301,1603:45:16:214:4:3030103,Baitoa (D.M.),DO03030103,,,,Municipio Santiago,DO030301,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030104,3030104,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30301,1603:45:16:214:4:3030104,La Canela (D.M.),DO03030104,,,,Municipio Santiago,DO030301,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030105,3030105,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30301,1603:45:16:214:4:3030105,San Francisco de Jacagua (D.M.),DO03030105,,,,Municipio Santiago,DO030301,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030106,3030106,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30301,1603:45:16:214:4:3030106,Hato del Yaque (D.M.),DO03030106,,,,Municipio Santiago,DO030301,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030201,3030201,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30302,1603:45:16:214:4:3030201,Bisonó,DO03030201,Bisono,,,Municipio Bisonó,DO030302,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030301,3030301,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30303,1603:45:16:214:4:3030301,Jánico,DO03030301,Janico,,,Municipio Jánico,DO030303,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030302,3030302,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30303,1603:45:16:214:4:3030302,Juncalito (D.M.),DO03030302,,,,Municipio Jánico,DO030303,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030303,3030303,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30303,1603:45:16:214:4:3030303,El Caimito (D.M.),DO03030303,,,,Municipio Jánico,DO030303,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030401,3030401,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30304,1603:45:16:214:4:3030401,Licey al Medio,DO03030401,,,,Municipio Licey al Medio,DO030304,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030402,3030402,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30304,1603:45:16:214:4:3030402,Las Palomas (D.M.),DO03030402,,,,Municipio Licey al Medio,DO030304,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030501,3030501,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30305,1603:45:16:214:4:3030501,San José de las Matas,DO03030501,San Jose de las Matas,,,Municipio San José de las Matas,DO030305,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030502,3030502,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30305,1603:45:16:214:4:3030502,El Rubio (D.M.),DO03030502,,,,Municipio San José de las Matas,DO030305,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030503,3030503,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30305,1603:45:16:214:4:3030503,La Cuesta (D.M.),DO03030503,,,,Municipio San José de las Matas,DO030305,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030504,3030504,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30305,1603:45:16:214:4:3030504,Las Placetas (D.M.),DO03030504,,,,Municipio San José de las Matas,DO030305,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030601,3030601,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30306,1603:45:16:214:4:3030601,Tamboril,DO03030601,,,,Municipio Tamboril,DO030306,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030602,3030602,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30306,1603:45:16:214:4:3030602,Canca La Piedra (D.M.),DO03030602,,,,Municipio Tamboril,DO030306,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030701,3030701,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30307,1603:45:16:214:4:3030701,Villa González,DO03030701,Villa Gonzalez,,,Municipio Villa González,DO030307,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030702,3030702,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30307,1603:45:16:214:4:3030702,Palmar Arriba (D.M.),DO03030702,,,,Municipio Villa González,DO030307,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030703,3030703,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30307,1603:45:16:214:4:3030703,El Limón (D.M.),DO03030703,El Limon (D.M.),,,Municipio Villa González,DO030307,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030801,3030801,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30308,1603:45:16:214:4:3030801,Puñal,DO03030801,Punal,,,Municipio Puñal,DO030308,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030802,3030802,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30308,1603:45:16:214:4:3030802,Guayabal (D.M.),DO03030802,,,,Municipio Puñal,DO030308,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030803,3030803,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30308,1603:45:16:214:4:3030803,Canabacoa (D.M.),DO03030803,,,,Municipio Puñal,DO030308,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:3030901,3030901,1603:45:16:214:0,1603:45:16:214:1:3,1603:45:16:214:2:303,1603:45:16:214:3:30309,1603:45:16:214:4:3030901,Sabana Iglesia,DO03030901,,,,Municipio Sabana Iglesia,DO030309,Provincia Santiago,DO0303,Región Cibao Norte,DO03,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010101,4010101,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40101,1603:45:16:214:4:4010101,La Vega,DO04010101,,,,Municipio La Vega,DO040101,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010102,4010102,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40101,1603:45:16:214:4:4010102,Río Verde Arriba (D.M.),DO04010102,Rio Verde Arriba (D.M.),,,Municipio La Vega,DO040101,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010103,4010103,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40101,1603:45:16:214:4:4010103,El Ranchito (D.M.),DO04010103,,,,Municipio La Vega,DO040101,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010104,4010104,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40101,1603:45:16:214:4:4010104,Tavera (D.M.),DO04010104,,,,Municipio La Vega,DO040101,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010201,4010201,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40102,1603:45:16:214:4:4010201,Constanza,DO04010201,,,,Municipio Constanza,DO040102,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010202,4010202,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40102,1603:45:16:214:4:4010202,Tireo (D.M.),DO04010202,,,,Municipio Constanza,DO040102,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010203,4010203,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40102,1603:45:16:214:4:4010203,La Sabina (D.M.),DO04010203,,,,Municipio Constanza,DO040102,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010301,4010301,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40103,1603:45:16:214:4:4010301,Jarabacoa,DO04010301,,,,Municipio Jarabacoa,DO040103,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010302,4010302,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40103,1603:45:16:214:4:4010302,Buena Vista (D.M.),DO04010302,,,,Municipio Jarabacoa,DO040103,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010303,4010303,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40103,1603:45:16:214:4:4010303,Manabao (D.M.),DO04010303,,,,Municipio Jarabacoa,DO040103,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010401,4010401,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40104,1603:45:16:214:4:4010401,Jima Abajo,DO04010401,,,,Municipio Jima Abajo,DO040104,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4010402,4010402,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:401,1603:45:16:214:3:40104,1603:45:16:214:4:4010402,Rincón (D.M.),DO04010402,Rincon (D.M.),,,Municipio Jima Abajo,DO040104,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:4020101,4020101,1603:45:16:214:0,1603:45:16:214:1:4,1603:45:16:214:2:402,1603:45:16:214:3:40201,1603:45:16:214:4:4020101,Bonao,DO04020101,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
