#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm4+code+v_numerodinatio,#adm4+name+i_spa+is_latn,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_spa+is_latn,#adm4+name+alt2+i_spa+is_latn,#adm3+name+i_spa+is_latn,#adm3+code+v_pcode,#adm2+name+i_spa+is_latn,#adm2+code+v_pcode,#adm1+name+i_spa+is_latn,#adm1+code+v_pcode,#country+name+i_spa+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:214:4:10020103,10020103,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100201,1603:45:16:214:4:10020103,La Otra Banda (D.M.),DO10020103,,,,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10020104,10020104,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100201,1603:45:16:214:4:10020104,Verón Punta Cana (D.M.),DO10020104,Veron Punta Cana (D.M.),,,Municipio Higüey,DO100201,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10020201,10020201,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100202,1603:45:16:214:4:10020201,San Rafael del Yuma,DO10020201,,,,Municipio San Rafael del Yuma,DO100202,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10020202,10020202,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100202,1603:45:16:214:4:10020202,Boca de Yuma (D.M.),DO10020202,,,,Municipio San Rafael del Yuma,DO100202,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10020203,10020203,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1002,1603:45:16:214:3:100202,1603:45:16:214:4:10020203,Bayahíbe (D.M.),DO10020203,Bayahibe (D.M.),,,Municipio San Rafael del Yuma,DO100202,Provincia La Altagracia,DO1002,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10030101,10030101,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,1603:45:16:214:3:100301,1603:45:16:214:4:10030101,La Romana,DO10030101,,,,Municipio La Romana,DO100301,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10030102,10030102,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,1603:45:16:214:3:100301,1603:45:16:214:4:10030102,Caleta (D.M.),DO10030102,,,,Municipio La Romana,DO100301,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10030201,10030201,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,1603:45:16:214:3:100302,1603:45:16:214:4:10030201,Guaymate,DO10030201,,,,Municipio Guaymate,DO100302,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10030301,10030301,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,1603:45:16:214:3:100303,1603:45:16:214:4:10030301,Villa Hermosa,DO10030301,,,,Municipio Villa Hermosa,DO100303,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
1603:45:16:214:4:10030302,10030302,1603:45:16:214:0,1603:45:16:214:1:10,1603:45:16:214:2:1003,1603:45:16:214:3:100303,1603:45:16:214:4:10030302,Cumayasa (D.M.),DO10030302,,,,Municipio Villa Hermosa,DO100303,Provincia La Romana,DO1003,Región Yuma,DO10,República Dominicana (la),DO,2017-09-06,2021-07-01,
