#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt0,#meta+ERROR+adm3+code+v_pcode,#meta+ERROR+adm3+name,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_fra+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:120:3:4005003,4005003,1603:45:16:120:0,1603:45:16:120:1:4,1603:45:16:120:2:4005,1603:45:16:120:3:4005003,Tokombere,,CM004005003,,,,,,Mayo-Sava,,CM004005,Extrême-Nord,Far-North,CM004,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:4006001,4006001,1603:45:16:120:0,1603:45:16:120:1:4,1603:45:16:120:2:4006,1603:45:16:120:3:4006001,Bourrha,,CM004006001,,,,,,Mayo-Tsanaga,,CM004006,Extrême-Nord,Far-North,CM004,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:4006002,4006002,1603:45:16:120:0,1603:45:16:120:1:4,1603:45:16:120:2:4006,1603:45:16:120:3:4006002,Hina,,CM004006002,,,,,,Mayo-Tsanaga,,CM004006,Extrême-Nord,Far-North,CM004,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:4006003,4006003,1603:45:16:120:0,1603:45:16:120:1:4,1603:45:16:120:2:4006,1603:45:16:120:3:4006003,Koza,,CM004006003,,,,,,Mayo-Tsanaga,,CM004006,Extrême-Nord,Far-North,CM004,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:4006004,4006004,1603:45:16:120:0,1603:45:16:120:1:4,1603:45:16:120:2:4006,1603:45:16:120:3:4006004,Mayo-Moskota,,CM004006004,,,,,,Mayo-Tsanaga,,CM004006,Extrême-Nord,Far-North,CM004,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:4006005,4006005,1603:45:16:120:0,1603:45:16:120:1:4,1603:45:16:120:2:4006,1603:45:16:120:3:4006005,Mogode,,CM004006005,,,,,,Mayo-Tsanaga,,CM004006,Extrême-Nord,Far-North,CM004,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:4006006,4006006,1603:45:16:120:0,1603:45:16:120:1:4,1603:45:16:120:2:4006,1603:45:16:120:3:4006006,Mokolo,,CM004006006,,,,,,Mayo-Tsanaga,,CM004006,Extrême-Nord,Far-North,CM004,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:4006007,4006007,1603:45:16:120:0,1603:45:16:120:1:4,1603:45:16:120:2:4006,1603:45:16:120:3:4006007,Soulede-Roua,,CM004006007,,,,,,Mayo-Tsanaga,,CM004006,Extrême-Nord,Far-North,CM004,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001001,5001001,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001001,Bare-Bakem,,CM005001001,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001002,5001002,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001002,Dibombari,,CM005001002,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001003,5001003,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001003,Fiko,,CM005001003,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001004,5001004,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001004,Loum,,CM005001004,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001005,5001005,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001005,Manjo,,CM005001005,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001006,5001006,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001006,Mbanga,,CM005001006,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001007,5001007,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001007,Melong,,CM005001007,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001008,5001008,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001008,Mombo,,CM005001008,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001009,5001009,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001009,Njombe-Penja,,CM005001009,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001010,5001010,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001010,Nkongsamba 1er,,CM005001010,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001011,5001011,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001011,Nkongsamba 2e,,CM005001011,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001012,5001012,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001012,Nkongsamba 3e,,CM005001012,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5001013,5001013,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5001,1603:45:16:120:3:5001013,Nlonako,,CM005001013,,,,,,Moungo,,CM005001,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5002001,5002001,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5002,1603:45:16:120:3:5002001,Nkondjock,,CM005002001,,,,,,Nkam,,CM005002,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5002002,5002002,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5002,1603:45:16:120:3:5002002,Nord-Makombe,,CM005002002,,,,,,Nkam,,CM005002,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5002003,5002003,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5002,1603:45:16:120:3:5002003,Yabassi,,CM005002003,,,,,,Nkam,,CM005002,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5002004,5002004,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5002,1603:45:16:120:3:5002004,Yingui,,CM005002004,,,,,,Nkam,,CM005002,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003001,5003001,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003001,Dibamba,,CM005003001,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003002,5003002,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003002,Dizangue,,CM005003002,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003003,5003003,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003003,Edea 1er,,CM005003003,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003004,5003004,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003004,Edea 2e,,CM005003004,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003005,5003005,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003005,Massock-Songloulou,,CM005003005,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003006,5003006,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003006,Mouanko,,CM005003006,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003007,5003007,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003007,Ndom,,CM005003007,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003008,5003008,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003008,Ngambe,,CM005003008,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003009,5003009,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003009,Ngwei,,CM005003009,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003010,5003010,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003010,Nyanon,,CM005003010,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5003011,5003011,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5003,1603:45:16:120:3:5003011,Pouma,,CM005003011,,,,,,Sanaga-Maritime,,CM005003,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5004001,5004001,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5004,1603:45:16:120:3:5004001,Douala 1er,,CM005004001,,,,,,Wouri,,CM005004,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5004002,5004002,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5004,1603:45:16:120:3:5004002,Douala 2e,,CM005004002,,,,,,Wouri,,CM005004,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5004003,5004003,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5004,1603:45:16:120:3:5004003,Douala 3e,,CM005004003,,,,,,Wouri,,CM005004,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5004004,5004004,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5004,1603:45:16:120:3:5004004,Douala 4e,,CM005004004,,,,,,Wouri,,CM005004,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5004005,5004005,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5004,1603:45:16:120:3:5004005,Douala 5e,,CM005004005,,,,,,Wouri,,CM005004,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:5004006,5004006,1603:45:16:120:0,1603:45:16:120:1:5,1603:45:16:120:2:5004,1603:45:16:120:3:5004006,Douala 6e,,CM005004006,,,,,,Wouri,,CM005004,Littoral,Littoral,CM005,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001001,6001001,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001001,Bascheo,,CM006001001,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001002,6001002,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001002,Bibemi,,CM006001002,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001003,6001003,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001003,Dembo,,CM006001003,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001004,6001004,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001004,Demsa,,CM006001004,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001005,6001005,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001005,Garoua 1er,,CM006001005,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001006,6001006,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001006,Garoua 2e,,CM006001006,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001007,6001007,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001007,Garoua 3e,,CM006001007,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001008,6001008,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001008,Lagdo,,CM006001008,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001009,6001009,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001009,Mayo-Hourna,,CM006001009,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001010,6001010,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001010,Pitoa,,CM006001010,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001011,6001011,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001011,Tcheboa,,CM006001011,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6001012,6001012,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6001,1603:45:16:120:3:6001012,Touroua,,CM006001012,,,,,,Bénoué,,CM006001,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6002001,6002001,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6002,1603:45:16:120:3:6002001,Beka,,CM006002001,,,,,,Faro,,CM006002,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6002002,6002002,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6002,1603:45:16:120:3:6002002,Poli,,CM006002002,,,,,,Faro,,CM006002,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6003001,6003001,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6003,1603:45:16:120:3:6003001,Figuil,,CM006003001,,,,,,Mayo-Louti,,CM006003,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6003002,6003002,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6003,1603:45:16:120:3:6003002,Guider,,CM006003002,,,,,,Mayo-Louti,,CM006003,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6003003,6003003,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6003,1603:45:16:120:3:6003003,Mayo-Oulo,,CM006003003,,,,,,Mayo-Louti,,CM006003,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6004001,6004001,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6004,1603:45:16:120:3:6004001,Madingring,,CM006004001,,,,,,Mayo-Rey,,CM006004,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6004002,6004002,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6004,1603:45:16:120:3:6004002,Rey-Bouba,,CM006004002,,,,,,Mayo-Rey,,CM006004,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6004003,6004003,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6004,1603:45:16:120:3:6004003,Tchollire,,CM006004003,,,,,,Mayo-Rey,,CM006004,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:6004004,6004004,1603:45:16:120:0,1603:45:16:120:1:6,1603:45:16:120:2:6004,1603:45:16:120:3:6004004,Touboro,,CM006004004,,,,,,Mayo-Rey,,CM006004,Nord,North,CM006,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7001001,7001001,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7001,1603:45:16:120:3:7001001,Belo,,CM007001001,,,,,,Boyo,,CM007001,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7001002,7001002,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7001,1603:45:16:120:3:7001002,Bum,,CM007001002,,,,,,Boyo,,CM007001,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7001003,7001003,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7001,1603:45:16:120:3:7001003,Fundong,,CM007001003,,,,,,Boyo,,CM007001,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7001004,7001004,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7001,1603:45:16:120:3:7001004,Njinikom,,CM007001004,,,,,,Boyo,,CM007001,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7002001,7002001,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7002,1603:45:16:120:3:7002001,Jakiri,,CM007002001,,,,,,Bui,,CM007002,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7002002,7002002,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7002,1603:45:16:120:3:7002002,Kumbo,,CM007002002,,,,,,Bui,,CM007002,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7002003,7002003,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7002,1603:45:16:120:3:7002003,Mbven,,CM007002003,,,,,,Bui,,CM007002,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7002004,7002004,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7002,1603:45:16:120:3:7002004,Nkum,,CM007002004,,,,,,Bui,,CM007002,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7002005,7002005,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7002,1603:45:16:120:3:7002005,Noni,,CM007002005,,,,,,Bui,,CM007002,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7002006,7002006,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7002,1603:45:16:120:3:7002006,Oku,,CM007002006,,,,,,Bui,,CM007002,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7003001,7003001,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7003,1603:45:16:120:3:7003001,Ako,,CM007003001,,,,,,Donga-Mantung,,CM007003,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7003002,7003002,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7003,1603:45:16:120:3:7003002,Misaje,,CM007003002,,,,,,Donga-Mantung,,CM007003,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7003003,7003003,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7003,1603:45:16:120:3:7003003,Ndu,,CM007003003,,,,,,Donga-Mantung,,CM007003,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7003004,7003004,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7003,1603:45:16:120:3:7003004,Nkambe,,CM007003004,,,,,,Donga-Mantung,,CM007003,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7003005,7003005,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7003,1603:45:16:120:3:7003005,Nwa,,CM007003005,,,,,,Donga-Mantung,,CM007003,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7004001,7004001,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7004,1603:45:16:120:3:7004001,Fungom,,CM007004001,,,,,,Menchum,,CM007004,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7004002,7004002,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7004,1603:45:16:120:3:7004002,Furu-Awa,,CM007004002,,,,,,Menchum,,CM007004,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7004003,7004003,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7004,1603:45:16:120:3:7004003,Menchum-Valley,,CM007004003,,,,,,Menchum,,CM007004,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7004004,7004004,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7004,1603:45:16:120:3:7004004,Wum,,CM007004004,,,,,,Menchum,,CM007004,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7005001,7005001,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7005,1603:45:16:120:3:7005001,Bafut,,CM007005001,,,,,,Mezam,,CM007005,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7005002,7005002,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7005,1603:45:16:120:3:7005002,Bali,,CM007005002,,,,,,Mezam,,CM007005,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7005003,7005003,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7005,1603:45:16:120:3:7005003,Bamenda 1st,,CM007005003,,,,,,Mezam,,CM007005,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
1603:45:16:120:3:7005004,7005004,1603:45:16:120:0,1603:45:16:120:1:7,1603:45:16:120:2:7005,1603:45:16:120:3:7005004,Bamenda 2nd,,CM007005004,,,,,,Mezam,,CM007005,Nord-Ouest,North-West,CM007,Cameroun (le),Cameroon,CM,2018-12-17,2019-02-27,
