#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:591:3:90104,90104,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90104,Guararé Arriba,PA090104,Guarare Arriba,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90105,90105,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90105,Guararé,PA090105,Guarare,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90106,90106,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90106,La Enea,PA090106,La Enea,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90107,90107,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90107,La Pasera,PA090107,La Pasera,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90108,90108,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90108,Las Trancas,PA090108,Las Trancas,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90109,90109,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90109,Llano Abajo,PA090109,Llano Abajo,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90110,90110,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:901,1603:45:16:591:3:90110,Perales,PA090110,,,,Guararé,PA0901,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90201,90201,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90201,Bajo Corral,PA090201,Bajo Corral,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90202,90202,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90202,Bayano,PA090202,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90203,90203,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90203,El Carate,PA090203,El Carate,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90204,90204,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90204,El Cocal,PA090204,El Cocal,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90205,90205,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90205,El Manantial,PA090205,El Manantial,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90206,90206,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90206,El Muñoz,PA090206,El Munoz,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90207,90207,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90207,El Pedregoso,PA090207,El Pedregoso,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90208,90208,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90208,La Laja,PA090208,La Laja,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90209,90209,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90209,La Miel,PA090209,La Miel,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90210,90210,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90210,La Palma,PA090210,La Palma,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90211,90211,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90211,La Tiza,PA090211,La Tiza,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90212,90212,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90212,Las Palmitas,PA090212,Las Palmitas,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90213,90213,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90213,Las Tablas Abajo,PA090213,Las Tablas Abajo,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90214,90214,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90214,Las Tablas,PA090214,Las Tablas,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90215,90215,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90215,Nuario,PA090215,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90216,90216,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90216,Palmira,PA090216,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90217,90217,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90217,Peña Blanca,PA090217,Pena Blanca,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90218,90218,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90218,Río Hondo,PA090218,Rio Hondo,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90219,90219,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90219,San José,PA090219,San Jose,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90220,90220,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90220,San Miguel,PA090220,San Miguel,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90221,90221,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90221,Santo Domingo,PA090221,Santo Domingo,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90222,90222,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90222,Sesteadero,PA090222,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90223,90223,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90223,Valle Rico,PA090223,Valle Rico,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90224,90224,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:902,1603:45:16:591:3:90224,Vallerriquito,PA090224,,,,Las Tablas,PA0902,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90301,90301,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90301,Agua Buena,PA090301,Agua Buena,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90302,90302,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90302,El Guásimo,PA090302,El Guasimo,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90303,90303,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90303,La Colorada,PA090303,La Colorada,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90304,90304,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90304,La Espigadilla,PA090304,La Espigadilla,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90305,90305,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90305,La Villa de Los Santos,PA090305,La Villa de Los Santos,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90306,90306,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90306,Las Cruces,PA090306,Las Cruces,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90307,90307,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90307,Las Guabas,PA090307,Las Guabas,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90308,90308,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90308,Llano Largo,PA090308,Llano Largo,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90309,90309,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90309,Los Angeles,PA090309,Los Angeles,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90310,90310,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90310,Los Olivos,PA090310,Los Olivos,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90311,90311,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90311,Sabanagrande,PA090311,,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90312,90312,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90312,Santa Ana,PA090312,Santa Ana,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90313,90313,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90313,Tres Quebradas,PA090313,Tres Quebradas,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90314,90314,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:903,1603:45:16:591:3:90314,Villa Lourdes,PA090314,Villa Lourdes,,,Los Santos,PA0903,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90401,90401,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90401,Bahía Honda,PA090401,Bahia Honda,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90402,90402,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90402,Bajos de Güera,PA090402,Bajos de Guera,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90403,90403,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90403,Chupá,PA090403,Chupa,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90404,90404,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90404,Corozal,PA090404,,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90405,90405,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90405,El Cedro,PA090405,El Cedro,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90406,90406,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90406,Espino Amarillo,PA090406,Espino Amarillo,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90407,90407,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90407,La Mesa,PA090407,La Mesa,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90408,90408,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90408,Las Palmas,PA090408,Las Palmas,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90409,90409,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90409,Llano de Piedra,PA090409,Llano de Piedra,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90410,90410,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90410,Macaracas,PA090410,,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90411,90411,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:904,1603:45:16:591:3:90411,Mogollón,PA090411,Mogollon,,,Macaracas,PA0904,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90501,90501,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:905,1603:45:16:591:3:90501,Los Asientos,PA090501,Los Asientos,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90502,90502,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:905,1603:45:16:591:3:90502,Mariabé,PA090502,Mariabe,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90503,90503,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:905,1603:45:16:591:3:90503,Oria Arriba,PA090503,Oria Arriba,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90504,90504,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:905,1603:45:16:591:3:90504,Pedasí,PA090504,Pedasi,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90505,90505,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:905,1603:45:16:591:3:90505,Purio,PA090505,,,,Pedasí,PA0905,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90601,90601,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:906,1603:45:16:591:3:90601,El Cañafístulo,PA090601,El Canafistulo,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90602,90602,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:906,1603:45:16:591:3:90602,Lajamina,PA090602,,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90603,90603,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:906,1603:45:16:591:3:90603,Paraíso,PA090603,Paraiso,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90604,90604,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:906,1603:45:16:591:3:90604,Paritilla,PA090604,,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90605,90605,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:906,1603:45:16:591:3:90605,Pocrí,PA090605,Pocri,,,Pocrí,PA0906,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90701,90701,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90701,Altos de Güera,PA090701,Altos de Guera,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90702,90702,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90702,Cañas,PA090702,Canas,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90703,90703,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90703,Cambutal,PA090703,,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90704,90704,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90704,El Bebedero,PA090704,El Bebedero,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90705,90705,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90705,El Cacao,PA090705,El Cacao,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90706,90706,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90706,El Cortezo,PA090706,El Cortezo,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90707,90707,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90707,Flores,PA090707,,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90708,90708,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90708,Guánico,PA090708,Guanico,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90709,90709,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90709,La Tronosa,PA090709,La Tronosa,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:90710,90710,1603:45:16:591:0,1603:45:16:591:1:9,1603:45:16:591:2:907,1603:45:16:591:3:90710,Tonosí,PA090710,Tonosi,,,Tonosí,PA0907,Los Santos,PA09,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100101,100101,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,1603:45:16:591:3:100101,Boca De Balsa,PA100101,Boca De Balsa,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100102,100102,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,1603:45:16:591:3:100102,Camarón Arriba,PA100102,Camaron Arriba,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100103,100103,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,1603:45:16:591:3:100103,Cerro Banco,PA100103,Cerro Banco,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100104,100104,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,1603:45:16:591:3:100104,Cerro De Patena,PA100104,Cerro De Patena,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100105,100105,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,1603:45:16:591:3:100105,Emplanada de Chorcha,PA100105,Emplanada de Chorcha,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100106,100106,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,1603:45:16:591:3:100106,Nämnoni,PA100106,Namnoni,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100107,100107,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,1603:45:16:591:3:100107,Niba,PA100107,,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100108,100108,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1001,1603:45:16:591:3:100108,Soloy,PA100108,,,,Besiko,PA1001,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100201,100201,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,1603:45:16:591:3:100201,Cascabel,PA100201,,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100202,100202,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,1603:45:16:591:3:100202,Hato Corotú,PA100202,Hato Corotu,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100203,100203,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,1603:45:16:591:3:100203,Hato Culantro,PA100203,Hato Culantro,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100204,100204,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,1603:45:16:591:3:100204,Hato Jobo,PA100204,Hato Jobo,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100205,100205,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,1603:45:16:591:3:100205,Hato Julí,PA100205,Hato Juli,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100206,100206,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,1603:45:16:591:3:100206,Hato Pilón,PA100206,Hato Pilon,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100207,100207,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,1603:45:16:591:3:100207,Quebrada de Loro,PA100207,Quebrada de Loro,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100208,100208,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1002,1603:45:16:591:3:100208,Salto Dupí,PA100208,Salto Dupi,,,Mironó,PA1002,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100301,100301,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100301,Alto Caballero,PA100301,Alto Caballero,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100302,100302,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100302,Bakama,PA100302,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100303,100303,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100303,Cerro Caña,PA100303,Cerro Cana,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100304,100304,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100304,Cerro Puerco,PA100304,Cerro Puerco,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100305,100305,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100305,Chichica,PA100305,,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
1603:45:16:591:3:100306,100306,1603:45:16:591:0,1603:45:16:591:1:10,1603:45:16:591:2:1003,1603:45:16:591:3:100306,Krüa,PA100306,Krua,,,Müna,PA1003,Ngöbe Buglé,PA10,Panamá,PA,2020-06-15,2021-10-27,
