#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5003,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm3+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:231:3:10505,10505,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:105,1603:45:16:231:3:10505,May Kadra,ET010505,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10506,10506,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:105,1603:45:16:231:3:10506,Dansha town,ET010506,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10507,10507,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:105,1603:45:16:231:3:10507,Awra (TG),ET010507,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10508,10508,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:105,1603:45:16:231:3:10508,Korarit,ET010508,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10509,10509,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:105,1603:45:16:231:3:10509,May Gaba,ET010509,,,,Western,ET0105,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10601,10601,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:106,1603:45:16:231:3:10601,Saharti,ET010601,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10602,10602,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:106,1603:45:16:231:3:10602,Enderta,ET010602,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10603,10603,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:106,1603:45:16:231:3:10603,Hintalo,ET010603,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10604,10604,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:106,1603:45:16:231:3:10604,Degua Temben,ET010604,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10605,10605,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:106,1603:45:16:231:3:10605,Hagere Selam town,ET010605,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10606,10606,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:106,1603:45:16:231:3:10606,Samre,ET010606,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10607,10607,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:106,1603:45:16:231:3:10607,Adigudom,ET010607,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10608,10608,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:106,1603:45:16:231:3:10608,Wajirat,ET010608,,,,South Eastern,ET0106,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:10701,10701,1603:45:16:231:0,1603:45:16:231:1:1,1603:45:16:231:2:107,1603:45:16:231:3:10701,Mekelle,ET010701,,,,Mekelle,ET0107,Tigray,ET01,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20101,20101,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20101,Dubti,ET020101,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20102,20102,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20102,Elidar,ET020102,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20103,20103,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20103,Asayita,ET020103,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20104,20104,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20104,Afambo,ET020104,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20105,20105,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20105,Mile,ET020105,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20106,20106,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20106,Chifra,ET020106,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20107,20107,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20107,Dubti town,ET020107,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20108,20108,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20108,Kori,ET020108,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20109,20109,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20109,Adar,ET020109,,Adaar,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20110,20110,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20110,Gerani,ET020110,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20111,20111,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20111,Asayita town,ET020111,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20198,20198,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:201,1603:45:16:231:3:20198,Samera Logiya town,ET020198,,,,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20201,20201,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20201,Erebti,ET020201,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20202,20202,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20202,Kunneba,ET020202,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20203,20203,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20203,Abaala,ET020203,,Aba Ala,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20204,20204,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20204,Megale,ET020204,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20205,20205,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20205,Berahile,ET020205,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20206,20206,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20206,Dalol,ET020206,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20207,20207,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20207,Afdera,ET020207,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20208,20208,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20208,Bidu,ET020208,,,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20209,20209,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:202,1603:45:16:231:3:20209,Abaala town,ET020209,,Aba Ala,,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20301,20301,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:203,1603:45:16:231:3:20301,Amibara,ET020301,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20302,20302,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:203,1603:45:16:231:3:20302,Awash,ET020302,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20303,20303,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:203,1603:45:16:231:3:20303,Gewane,ET020303,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20304,20304,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:203,1603:45:16:231:3:20304,Dulecha,ET020304,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20305,20305,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:203,1603:45:16:231:3:20305,Gelalu,ET020305,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20306,20306,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:203,1603:45:16:231:3:20306,Arguba,ET020306,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20307,20307,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:203,1603:45:16:231:3:20307,Hanruka,ET020307,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20396,20396,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:203,1603:45:16:231:3:20396,Awash town,ET020396,,,,Gabi /Zone 3,ET0203,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20401,20401,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:204,1603:45:16:231:3:20401,Awra (AF),ET020401,,,,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20402,20402,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:204,1603:45:16:231:3:20402,Euwa,ET020402,,,,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20403,20403,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:204,1603:45:16:231:3:20403,Teru,ET020403,,,,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20404,20404,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:204,1603:45:16:231:3:20404,Yalo,ET020404,,,,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20405,20405,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:204,1603:45:16:231:3:20405,Gulina,ET020405,,,,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20501,20501,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:205,1603:45:16:231:3:20501,Telalek,ET020501,,,,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20502,20502,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:205,1603:45:16:231:3:20502,Samurobi,ET020502,,Samurobi Gelealo,,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20503,20503,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:205,1603:45:16:231:3:20503,Dawe,ET020503,,,,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20504,20504,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:205,1603:45:16:231:3:20504,Dalefage,ET020504,,,,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:20505,20505,1603:45:16:231:0,1603:45:16:231:1:2,1603:45:16:231:2:205,1603:45:16:231:3:20505,Hadelela,ET020505,,,,Hari /Zone 5,ET0205,Afar,ET02,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30101,30101,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:301,1603:45:16:231:3:30101,Addi Arekay,ET030101,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30102,30102,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:301,1603:45:16:231:3:30102,Beyeda,ET030102,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30103,30103,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:301,1603:45:16:231:3:30103,Janamora,ET030103,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30104,30104,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:301,1603:45:16:231:3:30104,Debark,ET030104,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30105,30105,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:301,1603:45:16:231:3:30105,Dabat,ET030105,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30106,30106,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:301,1603:45:16:231:3:30106,Dabat town,ET030106,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30119,30119,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:301,1603:45:16:231:3:30119,Telemt,ET030119,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30198,30198,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:301,1603:45:16:231:3:30198,Debark town,ET030198,,,,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30201,30201,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30201,Ebenat,ET030201,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30202,30202,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30202,Libokemekem,ET030202,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30203,30203,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30203,Fogera,ET030203,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30204,30204,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30204,Farta,ET030204,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30205,30205,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30205,Lay Gayint,ET030205,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30206,30206,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30206,Tach Gayint,ET030206,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30207,30207,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30207,Semada,ET030207,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30208,30208,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30208,East Esite,ET030208,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30209,30209,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30209,Dera (AM),ET030209,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30210,30210,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30210,Debre Tabor town,ET030210,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30211,30211,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30211,Andabet/ West Esite,ET030211,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30212,30212,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30212,Guna Begemider,ET030212,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30213,30213,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30213,Mena Meketewa,ET030213,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30214,30214,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30214,Sede Muja,ET030214,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30215,30215,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30215,Nefas Mewicha town,ET030215,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30216,30216,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30216,Wegeda town,ET030216,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30217,30217,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30217,Ebenat town,ET030217,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30218,30218,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30218,Hamusit town,ET030218,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30293,30293,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30293,Woreta town,ET030293,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30298,30298,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30298,Mekan Eyesuse,ET030298,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30299,30299,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:302,1603:45:16:231:3:30299,Adiss Zemen town,ET030299,,,,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30301,30301,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30301,Bugna,ET030301,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30302,30302,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30302,Raya Kobo,ET030302,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30303,30303,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30303,Gidan,ET030303,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30304,30304,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30304,Meket,ET030304,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30305,30305,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30305,Wadla,ET030305,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30306,30306,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30306,Hara town,ET030306,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30307,30307,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30307,Guba Lafto,ET030307,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30308,30308,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30308,Habru,ET030308,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30309,30309,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30309,Woldiya town,ET030309,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30310,30310,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30310,Lasta,ET030310,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30311,30311,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30311,Dawunt,ET030311,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30312,30312,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30312,Gazo,ET030312,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30313,30313,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30313,Angot,ET030313,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30314,30314,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30314,Filakit town,ET030314,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30315,30315,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30315,Gashena town,ET030315,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30397,30397,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30397,Mersa town,ET030397,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30398,30398,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30398,Lalibela town,ET030398,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30399,30399,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:303,1603:45:16:231:3:30399,Kobo town,ET030399,,,,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
1603:45:16:231:3:30401,30401,1603:45:16:231:0,1603:45:16:231:1:3,1603:45:16:231:2:304,1603:45:16:231:3:30401,Argoba,ET030401,,,,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,2020-10-13,2021-12-16,
