#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm3+code+v_numerodinatio,#adm3+name+i_por+is_latn,#adm3+name+i_eng+is_latn,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_por+is_latn,#adm3+name+alt2+i_por+is_latn,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm2+name+i_por+is_latn,#adm2+name+i_eng+is_latn,#adm2+code+v_pcode,#adm1+name+i_por+is_latn,#adm1+name+i_eng+is_latn,#adm1+code+v_pcode,#country+name+i_por+is_latn,#country+name+i_eng+is_latn,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:508:3:21102,21102,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:211,1603:45:16:508:3:21102,Chidenguele,,MZ021102,,,,,,Mandlakaze,,MZ0211,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21103,21103,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:211,1603:45:16:508:3:21103,Macuacua,,MZ021103,,,,,,Mandlakaze,,MZ0211,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21104,21104,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:211,1603:45:16:508:3:21104,Mandlakaze,,MZ021104,,,,,,Mandlakaze,,MZ0211,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21105,21105,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:211,1603:45:16:508:3:21105,Xhalala,,MZ021105,,,,,,Mandlakaze,,MZ0211,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21201,21201,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:212,1603:45:16:508:3:21201,Mapai,,MZ021201,,,,,,Mapai,,MZ0212,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21301,21301,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:213,1603:45:16:508:3:21301,Massangena,,MZ021301,,,,,,Massangena,,MZ0213,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21302,21302,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:213,1603:45:16:508:3:21302,Mavue,,MZ021302,,,,,,Massangena,,MZ0213,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21401,21401,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:214,1603:45:16:508:3:21401,Massingir,,MZ021401,,,,,,Massingir,,MZ0214,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21402,21402,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:214,1603:45:16:508:3:21402,Mavodze,,MZ021402,,,,,,Massingir,,MZ0214,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:21403,21403,1603:45:16:508:0,1603:45:16:508:1:2,1603:45:16:508:2:214,1603:45:16:508:3:21403,Zulo,,MZ021403,,,,,,Massingir,,MZ0214,Gaza,,MZ02,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30101,30101,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:301,1603:45:16:508:3:30101,Cidade De Inhambane,,MZ030101,,,,,,Cidade De Inhambane,,MZ0301,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30201,30201,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:302,1603:45:16:508:3:30201,Funhalouro,,MZ030201,,,,,,Funhalouro,,MZ0302,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30202,30202,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:302,1603:45:16:508:3:30202,Tome,,MZ030202,,,,,,Funhalouro,,MZ0302,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30301,30301,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:303,1603:45:16:508:3:30301,Nova Mambone,,MZ030301,,,,,,Govuro,,MZ0303,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30302,30302,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:303,1603:45:16:508:3:30302,Save,,MZ030302,,,,,,Govuro,,MZ0303,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30401,30401,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:304,1603:45:16:508:3:30401,Homoine,,MZ030401,,,,,,Homoine,,MZ0304,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30402,30402,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:304,1603:45:16:508:3:30402,Pembe,,MZ030402,,,,,,Homoine,,MZ0304,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30501,30501,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:305,1603:45:16:508:3:30501,Inharrime,,MZ030501,,,,,,Inharrime,,MZ0305,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30502,30502,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:305,1603:45:16:508:3:30502,Mocumbi,,MZ030502,,,,,,Inharrime,,MZ0305,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30601,30601,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:306,1603:45:16:508:3:30601,Bazaruto,,MZ030601,,,,,,Inhassoro,,MZ0306,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30602,30602,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:306,1603:45:16:508:3:30602,Inhassoro,,MZ030602,,,,,,Inhassoro,,MZ0306,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30701,30701,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:307,1603:45:16:508:3:30701,Cumbana,,MZ030701,,,,,,Jangamo,,MZ0307,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30702,30702,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:307,1603:45:16:508:3:30702,Jangamo,,MZ030702,,,,,,Jangamo,,MZ0307,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30801,30801,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:308,1603:45:16:508:3:30801,Mabote,,MZ030801,,,,,,Mabote,,MZ0308,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30802,30802,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:308,1603:45:16:508:3:30802,Zimane,,MZ030802,,,,,,Mabote,,MZ0308,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30803,30803,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:308,1603:45:16:508:3:30803,Zinave,,MZ030803,,,,,,Mabote,,MZ0308,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30901,30901,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:309,1603:45:16:508:3:30901,Chicomo,,MZ030901,,,,,,Massinga,,MZ0309,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:30902,30902,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:309,1603:45:16:508:3:30902,Massinga,,MZ030902,,,,,,Massinga,,MZ0309,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31001,31001,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:310,1603:45:16:508:3:31001,Maxixe,,MZ031001,,,,,,Maxixe,,MZ0310,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31101,31101,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:311,1603:45:16:508:3:31101,Morrumbene,,MZ031101,,,,,,Morrumbene,,MZ0311,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31102,31102,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:311,1603:45:16:508:3:31102,Mucoduene,,MZ031102,,,,,,Morrumbene,,MZ0311,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31201,31201,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:312,1603:45:16:508:3:31201,Mawayela,,MZ031201,,,,,,Panda,,MZ0312,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31202,31202,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:312,1603:45:16:508:3:31202,Panda,,MZ031202,,,,,,Panda,,MZ0312,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31203,31203,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:312,1603:45:16:508:3:31203,Urrene,,MZ031203,,,,,,Panda,,MZ0312,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31301,31301,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:313,1603:45:16:508:3:31301,Mapinhane,,MZ031301,,,,,,Vilankulo,,MZ0313,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31302,31302,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:313,1603:45:16:508:3:31302,Vilankulo,,MZ031302,,,,,,Vilankulo,,MZ0313,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31401,31401,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:314,1603:45:16:508:3:31401,Quissico,,MZ031401,,,,,,Zavala,,MZ0314,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:31402,31402,1603:45:16:508:0,1603:45:16:508:1:3,1603:45:16:508:2:314,1603:45:16:508:3:31402,Zandamela,,MZ031402,,,,,,Zavala,,MZ0314,Inhambane,,MZ03,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40101,40101,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:401,1603:45:16:508:3:40101,Catandica,,MZ040101,,,,,,Barue,,MZ0401,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40102,40102,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:401,1603:45:16:508:3:40102,Choa,,MZ040102,,,,,,Barue,,MZ0401,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40103,40103,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:401,1603:45:16:508:3:40103,Nhampassa,,MZ040103,,,,,,Barue,,MZ0401,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40201,40201,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:402,1603:45:16:508:3:40201,Cidade De Chimoio,,MZ040201,,,,,,Cidade De Chimoio,,MZ0402,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40301,40301,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:403,1603:45:16:508:3:40301,Amatongas,,MZ040301,,,,,,Gondola,,MZ0403,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40302,40302,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:403,1603:45:16:508:3:40302,Cafumpe,,MZ040302,,,,,,Gondola,,MZ0403,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40303,40303,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:403,1603:45:16:508:3:40303,Gondola,,MZ040303,,,,,,Gondola,,MZ0403,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40304,40304,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:403,1603:45:16:508:3:40304,Inchope,,MZ040304,,,,,,Gondola,,MZ0403,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40401,40401,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:404,1603:45:16:508:3:40401,Guro,,MZ040401,,,,,,Guro,,MZ0404,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40402,40402,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:404,1603:45:16:508:3:40402,Mandie,,MZ040402,,,,,,Guro,,MZ0404,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40403,40403,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:404,1603:45:16:508:3:40403,Mungari,,MZ040403,,,,,,Guro,,MZ0404,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40404,40404,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:404,1603:45:16:508:3:40404,Nhamassonge,,MZ040404,,,,,,Guro,,MZ0404,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40501,40501,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:405,1603:45:16:508:3:40501,Macate,,MZ040501,,,,,,Macate,,MZ0405,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40502,40502,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:405,1603:45:16:508:3:40502,Zembe,,MZ040502,,,,,,Macate,,MZ0405,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40601,40601,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:406,1603:45:16:508:3:40601,Chitobe,,MZ040601,,,,,,Machaze,,MZ0406,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40602,40602,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:406,1603:45:16:508:3:40602,Save,,MZ040602,,,,,,Machaze,,MZ0406,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40701,40701,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:407,1603:45:16:508:3:40701,Macossa,,MZ040701,,,,,,Macossa,,MZ0407,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40702,40702,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:407,1603:45:16:508:3:40702,Nguawala,,MZ040702,,,,,,Macossa,,MZ0407,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40703,40703,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:407,1603:45:16:508:3:40703,Nhamagua,,MZ040703,,,,,,Macossa,,MZ0407,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40801,40801,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:408,1603:45:16:508:3:40801,Machipanda,,MZ040801,,,,,,Manica,,MZ0408,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40802,40802,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:408,1603:45:16:508:3:40802,Manica,,MZ040802,,,,,,Manica,,MZ0408,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40803,40803,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:408,1603:45:16:508:3:40803,Mavonde,,MZ040803,,,,,,Manica,,MZ0408,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40804,40804,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:408,1603:45:16:508:3:40804,Messica,,MZ040804,,,,,,Manica,,MZ0408,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40901,40901,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:409,1603:45:16:508:3:40901,Chiurairue,,MZ040901,,,,,,Mossurize,,MZ0409,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40902,40902,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:409,1603:45:16:508:3:40902,Dacata,,MZ040902,,,,,,Mossurize,,MZ0409,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:40903,40903,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:409,1603:45:16:508:3:40903,Espungabera,,MZ040903,,,,,,Mossurize,,MZ0409,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41001,41001,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:410,1603:45:16:508:3:41001,Dombe,,MZ041001,,,,,,Sussundenga,,MZ0410,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41002,41002,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:410,1603:45:16:508:3:41002,Muoha,,MZ041002,,,,,,Sussundenga,,MZ0410,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41003,41003,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:410,1603:45:16:508:3:41003,Rotanda,,MZ041003,,,,,,Sussundenga,,MZ0410,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41004,41004,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:410,1603:45:16:508:3:41004,Sussundenga,,MZ041004,,,,,,Sussundenga,,MZ0410,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41101,41101,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:411,1603:45:16:508:3:41101,Bazua,,MZ041101,,,,,,Tambara,,MZ0411,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41102,41102,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:411,1603:45:16:508:3:41102,Nhacafula,,MZ041102,,,,,,Tambara,,MZ0411,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41103,41103,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:411,1603:45:16:508:3:41103,Nhacolo,,MZ041103,,,,,,Tambara,,MZ0411,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41201,41201,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:412,1603:45:16:508:3:41201,Matsinho,,MZ041201,,,,,,Vanduzi,,MZ0412,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:41202,41202,1603:45:16:508:0,1603:45:16:508:1:4,1603:45:16:508:2:412,1603:45:16:508:3:41202,Vanduzi,,MZ041202,,,,,,Vanduzi,,MZ0412,Manica,,MZ04,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50101,50101,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:501,1603:45:16:508:3:50101,Boane,,MZ050101,,,,,,Boane,,MZ0501,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50102,50102,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:501,1603:45:16:508:3:50102,Matola Rio,,MZ050102,,,,,,Boane,,MZ0501,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50201,50201,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:502,1603:45:16:508:3:50201,Cidade Da Matola,,MZ050201,,,,,,Cidade Da Matola,,MZ0502,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50301,50301,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:503,1603:45:16:508:3:50301,Magude,,MZ050301,,,,,,Magude,,MZ0503,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50302,50302,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:503,1603:45:16:508:3:50302,Mahele,,MZ050302,,,,,,Magude,,MZ0503,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50303,50303,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:503,1603:45:16:508:3:50303,Mapulanguene,,MZ050303,,,,,,Magude,,MZ0503,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50304,50304,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:503,1603:45:16:508:3:50304,Motaze,,MZ050304,,,,,,Magude,,MZ0503,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50305,50305,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:503,1603:45:16:508:3:50305,Panjane,,MZ050305,,,,,,Magude,,MZ0503,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50401,50401,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:504,1603:45:16:508:3:50401,Calanga,,MZ050401,,,,,,Manhiça,,MZ0504,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50402,50402,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:504,1603:45:16:508:3:50402,Ilha Josina Machel,,MZ050402,,,,,,Manhiça,,MZ0504,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50403,50403,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:504,1603:45:16:508:3:50403,Maluana,,MZ050403,,,,,,Manhiça,,MZ0504,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50404,50404,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:504,1603:45:16:508:3:50404,Manhiça,,MZ050404,Manhica,,,,,Manhiça,,MZ0504,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50405,50405,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:504,1603:45:16:508:3:50405,Palmeira,,MZ050405,,,,,,Manhiça,,MZ0504,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50406,50406,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:504,1603:45:16:508:3:50406,Xinavane,,MZ050406,,,,,,Manhiça,,MZ0504,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50501,50501,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:505,1603:45:16:508:3:50501,Machubo,,MZ050501,,,,,,Marracuene,,MZ0505,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50502,50502,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:505,1603:45:16:508:3:50502,Marracuene,,MZ050502,,,,,,Marracuene,,MZ0505,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50601,50601,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:506,1603:45:16:508:3:50601,Bela Vista,,MZ050601,,,,,,Matutuine,,MZ0506,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50602,50602,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:506,1603:45:16:508:3:50602,Catuane,,MZ050602,,,,,,Matutuine,,MZ0506,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50603,50603,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:506,1603:45:16:508:3:50603,Mugazine,,MZ050603,,,,,,Matutuine,,MZ0506,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50604,50604,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:506,1603:45:16:508:3:50604,Ndelane,,MZ050604,,,,,,Matutuine,,MZ0506,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50605,50605,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:506,1603:45:16:508:3:50605,Zitundo,,MZ050605,,,,,,Matutuine,,MZ0506,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50701,50701,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:507,1603:45:16:508:3:50701,Moamba,,MZ050701,,,,,,Moamba,,MZ0507,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
1603:45:16:508:3:50702,50702,1603:45:16:508:0,1603:45:16:508:1:5,1603:45:16:508:2:507,1603:45:16:508:3:50702,Pessene,,MZ050702,,,,,,Moamba,,MZ0507,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2021-03-24,
