#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:218:2:1203,1203,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1203,Montalvo,EC1203,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1204,1204,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1204,Puebloviejo,EC1204,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1205,1205,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1205,Quevedo,EC1205,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1206,1206,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1206,Urdaneta,EC1206,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1207,1207,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1207,Ventanas,EC1207,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1208,1208,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1208,Vinces,EC1208,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1209,1209,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1209,Palenque,EC1209,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1210,1210,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1210,Buena Fe,EC1210,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1211,1211,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1211,Valencia,EC1211,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1212,1212,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1212,Mocache,EC1212,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1213,1213,1603:45:16:218:0,1603:45:16:218:1:12,1603:45:16:218:2:1213,Quinsaloma,EC1213,,,,Los Rios,EC12,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1301,1301,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1301,Portoviejo,EC1301,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1302,1302,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1302,Bolivar,EC1302,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1303,1303,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1303,Chone,EC1303,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1304,1304,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1304,El Carmen,EC1304,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1305,1305,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1305,Flavio Alfaro,EC1305,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1306,1306,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1306,Jipijapa,EC1306,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1307,1307,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1307,Junin,EC1307,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1308,1308,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1308,Manta,EC1308,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1309,1309,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1309,Montecristi,EC1309,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1310,1310,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1310,Pajan,EC1310,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1311,1311,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1311,Pichincha,EC1311,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1312,1312,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1312,Rocafuerte,EC1312,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1313,1313,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1313,Santa Ana,EC1313,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1314,1314,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1314,Sucre,EC1314,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1315,1315,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1315,Tosagua,EC1315,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1316,1316,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1316,24 de Mayo,EC1316,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1317,1317,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1317,Pedernales,EC1317,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1318,1318,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1318,Olmedo,EC1318,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1319,1319,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1319,Puerto Lopez,EC1319,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1320,1320,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1320,Jama,EC1320,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1321,1321,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1321,Jaramijo,EC1321,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1322,1322,1603:45:16:218:0,1603:45:16:218:1:13,1603:45:16:218:2:1322,San Vicente,EC1322,,,,Manabi,EC13,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1401,1401,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1401,Morona,EC1401,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1402,1402,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1402,Gualaquiza,EC1402,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1403,1403,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1403,Limon Indanza,EC1403,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1404,1404,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1404,Palora,EC1404,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1405,1405,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1405,Santiago,EC1405,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1406,1406,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1406,Sucua,EC1406,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1407,1407,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1407,Huamboya,EC1407,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1408,1408,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1408,San Juan Bosco,EC1408,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1409,1409,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1409,Taisha,EC1409,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1410,1410,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1410,Logroðo,EC1410,Logrono,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1411,1411,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1411,Pablo Sexto,EC1411,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1412,1412,1603:45:16:218:0,1603:45:16:218:1:14,1603:45:16:218:2:1412,Tiwintza,EC1412,,,,Morona Santiago,EC14,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1501,1501,1603:45:16:218:0,1603:45:16:218:1:15,1603:45:16:218:2:1501,Tena,EC1501,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1503,1503,1603:45:16:218:0,1603:45:16:218:1:15,1603:45:16:218:2:1503,Archidona,EC1503,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1504,1504,1603:45:16:218:0,1603:45:16:218:1:15,1603:45:16:218:2:1504,El Chaco,EC1504,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1507,1507,1603:45:16:218:0,1603:45:16:218:1:15,1603:45:16:218:2:1507,Quijos,EC1507,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1509,1509,1603:45:16:218:0,1603:45:16:218:1:15,1603:45:16:218:2:1509,Carlos Julio Arosemena Tola,EC1509,,,,Napo,EC15,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1601,1601,1603:45:16:218:0,1603:45:16:218:1:16,1603:45:16:218:2:1601,Pastaza,EC1601,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1602,1602,1603:45:16:218:0,1603:45:16:218:1:16,1603:45:16:218:2:1602,Mera,EC1602,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1603,1603,1603:45:16:218:0,1603:45:16:218:1:16,1603:45:16:218:2:1603,Santa Clara,EC1603,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1604,1604,1603:45:16:218:0,1603:45:16:218:1:16,1603:45:16:218:2:1604,Arajuno,EC1604,,,,Pastaza,EC16,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1701,1701,1603:45:16:218:0,1603:45:16:218:1:17,1603:45:16:218:2:1701,Quito,EC1701,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1702,1702,1603:45:16:218:0,1603:45:16:218:1:17,1603:45:16:218:2:1702,Cayambe,EC1702,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1703,1703,1603:45:16:218:0,1603:45:16:218:1:17,1603:45:16:218:2:1703,Mejia,EC1703,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1704,1704,1603:45:16:218:0,1603:45:16:218:1:17,1603:45:16:218:2:1704,Pedro Moncayo,EC1704,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1705,1705,1603:45:16:218:0,1603:45:16:218:1:17,1603:45:16:218:2:1705,Rumiðahui,EC1705,Ruminahui,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1707,1707,1603:45:16:218:0,1603:45:16:218:1:17,1603:45:16:218:2:1707,San Miguel de Los Bancos,EC1707,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1708,1708,1603:45:16:218:0,1603:45:16:218:1:17,1603:45:16:218:2:1708,Pedro Vicente Maldonado,EC1708,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1709,1709,1603:45:16:218:0,1603:45:16:218:1:17,1603:45:16:218:2:1709,Puerto Quito,EC1709,,,,Pichincha,EC17,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1801,1801,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1801,Ambato,EC1801,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1802,1802,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1802,Baños de Agua Santa,EC1802,Banos de Agua Santa,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1803,1803,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1803,Cevallos,EC1803,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1804,1804,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1804,Mocha,EC1804,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1805,1805,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1805,Patate,EC1805,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1806,1806,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1806,Quero,EC1806,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1807,1807,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1807,San Pedro de Pelileo,EC1807,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1808,1808,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1808,Santiago de Pillaro,EC1808,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1809,1809,1603:45:16:218:0,1603:45:16:218:1:18,1603:45:16:218:2:1809,Tisaleo,EC1809,,,,Tungurahua,EC18,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1901,1901,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1901,Zamora,EC1901,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1902,1902,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1902,Chinchipe,EC1902,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1903,1903,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1903,Nangaritza,EC1903,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1904,1904,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1904,Yacuambi,EC1904,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1905,1905,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1905,Yantzaza,EC1905,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1906,1906,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1906,El Pangui,EC1906,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1907,1907,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1907,Centinela del Condor,EC1907,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1908,1908,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1908,Palanda,EC1908,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:1909,1909,1603:45:16:218:0,1603:45:16:218:1:19,1603:45:16:218:2:1909,Paquisha,EC1909,,,,Zamora Chinchipe,EC19,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2001,2001,1603:45:16:218:0,1603:45:16:218:1:20,1603:45:16:218:2:2001,San Cristobal,EC2001,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2002,2002,1603:45:16:218:0,1603:45:16:218:1:20,1603:45:16:218:2:2002,Isabela,EC2002,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2003,2003,1603:45:16:218:0,1603:45:16:218:1:20,1603:45:16:218:2:2003,Santa Cruz,EC2003,,,,Galapagos,EC20,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2101,2101,1603:45:16:218:0,1603:45:16:218:1:21,1603:45:16:218:2:2101,Lago Agrio,EC2101,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2102,2102,1603:45:16:218:0,1603:45:16:218:1:21,1603:45:16:218:2:2102,Gonzalo Pizarro,EC2102,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2103,2103,1603:45:16:218:0,1603:45:16:218:1:21,1603:45:16:218:2:2103,Putumayo,EC2103,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2104,2104,1603:45:16:218:0,1603:45:16:218:1:21,1603:45:16:218:2:2104,Shushufindi,EC2104,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2105,2105,1603:45:16:218:0,1603:45:16:218:1:21,1603:45:16:218:2:2105,Sucumbios,EC2105,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2106,2106,1603:45:16:218:0,1603:45:16:218:1:21,1603:45:16:218:2:2106,Cascales,EC2106,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2107,2107,1603:45:16:218:0,1603:45:16:218:1:21,1603:45:16:218:2:2107,Cuyabeno,EC2107,,,,Sucumbios,EC21,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2201,2201,1603:45:16:218:0,1603:45:16:218:1:22,1603:45:16:218:2:2201,Orellana,EC2201,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2202,2202,1603:45:16:218:0,1603:45:16:218:1:22,1603:45:16:218:2:2202,Aguarico,EC2202,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2203,2203,1603:45:16:218:0,1603:45:16:218:1:22,1603:45:16:218:2:2203,La Joya de los Sachas,EC2203,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2204,2204,1603:45:16:218:0,1603:45:16:218:1:22,1603:45:16:218:2:2204,Loreto,EC2204,,,,Orellana,EC22,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2301,2301,1603:45:16:218:0,1603:45:16:218:1:23,1603:45:16:218:2:2301,Santo Domingo,EC2301,,,,Santo Domingo de los Tsachilas,EC23,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2401,2401,1603:45:16:218:0,1603:45:16:218:1:24,1603:45:16:218:2:2401,Santa Elena,EC2401,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2402,2402,1603:45:16:218:0,1603:45:16:218:1:24,1603:45:16:218:2:2402,La Libertad,EC2402,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:2403,2403,1603:45:16:218:0,1603:45:16:218:1:24,1603:45:16:218:2:2403,Salinas,EC2403,,,,Santa Elena,EC24,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:9001,9001,1603:45:16:218:0,1603:45:16:218:1:90,1603:45:16:218:2:9001,Las Golondrinas,EC9001,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:9003,9003,1603:45:16:218:0,1603:45:16:218:1:90,1603:45:16:218:2:9003,Manga del Cura,EC9003,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-31,
1603:45:16:218:2:9004,9004,1603:45:16:218:0,1603:45:16:218:1:90,1603:45:16:218:2:9004,El Piedrero,EC9004,,,,Zona No Delimitada,EC90,Ecuador (el),EC,2018-12-17,2019-07-31,
