#item+conceptum+numerordinatio,#item+conceptum+codicem,#adm3+name+i_eng+is_latn,#adm3+name+i_tha+is_thai,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_eng+is_latn,#adm3+name+alt2+i_eng+is_latn,#adm3+name+alt1+i_tha+is_thai,#adm3+name+alt2+i_tha+is_thai,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wikip297,#item+rem+i_qcc+is_zxxx+ix_wikip577,#item+rem+i_qcc+is_zxxx+ix_wikip813,#item+rem+i_qcc+is_zxxx+ix_wikip2669
1603:45:16:764:3:210201,210201,Samnak Thon,สำนักท้อน,TH210201,,,,,,Ban Chang,บ้านฉาง,TH2102,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210202,210202,Phla,พลา,TH210202,,,,,,Ban Chang,บ้านฉาง,TH2102,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210203,210203,Ban Chang,บ้านฉาง,TH210203,,,,,,Ban Chang,บ้านฉาง,TH2102,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210301,210301,Thang Kwian,ทางเกวียน,TH210301,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210302,210302,Wang Wa,วังหว้า,TH210302,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210303,210303,Chak Don,ชากโดน,TH210303,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210304,210304,Noen Kho,เนินฆ้อ,TH210304,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210305,210305,Kram,กร่ำ,TH210305,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210306,210306,Chak Phong,ชากพง,TH210306,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210307,210307,Krasae Bon,กระแสบน,TH210307,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210308,210308,Ban Na,บ้านนา,TH210308,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210309,210309,Thung Khwai Kin,ทุ่งควายกิน,TH210309,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210310,210310,Kong Din,กองดิน,TH210310,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210311,210311,Khlong Pun,คลองปูน,TH210311,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210312,210312,Phang Rat,พังราด,TH210312,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210313,210313,Pak Nam Krasae,ปากน้ำกระแส,TH210313,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210317,210317,Huai Yang,ห้วยยาง,TH210317,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210318,210318,Song Salueng,สองสลึง,TH210318,,,,,,Klaeng,แกลง,TH2103,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210401,210401,Wang Chan,วังจันทร์,TH210401,,,,,,Wang Chan,วังจันทร์,TH2104,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210402,210402,Chum Saeng,ชุมแสง,TH210402,,,,,,Wang Chan,วังจันทร์,TH2104,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210403,210403,Pa Yup Nai,ป่ายุบใน,TH210403,,,,,,Wang Chan,วังจันทร์,TH2104,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210404,210404,Phlong Ta Iam,พลงตาเอี่ยม,TH210404,,,,,,Wang Chan,วังจันทร์,TH2104,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210501,210501,Ban Khai,บ้านค่าย,TH210501,,,,,,Ban Khai,บ้านค่าย,TH2105,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210502,210502,Nong Lalok,หนองละลอก,TH210502,,,,,,Ban Khai,บ้านค่าย,TH2105,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210503,210503,Nong Taphan,หนองตะพาน,TH210503,,,,,,Ban Khai,บ้านค่าย,TH2105,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210504,210504,Ta Khan,ตาขัน,TH210504,,,,,,Ban Khai,บ้านค่าย,TH2105,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210505,210505,Bang But,บางบุตร,TH210505,,,,,,Ban Khai,บ้านค่าย,TH2105,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210506,210506,Nong Bua,หนองบัว,TH210506,,,,,,Ban Khai,บ้านค่าย,TH2105,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210507,210507,Chak Bok,ชากบก,TH210507,,,,,,Ban Khai,บ้านค่าย,TH2105,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210601,210601,Pluak Daeng,ปลวกแดง,TH210601,,,,,,Pluak Daeng,ปลวกแดง,TH2106,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210602,210602,Ta Sit,ตาสิทธิ์,TH210602,,,,,,Pluak Daeng,ปลวกแดง,TH2106,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210603,210603,Lahan,ละหาร,TH210603,,,,,,Pluak Daeng,ปลวกแดง,TH2106,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210604,210604,Maenam Khu,แม่น้ำคู้,TH210604,,,,,,Pluak Daeng,ปลวกแดง,TH2106,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210605,210605,Map Yang Phon,มาบยางพร,TH210605,,,,,,Pluak Daeng,ปลวกแดง,TH2106,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210606,210606,Nong Rai,หนองไร่,TH210606,,,,,,Pluak Daeng,ปลวกแดง,TH2106,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210701,210701,Nam Pen,น้ำเป็น,TH210701,,,,,,Khao Chamao,เขาชะเมา,TH2107,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210702,210702,Huai Thap Mon,ห้วยทับมอญ,TH210702,,,,,,Khao Chamao,เขาชะเมา,TH2107,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210703,210703,Cham Kho,ชำฆ้อ,TH210703,,,,,,Khao Chamao,เขาชะเมา,TH2107,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210704,210704,Khao Noi,เขาน้อย,TH210704,,,,,,Khao Chamao,เขาชะเมา,TH2107,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210801,210801,Nikhom Phatthana,นิคมพัฒนา,TH210801,,,,,,Nikhom Phatthana,นิคมพัฒนา,TH2108,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210802,210802,Map Kha,มาบข่า,TH210802,,,,,,Nikhom Phatthana,นิคมพัฒนา,TH2108,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210803,210803,Phana Nikhom,พนานิคม,TH210803,,,,,,Nikhom Phatthana,นิคมพัฒนา,TH2108,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:210804,210804,Makham Khu,มะขามคู่,TH210804,,,,,,Nikhom Phatthana,นิคมพัฒนา,TH2108,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220101,220101,Talat,ตลาด,TH220101,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220102,220102,Wat Mai,วัดใหม่,TH220102,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220103,220103,Khlong Narai,คลองนารายณ์,TH220103,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220104,220104,Ko Khwang,เกาะขวาง,TH220104,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220105,220105,Kom Bang,คมบาง,TH220105,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220106,220106,Tha Chang,ท่าช้าง,TH220106,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220107,220107,Chanthanimit,จันทนิมิต,TH220107,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220108,220108,Bang Kacha,บางกะจะ,TH220108,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220109,220109,Salaeng,แสลง,TH220109,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220110,220110,Nong Bua,หนองบัว,TH220110,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220111,220111,Phlapphla,พลับพลา,TH220111,,,,,,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220201,220201,Khlung,ขลุง,TH220201,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220202,220202,Bo,บ่อ,TH220202,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220203,220203,Kwian Hak,เกวียนหัก,TH220203,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220204,220204,Tapon,ตะปอน,TH220204,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220205,220205,Bang Chan,บางชัน,TH220205,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220206,220206,Wan Yao,วันยาว,TH220206,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220207,220207,Sueng,ซึ้ง,TH220207,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220208,220208,Map Phai,มาบไพ,TH220208,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220209,220209,Wang Sappharot,วังสรรพรส,TH220209,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220210,220210,Trok Nong,ตรอกนอง,TH220210,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220211,220211,Tok Phrom,ตกพรม,TH220211,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220212,220212,Bo Weru,บ่อเวฬุ,TH220212,,,,,,Khlung,ขลุง,TH2202,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220301,220301,Tha Mai,ท่าใหม่,TH220301,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220302,220302,Yai Ra,ยายร้า,TH220302,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220303,220303,Si Phaya,สีพยา,TH220303,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220304,220304,Bo Phu,บ่อพุ,TH220304,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220305,220305,Phloi Waen,พลอยแหวน,TH220305,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220306,220306,Khao Wua,เขาวัว,TH220306,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220307,220307,Khao Baisi,เขาบายศรี,TH220307,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220308,220308,Song Phi Nong,สองพี่น้อง,TH220308,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220309,220309,Thung Bencha,ทุ่งเบญจา,TH220309,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220311,220311,Ramphan,รำพัน,TH220311,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220312,220312,Khamong,โขมง,TH220312,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220313,220313,Takat Ngao,ตะกาดเง้า,TH220313,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220314,220314,Khlong Khut,คลองขุด,TH220314,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220324,220324,Khao Kaeo,เขาแก้ว,TH220324,,,,,,Tha Mai,ท่าใหม่,TH2203,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220401,220401,Thap Sai,ทับไทร,TH220401,,,,,,Pong Nam Ron,โป่งน้ำร้อน,TH2204,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220402,220402,Pong Nam Ron,โป่งน้ำร้อน,TH220402,,,,,,Pong Nam Ron,โป่งน้ำร้อน,TH2204,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220404,220404,Nong Ta Khong,หนองตาคง,TH220404,,,,,,Pong Nam Ron,โป่งน้ำร้อน,TH2204,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220409,220409,Thep Nimit,เทพนิมิต,TH220409,,,,,,Pong Nam Ron,โป่งน้ำร้อน,TH2204,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220410,220410,Khlong Yai,คลองใหญ่,TH220410,,,,,,Pong Nam Ron,โป่งน้ำร้อน,TH2204,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220501,220501,Makham,มะขาม,TH220501,,,,,,Makham,มะขาม,TH2205,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220502,220502,Tha Luang,ท่าหลวง,TH220502,,,,,,Makham,มะขาม,TH2205,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220503,220503,Patthawi,ปัถวี,TH220503,,,,,,Makham,มะขาม,TH2205,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220504,220504,Wang Saem,วังแซ้ม,TH220504,,,,,,Makham,มะขาม,TH2205,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220506,220506,Chaman,ฉมัน,TH220506,,,,,,Makham,มะขาม,TH2205,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220508,220508,Ang Khiri,อ่างคีรี,TH220508,,,,,,Makham,มะขาม,TH2205,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220601,220601,Pak Nam Laem Sing,ปากน้ำแหลมสิงห์,TH220601,,,,,,Laem Sing,แหลมสิงห์,TH2206,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220602,220602,Ko Proet,เกาะเปริด,TH220602,,,,,,Laem Sing,แหลมสิงห์,TH2206,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220603,220603,Nong Chim,หนองชิ่ม,TH220603,,,,,,Laem Sing,แหลมสิงห์,TH2206,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220604,220604,Phlio,พลิ้ว,TH220604,,,,,,Laem Sing,แหลมสิงห์,TH2206,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220605,220605,Khlong Nam Khem,คลองน้ำเค็ม,TH220605,,,,,,Laem Sing,แหลมสิงห์,TH2206,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220606,220606,Bang Sa Kao,บางสระเก้า,TH220606,,,,,,Laem Sing,แหลมสิงห์,TH2206,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220607,220607,Bang Kachai,บางกะไชย,TH220607,,,,,,Laem Sing,แหลมสิงห์,TH2206,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220701,220701,Patong,ปะตง,TH220701,,,,,,Soi Dao,สอยดาว,TH2207,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220702,220702,Thung Khanan,ทุ่งขนาน,TH220702,,,,,,Soi Dao,สอยดาว,TH2207,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220703,220703,Thap Chang,ทับช้าง,TH220703,,,,,,Soi Dao,สอยดาว,TH2207,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220704,220704,Sai Khao,ทรายขาว,TH220704,,,,,,Soi Dao,สอยดาว,TH2207,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220705,220705,Saton,สะตอน,TH220705,,,,,,Soi Dao,สอยดาว,TH2207,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220801,220801,Kaeng Hang Maeo,แก่งหางแมว,TH220801,,,,,,Kaeng Hang Maeo,แก่งหางแมว,TH2208,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220802,220802,Khun Song,ขุนซ่อง,TH220802,,,,,,Kaeng Hang Maeo,แก่งหางแมว,TH2208,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220803,220803,Sam Phi Nong,สามพี่น้อง,TH220803,,,,,,Kaeng Hang Maeo,แก่งหางแมว,TH2208,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220804,220804,Phawa,พวา,TH220804,,,,,,Kaeng Hang Maeo,แก่งหางแมว,TH2208,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220805,220805,Khao Wongkot,เขาวงกต,TH220805,,,,,,Kaeng Hang Maeo,แก่งหางแมว,TH2208,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220901,220901,Na Yai Am,นายายอาม,TH220901,,,,,,Na Yai Am,นายายอาม,TH2209,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220902,220902,Wang Tanot,วังโตนด,TH220902,,,,,,Na Yai Am,นายายอาม,TH2209,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220903,220903,Krachae,กระแจะ,TH220903,,,,,,Na Yai Am,นายายอาม,TH2209,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220904,220904,Sanam Chai,สนามไชย,TH220904,,,,,,Na Yai Am,นายายอาม,TH2209,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220905,220905,Chang Kham,ช้างข้าม,TH220905,,,,,,Na Yai Am,นายายอาม,TH2209,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:220906,220906,Wang Mai,วังใหม่,TH220906,,,,,,Na Yai Am,นายายอาม,TH2209,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:221001,221001,Chak Thai,ชากไทย,TH221001,,,,,,Khao Khitchakut,เขาคิชฌกูฏ,TH2210,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:221002,221002,Phluang,พลวง,TH221002,,,,,,Khao Khitchakut,เขาคิชฌกูฏ,TH2210,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:221003,221003,Takhian Thong,ตะเคียนทอง,TH221003,,,,,,Khao Khitchakut,เขาคิชฌกูฏ,TH2210,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:221004,221004,Khlong Phlu,คลองพลู,TH221004,,,,,,Khao Khitchakut,เขาคิชฌกูฏ,TH2210,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:3:221005,221005,Chanthakhlem,จันทเขลม,TH221005,,,,,,Khao Khitchakut,เขาคิชฌกูฏ,TH2210,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
