#adm3+name+i_en,#adm3+name+i_sw,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_sw,#adm3+name+alt2+i_sw,#adm2+name+i_en,#adm2+name+i_sw,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_sw,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_sw,#country+code+v_iso2,#date+start,#date+updated,#date+end
Nahukahuka,,TZ0802161,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nyangamara,,TZ0802171,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mandwanga,,TZ0802181,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mnara,,TZ0802191,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chiponda,,TZ0802201,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Pangatena,,TZ0802211,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Longa,,TZ0802221,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Rutamba,,TZ0802231,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Milola,,TZ0802241,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kiwawa,,TZ0802251,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mtumbya,,TZ0802261,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Matimba,,TZ0802271,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nangaru,,TZ0802281,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Majengo,,TZ0802293,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Namangale,,TZ0802301,,,,,,Lindi,,TZ0802,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nambambo,,TZ0803012,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kilimanihewa,,TZ0803023,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ruponda,,TZ0803031,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Minero Miembeni,,TZ0803041,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Namapwia,,TZ0803051,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kipara Mnero,,TZ0803061,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lionja,,TZ0803071,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Namikango,,TZ0803081,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nditi,,TZ0803091,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kilima Rondo,,TZ0803101,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mbondo,,TZ0803111,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kiegei,,TZ0803121,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mkoka,,TZ0803131,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chiola,,TZ0803141,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mpiruka,,TZ0803151,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nangowe,,TZ0803161,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mkotokuyana,,TZ0803171,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Naipanga,,TZ0803183,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Stesheni,,TZ0803191,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Naipingo,,TZ0803201,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mtua,,TZ0803211,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Minerongongo,,TZ0803221,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Matekwe,,TZ0803231,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Marambo,,TZ0803241,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Namatula,,TZ0803251,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ndomoni,,TZ0803261,,,,,,Nachingwea,,TZ0803,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Liwale Mjini,,TZ0804013,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mihumo,,TZ0804021,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ngongowele,,TZ0804031,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mlembwe,,TZ0804041,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Makata,,TZ0804051,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Barikiwa,,TZ0804061,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mkutano,,TZ0804071,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mbaya,,TZ0804081,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kimambi,,TZ0804091,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kiangara,,TZ0804101,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kibutuka,,TZ0804111,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nangano,,TZ0804121,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mpigamiti,,TZ0804131,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mirui,,TZ0804141,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Liwale 'B',,TZ0804151,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mangirikiti,,TZ0804161,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nangando,,TZ0804173,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Likongowele,,TZ0804183,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kichonda,,TZ0804191,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Lilombe,,TZ0804201,,,,,,Liwale,,TZ0804,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ruangwa,,TZ0805013,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mbekenyera,,TZ0805023,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nkowe,,TZ0805033,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Malolo,,TZ0805041,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Luchelegwa,,TZ0805051,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chienjele,,TZ0805061,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Namichiga,,TZ0805071,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Narung'ombe,,TZ0805081,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Makanjiro,,TZ0805091,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Likunja,,TZ0805101,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mnacho,,TZ0805111,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mandawa,,TZ0805121,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nambilanje,,TZ0805131,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chunyu,,TZ0805141,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mandarawe,,TZ0805151,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nachingwea,,TZ0805163,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Matambarale,,TZ0805171,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chibula,,TZ0805181,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nandagala,,TZ0805191,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nanganga,,TZ0805201,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chinongwe,,TZ0805211,,,,,,Ruangwa,,TZ0805,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ndoro,,TZ0806012,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Makonde,,TZ0806022,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mikumbi,,TZ0806032,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mitandi,,TZ0806042,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Rahaleo,,TZ0806052,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mwenge,,TZ0806062,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Matopeni,,TZ0806072,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Wailes,,TZ0806082,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nachingwea,,TZ0806092,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Rasbura,,TZ0806102,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mtanda,,TZ0806112,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Jamhuri,,TZ0806122,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Msinjahili,,TZ0806132,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mingoyo,,TZ0806142,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ng'apa,,TZ0806152,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Tandangongoro,,TZ0806162,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chikonji,,TZ0806172,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mbanja,,TZ0806182,,,,,,Lindi Urban,,TZ0806,Lindi,,TZ08,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Madimba,,TZ0901013,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ziwani,,TZ0901021,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nanguruwe,,TZ0901031,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mahurunga,,TZ0901041,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kitaya,,TZ0901051,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kiromba,,TZ0901061,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Njengwa,,TZ0901071,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nitekela,,TZ0901081,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nanyamba,,TZ0901093,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mtiniko,,TZ0901101,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Dihimba,,TZ0901111,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mnima,,TZ0901121,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kitere,,TZ0901131,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Ndumbwe,,TZ0901141,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mayanga,,TZ0901151,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Naumbu,,TZ0901161,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chawi,,TZ0901171,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Namtumbuka,,TZ0901181,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Libobe,,TZ0901191,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mpapura,,TZ0901201,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Muungano,,TZ0901211,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mbawala,,TZ0901221,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Msanga Mkuu,,TZ0901231,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Tangazo,,TZ0901241,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kiyanga,,TZ0901251,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Milango Minne,,TZ0901261,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mbembaleo,,TZ0901271,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mtimbwilimbwi,,TZ0901281,,,,,,Mtwara,,TZ0901,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Luchindu,,TZ0902013,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Makote,,TZ0902021,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Nanguruwe,,TZ0902031,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mkunya,,TZ0902041,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mcholi I,,TZ0902051,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Namiyonga,,TZ0902061,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mnekachi,,TZ0902071,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chitekete,,TZ0902081,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mnyambe,,TZ0902091,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chilangala,,TZ0902101,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mkoma II,,TZ0902111,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Kitangari,,TZ0902123,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Malatu,,TZ0902131,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mchemo,,TZ0902141,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Mtopwa,,TZ0902151,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Chiwonga,,TZ0902161,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Maputi,,TZ0902171,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
Makukwe,,TZ0902181,,,,,,Newala,,TZ0902,Mtwara,,TZ09,United Republic of Tanzania,Jamhuri ya Muungano wa Tanzania,TZ,2018-10-19,2018-10-22,
