#adm3+name+i_en,#adm3+name+i_fr,#adm3+name+i_rw,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm3+name+alt1+i_rw,#adm3+name+alt2+i_rw,#adm2+name+i_en,#adm2+name+i_fr,#adm2+name+i_rw,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_fr,#adm1+name+i_rw,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_fr,#country+name+i_rw,#country+code+v_iso2,#date+start,#date+updated,#date+end
Bwishyura,,,RW3101,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gashari,,,RW3102,,Gishari,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gishyita,,,RW3103,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gitesi,,,RW3104,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mubuga,,,RW3105,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Murambi,,,RW3106,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Murundi,,,RW3107,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mutuntu,,,RW3108,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rubengera,,,RW3109,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rugabano,,,RW3110,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ruganda,,,RW3111,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwankuba,,,RW3112,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Twumba,,,RW3113,,,,,,,,Karongi,,,RW31,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Boneza,,,RW3201,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gihango,,,RW3202,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kigeyo,,,RW3203,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kivumu,,,RW3204,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Manihira,,,RW3205,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mukura,,,RW3206,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Murunda,,,RW3207,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Musasa,,,RW3208,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mushonyi,,,RW3209,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mushubati,,,RW3210,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyabirasi,,,RW3211,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ruhango,,,RW3212,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rusebeya,,,RW3213,,,,,,,,Rutsiro,,,RW32,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bugeshi,,,RW3301,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Busasamana,,,RW3302,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyanzarwe,,,RW3303,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gisenyi,,,RW3304,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kanama,,,RW3305,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kanzenze,,,RW3306,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mudende,,,RW3307,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyakiriba,,,RW3308,,Nyakiliba,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyamyumba,,,RW3309,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyundo,,,RW3310,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rubavu,,,RW3311,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rugerero,,,RW3312,,,,,,,,Rubavu,,,RW33,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bigogwe,,,RW3401,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Jenda,,,RW3402,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Jomba,,,RW3403,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kabatwa,,,RW3404,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Karago,,,RW3405,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kintobo,,,RW3406,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mukamira,,,RW3407,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muringa,,,RW3408,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rambura,,,RW3409,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rugera,,,RW3410,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rurembo,,,RW3411,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Shyira,,,RW3412,,,,,,,,Nyabihu,,,RW34,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bwira,,,RW3501,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gatumba,,,RW3502,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Hindiro,,,RW3503,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kabaya,,,RW3504,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kageyo,,,RW3505,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kavumu,,,RW3506,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Matyazo,,,RW3507,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muhanda,,,RW3508,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muhororo,,,RW3509,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ndaro,,,RW3510,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ngororero,,,RW3511,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyange,,,RW3512,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Sovu,,,RW3513,,,,,,,,Ngororero,,,RW35,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bugarama,,,RW3601,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Butare,,,RW3602,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bweyeye,,,RW3603,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gashonga,,,RW3604,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Giheke,,,RW3605,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gihundwe,,,RW3606,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gikundamvura,,,RW3607,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gitambi,,,RW3608,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kamembe,,,RW3609,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muganza,,,RW3610,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mururu,,,RW3611,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nkanka,,,RW3612,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nkombo,,,RW3613,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nkungu,,,RW3614,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyakabuye,,,RW3615,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyakarenzo,,,RW3616,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nzahaha,,,RW3617,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rwimbogo,,,RW3618,,,,,,,,Rusizi,,,RW36,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bushekeri,,,RW3701,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bushenge,,,RW3702,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyato,,,RW3703,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gihombo,,,RW3704,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kagano,,,RW3705,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kanjongo,,,RW3706,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Karambi,,,RW3707,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Karengera,,,RW3708,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kirimbi,,,RW3709,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Macuba,,,RW3710,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mahembe,,,RW3711,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nyabitekeri,,,RW3712,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rangiro,,,RW3713,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ruharambuga,,,RW3714,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Shangi,,,RW3715,,,,,,,,Nyamasheke,,,RW37,Western Province,Province de l'Ouest,Iburengerazuba,RW3,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Base,,,RW4101,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Burega,,,RW4102,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Bushoki,,,RW4103,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Buyoga,,,RW4104,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyinzuzi,,,RW4105,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyungo,,,RW4106,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kinihira,,,RW4107,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kisaro,,,RW4108,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Masoro,,,RW4109,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mbogo,,,RW4110,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Murambi,,,RW4111,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ngoma,,,RW4112,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ntarabana,,,RW4113,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rukozo,,,RW4114,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rusiga,,,RW4115,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Shyrongi,,,RW4116,,Shyorongi,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Tumba,,,RW4117,,,,,,,,Rulindo,,,RW41,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Busengo,,,RW4201,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Coko,,,RW4202,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyabingo,,,RW4203,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gakenke,,,RW4204,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gashenyi,,,RW4205,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Janja,,,RW4206,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kamubuga,,,RW4207,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Karambo,,,RW4208,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kivuruga,,,RW4209,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mataba,,,RW4210,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Minazi,,,RW4211,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Mugunga,,,RW4212,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muhondo,,,RW4213,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muyongwe,,,RW4214,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Muzo,,,RW4215,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Nemba,,,RW4216,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Ruli,,,RW4217,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rusasa,,,RW4218,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Rushashi,,,RW4219,,,,,,,,Gakenke,,,RW42,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Busogo,,,RW4301,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Cyuve,,,RW4302,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gacaca,,,RW4303,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gashaki,,,RW4304,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Gataraga,,,RW4305,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
Kimonyi,,,RW4306,,,,,,,,Musanze,,,RW43,Northern Province,Province du Nord,Amajyaruguru,RW4,Rwanda,Rwanda (le),U Rwanda,RW,2018-09-27,2021-09-29,
