#adm2+name+i_en,#adm2+name+i_tr,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_en,#adm2+name+alt2+i_en,#adm2+name+alt1+i_tr,#adm2+name+alt2+i_tr,#adm1+name+i_en,#adm1+name+i_tr,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_tr,#country+code+v_iso2,#date+start,#date+updated,#date+end
Yenisehir,Yenişehir,TR016016,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yildirim,Yildirim,TR016017,,,,,,Bursa,Bursa,TR016,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ayvacik,Ayvacik,TR017001,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bayramic,Bayramiç,TR017002,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Biga,Biga,TR017003,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bozcaada,Bozcaada,TR017004,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Can,Çan,TR017005,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Canakkale,Çanakkale,TR017006,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Eceabat,Eceabat,TR017007,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ezine,Ezine,TR017008,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gelibolu,Gelibolu,TR017009,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gokceada,Gökçeada,TR017010,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Lapseki,Lapseki,TR017011,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yenice,Yenice,TR017012,,,,,,Canakkale,Çanakkale,TR017,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Atkaracalar,Atkaracalar,TR018001,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bayramoren,Bayramören,TR018002,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cankiri,Çankiri,TR018003,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cerkes,Çerkeş,TR018004,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Eldivan,Eldivan,TR018005,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ilgaz,Ilgaz,TR018006,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kizilirmak,Kizilirmak,TR018007,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Korgun,Korgun,TR018008,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kursunlu,Kurşunlu,TR018009,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Orta,Orta,TR018010,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sabanozu,Şabanözü,TR018011,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yaprakli,Yaprakli,TR018012,,,,,,Cankiri,Çankiri,TR018,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Alaca,Alaca,TR019001,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bayat,Bayat,TR019002,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bogazkale,Boğazkale,TR019003,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Corum,Çorum,TR019004,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dodurga,Dodurga,TR019005,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Iskilip,Iskilip,TR019006,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kargi,Kargi,TR019007,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Lacin,Laçin,TR019008,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Mecitozu,Mecitözü,TR019009,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Oguzlar,Oğuzlar,TR019010,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ortakoy,Ortaköy,TR019011,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Osmancik,Osmancik,TR019012,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sungurlu,Sungurlu,TR019013,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ugurludag,Uğurludağ,TR019014,,,,,,Corum,Çorum,TR019,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Acipayam,Acipayam,TR020001,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Babadag,Babadağ,TR020002,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Baklan,Baklan,TR020003,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bekilli,Bekilli,TR020004,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Beyagac,Beyağaç,TR020005,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bozkurt,Bozkurt,TR020006,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Buldan,Buldan,TR020007,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cal,Çal,TR020008,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cameli,Çameli,TR020009,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cardak,Çardak,TR020010,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Civril,Çivril,TR020011,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Guney,Güney,TR020012,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Honaz,Honaz,TR020013,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kale,Kale,TR020014,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Merkezefendi,Merkezefendi,TR020015,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pamukkale,Pamukkale,TR020016,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Saraykoy,Sarayköy,TR020017,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Serinhisar,Serinhisar,TR020018,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tavas,Tavas,TR020019,,,,,,Denizli,Denizli,TR020,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Baglar,Bağlar,TR021001,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bismil,Bismil,TR021002,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cermik,Çermik,TR021003,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cinar,Çinar,TR021004,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cungus,Çüngüş,TR021005,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dicle,Dicle,TR021006,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Egil,Eğil,TR021007,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ergani,Ergani,TR021008,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hani,Hani,TR021009,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hazro,Hazro,TR021010,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kayapinar,Kayapinar,TR021011,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kocakoy,Kocaköy,TR021012,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kulp,Kulp,TR021013,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Lice,Lice,TR021014,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Silvan,Silvan,TR021015,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sur,Sur,TR021016,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yenisehir,Yenişehir,TR021017,,,,,,Diyarbakir,Diyarbakir,TR021,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Edirne,Edirne,TR022001,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Enez,Enez,TR022002,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Havsa,Havsa,TR022003,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ipsala,Ipsala,TR022004,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kesan,Keşan,TR022005,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Lalapasa,Lalapaşa,TR022006,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Meric,Meriç,TR022007,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Suloglu,Süloğlu,TR022008,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Uzunkopru,Uzunköprü,TR022009,,,,,,Edirne,Edirne,TR022,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Agin,Ağin,TR023001,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Alacakaya,Alacakaya,TR023002,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Aricak,Aricak,TR023003,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Baskil,Baskil,TR023004,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Elazig,Elaziğ,TR023005,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karakocan,Karakoçan,TR023006,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Keban,Keban,TR023007,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kovancilar,Kovancilar,TR023008,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Maden,Maden,TR023009,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Palu,Palu,TR023010,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sivrice,Sivrice,TR023011,,,,,,Elazig,Elaziğ,TR023,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cayirli,Çayirli,TR024001,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Erzincan,Erzincan,TR024002,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ilic,Iliç,TR024003,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kemah,Kemah,TR024004,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kemaliye,Kemaliye,TR024005,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Otlukbeli,Otlukbeli,TR024006,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Refahiye,Refahiye,TR024007,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tercan,Tercan,TR024008,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Uzumlu,Üzümlü,TR024009,,,,,,Erzincan,Erzincan,TR024,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Askale,Aşkale,TR025001,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Aziziye,Aziziye,TR025002,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cat,Çat,TR025003,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hinis,Hinis,TR025004,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Horasan,Horasan,TR025005,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Ispir,Ispir,TR025006,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karacoban,Karaçoban,TR025007,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karayazi,Karayazi,TR025008,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Koprukoy,Köprüköy,TR025009,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Narman,Narman,TR025010,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Oltu,Oltu,TR025011,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Olur,Olur,TR025012,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Palandoken,Palandöken,TR025013,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pasinler,Pasinler,TR025014,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Pazaryolu,Pazaryolu,TR025015,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Senkaya,Şenkaya,TR025016,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tekman,Tekman,TR025017,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tortum,Tortum,TR025018,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Uzundere,Uzundere,TR025019,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yakutiye,Yakutiye,TR025020,,,,,,Erzurum,Erzurum,TR025,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Alpu,Alpu,TR026001,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Beylikova,Beylikova,TR026002,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cifteler,Çifteler,TR026003,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gunyuzu,Günyüzü,TR026004,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Han,Han,TR026005,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Inonu,Inönü,TR026006,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Mahmudiye,Mahmudiye,TR026007,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Mihalgazi,Mihalgazi,TR026008,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Mihaliccik,Mihaliççik,TR026009,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Odunpazari,Odunpazari,TR026010,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Saricakaya,Saricakaya,TR026011,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Seyitgazi,Seyitgazi,TR026012,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sivrihisar,Sivrihisar,TR026013,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tepebasi,Tepebaşi,TR026014,,,,,,Eskisehir,Eskişehir,TR026,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Araban,Araban,TR027001,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Islahiye,Islahiye,TR027002,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Karkamis,Karkamiş,TR027003,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Nizip,Nizip,TR027004,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Nurdagi,Nurdaği,TR027005,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Oguzeli,Oğuzeli,TR027006,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sahinbey,Şahinbey,TR027007,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sehitkamil,Şehitkamil,TR027008,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yavuzeli,Yavuzeli,TR027009,,,,,,Gaziantep,Gaziantep,TR027,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Alucra,Alucra,TR028001,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bulancak,Bulancak,TR028002,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Camoluk,Çamoluk,TR028003,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Canakci,Çanakçi,TR028004,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dereli,Dereli,TR028005,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dogankent,Doğankent,TR028006,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Espiye,Espiye,TR028007,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Eynesil,Eynesil,TR028008,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Giresun,Giresun,TR028009,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gorele,Görele,TR028010,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Guce,Güce,TR028011,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kesap,Keşap,TR028012,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Piraziz,Piraziz,TR028013,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sebinkarahisar,Şebinkarahisar,TR028014,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Tirebolu,Tirebolu,TR028015,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yaglidere,Yağlidere,TR028016,,,,,,Giresun,Giresun,TR028,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gumushane,Gümüşhane,TR029001,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kelkit,Kelkit,TR029002,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kose,Köse,TR029003,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kurtun,Kürtün,TR029004,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Siran,Şiran,TR029005,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Torul,Torul,TR029006,,,,,,Gumushane,Gümüşhane,TR029,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Cukurca,Çukurca,TR030001,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hakkari,Hakkari,TR030002,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Semdinli,Şemdinli,TR030003,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yuksekova,Yüksekova,TR030004,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Derecik,Derecik,TR030005,,,,,,Hakkari,Hakkari,TR030,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Altinozu,Altinözü,TR031001,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Antakya,Antakya,TR031002,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Arsuz,Arsuz,TR031003,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Belen,Belen,TR031004,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Defne,Defne,TR031005,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Dortyol,Dörtyol,TR031006,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Erzin,Erzin,TR031007,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Hassa,Hassa,TR031008,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Iskenderun,Iskenderun,TR031009,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kirikhan,Kirikhan,TR031010,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Kumlu,Kumlu,TR031011,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Payas,Payas,TR031012,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Reyhanli,Reyhanli,TR031013,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Samandag,Samandağ,TR031014,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yayladagi,Yayladaği,TR031015,,,,,,Hatay,Hatay,TR031,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Aksu,Aksu,TR032001,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Atabey,Atabey,TR032002,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Egirdir,Eğirdir,TR032003,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gelendost,Gelendost,TR032004,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Gonen,Gönen,TR032005,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Isparta,Isparta,TR032006,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Keciborlu,Keçiborlu,TR032007,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Senirkent,Senirkent,TR032008,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sutculer,Sütçüler,TR032009,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Sarkikaraagac,Şarkikaraağaç,TR032010,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Uluborlu,Uluborlu,TR032011,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yalvac,Yalvaç,TR032012,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Yenisarbademli,Yenişarbademli,TR032013,,,,,,Isparta,Isparta,TR032,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Akdeniz,Akdeniz,TR033001,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Anamur,Anamur,TR033002,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Aydincik,Aydincik,TR033003,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
Bozyazi,Bozyazi,TR033004,,,,,,Mersin,Mersin,TR033,Turkey,Türkiye,TR,2022-01-01,2022-03-15,
