#adm4+name+i_es,#adm4+code+v_pcode,#adm4+name,#adm4+name+alt1+i_es,#adm4+name+alt2+i_es,#adm3+name+i_es,#adm3+code+v_pcode,#adm2+name+i_es,#adm2+code+v_pcode,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Jarabacoa,DO04010301,,,,Municipio Jarabacoa,DO040103,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Buena Vista (D.M.),DO04010302,,,,Municipio Jarabacoa,DO040103,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Manabao (D.M.),DO04010303,,,,Municipio Jarabacoa,DO040103,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Jima Abajo,DO04010401,,,,Municipio Jima Abajo,DO040104,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Rincón (D.M.),DO04010402,Rincon (D.M.),,,Municipio Jima Abajo,DO040104,Provincia La Vega,DO0401,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Bonao,DO04020101,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana del Puerto (D.M.),DO04020102,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Juma Bejucal (D.M.),DO04020103,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Arroyo Toro - Masipedro (D.M.),DO04020104,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Jayaco (D.M.),DO04020105,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Salvia - Los Quemados (D.M.),DO04020106,,,,Municipio Bonao,DO040201,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Maimón,DO04020201,Maimon,,,Municipio Maimón,DO040202,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Piedra Blanca,DO04020301,,,,Municipio Piedra Blanca,DO040203,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Villa de Sonador (D.M.),DO04020302,,,,Municipio Piedra Blanca,DO040203,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Juan Adrián (D.M.),DO04020303,Juan Adrian (D.M.),,,Municipio Piedra Blanca,DO040203,Provincia Monseñor Nouel,DO0402,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Cotuí,DO04030101,Cotui,,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Quita Sueño (D.M.),DO04030102,Quita Sueno (D.M.),,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Caballero (D.M.),DO04030103,,,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Comedero Arriba (D.M.),DO04030104,,,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Platanal (D.M.),DO04030105,,,,Municipio Cotuí,DO040301,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Cevicos,DO04030201,,,,Municipio Cevicos,DO040302,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Cueva (D.M.),DO04030202,,,,Municipio Cevicos,DO040302,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Fantino,DO04030301,,,,Municipio Fantino,DO040303,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Mata,DO04030401,,,,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Bija (D.M.),DO04030402,,,,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Angelina (D.M.),DO04030403,,,,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Hernando Alonzo (D.M.),DO04030404,,,,Municipio La Mata,DO040304,Provincia Sánchez Ramírez,DO0403,Región Cibao Sur,DO04,República Dominicana (la),DO,2017-09-06,2021-07-01,
Comendador,DO05010101,,,,Municipio Comendador,DO050101,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Larga (D.M.),DO05010102,,,,Municipio Comendador,DO050101,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Guayabo (D.M.),DO05010103,,,,Municipio Comendador,DO050101,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Bánica,DO05010201,Banica,,,Municipio Bánica,DO050102,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Cruz (D.M.),DO05010202,,,,Municipio Bánica,DO050102,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Higüero (D.M.),DO05010203,Sabana Higuero (D.M.),,,Municipio Bánica,DO050102,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Llano,DO05010301,,,,Municipio El Llano,DO050103,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Guanito (D.M.),DO05010302,,,,Municipio El Llano,DO050103,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Hondo Valle,DO05010401,,,,Municipio Hondo Valle,DO050104,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Rancho de la Guardia (D.M.),DO05010402,,,,Municipio Hondo Valle,DO050104,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pedro Santana,DO05010501,,,,Municipio Pedro Santana,DO050105,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Río Limpio (D.M.),DO05010502,Rio Limpio (D.M.),,,Municipio Pedro Santana,DO050105,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Juan Santiago,DO05010601,,,,Municipio Juan Santiago,DO050106,Provincia Elías Piña,DO0501,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
San Juan,DO05020101,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pedro Corto (D.M.),DO05020102,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabaneta (D.M.),DO05020103,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Alta (D.M.),DO05020104,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Rosario (D.M.),DO05020105,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Hato del Padre (D.M.),DO05020106,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Guanito (D.M.),DO05020107,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Jagua (D.M.),DO05020108,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Maguanas-Hato Nuevo (D.M.),DO05020109,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Charcas de María Nova (D.M.),DO05020110,Las Charcas de Maria Nova (D.M.),,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Zanjas (D.M.),DO05020111,,,,Municipio San Juan,DO050201,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Bohechío,DO05020201,Bohechio,,,Municipio Bohechío,DO050202,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Arroyo Cano (D.M.),DO05020202,,,,Municipio Bohechío,DO050202,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Yaque (D.M.),DO05020203,,,,Municipio Bohechío,DO050202,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Cercado,DO05020301,,,,Municipio El Cercado,DO050203,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Derrumbadero (D.M.),DO05020302,,,,Municipio El Cercado,DO050203,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Batista (D.M.),DO05020303,,,,Municipio El Cercado,DO050203,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Juan de Herrera,DO05020401,,,,Municipio Juan de Herrera,DO050204,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Jínova (D.M.),DO05020402,Jinova (D.M.),,,Municipio Juan de Herrera,DO050204,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Matas de Farfán,DO05020501,Las Matas de Farfan,,,Municipio Las Matas de Farfán,DO050205,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Matayaya (D.M.),DO05020502,,,,Municipio Las Matas de Farfán,DO050205,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Carrera de Yeguas (D.M.),DO05020503,,,,Municipio Las Matas de Farfán,DO050205,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Vallejuelo,DO05020601,,,,Municipio Vallejuelo,DO050206,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Jorjillo (D.M.),DO05020602,,,,Municipio Vallejuelo,DO050206,Provincia San Juan,DO0502,Región El Valle,DO05,República Dominicana (la),DO,2017-09-06,2021-07-01,
Neiba,DO06010101,,,,Municipio Neiba,DO060101,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Palmar (D.M.),DO06010102,,,,Municipio Neiba,DO060101,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Galván,DO06010201,Galvan,,,Municipio Galván,DO060102,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Salado (D.M.),DO06010202,,,,Municipio Galván,DO060102,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Tamayo,DO06010301,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Uvilla (D.M.),DO06010302,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Santana (D.M.),DO06010303,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Monserrate (Montserrat) (D.M.),DO06010304,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Cabeza de Toro (D.M.),DO06010305,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Mena (D.M.),DO06010306,,,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Santa Bárbara el 6 (D.M.),DO06010307,Santa Barbara el 6 (D.M.),,,Municipio Tamayo,DO060103,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Villa Jaragua,DO06010401,,,,Municipio Villa Jaragua,DO060104,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Ríos,DO06010501,Los Rios,,,Municipio Los Ríos,DO060105,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Clavellinas (D.M.),DO06010502,,,,Municipio Los Ríos,DO060105,Provincia Baoruco,DO0601,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Barahona,DO06020101,,,,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Cachón (D.M.),DO06020102,El Cachon (D.M.),,,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Guázara (D.M.),DO06020103,La Guazara (D.M.),,,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Villa Central (D.M.),DO06020104,,,,Municipio Barahona,DO060201,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Cabral,DO06020201,,,,Municipio Cabral,DO060202,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Enriquillo,DO06020301,,,,Municipio Enriquillo,DO060203,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Arroyo Dulce (D.M.),DO06020302,,,,Municipio Enriquillo,DO060203,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Paraíso,DO06020401,Paraiso,,,Municipio Paraíso,DO060204,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Patos (D.M.),DO06020402,,,,Municipio Paraíso,DO060204,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Vicente Noble,DO06020501,,,,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Canoa (D.M.),DO06020502,,,,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Quita Coraza (D.M.),DO06020503,,,,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Fondo Negro (D.M.),DO06020504,,,,Municipio Vicente Noble,DO060205,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Peñón,DO06020601,El Penon,,,Municipio El Peñón,DO060206,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Ciénaga,DO06020701,La Cienaga,,,Municipio La Ciénaga,DO060207,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Baoruco (D.M.),DO06020702,,,,Municipio La Ciénaga,DO060207,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Fundación,DO06020801,Fundacion,,,Municipio Fundación,DO060208,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pescadería (D.M.),DO06020802,Pescaderia (D.M.),,,Municipio Fundación,DO060208,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Las Salinas,DO06020901,,,,Municipio Las Salinas,DO060209,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Polo,DO06021001,,,,Municipio Polo,DO060210,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Jaquimeyes,DO06021101,,,,Municipio Jaquimeyes,DO060211,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Palo Alto (D.M.),DO06021102,,,,Municipio Jaquimeyes,DO060211,Provincia Barahona,DO0602,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Jimaní,DO06030101,Jimani,,,Municipio Jimaní,DO060301,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Limón (D.M.),DO06030102,El Limon (D.M.),,,Municipio Jimaní,DO060301,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Boca de Cachón (D.M.),DO06030103,Boca de Cachon (D.M.),,,Municipio Jimaní,DO060301,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Duvergé,DO06030201,Duverge,,,Municipio Duvergé,DO060302,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Vengan a Ver (D.M.),DO06030202,,,,Municipio Duvergé,DO060302,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Descubierta,DO06030301,,,,Municipio La Descubierta,DO060303,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Postrer Río,DO06030401,Postrer Rio,,,Municipio Postrer Río,DO060304,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Guayabal (D.M.),DO06030402,,,,Municipio Postrer Río,DO060304,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Cristóbal,DO06030501,Cristobal,,,Municipio Cristóbal,DO060305,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Batey 8 (D.M.),DO06030502,,,,Municipio Cristóbal,DO060305,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Mella,DO06030601,,,,Municipio Mella,DO060306,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Colonia (D.M.),DO06030602,,,,Municipio Mella,DO060306,Provincia Independencia,DO0603,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Pedernales,DO06040101,,,,Municipio Pedernales,DO060401,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
José Francisco Peña Gómez (D.M.),DO06040102,Jose Francisco Pena Gomez (D.M.),,,Municipio Pedernales,DO060401,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Oviedo,DO06040201,,,,Municipio Oviedo,DO060402,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Juancho (D.M.),DO06040202,,,,Municipio Oviedo,DO060402,Provincia Pedernales,DO0604,Región Enriquillo,DO06,República Dominicana (la),DO,2017-09-06,2021-07-01,
Hato Mayor,DO07010101,,,,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Yerba Buena (D.M.),DO07010102,,,,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Mata Palacio (D.M.),DO07010103,,,,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Guayabo Dulce (D.M.),DO07010104,,,,Municipio Hato Mayor,DO070101,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana de la Mar,DO07010201,,,,Municipio Sabana de la Mar,DO070102,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Elupina Cordero de las Cañitas (D.M.),DO07010202,Elupina Cordero de las Canitas (D.M.),,,Municipio Sabana de la Mar,DO070102,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Valle,DO07010301,,,,Municipio El Valle,DO070103,Provincia Hato Mayor,DO0701,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Monte Plata,DO07020101,,,,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Don Juan (D.M.),DO07020102,,,,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Chirino (D.M.),DO07020103,,,,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Boyá (D.M.),DO07020104,Boya (D.M.),,,Municipio Monte Plata,DO070201,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Bayaguana,DO07020201,,,,Municipio Bayaguana,DO070202,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Sabana Grande de Boyá,DO07020301,Sabana Grande de Boya,,,Municipio Sabana Grande de Boyá,DO070203,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Gonzalo (D.M.),DO07020302,,,,Municipio Sabana Grande de Boyá,DO070203,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Majagual (D.M.),DO07020303,,,,Municipio Sabana Grande de Boyá,DO070203,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Yamasá,DO07020401,Yamasa,,,Municipio Yamasá,DO070204,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Botados (D.M.),DO07020402,,,,Municipio Yamasá,DO070204,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Mamá Tingó (D.M.),DO07020403,Mama Tingo (D.M.),,,Municipio Yamasá,DO070204,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Peralvillo,DO07020501,,,,Municipio Peralvillo,DO070205,Provincia Monte Plata,DO0702,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
San Pedro de Macorís,DO07030101,San Pedro de Macoris,,,Municipio San Pedro de Macorís,DO070301,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Los Llanos,DO07030201,,,,Municipio Los Llanos,DO070302,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
El Puerto (D.M.),DO07030202,,,,Municipio Los Llanos,DO070302,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Gautier (D.M.),DO07030203,,,,Municipio Los Llanos,DO070302,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Ramón Santana,DO07030301,Ramon Santana,,,Municipio Ramón Santana,DO070303,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Consuelo,DO07030401,,,,Municipio Consuelo,DO070304,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Quisqueya,DO07030501,,,,Municipio Quisqueya,DO070305,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Guayacanes,DO07030601,,,,Municipio Guayacanes,DO070306,Provincia San Pedro de Macorís,DO0703,Región Higuamo,DO07,República Dominicana (la),DO,2017-09-06,2021-07-01,
Santo Domingo de Guzmán,DO08010101,Santo Domingo de Guzman,,,Municipio Santo Domingo de Guzmán,DO080101,Distrito Nacional,DO0801,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Santo Domingo Este,DO08020101,,,,Municipio Santo Domingo Este,DO080201,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
San Luis (D.M.),DO08020102,,,,Municipio Santo Domingo Este,DO080201,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Santo Domingo Oeste,DO08020201,,,,Municipio Santo Domingo Oeste,DO080202,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
Santo Domingo Norte,DO08020301,,,,Municipio Santo Domingo Norte,DO080203,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
La Victoria (D.M.),DO08020302,,,,Municipio Santo Domingo Norte,DO080203,Provincia Santo Domingo,DO0802,Región Ozama,DO08,República Dominicana (la),DO,2017-09-06,2021-07-01,
