#adm3+name+i_en,#adm3+name+i_th,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_th,#adm3+name+alt2+i_th,#adm2+name+i_en,#adm2+name+i_th,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_th,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_th,#country+code+v_iso2,#date+start,#date+updated,#date+end
Ban Phraek,บ้านแพรก,TH141601,,,,,,Ban Phraek,บ้านแพรก,TH1416,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Mai,บ้านใหม่,TH141602,,,,,,Ban Phraek,บ้านแพรก,TH1416,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sam Phaniang,สำพะเนียง,TH141603,,,,,,Ban Phraek,บ้านแพรก,TH1416,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Noi,คลองน้อย,TH141604,,,,,,Ban Phraek,บ้านแพรก,TH1416,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Song Hong,สองห้อง,TH141605,,,,,,Ban Phraek,บ้านแพรก,TH1416,Phra Nakhon Si Ayutthaya,พระนครศรีอยุธยา,TH14,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Talat Luang,ตลาดหลวง,TH150101,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Kaeo,บางแก้ว,TH150102,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sala Daeng,ศาลาแดง,TH150103,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pa Ngio,ป่างิ้ว,TH150104,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Hae,บ้านแห,TH150105,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Talat Kruat,ตลาดกรวด,TH150106,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Mahatthai,มหาดไทย,TH150107,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban It,บ้านอิฐ,TH150108,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Hua Phai,หัวไผ่,TH150109,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Champa Lo,จำปาหล่อ,TH150110,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Sa,โพสะ,TH150111,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Ri,บ้านรี,TH150112,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khlong Wua,คลองวัว,TH150113,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yan Sue,ย่านซื่อ,TH150114,,,,,,Mueang Ang Thong,เมืองอ่างทอง,TH1501,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chorakhe Rong,จรเข้ร้อง,TH150201,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chaiyaphum,ไชยภูมิ,TH150202,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chaiyarit,ชัยฤทธิ์,TH150203,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thewarat,เทวราช,TH150204,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ratsathit,ราชสถิตย์,TH150205,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chaiyo,ไชโย,TH150206,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Lak Fa,หลักฟ้า,TH150207,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Chawai,ชะไว,TH150208,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Tri Narong,ตรีณรงค์,TH150209,,,,,,Chaiyo,ไชโย,TH1502,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Pla Kot,บางปลากด,TH150301,,,,,,Pa Mok,ป่าโมก,TH1503,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pa Mok,ป่าโมก,TH150302,,,,,,Pa Mok,ป่าโมก,TH1503,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sai Thong,สายทอง,TH150303,,,,,,Pa Mok,ป่าโมก,TH1503,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Rong Chang,โรงช้าง,TH150304,,,,,,Pa Mok,ป่าโมก,TH1503,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Sadet,บางเสด็จ,TH150305,,,,,,Pa Mok,ป่าโมก,TH1503,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Norasing,นรสิงห์,TH150306,,,,,,Pa Mok,ป่าโมก,TH1503,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ekkarat,เอกราช,TH150307,,,,,,Pa Mok,ป่าโมก,TH1503,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Phong Pheng,โผงเผง,TH150308,,,,,,Pa Mok,ป่าโมก,TH1503,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ang Kaeo,อ่างแก้ว,TH150401,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Inthapramun,อินทประมูล,TH150402,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Phlap,บางพลับ,TH150403,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Nong Mae Kai,หนองแม่ไก่,TH150404,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ram Masak,รำมะสัก,TH150405,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Rakam,บางระกำ,TH150406,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Pho Rang Nok,โพธิ์รังนก,TH150407,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ongkharak,องครักษ์,TH150408,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Khok Phutsa,โคกพุทรา,TH150409,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Yang Chai,ยางช้าย,TH150410,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bo Rae,บ่อแร่,TH150411,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Thang Phra,ทางพระ,TH150412,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sam Ngam,สามง่าม,TH150413,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Bang Chao Cha,บางเจ้าฉ่า,TH150414,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Kham Yat,คำหยาด,TH150415,,,,,,Pho Thong,โพธิ์ทอง,TH1504,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Sawaeng Ha,แสวงหา,TH150501,,,,,,Sawaeng Ha,แสวงหา,TH1505,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Phran,ศรีพราน,TH150502,,,,,,Sawaeng Ha,แสวงหา,TH1505,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Ban Phran,บ้านพราน,TH150503,,,,,,Sawaeng Ha,แสวงหา,TH1505,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Wang Nam Yen,วังน้ำเย็น,TH150504,,,,,,Sawaeng Ha,แสวงหา,TH1505,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
Si Bua Thong,สีบัวทอง,TH150505,,,,,,Sawaeng Ha,แสวงหา,TH1505,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2019-02-18,2019-02-21,
