#adm2+name+i_es,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_es,#adm2+name+alt2+i_es,#adm1+name+i_es,#adm1+code+v_pcode,#country+name+i_es,#country+code+v_iso2,#date+start,#date+updated,#date+end
Graneros,AR090035,Graneros,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Juan B. Alberdi,AR090042,Juan B. Alberdi,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
La Cocha,AR090049,La Cocha,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Leales,AR090056,Leales,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Lules,AR090063,Lules,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Monteros,AR090070,Monteros,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Río Chico,AR090077,Rio Chico,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Capital,AR090084,Capital,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Simoca,AR090091,Simoca,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Tafí del Valle,AR090098,Tafi del Valle,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Tafí Viejo,AR090105,Tafi Viejo,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Trancas,AR090112,Trancas,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Yerba Buena,AR090119,Yerba Buena,,,Tucumán,AR090,Argentina,AR,2020-05-04,2020-05-04,
Río Grande,AR094007,Rio Grande,,,Tierra del Fuego,AR094,Argentina,AR,2020-05-04,2020-05-04,
Ushuaia,AR094014,Ushuaia,,,Tierra del Fuego,AR094,Argentina,AR,2020-05-04,2020-05-04,
