#adm3+name+i_pt,#adm3+name+i_en,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_pt,#adm3+name+alt2+i_pt,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm2+name+i_pt,#adm2+name+i_en,#adm2+code+v_pcode,#adm1+name+i_pt,#adm1+name+i_en,#adm1+code+v_pcode,#country+name+i_pt,#country+name+i_en,#country+code+v_iso2,#date+start,#date+updated,#date+end
Ndelane,,MZ050604,,,,,,Matutuine,,MZ0506,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Zitundo,,MZ050605,,,,,,Matutuine,,MZ0506,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Moamba,,MZ050701,,,,,,Moamba,,MZ0507,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Pessene,,MZ050702,,,,,,Moamba,,MZ0507,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Ressano Garcia,,MZ050703,,,,,,Moamba,,MZ0507,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Sabie,,MZ050704,,,,,,Moamba,,MZ0507,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Changalane,,MZ050801,,,,,,Namaacha,,MZ0508,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namaacha,,MZ050802,,,,,,Namaacha,,MZ0508,Maputo,,MZ05,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cidade De Maputo,,MZ060101,,,,,,Cidade De Maputo,,MZ0601,Maputo City,,MZ06,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Angoche,,MZ070101,,,,,,Angoche,,MZ0701,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Aube,,MZ070102,,,,,,Angoche,,MZ0701,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Boila,,MZ070103,,,,,,Angoche,,MZ0701,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namaponda,,MZ070104,,,,,,Angoche,,MZ0701,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cidade De Nampula,,MZ070201,,,,,,Cidade De Nampula,,MZ0702,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Alua,,MZ070301,,,,,,Erati,,MZ0703,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namapa,,MZ070302,,,,,,Erati,,MZ0703,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namiroa,,MZ070303,,,,,,Erati,,MZ0703,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Ilha De Moçambique,,MZ070401,Ilha De Mocambique,,,,,Ilha De Moçambique,,MZ0704,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lumbo,,MZ070402,,,,,,Ilha De Moçambique,,MZ0704,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lalaua,,MZ070501,,,,,,Lalaua,,MZ0705,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Meti,,MZ070502,,,,,,Lalaua,,MZ0705,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Larde,,MZ070601,,,,,,Larde,,MZ0706,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mucuali,,MZ070602,,,,,,Larde,,MZ0706,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Liúpo,,MZ070701,Liupo,,,,,Liúpo,,MZ0707,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Quinga,,MZ070702,,,,,,Liúpo,,MZ0707,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chihulo,,MZ070801,,,,,,Malema,,MZ0708,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Malema,,MZ070802,,,,,,Malema,,MZ0708,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mutuali,,MZ070803,,,,,,Malema,,MZ0708,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
7 De Abril,,MZ070901,,,,,,Meconta,,MZ0709,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Corrane,,MZ070902,,,,,,Meconta,,MZ0709,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Meconta,,MZ070903,,,,,,Meconta,,MZ0709,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namialo,,MZ070904,,,,,,Meconta,,MZ0709,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mecuburi,,MZ071001,,,,,,Mecuburi,,MZ0710,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Milhana,,MZ071002,,,,,,Mecuburi,,MZ0710,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muite,,MZ071003,,,,,,Mecuburi,,MZ0710,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namina,,MZ071004,,,,,,Mecuburi,,MZ0710,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chipene,,MZ071101,,,,,,Memba,,MZ0711,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lurio,,MZ071102,,,,,,Memba,,MZ0711,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mazula,,MZ071103,,,,,,Memba,,MZ0711,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Memba,,MZ071104,,,,,,Memba,,MZ0711,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namige,,MZ071201,,,,,,Mogincual,,MZ0712,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Quixaxe,,MZ071202,,,,,,Mogincual,,MZ0712,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Calipo,,MZ071301,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Iuluti,,MZ071302,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muatua,,MZ071303,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nametil,,MZ071304,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nanhupo Rio,,MZ071305,,,,,,Mogovolas,,MZ0713,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chalaua,,MZ071401,,,,,,Moma,,MZ0714,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Moma,,MZ071402,,,,,,Moma,,MZ0714,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Itoculo,,MZ071501,,,,,,Monapo,,MZ0715,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Monapo,,MZ071502,,,,,,Monapo,,MZ0715,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Netia,,MZ071503,,,,,,Monapo,,MZ0715,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lunga,,MZ071601,,,,,,Mossuril,,MZ0716,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Matibane,,MZ071602,,,,,,Mossuril,,MZ0716,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mossuril,,MZ071603,,,,,,Mossuril,,MZ0716,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Imala,,MZ071701,,,,,,Muecate,,MZ0717,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muculoene,,MZ071702,,,,,,Muecate,,MZ0717,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muecate,,MZ071703,,,,,,Muecate,,MZ0717,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chinga,,MZ071801,,,,,,Murrupula,,MZ0718,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Murrupula,,MZ071802,,,,,,Murrupula,,MZ0718,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nihessiue,,MZ071803,,,,,,Murrupula,,MZ0718,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nacala,,MZ071901,,,,,,Nacala,,MZ0719,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Covo,,MZ072001,,,,,,Nacala-A-Velha,,MZ0720,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nacala-A-Velha,,MZ072002,,,,,,Nacala-A-Velha,,MZ0720,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Intete,,MZ072101,,,,,,Nacaroa,,MZ0721,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nacaroa,,MZ072102,,,,,,Nacaroa,,MZ0721,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Saua-Saua,,MZ072103,,,,,,Nacaroa,,MZ0721,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Anchilo,,MZ072201,,,,,,Rapale,,MZ0722,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mutivasse,,MZ072202,,,,,,Rapale,,MZ0722,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Namaita,,MZ072203,,,,,,Rapale,,MZ0722,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Rapale,,MZ072204,,,,,,Rapale,,MZ0722,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cunle,,MZ072301,,,,,,Ribaue,,MZ0723,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Iapala,,MZ072302,,,,,,Ribaue,,MZ0723,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Ribaue,,MZ072303,,,,,,Ribaue,,MZ0723,Nampula,,MZ07,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chimbonila,,MZ080101,,,,,,Chimbonila,,MZ0801,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lione,,MZ080102,,,,,,Chimbonila,,MZ0801,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Meponda,,MZ080103,,,,,,Chimbonila,,MZ0801,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cidade De Lichinga,,MZ080201,,,,,,Cidade De Lichinga,,MZ0802,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cuamba,,MZ080301,,,,,,Cuamba,,MZ0803,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Etarara,,MZ080302,,,,,,Cuamba,,MZ0803,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lurio,,MZ080303,,,,,,Cuamba,,MZ0803,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Ilha Licom,,MZ080401,,,,,,Ilha Licom,,MZ0804,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Ilha Risunodo,,MZ080501,,,,,,Ilha Risunodo,,MZ0805,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cobue,,MZ080601,,,,,,Lago,,MZ0806,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lunho,,MZ080602,,,,,,Lago,,MZ0806,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Maniamba,,MZ080603,,,,,,Lago,,MZ0806,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Metangula,,MZ080604,,,,,,Lago,,MZ0806,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lago Niassa,,MZ080701,,,,,,Lago Niassa,,MZ0807,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Malanga,,MZ080801,,,,,,Majune,,MZ0808,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muaquia,,MZ080802,,,,,,Majune,,MZ0808,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nairrubi,,MZ080803,,,,,,Majune,,MZ0808,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mandimba,,MZ080901,,,,,,Mandimba,,MZ0809,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mitande,,MZ080902,,,,,,Mandimba,,MZ0809,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Marangira,,MZ081001,,,,,,Marrupa,,MZ0810,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Marrupa,,MZ081002,,,,,,Marrupa,,MZ0810,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nungo,,MZ081003,,,,,,Marrupa,,MZ0810,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Maiaca,,MZ081101,,,,,,Maua,,MZ0811,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Maua,,MZ081102,,,,,,Maua,,MZ0811,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
M'Sawize,,MZ081201,MSawize,,,,,Mavago,,MZ0812,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mavago,,MZ081202,,,,,,Mavago,,MZ0812,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chiuta,,MZ081301,,,,,,Mecanhelas,,MZ0813,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Insaca,,MZ081302,,,,,,Mecanhelas,,MZ0813,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Matondovela,,MZ081401,,,,,,Mecula,,MZ0814,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mecula,,MZ081402,,,,,,Mecula,,MZ0814,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Metarica,,MZ081501,,,,,,Metarica,,MZ0815,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nacumua,,MZ081502,,,,,,Metarica,,MZ0815,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chiconono,,MZ081601,,,,,,Muembe,,MZ0816,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muembe,,MZ081602,,,,,,Muembe,,MZ0816,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Itepela,,MZ081701,,,,,,Ngauma,,MZ0817,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Massangulo,,MZ081702,,,,,,Ngauma,,MZ0817,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muipite,,MZ081801,,,,,,Nipepe,,MZ0818,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nipepe,,MZ081802,,,,,,Nipepe,,MZ0818,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Lussimbesse,,MZ081901,,,,,,Sanga,,MZ0819,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Macaloge,,MZ081902,,,,,,Sanga,,MZ0819,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Matchedje,,MZ081903,,,,,,Sanga,,MZ0819,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Unango,,MZ081904,,,,,,Sanga,,MZ0819,Niassa,,MZ08,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Buzi,,MZ090101,,,,,,Buzi,,MZ0901,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Estaquinha,,MZ090102,,,,,,Buzi,,MZ0901,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Sofala,,MZ090103,,,,,,Buzi,,MZ0901,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Caia,,MZ090201,,,,,,Caia,,MZ0902,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Murraça,,MZ090202,Murraca,,,,,Caia,,MZ0902,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Sena,,MZ090203,,,,,,Caia,,MZ0902,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chemba,,MZ090301,,,,,,Chemba,,MZ0903,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chiramba,,MZ090302,,,,,,Chemba,,MZ0903,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mulima,,MZ090303,,,,,,Chemba,,MZ0903,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Inhaminga,,MZ090401,,,,,,Cheringoma,,MZ0904,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Inhamitanga,,MZ090402,,,,,,Cheringoma,,MZ0904,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chibabava,,MZ090501,,,,,,Chibabava,,MZ0905,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Goonda,,MZ090502,,,,,,Chibabava,,MZ0905,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muxungue,,MZ090503,,,,,,Chibabava,,MZ0905,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cidade Da Beira,,MZ090601,,,,,,Cidade Da Beira,,MZ0906,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Dondo,,MZ090701,,,,,,Dondo,,MZ0907,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mafambisse,,MZ090702,,,,,,Dondo,,MZ0907,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Gorongosa,,MZ090801,,,,,,Gorongosa,,MZ0908,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nhamadze,,MZ090802,,,,,,Gorongosa,,MZ0908,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Vanduzi,,MZ090803,,,,,,Gorongosa,,MZ0908,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Divinhe,,MZ090901,,,,,,Machanga,,MZ0909,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Machanga,,MZ090902,,,,,,Machanga,,MZ0909,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Canxixe,,MZ091001,,,,,,Maringue,,MZ0910,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Maringue,,MZ091002,,,,,,Maringue,,MZ0910,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Subwe,,MZ091003,,,,,,Maringue,,MZ0910,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chupanga,,MZ091101,,,,,,Marromeu,,MZ0911,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Marromeu,,MZ091102,,,,,,Marromeu,,MZ0911,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Galinha,,MZ091201,,,,,,Muanza,,MZ0912,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muanza,,MZ091202,,,,,,Muanza,,MZ0912,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nhamatanda,,MZ091301,,,,,,Nhamatanda,,MZ0913,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Tica,,MZ091302,,,,,,Nhamatanda,,MZ0913,Sofala,,MZ09,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Domue,,MZ100101,,,,,,Angonia,,MZ1001,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Ulongue,,MZ100102,,,,,,Angonia,,MZ1001,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chintholo,,MZ100201,,,,,,Cahora Bassa,,MZ1002,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chitima,,MZ100202,,,,,,Cahora Bassa,,MZ1002,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Songo,,MZ100203,,,,,,Cahora Bassa,,MZ1002,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chipembere,,MZ100301,,,,,,Changara,,MZ1003,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Luenha,,MZ100302,,,,,,Changara,,MZ1003,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chifunde,,MZ100401,,,,,,Chifunde,,MZ1004,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mualadze,,MZ100402,,,,,,Chifunde,,MZ1004,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nsadzu,,MZ100403,,,,,,Chifunde,,MZ1004,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Kazula,,MZ100501,,,,,,Chiuta,,MZ1005,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Manje,,MZ100502,,,,,,Chiuta,,MZ1005,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cidade De Tete,,MZ100601,,,,,,Cidade De Tete,,MZ1006,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Doa,,MZ100701,,,,,,Doa,,MZ1007,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chidzolomondo,,MZ100801,,,,,,Macanga,,MZ1008,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Furancungo,,MZ100802,,,,,,Macanga,,MZ1008,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chinthopo,,MZ100901,,,,,,Magoe,,MZ1009,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mphende,,MZ100902,,,,,,Magoe,,MZ1009,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Mukumbura,,MZ100903,,,,,,Magoe,,MZ1009,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Marara,,MZ101001,,,,,,Marara,,MZ1010,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chipera,,MZ101101,,,,,,Maravia,,MZ1011,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chiputu,,MZ101102,,,,,,Maravia,,MZ1011,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Fingoe,,MZ101103,,,,,,Maravia,,MZ1011,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Malowera,,MZ101104,,,,,,Maravia,,MZ1011,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Kambulatsisi,,MZ101201,,,,,,Moatize,,MZ1012,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Moatize,,MZ101202,,,,,,Moatize,,MZ1012,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Zobue,,MZ101203,,,,,,Moatize,,MZ1012,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Charre,,MZ101301,,,,,,Mutarara,,MZ1013,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Inhangoma,,MZ101302,,,,,,Mutarara,,MZ1013,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nhamayabue,,MZ101303,,,,,,Mutarara,,MZ1013,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Ntengo-Wa-Mbalame,,MZ101401,,,,,,Tsangano,,MZ1014,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Tsangano,,MZ101402,,,,,,Tsangano,,MZ1014,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Muze,,MZ101501,,,,,,Zumbu,,MZ1015,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Zambue,,MZ101502,,,,,,Zumbu,,MZ1015,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Zumbu,,MZ101503,,,,,,Zumbu,,MZ1015,Tete,,MZ10,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Alto Molocue,,MZ110101,,,,,,Alto Molocue,,MZ1101,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Nauela,,MZ110102,,,,,,Alto Molocue,,MZ1101,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Chinde,,MZ110201,,,,,,Chinde,,MZ1102,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Micaune,,MZ110202,,,,,,Chinde,,MZ1102,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Cidade De Quelimane,,MZ110301,,,,,,Cidade De Quelimane,,MZ1103,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Derre,,MZ110401,,,,,,Derre,,MZ1104,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
Alto Ligonha,,MZ110501,,,,,,Gile,,MZ1105,Zambezia,,MZ11,Moçambique,Mozambique,MZ,2019-04-02,2019-06-07,
