admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,SenDist_en,SenDistPcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Gamadiyo,NG002016003,Gamadiyo,Gamadio,,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Imburu,NG002016004,Imburu,Imburu,,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Kodomti,NG002016005,Kodomti,Kodomti,,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Numan 1,NG002016006,Numan 1,Numan I,,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Numan 2,NG002016007,Numan 2,Numan III,,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Numan 3,NG002016008,Numan 3,Numan III,,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Sabon Pegi,NG002016009,Sabon Pegi,Sabon Pegi,,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Vulpi,NG002016010,Vulpi,Vulpi,,Numan,NG002016,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Bakta,NG002017001,Bakta,Bakta,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Bodwai,NG002017002,Bodwai,Bodwai,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Gundo,NG002017003,Gundo,Gundo,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Gwapopolok,NG002017004,Gwapopolok,Gwapopolok,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Jumbul,NG002017005,Jumbul,Jumbul,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Ketembere,NG002017006,Ketembere,Ketembere,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Kiri,NG002017007,Kiri,Kiri,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Libbo,NG002017008,Libbo,Libbo,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Shelleng,NG002017009,Shelleng,Shelleng,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Talum,NG002017010,Talum,Tallum,,Shelleng,NG002017,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Dirma,NG002018001,Dirma,Dirma,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Dumne,NG002018002,Dumne,Dumne,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Gudu Mboi,NG002018003,Gudu Mboi,Gudu Mboi,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Kilange Funa,NG002018004,Kilange Funa,Kilange Funa,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Kilange Hirna,NG002018005,Kilange Hirna,Kilange Hirna,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Sigire,NG002018006,Sigire,Sigire,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Song Gari,NG002018007,Song Gari,Song Gari,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Song Waje,NG002018008,Song Waje,Song Waje,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Suktu,NG002018009,Suktu,Suktu,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Waltandi,NG002018010,Waltandi,Waltandi,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Zumo,NG002018011,Zumo,Zumo,,Song,NG002018,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Dawo 1,NG002019001,Dawo 1,Dawo I,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Dawo 2,NG002019002,Dawo 2,Dawo II,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Gumti,NG002019003,Gumti,Gumti,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Kiri 1,NG002019004,Kiri 1,Kiri I,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Kiri 2,NG002019005,Kiri 2,Kiri II,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Kogin Baba 1,NG002019006,Kogin Baba 1,Kongin Baba I,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Kogin Baba 2,NG002019007,Kogin Baba 2,Kongin Baba II,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Toungo 1,NG002019008,Toungo 1,Toungo I,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Toungo 2,NG002019009,Toungo 2,Toungo II,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Toungo 3,NG002019010,Toungo 3,Toungo III,,Toungo,NG002019,Adamawa South,NG00203,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Ajiya,NG002020001,Ajiya,Ajiya,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Alkalawa,NG002020002,Alkalawa,Alkalawa,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Doubeli,NG002020003,Doubeli,Doubeli,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Gwadabawa,NG002020004,Gwadabawa,Gwadabawa,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Jambutu,NG002020005,Jambutu,Jambutu,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Karewa,NG002020006,Karewa,Karena,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Limawa,NG002020007,Limawa,Limawa,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Luggere,NG002020008,Luggere,Luggere,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Nassarawo,NG002020009,Nassarawo,Nassarawo,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Rumde,NG002020010,Rumde,Rumde,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Yelwa,NG002020011,Yelwa,Yelwa,,Yola North,NG002020,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Adarawo,NG002021001,Adarawo,Adarawo,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Bako,NG002021002,Bako,Bako,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Bole Yolde Pate,NG002021003,Bole Yolde Pate,Bole Yolde Pate,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Makama A,NG002021004,Makama A,Makama 'A',,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Makama B,NG002021005,Makama B,Makama 'B',,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Mbamba,NG002021006,Mbamba,Mbamba,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Mbamoi,NG002021007,Mbamoi,Mbamoi,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Namtari,NG002021008,Namtari,Namtari,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Ngurore,NG002021009,Ngurore,Ngurore,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Toungo,NG002021010,Toungo,Toungo,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Yolde Kohi,NG002021011,Yolde Kohi,Yolde Kohi,,Yola South,NG002021,Adamawa Central,NG00201,Adamawa,NG002,Nigeria,NG,2017-03-31,2019-04-17,
Arege,NG008001001,Arege,Arege,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Banowa,NG008001002,Banowa,Banowa,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Foguwa,NG008001003,Foguwa,Fuguwa,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Jabullam,NG008001004,Jabullam,Jabullam,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kudokurgo,NG008001005,Kudokurgo,Kudokurgu,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Busuna,NG008001006,Busuna,Malam Kaunari,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kessa'A,NG008001007,KessaA,Mallamfatori Kessa,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yau,NG008001008,Yau,Yau,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yawa,NG008001009,Yawa,Yawa Kura,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yitiwa,NG008001010,Yitiwa,Yituwa,,Abadam,NG008001,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Askira East,NG008002001,Askira East,Askira East,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Rumirgu Chul,NG008002002,Rumirgu Chul,Chul / Rumirgo,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dille Huyim,NG008002003,Dille Huyim,Dille / Huyum,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Hausari Tampul,NG008002004,Hausari Tampul,Husara / Tampul,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngurthlavu Kopa,NG008002005,Ngurthlavu Kopa,Kopa / Multhafu,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Lassa,NG008002006,Lassa,Lassa,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mussa,NG008002007,Mussa,Mussa,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngohi,NG008002008,Ngohi,Ngohi,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngulde,NG008002009,Ngulde,Ngulde,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Uba,NG008002010,Uba,Uba,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Uvu Uda,NG008002011,Uvu Uda,Uda / Uvu,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wamdeo Giwi,NG008002012,Wamdeo Giwi,Wamdeo / Giwi,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Hausari Zadawa,NG008002013,Hausari Zadawa,Zadawa / Hausari,,Askira/Uba,NG008002,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Andara,NG008003001,Andara,Andara / Ajiri /Wulba,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Banki,NG008003002,Banki,Buduwa / Bula Chirabe,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Darajamal,NG008003003,Darajamal,Dipchari / Jere / Dar-Jamal / Kotembe,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gulumba,NG008003004,Gulumba,Gulumba / Jukkuri / Batra,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kasugula,NG008003005,Kasugula,Kasugula,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kumshe,NG008003006,Kumshe,Kumshe /Nduguno,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Abbaram,NG008003007,Abbaram,Lawanti / Malam / Mastari / Abbaram,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Amchaka,NG008003008,Amchaka,Marka / Malge / Amchaka,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Goniri,NG008003009,Goniri,Mbuliya / Goniri / Siraja,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Soye,NG008003010,Soye,Sabsabwa / Soye/ Bulongu,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Shehuri,NG008003011,Shehuri,Shehuri / Hausari / Mairi,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bogomari,NG008003012,Bogomari,Wulbari/Ndine/Chachile,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yabiri,NG008003013,Yabiri,Yabiri Kura/Yabiri Gana/Chongolo,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zageri,NG008003014,Zageri,Zangeri/Kash  Kash,,Bama,NG008003,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Balbaya,NG008004001,Balbaya,Balbaya,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Briyel,NG008004002,Briyel,Briyel,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Fikhayel,NG008004003,Fikhayel,Fikayel,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gamadadi,NG008004004,Gamadadi,Gamadadi,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Jara-Dali,NG008004005,Jara-Dali,Jara Dali,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Jara-Gol,NG008004006,Jara-Gol,Jara Gol,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Limanti,NG008004007,Limanti,Limanti,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Telli,NG008004008,Telli,Teli,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wuyo,NG008004009,Wuyo,Wuyo,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zara,NG008004010,Zara,Zara,,Bayo,NG008004,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Buratai,NG008005001,Buratai,Buratai,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gunda,NG008005002,Gunda,Dadin Kowa,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dugja,NG008005003,Dugja,Dugja,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Garubula,NG008005004,Garubula,Garubula,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gur,NG008005005,Gur,Gur,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Galdimari,NG008005006,Galdimari,Kenken,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mandaragirau,NG008005007,Mandaragirau,Mandara Girau,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Miringa,NG008005008,Miringa,Miringa,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Sulumthla,NG008005009,Sulumthla,Sulumthla,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Yawi,NG008005010,Yawi,Yawi,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zarawuyaku,NG008005011,Zarawuyaku,Zarawuyaku,,Biu,NG008005,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Garu,NG008006001,Garu,Chibok Garu,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Likama,NG008006002,Likama,Chibok Likama,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Whuntaku,NG008006003,Whuntaku,Chibok Wuntaku,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gatamarwa,NG008006004,Gatamarwa,Gatamarwa,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kautikari,NG008006005,Kautikari,Kautikari,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Korongilum,NG008006006,Korongilum,Korongilim,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kuburmbula,NG008006007,Kuburmbula,Kuburmbula,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mbalala,NG008006008,Mbalala,Mbalala,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mbokura,NG008006009,Mbokura,Mboa Kura,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Pemi,NG008006010,Pemi,Pemi,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Shirarkir,NG008006011,Shirarkir,Shikarkir,,Chibok,NG008006,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ajigin A,NG008007001,Ajigin A,Ajign (A),,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ajigin B,NG008007002,Ajigin B,Ajign (B),,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Azir Multe,NG008007003,Azir Multe,Azur/Multe/Forfor,,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Bego,NG008007004,Bego,Bego/Yerwa/Ngurna,,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Damboa Central,NG008007005,Damboa Central,Damboa,,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gumsuri,NG008007006,Gumsuri,Gumsuri/Misakurbudu,,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kafa Mafi,NG008007007,Kafa Mafi,Kafa / Mafi,,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mulgo Kopchi,NG008007008,Mulgo Kopchi,Mulgwai / Kopchi,,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Nzuda Wuyaram,NG008007009,Nzuda Wuyaram,Nguda / Wuyaram,,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wawa Korode,NG008007010,Wawa Korode,Wawa / Korede,,Damboa,NG008007,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Boboshe,NG008008001,Boboshe,Boboshe,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dikwa,NG008008002,Dikwa,Dikwa,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gajibo,NG008008003,Gajibo,Gajibo,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Margata,NG008008004,Margata,Magarta / Sheffri,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
M. Maja,NG008008005,M. Maja,Mallam Maja,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
M. Kaza,NG008008006,M. Kaza,Mudu / Kaza,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Muliye,NG008008007,Muliye,Muliye / Jemuri,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngudoram,NG008008008,Ngudoram,Ngudoram,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Afuye,NG008008009,Afuye,Sogoma / Afuye,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ufaye,NG008008010,Ufaye,Ufaye / Gujile,,Dikwa,NG008008,Borno Central,NG00801,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ardimini,NG008009001,Ardimini,Ardimini,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Dabira,NG008009002,Dabira,Dabira,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Felo,NG008009003,Felo,Felo,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gamawu,NG008009004,Gamawu,Gamowo,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gazabure,NG008009005,Gazabure,Gazabure,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gubio 1,NG008009006,Gubio 1,Gubio Town  I,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gubio 2,NG008009007,Gubio 2,Gubio Town II,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kingowa,NG008009008,Kingowa,Kingowa,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ngetra,NG008009009,Ngetra,Ngetra,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Zowo,NG008009010,Zowo,Zowo,,Gubio,NG008009,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Aduwa,NG008010001,Aduwa,Aduwa,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gudumbali East,NG008010002,Gudumbali East,Gudumbali East,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Gudumbali West,NG008010003,Gudumbali West,Gudumbali West,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Guworam,NG008010004,Guworam,Guworam,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Guzamala East,NG008010005,Guzamala East,Guzamala East,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Guzamala West,NG008010006,Guzamala West,Guzamala West,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Kingarawa,NG008010007,Kingarawa,Kingarwa,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Mairari,NG008010008,Mairari,Mairari,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Moduri,NG008010009,Moduri,Moduri,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Wamiri,NG008010010,Wamiri,Wamiri,,Guzamala,NG008010,Borno North,NG00802,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
Ashigashiya,NG008011001,Ashigashiya,Ashigashiya,,Gwoza,NG008011,Borno South,NG00803,Borno,NG008,Nigeria,NG,2017-03-31,2019-04-17,
