#adm3+name+i_en,#adm3+name+i_fr,#adm3+name+i_ht,#adm3+code+v_pcode,#adm3+name,#adm3+name+alt1+i_en,#adm3+name+alt2+i_en,#adm3+name+alt1+i_fr,#adm3+name+alt2+i_fr,#adm3+name+alt1+i_ht,#adm3+name+alt2+i_ht,#adm2+name+i_en,#adm2+name+i_fr,#adm2+name+i_ht,#adm2+code+v_pcode,#adm1+name+i_en,#adm1+name+i_fr,#adm1+name+i_ht,#adm1+code+v_pcode,#country+name+i_en,#country+name+i_fr,#country+name+i_ht,#country+code+v_iso2,#date+start,#date+updated,#date+end
10e Section La Vanneau,10e Section La Vanneau,,HT0211-10,,,,,,,,Jacmel,Jacmel,,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
11e Section La Montagne,11e Section La Montagne,,HT0211-11,,,,,,,,Jacmel,Jacmel,,HT0211,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Corail Soult,1re Section Corail Soult,,HT0212-01,,,,,,,,Marigot,Marigot,,HT0212,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Grande Riviere Fesles,2e Section Grande Rivière Fesles,,HT0212-02,,,,,,,,Marigot,Marigot,,HT0212,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Macary,3e Section Macary,,HT0212-03,,,,,,,,Marigot,Marigot,,HT0212,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Fond Jean Noël,4e Section Fond Jean Noël,,HT0212-04,4e Section Fond Jean Noel,,,,,,,Marigot,Marigot,,HT0212,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Savane Dubois,5e Section Savane Dubois,,HT0212-05,,,,,,,,Marigot,Marigot,,HT0212,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Ravine Normande,1re Section Ravine Normande,,HT0213-01,,,,,,,,Cayes-Jacmel,Cayes-Jacmel,,HT0213,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Gaillard,2e Section Gaillard,,HT0213-02,,,,,,,,Cayes-Jacmel,Cayes-Jacmel,,HT0213,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Haut Cap Rouge,3e Section Haut Cap Rouge,,HT0213-03,,,,,,,,Cayes-Jacmel,Cayes-Jacmel,,HT0213,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Fond Melon Michineau,2e Section Fond Melon Michineau,,HT0213-04,,,,,,,,Cayes-Jacmel,Cayes-Jacmel,,HT0213,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section La Vallee de Jacmel ou Muzac,1re Section La Vallee de Jacmel ou Muzac,,HT0214-01,,,,,,,,La Vallee,La Vallée,,HT0214,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section La Vallee de Bainet ou Ternier,2e Section La Vallee de Bainet ou Ternier,,HT0214-02,,,,,,,,La Vallee,La Vallée,,HT0214,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Morne a Brûler,3e Section Morne à Brûler,,HT0214-03,3e Section Morne a Bruler,,,,,,,La Vallee,La Vallée,,HT0214,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bresilienne,1re Section Bresilienne,,HT0221-01,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Trou Mahot,2e Section Trou Mahot,,HT0221-02,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section La Vallee de Bainet,3e Section La Vallee de Bainet,,HT0221-03,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Haut Grandou,4e Section Haut Grandou,,HT0221-04,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Bas de Grandou,5e Section Bas de Grandou,,HT0221-05,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Bas de Lacroix,6e Section Bas de Lacroix,,HT0221-06,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Bras Gauche,7e Section Bras Gauche,,HT0221-07,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
8e Section Oranger,8e Section Oranger,,HT0221-08,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
9e Section Bas des Gris Gris,9e Section Bas des Gris Gris,,HT0221-09,,,,,,,,Bainet,Bainet,,HT0221,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Gris Gris,1re Section Gris Gris,,HT0222-01,,,,,,,,Cotes de Fer,Côtes de Fer,,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Labiche,2e Section Labiche,,HT0222-02,,,,,,,,Cotes de Fer,Côtes de Fer,,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Bras Gauche,3e Section Bras Gauche,,HT0222-03,,,,,,,,Cotes de Fer,Côtes de Fer,,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Amazone,4e Section Amazone,,HT0222-04,,,,,,,,Cotes de Fer,Côtes de Fer,,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Boucan Belier,5e Section Boucan Belier,,HT0222-05,,,,,,,,Cotes de Fer,Côtes de Fer,,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Jamais Vu,6e Section Jamais Vu,,HT0222-06,,,,,,,,Cotes de Fer,Côtes de Fer,,HT0222,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bais d'Orange,1re Section Bais d'Orange,,HT0231-01,1re Section Bais dOrange,,,,,,,Belle Anse,Belle Anse,,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Mabriole,2e Section Mabriole,,HT0231-02,,,,,,,,Belle Anse,Belle Anse,,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Callumette,3e Section Callumette,,HT0231-03,,,,,,,,Belle Anse,Belle Anse,,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Corail Lamothe,4e Section Corail Lamothe,,HT0231-04,,,,,,,,Belle Anse,Belle Anse,,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Bel Air,5e Section Bel Air,,HT0231-05,,,,,,,,Belle Anse,Belle Anse,,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Pichon,6e Section Pichon,,HT0231-06,,,,,,,,Belle Anse,Belle Anse,,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Mapou,7e Section Mapou,,HT0231-07,,,,,,,,Belle Anse,Belle Anse,,HT0231,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Colline des Chenes ou Bodarie,1re Section Colline des Chênes ou Bodarie,,HT0232-01,,,,,,,,Grand Gosier,Grand Gosier,,HT0232,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Thiotte,1re Section Thiotte,,HT0233-01,,,,,,,,Thiotte,Thiotte,,HT0233,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Pot de Chambre,2e Section Pot de Chambre,,HT0233-02,,,,,,,,Thiotte,Thiotte,,HT0233,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Boucan Guillaume,1re Section Boucan Guillaume,,HT0234-01,,,,,,,,Anse-a-Pitre,Anse-à-Pître,,HT0234,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bois d'Orme,2e Section Bois d'Orme,,HT0234-02,2e Section Bois dOrme,,,,,,,Anse-a-Pitre,Anse-à-Pître,,HT0234,South-East,Sud-Est,Sidès,HT02,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bande du Nord,1re Section Bande du Nord,,HT0311-01,,,,,,,,Cap-Haitien,Cap-Haïtien,,HT0311,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Haut du Cap,2e Section Haut du Cap,,HT0311-02,,,,,,,,Cap-Haitien,Cap-Haïtien,,HT0311,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Petit Anse,3e Section Petit Anse,,HT0311-03,,,,,,,,Cap-Haitien,Cap-Haïtien,,HT0311,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Basse Plaine,1re Section Basse Plaine,,HT0312-01,,,,,,,,Quartier Morin,Quartier Morin,,HT0312,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Morne Pele,2e Section Morne Pele,,HT0312-02,,,,,,,,Quartier Morin,Quartier Morin,,HT0312,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Basse Plaine,1re Section Basse Plaine,,HT0313-01,,,,,,,,Limonade,Limonade,,HT0313,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bois de Lance,2e Section Bois de Lance,,HT0313-02,,,,,,,,Limonade,Limonade,,HT0313,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Roucou,3e Section Roucou,,HT0313-03,,,,,,,,Limonade,Limonade,,HT0313,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Camp-Louise,1re Section Camp-Louise,,HT0321-01,,,,,,,,Acul du Nord,Acul du Nord,,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bas de l'Acul (Basse Plaine),2e Section Bas de l'Acul (Basse Plaine),,HT0321-02,2e Section Bas de lAcul (Basse Plaine),,,,,,,Acul du Nord,Acul du Nord,,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Mornet,3e Section Mornet,,HT0321-03,,,,,,,,Acul du Nord,Acul du Nord,,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Grande Ravine,4e Section Grande Ravine,,HT0321-04,,,,,,,,Acul du Nord,Acul du Nord,,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Coupe a David,5e Section Coupe à David,,HT0321-05,,,,,,,,Acul du Nord,Acul du Nord,,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Soufriere,6e Section Soufrière,,HT0321-06,,,,,,,,Acul du Nord,Acul du Nord,,HT0321,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Morne Rouge,1re Section Morne Rouge,,HT0322-01,,,,,,,,Plaine du Nord,Plaine du Nord,,HT0322,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Basse Plaine,2e Section Basse Plaine,,HT0322-02,,,,,,,,Plaine du Nord,Plaine du Nord,,HT0322,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Grand Boucan,3e Section Grand Boucan,,HT0322-03,,,,,,,,Plaine du Nord,Plaine du Nord,,HT0322,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Bassin Diamant,4e Section Bassin Diamant,,HT0322-04,,,,,,,,Plaine du Nord,Plaine du Nord,,HT0322,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Perches-de-Bonnet,1re Section Perches-de-Bonnet,,HT0323-01,,,,,,,,Milot,Milot,,HT0323,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bonnet a l'Eveque,2e Section Bonnet à l'Evêque,,HT0323-02,2e Section Bonnet a lEveque,,,,,,,Milot,Milot,,HT0323,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Genipailler,3e Section Genipailler,,HT0323-03,,,,,,,,Milot,Milot,,HT0323,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Grand Gilles,1re Section Grand Gilles,,HT0331-01,,,,,,,,Grande Riviere Du Nord,Grande Riviere Du Nord,,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Solon,2e Section Solon,,HT0331-02,,,,,,,,Grande Riviere Du Nord,Grande Riviere Du Nord,,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Caracol,3e Section Caracol,,HT0331-03,,,,,,,,Grande Riviere Du Nord,Grande Riviere Du Nord,,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Gambade,4e Section Gambade,,HT0331-04,,,,,,,,Grande Riviere Du Nord,Grande Riviere Du Nord,,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Jolitrou,5e Section Jolitrou,,HT0331-05,,,,,,,,Grande Riviere Du Nord,Grande Riviere Du Nord,,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Cormiers,6e Section Cormiers,,HT0331-06,,,,,,,,Grande Riviere Du Nord,Grande Riviere Du Nord,,HT0331,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bois Pin,1re Section Bois Pin,,HT0332-01,,,,,,,,Bahon,Bahon,,HT0332,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bailly ou Bailla,2e Section Bailly ou Bailla,,HT0332-02,,,,,,,,Bahon,Bahon,,HT0332,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Montagne Noire,3e Section Montagne Noire,,HT0332-03,,,,,,,,Bahon,Bahon,,HT0332,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bois Neuf,1re Section Bois Neuf,,HT0341-01,,,,,,,,Saint-Raphael,Saint-Raphaël,,HT0341,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Mathurin,2e Section Mathurin,,HT0341-02,,,,,,,,Saint-Raphael,Saint-Raphaël,,HT0341,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Bouyaha,3e Section Bouyaha,,HT0341-03,,,,,,,,Saint-Raphael,Saint-Raphaël,,HT0341,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section San-Yago,4e Section San-Yago,,HT0341-04,,,,,,,,Saint-Raphael,Saint-Raphaël,,HT0341,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Brostage,1re Section Brostage,,HT0342-01,,,,,,,,Dondon,Dondon,,HT0342,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bassin Caiman,2e Section Bassin Caïman,,HT0342-02,,,,,,,,Dondon,Dondon,,HT0342,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Matador,3e Section Matador,,HT0342-03,,,,,,,,Dondon,Dondon,,HT0342,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Laguille,4e Section Laguille,,HT0342-04,,,,,,,,Dondon,Dondon,,HT0342,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Haut du Trou,5e Section Haut du Trou,,HT0342-05,,,,,,,,Dondon,Dondon,,HT0342,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Bac a Soude,1re Section Bac à Soude,,HT0343-01,,,,,,,,Ranquitte,Ranquitte,,HT0343,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bois de Lance,2e Section Bois de Lance,,HT0343-02,,,,,,,,Ranquitte,Ranquitte,,HT0343,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Cracaraille,3e Section Cracaraille,,HT0343-03,,,,,,,,Ranquitte,Ranquitte,,HT0343,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Savannette,1re Section Savannette,,HT0344-01,,,,,,,,Pignon,Pignon,,HT0344,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section la Belle Mere,2e Section la Belle Mère,,HT0344-02,,,,,,,,Pignon,Pignon,,HT0344,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section de la Victoire,1re Section de la Victoire,,HT0345-01,,,,,,,,La Victoire,La Victoire,,HT0345,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Margot,1re Section Margot,,HT0351-01,,,,,,,,Borgne,Borgne,,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Boucan Michel,2e Section Boucan Michel,,HT0351-02,,,,,,,,Borgne,Borgne,,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Petit Bourgde Borgne,3e Section Petit Bourgde Borgne,,HT0351-03,,,,,,,,Borgne,Borgne,,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Trou d'Enfer,4e Section Trou d'Enfer,,HT0351-04,4e Section Trou dEnfer,,,,,,,Borgne,Borgne,,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Champagne,5e Section Champagne,,HT0351-05,,,,,,,,Borgne,Borgne,,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Molas,6e Section Molas,,HT0351-06,,,,,,,,Borgne,Borgne,,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Cote de Feret Fond Lagrange,7e Section Cote de Feret Fond Lagrange,,HT0351-07,,,,,,,,Borgne,Borgne,,HT0351,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section de Grande Plaine,1re Section de Grande Plaine,,HT0352-01,,,,,,,,Port-Margot,Port-Margot,,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bas Petit Borgne,2e Section Bas Petit Borgne,,HT0352-02,,,,,,,,Port-Margot,Port-Margot,,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section de Corail,3e Section de Corail,,HT0352-03,,,,,,,,Port-Margot,Port-Margot,,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Haut Petit Borgne,4e Section Haut Petit Borgne,,HT0352-04,,,,,,,,Port-Margot,Port-Margot,,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Bas Quartier,5e Section Bas Quartier,,HT0352-05,,,,,,,,Port-Margot,Port-Margot,,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Bras Gauche,6e Section Bras Gauche,,HT0352-06,,,,,,,,Port-Margot,Port-Margot,,HT0352,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Haut Limbe ou Acul Jeannot,1re Section Haut Limbe ou Acul Jeannot,,HT0361-01,,,,,,,,Limbe,Limbé,,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Chabotte,2e Section Chabotte,,HT0361-02,,,,,,,,Limbe,Limbé,,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Camp Coq,3e Section Camp Coq,,HT0361-03,,,,,,,,Limbe,Limbé,,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Soufriere,4e Section Soufrière,,HT0361-04,,,,,,,,Limbe,Limbé,,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Ravine Desroches,5e Section Ravine Desroches,,HT0361-05,,,,,,,,Limbe,Limbé,,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Ilot-a-Corne,6e Section Ilot-à-Corne,,HT0361-06,,,,,,,,Limbe,Limbé,,HT0361,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Garde Champetre (Bas Limbe),1re Section Garde Champètre (Bas Limbe),,HT0362-01,,,,,,,,Bas Limbe,Bas Limbé,,HT0362,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Petit Howars (la Fange),2e Section Petit Howars (la Fange),,HT0362-02,,,,,,,,Bas Limbe,Bas Limbé,,HT0362,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Gobert ou Colline Gobert,1re Section Gobert ou Colline Gobert,,HT0371-01,,,,,,,,Plaisance,Plaisance,,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Champagne,2e Section Champagne,,HT0371-02,,,,,,,,Plaisance,Plaisance,,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Haut Martineau,3e Section Haut Martineau,,HT0371-03,,,,,,,,Plaisance,Plaisance,,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Mapou,4e Section Mapou,,HT0371-04,,,,,,,,Plaisance,Plaisance,,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section la Trouble,5e Section la Trouble,,HT0371-05,,,,,,,,Plaisance,Plaisance,,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section la Ville,6e Section la Ville,,HT0371-06,,,,,,,,Plaisance,Plaisance,,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Bassin,7e Section Bassin,,HT0371-07,,,,,,,,Plaisance,Plaisance,,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
8e Section Grande Riviere,8e Section Grande Rivière,,HT0371-08,,,,,,,,Plaisance,Plaisance,,HT0371,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Ballon,1re Section Ballon,,HT0372-01,,,,,,,,Pilate,Pilate,,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Baudin,2e Section Baudin,,HT0372-02,,,,,,,,Pilate,Pilate,,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
3e Section Ravine Trompette,3e Section Ravine Trompette,,HT0372-03,,,,,,,,Pilate,Pilate,,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
4e Section Joly,4e Section Joly,,HT0372-04,,,,,,,,Pilate,Pilate,,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
5e Section Dubourg,5e Section Dubourg,,HT0372-05,,,,,,,,Pilate,Pilate,,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
6e Section Piment,6e Section Piment,,HT0372-06,,,,,,,,Pilate,Pilate,,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
7e Section Riviere Laporte,7e Section Rivière Laporte,,HT0372-07,,,,,,,,Pilate,Pilate,,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
8e Section Margot,8e Section Margot,,HT0372-08,,,,,,,,Pilate,Pilate,,HT0372,North,Nord,Nò,HT03,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
1re Section Dumas,1re Section Dumas,,HT0411-01,,,,,,,,Fort-Liberte,Fort-Liberté,,HT0411,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
2e Section Bayaha,2e Section Bayaha,,HT0411-02,,,,,,,,Fort-Liberte,Fort-Liberté,,HT0411,North-East,Nord-Est,Nòdès,HT04,Haiti,Haïti,Ayiti,HT,2017-09-06,2018-11-29,
