admin4Name_en,admin4Pcode,admin4RefName_en,admin4AltName1_en,admin4AltName2_en,admin3Name_en,admin3Pcode,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo
Njagbla I,SL03011305,Njagbla I,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Njagbla II,SL03011306,Njagbla II,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Seiwa,SL03011307,Seiwa,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sendeh,SL03011308,Sendeh,,,Tikonko,SL030113,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Deilenga,SL03011401,Deilenga,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kendebu,SL03011402,Kendebu,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lunia,SL03011403,Lunia,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ngovo,SL03011404,Ngovo,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Seilenga,SL03011405,Seilenga,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Vanjelu,SL03011406,Vanjelu,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yarlenga,SL03011407,Yarlenga,,,Valunia,SL030114,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Central Kargoi,SL03011501,Central Kargoi,,,Wonde,SL030115,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lower Kargoi,SL03011502,Lower Kargoi,,,Wonde,SL030115,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Manyeh,SL03011503,Manyeh,,,Wonde,SL030115,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Upper Kargoi,SL03011504,Upper Kargoi,,,Wonde,SL030115,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
East Ward-Batiema,SL03019101,East Ward-Batiema,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
East Ward-Bumpeh-W,SL03019102,East Ward-Bumpeh-W,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
East Ward-Gbondo T,SL03019103,East Ward-Gbondo T,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
East Ward-Kindia T,SL03019104,East Ward-Kindia T,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
East Ward-Lower Sa,SL03019105,East Ward-Lower Sa,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
East Ward-Manjama,SL03019106,East Ward-Manjama,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
East Ward-Messima,SL03019107,East Ward-Messima,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
East Ward-Moriba T,SL03019109,East Ward-Moriba T,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
North Ward-Bo Numb,SL03019111,North Ward-Bo Numb,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
North Ward-Kissy Town,SL03019112,North Ward-Kissy Town,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
North Ward-Njai To,SL03019114,North Ward-Njai To,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
North Ward-Reservation,SL03019115,North Ward-Reservation,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
West Ward-Kandeh T,SL03019118,West Ward-Kandeh T,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
West Ward-Lewabu -,SL03019119,West Ward-Lewabu -,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
West Ward-Moriba T,SL03019120,West Ward-Moriba T,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
West Ward-Nikibu -,SL03019121,West Ward-Nikibu -,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
West Ward-Njagboim,SL03019122,West Ward-Njagboim,,,Bo Town,SL030191,Bo,SL0301,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gba-Cha,SL03020101,Gba-Cha,,,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sokenteh,SL03020102,Sokenteh,,,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tissagbe,SL03020103,Tissagbe,,,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yallan-gbokie,SL03020104,Yallan-gbokie,,,Bendu-Cha,SL030201,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Fikie,SL03020201,Fikie,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbengain,SL03020202,Gbengain,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbondubum,SL03020203,Gbondubum,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Koimato,SL03020204,Koimato,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Lanje,SL03020205,Lanje,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tamba,SL03020206,Tamba,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Torma,SL03020207,Torma,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yargbe,SL03020208,Yargbe,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yawma,SL03020209,Yawma,,,Bum,SL030202,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Chepo,SL03020301,Chepo,,,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Dema,SL03020302,Dema,,,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Turtle Islands,SL03020303,Turtle Islands,,,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yoh,SL03020304,Yoh,,,Dema,SL030203,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Babum,SL03020401,Babum,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bapus,SL03020402,Bapus,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bigo,SL03020403,Bigo,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kahekay,SL03020404,Kahekay,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moimaligie,SL03020405,Moimaligie,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sokrapan,SL03020406,Sokrapan,,,Imperri,SL030204,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Basiaka,SL03020501,Basiaka,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bayengbe,SL03020502,Bayengbe,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Beyinga,SL03020503,Beyinga,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Falewuja,SL03020504,Falewuja,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kumabeh-Kwe,SL03020505,Kumabeh-Kwe,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Landi-Ngere,SL03020506,Landi-Ngere,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sopan-Cleveland,SL03020507,Sopan-Cleveland,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tucker-Nyambe,SL03020508,Tucker-Nyambe,,,Jong,SL030205,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ba-Kobotu,SL03020601,Ba-Kobotu,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bewoni,SL03020602,Bewoni,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbonge,SL03020603,Gbonge,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Senjehun,SL03020604,Senjehun,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sewama,SL03020605,Sewama,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Taokunor,SL03020606,Taokunor,,,Kpanda Kemo,SL030206,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpanga Koimato,SL03020701,Kpanga Koimato,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kwako Lanten,SL03020702,Kwako Lanten,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Massa Settie,SL03020703,Massa Settie,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mosenten Sahen II,SL03020704,Mosenten Sahen II,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tubla,SL03020705,Tubla,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tun-Tun Sullay,SL03020706,Tun-Tun Sullay,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yikie Karbay,SL03020707,Yikie Karbay,,,Kwamebai Krim,SL030207,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Baoma,SL03020801,Baoma,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bohol,SL03020802,Bohol,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bullom,SL03020803,Bullom,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Garinga,SL03020804,Garinga,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbangbassa,SL03020805,Gbangbassa,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbap,SL03020806,Gbap,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Hahun,SL03020807,Hahun,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kessie,SL03020808,Kessie,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Manyime,SL03020809,Manyime,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pelewahun,SL03020810,Pelewahun,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Salma,SL03020811,Salma,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Solon,SL03020812,Solon,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Torma Subu,SL03020813,Torma Subu,,,Nongoba Bullom,SL030208,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bamba,SL03020901,Bamba,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gonoh,SL03020902,Gonoh,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kamai,SL03020903,Kamai,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kwalloh,SL03020904,Kwalloh,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moh,SL03020905,Moh,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ngepay,SL03020906,Ngepay,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Saama,SL03020907,Saama,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sahaya,SL03020908,Sahaya,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sahn-Gbegu,SL03020909,Sahn-Gbegu,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sampoh,SL03020910,Sampoh,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yoni,SL03020911,Yoni,,,Sittia,SL030209,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bakumba,SL03021001,Bakumba,,,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Beyorgboh,SL03021002,Beyorgboh,,,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ndopie,SL03021003,Ndopie,,,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Pengor,SL03021004,Pengor,,,Sogbeni,SL030210,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Baryegbe,SL03021101,Baryegbe,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Hahun,SL03021102,Hahun,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ketaway,SL03021103,Ketaway,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mobulie,SL03021104,Mobulie,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yorma,SL03021105,Yorma,,,Yawbeko,SL030211,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bonthe Town,SL03029101,Bonthe Town,,,Bonthe Urban,SL030291,Bonthe,SL0302,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Benduma,SL03030101,Benduma,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Benkeh,SL03030102,Benkeh,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kawaya,SL03030103,Kawaya,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kigbai,SL03030104,Kigbai,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mani,SL03030105,Mani,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mokassi,SL03030106,Mokassi,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moseilolo,SL03030107,Moseilolo,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Palima,SL03030108,Palima,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Sembehun,SL03030109,Sembehun,,,Bagruwa,SL030301,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bellentin,SL03030201,Bellentin,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bumpeh,SL03030202,Bumpeh,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Greema,SL03030203,Greema,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kassipoto,SL03030204,Kassipoto,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mamu,SL03030205,Mamu,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Massah,SL03030206,Massah,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moforay,SL03030207,Moforay,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mokebbie,SL03030208,Mokebbie,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Motobon,SL03030209,Motobon,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moyemi,SL03030210,Moyemi,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Saiama,SL03030211,Saiama,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Samu,SL03030212,Samu,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yengessa,SL03030213,Yengessa,,,Bumpeh,SL030302,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bambuibu Tommy,SL03030301,Bambuibu Tommy,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bongoya,SL03030302,Bongoya,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Domboma,SL03030303,Domboma,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Foya Tewei,SL03030304,Foya Tewei,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Jayahun,SL03030305,Jayahun,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kenema,SL03030306,Kenema,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mano,SL03030307,Mano,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Niti Korley,SL03030308,Niti Korley,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Semabu,SL03030309,Semabu,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Taninahun Gomoh,SL03030310,Taninahun Gomoh,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Taninahun Kapuima,SL03030311,Taninahun Kapuima,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Timindi,SL03030312,Timindi,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Wonkifore,SL03030313,Wonkifore,,,Dasse,SL030303,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Fakoi,SL03030401,Fakoi,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gandorhun Central,SL03030402,Gandorhun Central,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kovella,SL03030403,Kovella,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kpangulgo,SL03030404,Kpangulgo,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Kunyafoi,SL03030405,Kunyafoi,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Maninga,SL03030406,Maninga,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Njawa,SL03030407,Njawa,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Songo,SL03030408,Songo,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tangbla,SL03030409,Tangbla,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
To - Ndambalenga,SL03030410,To - Ndambalenga,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tullu,SL03030411,Tullu,,,Fakunya,SL030304,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bendu A,SL03030501,Bendu A,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bendu B,SL03030502,Bendu B,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Bumpetoke,SL03030503,Bumpetoke,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Gbuallay,SL03030504,Gbuallay,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Konolor,SL03030505,Konolor,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mambo,SL03030506,Mambo,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mano,SL03030507,Mano,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mobeh,SL03030508,Mobeh,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mofuss,SL03030509,Mofuss,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mokandor,SL03030510,Mokandor,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mokebe,SL03030511,Mokebe,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mokobo,SL03030512,Mokobo,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Mopaileh,SL03030513,Mopaileh,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moyah,SL03030514,Moyah,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Moyibo,SL03030515,Moyibo,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Ngiehun,SL03030516,Ngiehun,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Rembe,SL03030517,Rembe,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Tassoh,SL03030518,Tassoh,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Thumba A,SL03030519,Thumba A,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Thumba B,SL03030520,Thumba B,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Yondu,SL03030521,Yondu,,,Kagboro,SL030305,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
Angigboya,SL03030601,Angigboya,,,Kaiyamba,SL030306,Moyamba,SL0303,Southern,SL03,Sierra Leone,SL,2016-08-01,2017-08-16,
