#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_spa+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:222:2:709,709,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:709,Lislique,SV0709,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:710,710,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:710,Meanguera del Golfo,SV0710,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:711,711,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:711,Nueva Esparta,SV0711,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:712,712,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:712,Pasaquina,SV0712,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:713,713,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:713,Polorós,SV0713,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:714,714,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:714,San Alejo,SV0714,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:715,715,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:715,San José,SV0715,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:716,716,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:716,Santa Rosa de Lima,SV0716,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:717,717,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:717,Yayantique,SV0717,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:718,718,1603:45:16:222:0,1603:45:16:222:1:7,1603:45:16:222:2:718,Yucuaiquín,SV0718,,,,La Unión,SV07,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:801,801,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:801,Arambala,SV0801,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:802,802,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:802,Cacaopera,SV0802,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:803,803,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:803,Chilanga,SV0803,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:804,804,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:804,Corinto,SV0804,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:805,805,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:805,Delicias de Concepción,SV0805,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:806,806,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:806,El Divisadero,SV0806,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:807,807,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:807,El Rosario,SV0807,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:808,808,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:808,Gualococti,SV0808,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:809,809,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:809,Guatajiagua,SV0809,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:810,810,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:810,Joateca,SV0810,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:811,811,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:811,Jocoaitique,SV0811,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:812,812,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:812,Jocoro,SV0812,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:813,813,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:813,Lolotiquillo,SV0813,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:814,814,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:814,Meanguera,SV0814,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:815,815,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:815,Osicala,SV0815,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:816,816,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:816,Perquín,SV0816,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:817,817,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:817,San Carlos,SV0817,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:818,818,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:818,San Fernando,SV0818,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:819,819,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:819,San Francisco Gotera,SV0819,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:820,820,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:820,San Isidro,SV0820,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:821,821,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:821,San Simón,SV0821,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:822,822,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:822,Sensembra,SV0822,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:823,823,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:823,Sociedad,SV0823,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:824,824,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:824,Torola,SV0824,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:825,825,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:825,Yamabal,SV0825,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:826,826,1603:45:16:222:0,1603:45:16:222:1:8,1603:45:16:222:2:826,Yoloaiquín,SV0826,,,,Morazán,SV08,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:901,901,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:901,Carolina,SV0901,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:902,902,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:902,Chapeltique,SV0902,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:903,903,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:903,Chinameca,SV0903,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:904,904,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:904,Chirilagua,SV0904,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:905,905,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:905,Ciudad Barrios,SV0905,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:906,906,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:906,Comacarán,SV0906,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:907,907,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:907,El Tránsito,SV0907,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:908,908,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:908,Lolotique,SV0908,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:909,909,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:909,Moncagua,SV0909,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:910,910,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:910,Nueva Guadalupe,SV0910,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:911,911,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:911,Nuevo Edén de San Juan,SV0911,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:912,912,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:912,Quelepa,SV0912,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:913,913,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:913,San Antonio,SV0913,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:914,914,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:914,San Gerardo,SV0914,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:915,915,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:915,San Jorge,SV0915,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:916,916,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:916,San Luis de la Reina,SV0916,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:917,917,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:917,San Miguel,SV0917,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:918,918,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:918,San Rafael,SV0918,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:919,919,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:919,Sesori,SV0919,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:920,920,1603:45:16:222:0,1603:45:16:222:1:9,1603:45:16:222:2:920,Uluazapa,SV0920,,,,San Miguel,SV09,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1001,1001,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1001,Aguilares,SV1001,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1002,1002,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1002,Apopa,SV1002,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1003,1003,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1003,Ayutuxtepeque,SV1003,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1004,1004,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1004,Cuscatancingo,SV1004,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1005,1005,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1005,El Paisnal,SV1005,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1006,1006,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1006,Guazapa,SV1006,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1007,1007,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1007,Ilopango,SV1007,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1008,1008,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1008,Mejicanos,SV1008,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1009,1009,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1009,Nejapa,SV1009,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1010,1010,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1010,Panchimalco,SV1010,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1011,1011,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1011,Rosario de Mora,SV1011,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1012,1012,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1012,San Marcos,SV1012,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1013,1013,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1013,San Martín,SV1013,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1014,1014,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1014,San Salvador,SV1014,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1015,1015,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1015,Santiago Texacuangos,SV1015,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1016,1016,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1016,Santo Tomás,SV1016,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1017,1017,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1017,Soyapango,SV1017,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1018,1018,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1018,Tonacatepeque,SV1018,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1019,1019,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1019,Delgado,SV1019,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1099,1099,1603:45:16:222:0,1603:45:16:222:1:10,1603:45:16:222:2:1099,Lago de Llopango,SV1099,,,,San Salvador,SV10,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1101,1101,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1101,Apastepeque,SV1101,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1102,1102,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1102,Guadalupe,SV1102,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1103,1103,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1103,San Cayetano Istepeque,SV1103,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1104,1104,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1104,San Esteban Catarina,SV1104,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1105,1105,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1105,San Ildefonso,SV1105,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1106,1106,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1106,San Lorenzo,SV1106,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1107,1107,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1107,San Sebastián,SV1107,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1108,1108,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1108,San Vicente,SV1108,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1109,1109,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1109,Santa Clara,SV1109,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1110,1110,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1110,Santo Domingo,SV1110,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1111,1111,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1111,Tecoluca,SV1111,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1112,1112,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1112,Tepetitán,SV1112,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1113,1113,1603:45:16:222:0,1603:45:16:222:1:11,1603:45:16:222:2:1113,Verapaz,SV1113,,,,San Vicente,SV11,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1201,1201,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1201,Candelaria de la Frontera,SV1201,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1202,1202,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1202,Chalchuapa,SV1202,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1203,1203,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1203,Coatepeque,SV1203,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1204,1204,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1204,El Congo,SV1204,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1205,1205,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1205,El Porvenir,SV1205,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1206,1206,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1206,Masahuat,SV1206,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1207,1207,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1207,Metapán,SV1207,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1208,1208,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1208,San Antonio Pajonal,SV1208,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1209,1209,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1209,San Sebastián Salitrillo,SV1209,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1210,1210,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1210,Santa Ana,SV1210,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1211,1211,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1211,Santa Rosa Guachipilín,SV1211,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1212,1212,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1212,Santiago de la Frontera,SV1212,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1213,1213,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1213,Texistepeque,SV1213,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1298,1298,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1298,Lago de Guija,SV1298,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1299,1299,1603:45:16:222:0,1603:45:16:222:1:12,1603:45:16:222:2:1299,Lago de Coatepeque,SV1299,,,,Santa Ana,SV12,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1301,1301,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1301,Acajutla,SV1301,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1302,1302,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1302,Armenia,SV1302,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1303,1303,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1303,Caluco,SV1303,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1304,1304,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1304,Cuisnahuat,SV1304,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1305,1305,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1305,Izalco,SV1305,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1306,1306,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1306,Juayúa,SV1306,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1307,1307,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1307,Nahuizalco,SV1307,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1308,1308,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1308,Nahulingo,SV1308,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1309,1309,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1309,Salcoatitán,SV1309,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1310,1310,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1310,San Antonio del Monte,SV1310,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1311,1311,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1311,San Julián,SV1311,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1312,1312,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1312,Santa Catarina Masahuat,SV1312,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1313,1313,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1313,Santa Isabel Ishuatán,SV1313,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1314,1314,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1314,Santo Domingo,SV1314,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1315,1315,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1315,Sonsonate,SV1315,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1316,1316,1603:45:16:222:0,1603:45:16:222:1:13,1603:45:16:222:2:1316,Sonzacate,SV1316,,,,Sonsonate,SV13,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1401,1401,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1401,Alegría,SV1401,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1402,1402,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1402,Berlín,SV1402,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1403,1403,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1403,California,SV1403,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1404,1404,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1404,Concepción Batres,SV1404,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1405,1405,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1405,El Triunfo,SV1405,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1406,1406,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1406,Ereguayquín,SV1406,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1407,1407,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1407,Estanzuelas,SV1407,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1408,1408,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1408,Jiquilisco,SV1408,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
1603:45:16:222:2:1409,1409,1603:45:16:222:0,1603:45:16:222:1:14,1603:45:16:222:2:1409,Jucuapa,SV1409,,,,Usulután,SV14,El Salvador,SV,2020-05-29,2021-02-08,
