#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt0,#meta+ERROR+adm2+code+v_pcode,#meta+ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_vie+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:704:2:81515,81515,1603:45:16:704:0,1603:45:16:704:1:815,1603:45:16:704:2:81515,Phong Dien,Huyện Phong Điền,VN81515,,,,,,Can Tho city,TP. Cần Thơ,VN815,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81601,81601,1603:45:16:704:0,1603:45:16:704:1:816,1603:45:16:704:2:81601,Vi Thanh,TP. Vị Thanh,VN81601,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81602,81602,1603:45:16:704:0,1603:45:16:704:1:816,1603:45:16:704:2:81602,Nga Bay,Thị xã Ngã Bảy,VN81602,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81603,81603,1603:45:16:704:0,1603:45:16:704:1:816,1603:45:16:704:2:81603,Chau Thanh A,Huyện Châu Thành A,VN81603,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81605,81605,1603:45:16:704:0,1603:45:16:704:1:816,1603:45:16:704:2:81605,Chau Thanh,Huyện Châu Thành,VN81605,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81607,81607,1603:45:16:704:0,1603:45:16:704:1:816,1603:45:16:704:2:81607,Phung Hiep,Huyện Phụng Hiệp,VN81607,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81609,81609,1603:45:16:704:0,1603:45:16:704:1:816,1603:45:16:704:2:81609,Vi Thuy,Huyện Vị Thủy,VN81609,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81611,81611,1603:45:16:704:0,1603:45:16:704:1:816,1603:45:16:704:2:81611,Long My,Huyện Long Mỹ,VN81611,,,,,,Hau Giang,Hậu Giang,VN816,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81701,81701,1603:45:16:704:0,1603:45:16:704:1:817,1603:45:16:704:2:81701,Tra Vinh,TP. Trà Vinh,VN81701,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81703,81703,1603:45:16:704:0,1603:45:16:704:1:817,1603:45:16:704:2:81703,Cang Long,Huyện Càng Long,VN81703,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81705,81705,1603:45:16:704:0,1603:45:16:704:1:817,1603:45:16:704:2:81705,Chau Thanh,Huyện Châu Thành,VN81705,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81707,81707,1603:45:16:704:0,1603:45:16:704:1:817,1603:45:16:704:2:81707,Cau Ke,Huyện Cầu Kè,VN81707,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81709,81709,1603:45:16:704:0,1603:45:16:704:1:817,1603:45:16:704:2:81709,Tieu Can,Huyện Tiểu Cần,VN81709,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81711,81711,1603:45:16:704:0,1603:45:16:704:1:817,1603:45:16:704:2:81711,Cau Ngang,Huyện Cầu Ngang,VN81711,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81713,81713,1603:45:16:704:0,1603:45:16:704:1:817,1603:45:16:704:2:81713,Tra Cu,Huyện Trà Cú,VN81713,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81715,81715,1603:45:16:704:0,1603:45:16:704:1:817,1603:45:16:704:2:81715,Duyen Hai,Huyện Duyên Hải,VN81715,,,,,,Tra Vinh,Trà Vinh,VN817,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81901,81901,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81901,Soc Trang,TP. Sóc Trăng,VN81901,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81903,81903,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81903,Ke Sach,Huyện Kế Sách,VN81903,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81905,81905,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81905,Long Phu,Huyện Long Phú,VN81905,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81906,81906,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81906,Cu Lao Dung,Huyện Cù Lao Dung,VN81906,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81907,81907,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81907,My Tu,Huyện Mỹ Tú,VN81907,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81908,81908,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81908,Chau Thanh,Huyện Châu Thành,VN81908,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81909,81909,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81909,My Xuyen,Huyện Mỹ Xuyên,VN81909,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81911,81911,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81911,Thanh Tri,Huyện Thạnh Trị,VN81911,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81912,81912,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81912,Nga Nam,Thị xã Ngã Năm,VN81912,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81913,81913,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81913,Vinh Chau,Thị xã Vĩnh Châu,VN81913,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:81915,81915,1603:45:16:704:0,1603:45:16:704:1:819,1603:45:16:704:2:81915,Tran De,Huyện Trần Đề,VN81915,,,,,,Soc Trang,Sóc Trăng,VN819,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82101,82101,1603:45:16:704:0,1603:45:16:704:1:821,1603:45:16:704:2:82101,Bac Lieu,TP. Bạc Liêu,VN82101,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82103,82103,1603:45:16:704:0,1603:45:16:704:1:821,1603:45:16:704:2:82103,Phuoc Long,Huyện Phước Long,VN82103,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82104,82104,1603:45:16:704:0,1603:45:16:704:1:821,1603:45:16:704:2:82104,Hong Dan,Huyện Hồng Dân,VN82104,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82105,82105,1603:45:16:704:0,1603:45:16:704:1:821,1603:45:16:704:2:82105,Vinh Loi,Huyện Vĩnh Lợi,VN82105,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82106,82106,1603:45:16:704:0,1603:45:16:704:1:821,1603:45:16:704:2:82106,Hoa Binh,Huyện Hòa Bình,VN82106,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82107,82107,1603:45:16:704:0,1603:45:16:704:1:821,1603:45:16:704:2:82107,Gia Rai,Huyện Giá Rai,VN82107,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82109,82109,1603:45:16:704:0,1603:45:16:704:1:821,1603:45:16:704:2:82109,Dong Hai,Huyện Đông Hải,VN82109,,,,,,Bac Lieu,Bạc Liêu,VN821,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82301,82301,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82301,Ca Mau,TP. Cà Mau,VN82301,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82303,82303,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82303,Thoi Binh,Huyện Thới Bình,VN82303,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82305,82305,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82305,U Minh,Huyện U Minh,VN82305,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82307,82307,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82307,Tran Van Thoi,Huyện Trần Văn Thời,VN82307,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82309,82309,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82309,Cai Nuoc,Huyện Cái Nước,VN82309,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82310,82310,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82310,Phu Tan,Huyện Phú Tân,VN82310,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82311,82311,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82311,Dam Doi,Huyện Đầm Dơi,VN82311,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82313,82313,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82313,Ngoc Hien,Huyện Ngọc Hiển,VN82313,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
1603:45:16:704:2:82314,82314,1603:45:16:704:0,1603:45:16:704:1:823,1603:45:16:704:2:82314,Nam Can,Huyện Năm Căn,VN82314,,,,,,Ca Mau,Cà Mau,VN823,Viet Nam,Việt Nam,VN,2020-01-08,2020-10-27,
