#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5003+rdf_p_obo_bfo171_s5002+rdf_s_u2200_s5003,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5004+rdf_p_obo_bfo171_s5003+rdf_s_u2200_s5004,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt0,#meta+ERROR+adm4+code+v_pcode,#meta+ERROR+adm4+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5004+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5003,#meta+ERROR+adm3+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#meta+ERROR+adm2+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#meta+ERROR+adm1+code+v_pcode,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#meta+ERROR+country+code+v_iso3166p1a2,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:710:4:4162008,4162008,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:416,1603:45:16:710:3:4162,1603:45:16:710:4:4162008,008,ZA4162008,,,,Kopanong,ZA4162,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4163001,4163001,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:416,1603:45:16:710:3:4163,1603:45:16:710:4:4163001,001,ZA4163001,,,,Mohokare,ZA4163,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4163002,4163002,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:416,1603:45:16:710:3:4163,1603:45:16:710:4:4163002,002,ZA4163002,,,,Mohokare,ZA4163,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4163003,4163003,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:416,1603:45:16:710:3:4163,1603:45:16:710:4:4163003,003,ZA4163003,,,,Mohokare,ZA4163,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4163004,4163004,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:416,1603:45:16:710:3:4163,1603:45:16:710:4:4163004,004,ZA4163004,,,,Mohokare,ZA4163,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4163005,4163005,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:416,1603:45:16:710:3:4163,1603:45:16:710:4:4163005,005,ZA4163005,,,,Mohokare,ZA4163,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4163006,4163006,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:416,1603:45:16:710:3:4163,1603:45:16:710:4:4163006,006,ZA4163006,,,,Mohokare,ZA4163,Xhariep,ZA416,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181001,4181001,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181001,001,ZA4181001,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181002,4181002,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181002,002,ZA4181002,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181003,4181003,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181003,003,ZA4181003,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181004,4181004,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181004,004,ZA4181004,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181005,4181005,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181005,005,ZA4181005,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181006,4181006,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181006,006,ZA4181006,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181007,4181007,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181007,007,ZA4181007,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181008,4181008,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181008,008,ZA4181008,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181009,4181009,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181009,009,ZA4181009,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4181010,4181010,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4181,1603:45:16:710:4:4181010,010,ZA4181010,,,,Masilonyana,ZA4181,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4182001,4182001,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4182,1603:45:16:710:4:4182001,001,ZA4182001,,,,Tokologo,ZA4182,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4182002,4182002,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4182,1603:45:16:710:4:4182002,002,ZA4182002,,,,Tokologo,ZA4182,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4182003,4182003,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4182,1603:45:16:710:4:4182003,003,ZA4182003,,,,Tokologo,ZA4182,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4182004,4182004,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4182,1603:45:16:710:4:4182004,004,ZA4182004,,,,Tokologo,ZA4182,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4183001,4183001,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4183,1603:45:16:710:4:4183001,001,ZA4183001,,,,Tswelopele,ZA4183,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4183002,4183002,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4183,1603:45:16:710:4:4183002,002,ZA4183002,,,,Tswelopele,ZA4183,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4183003,4183003,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4183,1603:45:16:710:4:4183003,003,ZA4183003,,,,Tswelopele,ZA4183,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4183004,4183004,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4183,1603:45:16:710:4:4183004,004,ZA4183004,,,,Tswelopele,ZA4183,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4183005,4183005,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4183,1603:45:16:710:4:4183005,005,ZA4183005,,,,Tswelopele,ZA4183,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4183006,4183006,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4183,1603:45:16:710:4:4183006,006,ZA4183006,,,,Tswelopele,ZA4183,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4183007,4183007,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4183,1603:45:16:710:4:4183007,007,ZA4183007,,,,Tswelopele,ZA4183,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4183008,4183008,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4183,1603:45:16:710:4:4183008,008,ZA4183008,,,,Tswelopele,ZA4183,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184001,4184001,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184001,001,ZA4184001,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184002,4184002,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184002,002,ZA4184002,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184003,4184003,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184003,003,ZA4184003,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184004,4184004,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184004,004,ZA4184004,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184005,4184005,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184005,005,ZA4184005,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184006,4184006,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184006,006,ZA4184006,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184007,4184007,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184007,007,ZA4184007,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184008,4184008,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184008,008,ZA4184008,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184009,4184009,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184009,009,ZA4184009,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184010,4184010,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184010,010,ZA4184010,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184011,4184011,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184011,011,ZA4184011,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184012,4184012,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184012,012,ZA4184012,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184013,4184013,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184013,013,ZA4184013,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184014,4184014,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184014,014,ZA4184014,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184015,4184015,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184015,015,ZA4184015,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184016,4184016,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184016,016,ZA4184016,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184017,4184017,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184017,017,ZA4184017,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184018,4184018,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184018,018,ZA4184018,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184019,4184019,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184019,019,ZA4184019,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184020,4184020,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184020,020,ZA4184020,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184021,4184021,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184021,021,ZA4184021,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184022,4184022,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184022,022,ZA4184022,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184023,4184023,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184023,023,ZA4184023,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184024,4184024,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184024,024,ZA4184024,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184025,4184025,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184025,025,ZA4184025,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184026,4184026,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184026,026,ZA4184026,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184027,4184027,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184027,027,ZA4184027,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184028,4184028,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184028,028,ZA4184028,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184029,4184029,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184029,029,ZA4184029,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184030,4184030,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184030,030,ZA4184030,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184031,4184031,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184031,031,ZA4184031,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184032,4184032,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184032,032,ZA4184032,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184033,4184033,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184033,033,ZA4184033,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184034,4184034,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184034,034,ZA4184034,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184035,4184035,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184035,035,ZA4184035,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4184036,4184036,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4184,1603:45:16:710:4:4184036,036,ZA4184036,,,,Matjhabeng,ZA4184,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185001,4185001,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185001,001,ZA4185001,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185002,4185002,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185002,002,ZA4185002,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185003,4185003,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185003,003,ZA4185003,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185004,4185004,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185004,004,ZA4185004,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185005,4185005,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185005,005,ZA4185005,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185006,4185006,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185006,006,ZA4185006,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185007,4185007,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185007,007,ZA4185007,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185008,4185008,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185008,008,ZA4185008,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185009,4185009,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185009,009,ZA4185009,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185010,4185010,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185010,010,ZA4185010,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185011,4185011,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185011,011,ZA4185011,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4185012,4185012,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:418,1603:45:16:710:3:4185,1603:45:16:710:4:4185012,012,ZA4185012,,,,Nala,ZA4185,Lejweleputswa,ZA418,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4191001,4191001,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:419,1603:45:16:710:3:4191,1603:45:16:710:4:4191001,001,ZA4191001,,,,Setsoto,ZA4191,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4191002,4191002,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:419,1603:45:16:710:3:4191,1603:45:16:710:4:4191002,002,ZA4191002,,,,Setsoto,ZA4191,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4191003,4191003,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:419,1603:45:16:710:3:4191,1603:45:16:710:4:4191003,003,ZA4191003,,,,Setsoto,ZA4191,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4191004,4191004,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:419,1603:45:16:710:3:4191,1603:45:16:710:4:4191004,004,ZA4191004,,,,Setsoto,ZA4191,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4191005,4191005,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:419,1603:45:16:710:3:4191,1603:45:16:710:4:4191005,005,ZA4191005,,,,Setsoto,ZA4191,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
1603:45:16:710:4:4191006,4191006,1603:45:16:710:0,1603:45:16:710:1:4,1603:45:16:710:2:419,1603:45:16:710:3:4191,1603:45:16:710:4:4191006,006,ZA4191006,,,,Setsoto,ZA4191,Thabo Mofutsanyane,ZA419,Free State,ZA4,South Africa,ZA,2018-12-27,2020-11-12,
