#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip402,#item+rem+i_qcc+is_zxxx+ix_wikip1566,#item+rem+i_qcc+is_zxxx+ix_wikip1937,#item+rem+i_qcc+is_zxxx+ix_wikip6555,#item+rem+i_qcc+is_zxxx+ix_wikip8119
2107258,Q2066151,332822,6317726,,7986,
2107308,Q568168,332810,3393860,,8451,
2107357,Q924503,332947,6317758,,8001,
2107407,Q2066100,332961,6317810,,8478,
2107456,Q2065084,332976,6317815,,8028,
2107506,Q628172,332881,6317837,,8494,
2107605,Q2064709,332909,6317857,,8516,
2107704,Q2261140,332927,3393095|6319755,,8532,
2107803,Q2013043,332933,6319756|3392996,,8559,
2107902,Q2043365,332931,6319757|3392942,,8575,
2108009,Q2066090,332840,3392907|6319758,,8591,
2108058,Q1876128,332869,3392746,,8044,
2108108,Q2064653,332868,6317903|6319760,,9598,
2108207,Q1957216,332787,6319761,,8613,
2108256,Q661607,332944,6317916,,8060,
2108306,Q2066111,332946,3392368|6319763,,8630,
2108405,Q2066022,332964,3392286,,8656,
2108454,Q1941672,332965,3392272,,8087,
2108504,Q2065093,332896,3392088|6319766,,8672,
2108603,Q1796449,332882,6319767|3392054,,8699,
2108702,Q1833985,332921,3392018|6319768,,8710,
2108801,Q2089300,332928,3391940|6319769,,8737,
2108900,Q2104834,332925,6319770,,8753,
2109007,Q2082418,332911,6319771|3391371,,8770,
2109056,Q2066074,332884,6318032,,8109,
2109106,Q637452,332970,3391220|6319773,,8796,
2109205,Q2104269,332954,6319774|6318060,,8818,
2109239,Q2089748,332940,6318066|6319775,,8125,
2109270,Q2013023,332818,6318068,,8141,
2109304,Q2003321,332821,6318070|6319777,,8834,
2109403,Q960537,332785,3391179,,8850,
2109452,Q2065202,332859,6318104|6319779,,8168,
2109502,Q685271,332833,3390581|6319780,,8877,
2109551,Q2012967,332908,6318122,,8184,
2109601,Q2106358,332918,6319782,,8915,
2109700,Q2064949,332879,3389751,,8931,
2109759,Q2065314,332902,6319784,,8206,
2109809,Q2103762,332960,3389622|6319785,,8958,
2109908,Q2469099,332808,6319786,,9571,
2110005,Q1977528,332812,6319013,,8974,
2110039,Q2064642,332814,6319014,,9652,
2110104,Q2013052,332825,3389358|6319787,,8990,
2110203,Q1915115,332824,6319015,,9016,
2110237,Q2012500,332781,6318327,,8222,
2110278,Q665255,332788,6318338,,8249,
2110302,Q2066051,332775,3389063,,9032,
2110401,Q1806571,332778,3389012|6319791,,9059,
2110500,Q2104116,332807,6319792|3389006,,9075,
2110609,Q2065297,332806,3388949|6319793,,9091,
2110658,Q1977781,332800,6318409,,8265,
2110708,Q2036695,332850,3388868|6319795,,9113,
2110807,Q2065066,332855,3388849,,9130,
2110856,Q2012495,332853,6318425,,8281,
2110906,Q2065076,332849,3388782,,9156,
2111003,Q1919029,332870,6319799|3388635,,9172,
2111029,Q742676,332871,6318457,,8303,
2111052,Q2105216,332841,6319016|6318462,,8320,
2111078,Q1966884,332844,6318466,,8346,
2111102,Q2064621,332892,3388615|6319802,,9199,
2111201,Q1006367,332877,3388441,,8893,
2111250,Q1907710,332930,3388427,,8362,
2111300,Q28441,332923,3388368,,9210,
2111409,Q2066188,332934,6319806,,8052,
2111508,Q2065276,332937,3388318|6319807,,9237,
2111532,Q2065266,332938,6318568,,8389,
2111573,Q693685,332948,6318579,,8400,
2111607,Q2065231,332950,6319810|3388147,,9253,
2111631,Q1947813,332982,6324192,,8427,
2111672,Q744797,332978,6318584,,8443,
2111706,Q2095193,332977,6319811|3388060,,9270,
2111722,Q2064663,332968,6319812,,8460,
2111748,Q1904786,332967,6318650,,8486,
2111763,Q1967899,332969,6318654,,8508,
2111789,Q1909011,332801,6318676,,8524,
2111805,Q2099666,332792,6319816|6318703,,9296,
2111904,Q1873577,332793,3387161,,9318,
2111953,Q2065244,332795,6318721,,8540,
2112001,Q2307499,332796,6318752,,9334,
2112100,Q1008188,332784,6319820|3386372,,9350,
2112209,Q1017101,332783,6319821|3386361,,9377,
2112233,Q2065285,332782,6318804,,8567,
2112274,Q2066033,332790,6318808,,8583,
2112308,Q1957192,332789,3385922|6319824,,9393,
2112407,Q634717,332901,6319825|3385908,,9415,
2112456,Q2064492,332898,6318817,,8605,
2112506,Q2012483,332905,3385897|3385899,,9431,
2112605,Q2064632,332904,3385726|6319827,,9458,
2112704,Q1019640,332903,3385538|6319828,,9474,
2112803,Q2106072,332906,6319829,,9490,
2112852,Q2065169,332917,6319830,,8621,
2112902,Q2065110,332914,6319831|3384986,,9512,
2113009,Q1120902,332915,6318955|6319832,,9539,
2114007,Q1806488,332926,6319833,,9717,
2200053,Q2066143,302709,3408320,,12327,
2200103,Q1936312,302845,6316309,,10014,
2200202,Q578114,302769,3408221,,10030,
2200251,Q2064226,302669,6316331,,12319,
2200277,Q633346,302852,6316338,,10022,
2200301,Q636564,302804,3407805|6319838,,10057,
2200400,Q22060469,302774,3407797|6356340,,10073,
2200459,Q1940535,302725,6316375,,12084,
2200509,Q22059801,302826,3407756|6319840,,10090,
2200608,Q1892127,302863,3407594,,10111,
2200707,Q1938748,302719,6316395,,10138,
2200806,Q2064181,302758,6316397,,10154,
2200905,Q1940548,302815,3407126,,10170,
2200954,Q2095297,302678,7932510,,12734,
2201002,Q2064170,302658,3407075|6319845,,10197,
2201051,Q2078771,302685,6316453,,12106,
2201101,Q1809642,302667,6316468,,10219,
2201150,Q2049334,302841,6316478,,10049,
2201176,Q1938757,302668,6319848,,10600,
2201200,Q808836,302767,3406263|6319849,,10235,
2201309,Q618000,302724,6316521,,10251,
2201408,Q2064159,302756,3406048,,10278,
2201507,Q2012017,302711,3406001|6324253,,10294,
2201556,Q378812,302742,6316549,,10626,
2201572,Q1811039,302828,6316555,,12335,
2201606,Q1981008,302808,3405796|6319017,,10316,
2201705,Q769524,302849,3405760,,10332,
2201739,Q2064331,302778,6316567,,12122,
2201770,Q1838960,302715,6316575,,10669,
2201804,Q2097681,302831,6319857|3405441,,10359,
2201903,Q891715,302689,3405304,,10375,
2201919,Q2063977,302729,6316610,,10065,
2201929,Q2089257,302716,6319860,,10081,
2201945,Q2078789,302833,6316630,,12149,
2201960,Q2329749,302643,6319862,,10006,
2201988,Q2089172,302737,6316650,,10642,
2202000,Q2064004,302861,6319864|3404713,,10391,
2202026,Q1999799,302865,3404712,,10103,
2202059,Q1938976,302721,6316672,,10120,
2202075,Q2064526,302703,6316701,,12343,
2202083,Q2064154,302712,6316702,,12572,
2202091,Q2064592,302843,6319869,,10146,
2202109,Q1938871,302765,3403637,,10413,
2202117,Q2064600,302847,6316736,,12351,
2202133,Q2064482,302810,6316739,,10723,
2202174,Q1938765,302674,6316740,,10740,
2202208,Q2105005,302832,3403566|6319874,,10430,
2202251,Q2078429,302665,3403413,,10162,
2202307,Q2079682,302822,6319876|3403251,,10456,
2202406,Q2089202,302710,3403140,,10472,
2202455,Q636789,302806,6316789,,10707,
2202505,Q2104975,302745,6319879|3403050,,10499,
2202539,Q2064040,302840,6316804,,12670,
2202554,Q2064398,302736,6316810,,12165,
2202604,Q2078710,302700,3402548|6319881,,10510,
2202653,Q1938789,302855,3402379,,12688,
2202703,Q511764,302723,6319883,,10537,
2202711,Q2078362,302802,6316878,,12360,
2202729,Q1940520,302732,3402043,,12696,
2202737,Q2077715,302784,3401975,,10189,
2202752,Q2064280,302814,6316887,,10200,
2202778,Q2066010,302781,6319888,,10227,
2202802,Q256489,302763,3401844,,10553,
2202851,Q2078647,302740,6316925,,10243,
2202901,Q2662106,302800,6319891|3465405,,10570,
2203008,Q1122557,302642,6316957,,10596,
2203107,Q1940564,302761,3401522,,10618,
2203206,Q655584,302708,3464981,,10634,
2203230,Q2065020,302783,3401287,,10766,
2203255,Q1871203,302788,3401257,,12580,
2203271,Q1936263,302857,6316979,,12181,
2203305,Q1851653,302834,3401106|6319896,,10650,
2203354,Q2079658,302652,6317014,,12297,
2203404,Q2064417,302679,3400553,,10677,
2203420,Q1937344,302651,6317033,,11410,
2203453,Q2089195,302803,6317030,,10685,
2203503,Q2078352,302693,3400920|6319900,,10693,
2203602,Q2064194,302738,3400918,,10715,
2203701,Q2009973,302851,6319902|3400740,,10731,
2203750,Q1936286,302813,6319903,,10260,
2203800,Q1937384,302744,3399527,,10758,
2203859,Q1935819,302683,6317152,,12637,
2203909,Q2008644,302684,6324194|3399506,,10774,
2204006,Q2077745,302846,3399344,,10790,
2204105,Q1938945,302690,3399340,,10812,
2204154,Q2064534,302773,6319908,,12378,
2204204,Q2078798,302757,3399336|6319909,,10839,
2204303,Q2064409,302823,3399295,,10855,
2204352,Q1852620,302730,6319910,,10782,
2204402,Q677076,302656,3398931|6319911,,10871,
2204501,Q2104157,302853,6317228|6319912,,10898,
2204550,Q1969397,302645,6317239,,10804,
2204600,Q1938815,302817,6317253,,10910,
2204659,Q2078225,302864,6317276|6319915,,10820,
2204709,Q2104143,302671,6319916,,10936,
2204808,Q2042128,302688,3398135,,10952,
2204907,Q1935791,302649,3398007,,10979,
2205003,Q662237,302796,6319919|3397976,,10995,
2205102,Q2079025,302735,3397865|6319920,,11010,
2205151,Q2064385,302672,6317349,,10286,
2205201,Q953959,302779,6319922,,11037,
2205250,Q1991909,302805,6317367,,10308,
2205276,Q2079666,302747,6317375,,12394,
2205300,Q2089161,302743,3397367,,11053,
2205359,Q762804,302666,6317387,,12386,
2205409,Q961001,302670,3410425,,11070,
2205458,Q2078313,302663,6317389,,12408,
2205508,Q2078167,302662,3397230|6319927,,11096,
2205516,Q2078842,302751,6317398,,12416,
2205524,Q369466,302644,6317402,,12203,
2205532,Q1941164,302854,6319930|3397033,,10847,
2205540,Q2064145,302801,6319931,,12432,
2205557,Q2077708,302653,6317423,,10324,
2205565,Q2064717,302654,6317434,,10340,
2205573,Q1114540,302759,6317431|6319934,,10863,
2205581,Q1938883,302792,6317437,,12424,
2205599,Q1853146,302733,3396714,,12220,
2205607,Q1938802,302782,3396405,,11118,
2205706,Q2064046,302726,3396121|6319938,,11134,
2205805,Q1924294,302746,3396101|6319939,,11150,
2205854,Q2064030,302858,3409111,,12440,
2205904,Q2064262,302768,3395533,,11177,
2205953,Q1878529,302713,3395401,,10367,
2206001,Q1938857,302704,6317541,,11193,
2206050,Q1940480,302697,6317557,,12467,
2206100,Q1894372,302655,3395125|6319945,,11215,
2206209,Q677160,302827,3394892|6319946,,11231,
2206308,Q2078472,302793,3394890,,11258,
2206357,Q1938844,302825,6317589,,12246,
2206407,Q1935712,302860,6319949|3394621,,11274,
2206506,Q2060311,302816,3394620,,11290,
2206605,Q1938896,302659,3394576,,11312,
2206654,Q2098784,302835,6317649,,10880,
2206670,Q2064135,302797,6317653,,12459,
2206696,Q2078394,302839,6317670,,12475,
2206704,Q939833,302809,3393971,,11339,
2206720,Q10335889,2706907,8354590,,12726,
2206753,Q963907,302680,6319955,,10928,
2206803,Q2104808,302657,6319956|3393900,,11355,
2206902,Q2077697,302720,6317797,,11371,
2206951,Q2169201,302862,6317802|6319958,,10901,
2207009,Q2077764,302701,3393764|6319959,,11398,
2207108,Q1940465,302842,6319960,,12483,
2207207,Q2066171,302739,3393355,,11436,
2207306,Q2078986,302820,3393351,,11452,
2207355,Q519387,302776,6317848,,12262,
2207405,Q1936298,302675,6317856,,11479,
2207504,Q2064013,302811,3393240|6319965,,11495,
2207553,Q2065325,302727,6319966,,10944,
2207603,Q2089339,302821,3454962,,11517,
2207702,Q1643864,302702,6319967|3393001,,11533,
2207751,Q1937308,302734,6317880,,10405,
2207777,Q1940449,302764,6317896,,10383,
2207793,Q1933647,302794,6319194,,12718,
2207801,Q2064687,302692,3392738,,11550,
2207850,Q2089236,302660,3392708,,12289,
2207900,Q1934329,302824,3392431|6319972,,11576,
2207934,Q1938919,302707,6317918,,12491,
2207959,Q2103222,302789,6317766|6319973,,10960,
2208007,Q1810825,302661,3392167|6319974,,11592,
2208106,Q2077685,302687,3392095,,11614,
2208205,Q2089220,302705,6319976,,11630,
2208304,Q2063996,302775,6319977|3391991,,11657,
2208403,Q996763,302698,3391908|6319978,,11673,
2208502,Q2113232,302731,6319979,,11690,
2208551,Q1935805,302714,6318028,,12599,
2208601,Q2042707,302772,3391251,,11711,
2208650,Q1938832,302681,3391056,,10421,
2208700,Q1848362,302699,6318108,,11738,
2208809,Q1879913,302838,3390700|6319984,,11754,
2208858,Q1936273,302646,3451423|6319985,,12300,
2208874,Q521452,302836,6318124,,12602,
2208908,Q2064254,302777,3390318,,11770,
2209005,Q629855,302722,6319988,,11797,
2209104,Q1937333,302829,3389650,,11819,
2209153,Q2077726,302673,3389649,,10448,
2209203,Q2340263,302866,6319990|3389625,,11835,
2209302,Q1938964,302753,6319991|6318259,,11851,
2209351,Q1938905,302648,6318328,,10480,
2209377,Q2065835,302798,6318300,,10464,
2209401,Q659267,302760,6319994,,11878,
2209450,Q1984524,302682,6319995,,12653,
2209500,Q952549,302677,6318377,,11894,
2209559,Q2078851,302785,6319997,,10502,
2209609,Q2078371,302766,3388848,,11916,
2209658,Q979443,302718,6318421,,12505,
2209708,Q1899910,302850,3388781,,11932,
2209757,Q1940505,302770,6318439,,12610,
2209807,Q2005540,302787,3388712,,11959,
2209856,Q2064374,302695,6318448,,11088,
2209872,Q2064127,302754,6318449,,12009,
2209906,Q2099643,302859,3388630|6320003,,11975,
2209955,Q1938932,302706,3388628,,12025,
2209971,Q2064021,302844,6318456,,10987,
2210003,Q1937319,302686,3388618|6320006,,11991,
2210052,Q2105469,302691,6318502|6320007,,10529,
2210102,Q769359,302750,3388432,,12017,
2210201,Q2066044,302676,3388431,,12033,
2210300,Q1987363,302790,3388403|6320009,,12050,
2210359,Q518321,302812,6318529,,10561,
2210375,Q1935674,302830,6318531,,12629,
2210383,Q1935660,302717,6318550,,12661,
2210391,Q2079673,302807,6320013,,12700,
2210409,Q2078456,302741,3388266|6320014,,12076,
2210508,Q2077678,302795,3388173|6320015,,12092,
2210607,Q1935702,302786,3388145|6320016,,12114,
2210623,Q1977122,302650,6318638,,12041,
2210631,Q2078343,302848,6318641,,12068,
2210656,Q2095087,302694,6318690,,10545,
2210706,Q2089169,302791,6319029|3387625,,12130,
2210805,Q1943081,302837,3387620|6320020,,12157,
2210904,Q2065179,302762,3387273,,12173,
2210938,Q2066083,302728,6320022|6318724,,12513,
2210953,Q1935687,302748,6318737,,12530,
2210979,Q2065348,302856,6318740,,12521,
2211001,Q165341,302749,6320025|3386496,,12190,
2211100,Q2101441,302664,6320026,,12211,
2211209,Q22059606,302647,6320027,,12238,
2211308,Q22059605,302696,6320028|3385592,,12254,
2211357,Q2078860,302780,3385461,,10588,
2211407,Q22059603,302755,3385385|6320030,,12270,
2211506,Q2064975,302799,3385227,,12556,
2211605,Q1979610,302752,6318917,,12548,
2211704,Q1935648,302771,6318959,,12564,
2300101,Q1796441,302599,6320034,,13013,
2300150,Q1808379,302505,6320035,,13145,
2300200,Q1796706,302500,6320036|3408368,,13030,
2300309,Q544694,302627,3408343|6324372,,13056,
2300408,Q641440,302486,3408131,,13072,
2300507,Q2027670,302576,3408072,,13099,
2300606,Q2021103,302606,3407875,,13110,
2300705,Q2021254,302609,3407787,,13137,
2300754,Q947378,302613,3407703|6320074,,15873,
2300804,Q2021007,302573,3407480,,13153,
2300903,Q2028851,302494,3407416,,13170,
2301000,Q1794121,302563,6320042,,13196,
2301109,Q1754397,302612,6324285,,13218,
2301208,Q2289917,302495,3407365,,13234,
2301257,Q2020998,302454,3407260,,13420,
2301307,Q2021237,302601,3407246,,13250,
2301406,Q2013968,302592,3407225,,13277,
2301505,Q952686,302482,3407128,,13293,
2301604,Q1808367,302520,3407009,,13315,
2301703,Q2289941,302483,3406952,,13331,
2301802,Q1808481,302594,3406622,,13358,
2301851,Q1945041,302484,6316490,,13382,
2301901,Q602143,302456,3406441,,13374,
2301950,Q2013899,302497,6320045|3406233,,13129,
2302008,Q2028645,302464,3406080,,13390,
2302057,Q2020987,302469,3406041|6320046,,13404,
2302107,Q2021082,302605,3405953,,13412,
2302206,Q2028035,302521,3405924|6320047,,13439,
2302305,Q2021089,302615,3405908|6320048,,13455,
2302404,Q1808337,302619,3405614,,13471,
2302503,Q2027070,302560,3404832,,13498,
2302602,Q1807057,302510,6320049|3403687,,13510,
2302701,Q1811948,302538,3403533,,13536,
2302800,Q1008278,302626,3403350,,13552,
2302909,Q2021203,302499,3403145,,13579,
2303006,Q2027136,302508,3402906|6320050,,13595,
2303105,Q2021245,302583,3402891,,13617,
2303204,Q2028263,302463,3402881,,13633,
2303303,Q1811382,302638,3402874,,13650,
2303402,Q2028395,302540,3402787,,13676,
2303501,Q787864,302509,3402613|6320052,,13692,
2303600,Q22059576,302633,3402538|6320053,,13714,
2303659,Q22059575,302496,3402442|6320054,,13447,
2303709,Q817233,302624,3402429,,13730,
2303808,Q2027857,302625,3402329,,13757,
2303907,Q2028829,302478,3402200,,13773,
2303931,Q2047506,302467,3402171,,13463,
2303956,Q22059571,302580,6320058,,13161,
2304004,Q2027322,302523,3401728,,13811,
2304103,Q2021123,302569,3401547,,13838,
2304202,Q1004897,302501,3401544,,13854,
2304236,Q1816979,302551,3401511|6324288,,15881,
2304251,Q22059569,302458,3401487|6320059,,15890,
2304269,Q2027304,302518,6317004,,15989,
2304277,Q2021415,302530,3400810,,13200,
2304285,Q2027112,302548,6320061,,13226,
2304301,Q2021026,302472,3400496,,13870,
2304350,Q587627,302470,6324290,,15911,
2304400,Q43463,302588,3399415,,13897,
2304459,Q2021064,302471,3399380,,13501,
2304509,Q2027699,302552,3399312,,13919,
2304608,Q2021224,302584,3398971,,13935,
2304657,Q2089608,302623,6324291|3398869,,13064,
2304707,Q2028672,302481,6324265|3398706,,13951,
2304806,Q2026909,302630,3398702,,13978,
2304905,Q2028083,302524,3398658,,13994,
2304954,Q2028404,302489,3398614|6320067,,13242,
2305001,Q2027331,302603,3398569|3398568,,14010,
2305100,Q1761441,302474,3398563,,14036,
2305209,Q2347636,302475,3398457|6324270,,14052,
2305233,Q22059559,302498,6320069,,13188,
2305266,Q2027727,302566,3398413,,14060,
2305308,Q2028027,302515,3398407,,14079,
2305332,Q1984853,302525,3398402,,15920,
2305357,Q734002,302607,3398384,,15938,
2305407,Q1807902,302600,3398375,,14095,
2305506,Q931326,302558,3398329,,14117,
2305605,Q284334,302582,3398253,,14133,
2305654,Q2028044,302561,3398144,,13340,
2305704,Q1807006,302533,3398142,,14150,
2305803,Q2026922,302590,3398110,,14176,
2305902,Q952731,302491,3398072,,14192,
2306009,Q2130759,302492,3398051,,14214,
2306108,Q2028660,302507,3398028|6324292,,14230,
2306207,Q2006999,302616,3397981,,14257,
2306256,Q2013483,302459,3397969|6324293,,13480,
2306306,Q2021022,302632,3397946,,14273,
2306405,Q1797985,302579,3397909,,14290,
2306504,Q684551,302490,3397903,,14311,
2306553,Q2013979,302517,3397883,,15954,
2306603,Q2014416,302522,3397876,,14338,
2306702,Q2027316,302556,3397679,,14354,
2306801,Q2028838,302562,3397678,,14370,
2306900,Q653619,302535,3397670,,14397,
2307007,Q2013987,302519,3397664,,14419,
2307106,Q929116,302531,3397572,,14435,
2307205,Q2028694,302473,3397544|3397543,,14451,
2307254,Q1367980,302593,3410836,,13005,
2307304,Q817227,302487,3397147,,14478,
2307403,Q2027711,302544,3397117,,14494,
2307502,Q664219,302611,3396363|3396364,,14516,
2307601,Q1795215,302543,3396265,,14532,
2307635,Q1963649,302581,3395949|6324296,,13021,
2307650,Q1794732,302620,3395473,,15857,
2307700,Q1795232,302629,3395448,,14559,
2307809,Q22059549,302622,3395404|6320078,,14575,
2307908,Q2028218,302567,3395264,,14591,
2308005,Q2028110,302528,3395225,,14613,
2308104,Q1993771,302504,3395057,,14630,
2308203,Q2028094,302503,3394916,,14656,
2308302,Q2092809,302455,3394883,,14672,
2308351,Q2028613,302596,3394878,,15970,
2308377,Q1966370,302502,3394801,,14680,
2308401,Q2027847,302559,3394754,,14699,
2308500,Q1920600,302555,3394644,,14710,
2308609,Q526892,302532,3394617,,14737,
2308708,Q1807869,302514,6320081|3394500,,14753,
2308807,Q2027657,302604,3394481,,14770,
2308906,Q22059544,302468,6320083|3394432,,14796,
2309003,Q2027361,302618,3394313,,14818,
2309102,Q22059542,302480,3394253|6320084,,14834,
2309201,Q1913711,302493,6324298,,14850,
2309300,Q1824152,302586,3393831,,14877,
2309409,Q22059540,302513,6320085|3393783,,14893,
2309458,Q2028371,302485,3393766|6324271,,13307,
2309508,Q526215,302564,3393465|6320086,,14915,
2309607,Q2021230,302462,3393409|6320087,,14931,
2309706,Q2026817,302547,3393398,,14958,
2309805,Q2013474,302589,3393385,,14974,
2309904,Q2028383,302546,6320088,,14990,
2310001,Q2028077,302506,3393279,,15016,
2310100,Q2013452,302631,3393267,,15032,
2310209,Q542347,302512,6320090|3393115,,15059,
2310258,Q2013436,302587,6320091|3393091,,15997,
2310308,Q770577,302477,3393064,,15075,
2310407,Q2028069,302595,3393062,,15091,
2310506,Q2028317,302549,3392608,,15113,
2310605,Q2028236,302602,6317925,,15130,
2310704,Q1815210,302516,3392343,,15156,
2310803,Q2028227,302597,3392307,,15172,
2310852,Q948079,302539,3392075,,13285,
2310902,Q2028684,302628,3392010,,15199,
2310951,Q2027682,302460,3391918,,13048,
2311009,Q2027595,302591,3391481,,15210,
2311108,Q2027628,302537,3391418,,15237,
2311207,Q1112312,302534,3391336,,15253,
2311231,Q2028629,302529,6324300,,13269,
2311264,Q2026870,302571,6318096,,13102,
2311306,Q2013932,302476,3390906,,15270,
2311355,Q1808458,302577,6319167,,98531,
2311405,Q999088,302542,3390898,,15296,
2311504,Q2028061,302608,3390896|6320100,,15318,
2311603,Q2266648,302578,3390732|6319168,,15334,
2311702,Q629638,302570,3390658,,15350,
2311801,Q1806654,302565,3390158,,15377,
2311900,Q2021151,302585,3390136,,15393,
2311959,Q2028051,302479,6320101,,15440,
2312007,Q2027584,302536,3389387|6320102,,15415,
2312106,Q2068856,302568,3389386,,15431,
2312205,Q2027609,302634,3389359|3389361,,15458,
2312304,Q2068831,302617,3389023|3389015,,15474,
2312403,Q1999934,302636,6320103|3388714,,15490,
2312502,Q2039779,302554,3388620,,15512,
2312601,Q2039586,302572,3388342,,15539,
2312700,Q1828350,302488,3387926|3387925,,15555,
2312809,Q1983626,302527,3387924,,15571,
2312908,Q1815899,302610,3387295,,15598,
2313005,Q975946,302457,3387241,,15610,
2313104,Q2059758,302550,3386984,,15636,
2313203,Q2068962,302557,3386859|3386874,,15652,
2313252,Q1900852,302465,3386609,,13366,
2313302,Q2021015,302466,3386551,,15679,
2313351,Q2039497,302621,3386528,,13323,
2313401,Q965707,302574,3386448,,15695,
2313500,Q1807039,302541,3386177|6320108,,15717,
2313559,Q1814522,302545,3385900,,13080,
2313609,Q1821314,302575,3385872,,15733,
2313708,Q2068917,302553,3385832,,15750,
2313757,Q778286,302461,3385758|6320110,,98558,
2313807,Q2021056,302511,3385674|6320111,,15776,
2313906,Q2013443,302614,3385635,,15792,
2313955,Q1939222,302526,3385504|6324303,,98574,
2314003,Q2068823,302598,3385469|3385462,,15814,
2314102,Q2021075,302637,3385106,,15830,
