#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+ix_wikiq,#item+rem+i_qcc+is_zxxx+ix_wikip402,#item+rem+i_qcc+is_zxxx+ix_wikip1566,#item+rem+i_qcc+is_zxxx+ix_wikip1937,#item+rem+i_qcc+is_zxxx+ix_wikip6555,#item+rem+i_qcc+is_zxxx+ix_wikip8119
4120101,Q2005152,297498,3452919,,77810,
4120150,Q1803346,297572,6318029,,75540,
4120200,Q1985148,297552,6322931|3452667,,77836,
4120309,Q1803844,297597,6322932|3452609,,77852,
4120333,Q2007391,297792,6318045,,75566,
4120358,Q1802900,297573,3478366,,79910,
4120408,Q2077944,297520,6322935,,77879,
4120507,Q1803826,297670,3452256,,77895,
4120606,Q751491,297719,6322937|3452216,,77917,
4120655,Q2004523,297666,6318085,,75582,
4120705,Q743136,297589,3452152,,77933,
4120804,Q650514,297699,3452141|6322940,,77950,
4120853,Q1803513,297587,3452137,,74683,
4120903,Q1802867,297678,6318088,,79553,
4121000,Q2004160,297769,3452043,,77976,
4121109,Q1802877,297653,3451951,,77992,
4121208,Q1988300,297519,6318095,,78018,
4121257,Q1803492,297536,6318102,,74705,
4121307,Q730276,297722,6322947,,78034,
4121356,Q2004390,297542,6322948,,74721,
4121406,Q1802916,297679,3451782,,78050,
4121505,Q1991021,297839,6322949|3451772,,78077,
4121604,Q1773323,297468,3451676,,78093,
4121703,Q177325,297585,3451663|6322951,,78115,
4121752,Q1803317,297834,6318113,,75604,
4121802,Q1967081,297681,6322953|3451360,,78131,
4121901,Q2007630,297851,6322954|3451340,,78158,
4122008,Q1964938,297539,6322955,,78174,
4122107,Q1802892,297727,3451262|6322956,,78190,
4122156,Q1803367,297593,6322957,,74748,
4122172,Q1803505,297565,6322958,,75620,
4122206,Q2004402,297823,6322959|3451242,,78212,
4122305,Q1878476,297643,3451121|6322960,,78239,
4122404,Q1008266,297510,3450964|6322961,,78255,
4122503,Q2003693,297825,6322962,,78271,
4122602,Q2083352,297720,6322963,,78298,
4122651,Q1803485,297683,6318190,,75744,
4122701,Q1775808,297852,3450812,,78310,
4122800,Q637930,297813,3450685,,78336,
4122909,Q580298,297723,3450561,,78352,
4123006,Q1803499,297665,6318208,,78379,
4123105,Q2007640,297545,3450456,,78395,
4123204,Q2005109,297812,3450374,,78417,
4123303,Q2003729,297740,3450276,,78433,
4123402,Q1811171,297865,6319121|3450237,,78450,
4123501,Q2355851,297691,6322970,,79715,
4123600,Q2283744,297704,6322971,,78476,
4123709,Q2003762,297624,3450180,,78492,
4123808,Q1803324,297828,6318252,,78514,
4123824,Q2077843,297847,6318257|6322974,,74764,
4123857,Q1995037,297618,6318282,,74802,
4123907,Q2065952,297527,3450054|6322976,,78530,
4123956,Q2003719,297634,6322977,,74829,
4124004,Q2006435,297672,3449938,,78557,
4124020,Q1803495,297710,6318309,,74080,
4124053,Q1802908,297730,6322979,,84670,
4124103,Q929328,297707,6322980|3449529,,78590,
4124202,Q375907,297782,3449511,,78611,
4124301,Q2007649,297832,3449493,,78638,
4124400,Q1803373,297499,3449479|6322982,,78573,
4124509,Q1775771,297797,3449457|6322983,,78654,
4124608,Q2003690,297478,3449314,,78670,
4124707,Q2005069,297645,3449035,,78697,
4124806,Q2101599,297735,3448980|6319165,,78719,
4124905,Q2004153,297637,3448871,,78735,
4125001,Q1803358,297620,6318459,,78751,
4125100,Q2006406,297805,3448851,,78778,
4125209,Q1803364,297579,6322989,,78816,
4125308,Q1773332,297525,3448812,,78794,
4125357,Q2004142,297833,6318476,,79995,
4125407,Q2006425,297795,3448695|6319124,,78832,
4125456,Q2004131,297799,6318491,,84719,
4125506,Q478818,297533,3448632,,78859,
4125555,Q2003820,297840,6318541,,74845,
4125605,Q1803791,297770,3448502|6322994,,78875,
4125704,Q1773060,297798,3448453|6322995,,78891,
4125753,Q2003681,297534,6318575,,74861,
4125803,Q1802884,297600,3448336,,78913,
4125902,Q2003774,297625,6318578,,78930,
4126009,Q2007441,297495,3448240,,78956,
4126108,Q2019197,297801,6323000|3448168,,78972,
4126207,Q2005483,297726,3448057,,78999,
4126256,Q2351325,297663,6323002,,84611,
4126272,Q2004500,297594,6318637,,75060,
4126306,Q1803479,297810,6323004|3447848,,79014,
4126355,Q1803292,297652,6318678,,75647,
4126405,Q2064911,297794,3447660,,79030,
4126504,Q2005080,297523,6323006|3447658,,79057,
4126603,Q2064771,297860,3447537|6323007,,79073,
4126652,Q2104137,297639,6323008|3447262,,75787,
4126678,Q2006415,297689,3447008,,75663,
4126702,Q930867,297465,3447002,,79090,
4126801,Q22064023,297829,3446923|6323011,,79111,
4126900,Q1966758,297790,6323012,,79731,
4127007,Q2004218,297531,3446658,,79138,
4127106,Q391843,297518,3446652|6324210,,79154,
4127205,Q956038,297502,3446598|6323014,,79170,
4127304,Q1814454,297849,3446581|6323015,,79197,
4127403,Q22064018,297715,6323016|6318978,,79219,
4127502,Q987328,297741,3446550|6323017,,79235,
4127601,Q1803774,297496,3446495,,79251,
4127700,Q1776774,297636,3446370,,79278,
4127809,Q2006399,297669,3446357,,79294,
4127858,Q1803338,297706,6318791,,79871,
4127882,Q2004599,297692,6318812,,74888,
4127908,Q1830118,297698,3445943,,79316,
4127957,Q2003701,297626,6318816,,79936,
4127965,Q1899023,297686,6323024,,84530,
4128005,Q2004566,297628,6318823,,79332,
4128104,Q593948,297607,3445782,,79359,
4128203,Q988869,297762,3445746|6323027,,79375,
4128302,Q1775795,297554,3445743,,79391,
4128401,Q2005140,297592,3445731,,79413,
4128500,Q2006930,297755,3445348|6323030,,79430,
4128534,Q1803276,297742,3445321,,74900,
4128559,Q1803331,297541,6318880,,79898,
4128609,Q1803304,297842,3445255,,79456,
4128625,Q2064812,297540,6323034,,74926,
4128633,Q660697,297617,6317050,,74942,
4128658,Q522096,297582,3444979,,74969,
4128708,Q2004576,297608,3444909,,79472,
4128807,Q2003811,297551,3444851,,79499,
4200051,Q1637414,296665,6323039,,80225,
4200101,Q1637506,296601,6323040,,80012,
4200200,Q397387,296768,6316310|6323041,,80039,
4200309,Q1754594,296564,6323042,,80055,
4200408,Q1750762,296621,3473008,,80071,
4200507,Q1750761,296580,3472871,,80098,
4200556,Q1796824,296574,6323045|6316327,,80500,
4200606,Q249844,296576,6316329,,80110,
4200705,Q1754557,296694,3472585,,80136,
4200754,Q1758023,296615,3472472,,81302,
4200804,Q1935710,296772,3472276|6323049,,80152,
4200903,Q22063988,296758,6323050|3472218,,80179,
4201000,Q617657,296645,3472129|6323051,,80195,
4201109,Q22063986,296583,6323052|3472128,,80217,
4201208,Q22063985,296793,6323053|3472030,,80233,
4201257,Q1758008,296690,3471919,,80063,
4201273,Q374753,296603,3471887,,80489,
4201307,Q607184,296537,3471783|6323056,,80250,
4201406,Q626231,296568,6323057,,80276,
4201505,Q1764990,296678,6323058,,80292,
4201604,Q1758088,296552,3471417,,80314,
4201653,Q1758063,296618,6323060,,80802,
4201703,Q1758057,296640,6323061,,80330,
4201802,Q1815704,296780,6323062,,80357,
4201901,Q2012016,296577,6324261,,80373,
4201950,Q1758002,296681,6323063,,81728,
4202008,Q598016,296508,3471039,,80390,
4202057,Q1764948,296708,6316486,,80683,
4202073,Q1757752,296739,6323066,,81744,
4202081,Q941669,296776,6323067,,81582,
4202099,Q1815639,296658,6323068,,81760,
4202107,Q808787,296738,3470597,,80411,
4202131,Q1765028,296736,3470160,,81221,
4202156,Q1799364,296595,6316556|6323071,,80748,
4202206,Q817098,296740,3470099,,80438,
4202305,Q1754582,296705,3470003|6323073,,80454,
4202404,Q155557,296522,3469968,,80470,
4202438,Q1750759,296754,3469608,,81280,
4202453,Q891934,296743,3477430,,80985,
4202503,Q939572,296777,3469459,,83895,
4202537,Q769692,296745,6323078,,81388,
4202578,Q616028,296770,6316604,,81469,
4202602,Q891740,296507,3469401,,80497,
4202701,Q894929,296619,3469128,,80519,
4202800,Q903373,296579,3469115,,80535,
4202859,Q1784745,296652,3469101,,80420,
4202875,Q1765062,296734,6316655,,81787,
4202909,Q329488,296588,3468879,,80551,
4203006,Q986540,296548,6323086|3468570,,80578,
4203105,Q1758966,296539,6316697,,80594,
4203154,Q1784723,296695,3468049|6323088,,80667,
4203204,Q744097,296661,6323089,,80616,
4203253,Q1112283,296761,3467379,,81248,
4203303,Q2087030,296792,6323091|3467817,,80632,
4203402,Q1765051,296671,3467792,,80659,
4203501,Q1757768,296712,6319128,,80675,
4203600,Q1764972,296597,3467677|6323093,,80691,
4203709,Q957908,296641,3467524,,80713,
4203808,Q1799304,296668,3467452|6323095,,80730,
4203907,Q780452,296724,3467261|6323096,,80756,
4203956,Q1750765,296787,6316793,,81027,
4204004,Q2087108,296521,3466687|6323098,,80772,
4204103,Q1758980,296702,6316836,,80799,
4204152,Q1750758,296673,3466481|6323100,,80268,
4204178,Q1799348,296709,3466394,,80381,
4204194,Q1784522,296703,6323102,,81701,
4204202,Q817387,296501,3466296,,80810,
4204251,Q1765012,296639,6316879,,80306,
4204301,Q749798,296692,3465719,,80837,
4204350,Q1758999,296514,6316918,,81043,
4204400,Q1758946,296638,3465474,,80853,
4204459,Q1784467,296546,3465468,,81108,
4204509,Q1020408,296779,3465330,,80870,
4204558,Q1764914,296686,6319129|3465409,,83950,
4204608,Q1439157,296527,3465196,,80896,
4204707,Q1758938,296530,3465003,,80918,
4204756,Q1759005,296627,6323110,,81620,
4204806,Q1765072,296515,6323111|3464974,,80934,
4204905,Q1784557,296672,6323112,,80950,
4205001,Q1757773,296607,3464705,,80977,
4205100,Q986564,296693,6317034,,80993,
4205159,Q1784602,296622,3464432,,80080,
4205175,Q1815627,296547,6323116,,81426,
4205191,Q1815677,296560,6317078,,81167,
4205209,Q927128,296599,3464042,,81019,
4205308,Q1799399,296578,3463558,,81035,
4205357,Q1758986,296503,6317144,,81604,
4205407,Q132997,296561,3463237,,81051,
4205431,Q1759017,296504,6317157,,80888,
4205456,Q1784729,296602,6323123|3463066,,81060,
4205506,Q543046,296730,6317166,,81078,
4205555,Q1765020,296532,3462941,,81329,
4205605,Q1784498,296614,3462675,,81094,
4205704,Q612191,296684,3462549,,81132,
4205803,Q1784623,296591,3462536,,81159,
4205902,Q856583,296767,3462535|6323129,,81175,
4206009,Q1765043,296600,6317211,,81116,
4206108,Q1764998,296725,3462101,,81191,
4206207,Q1764929,296646,3462087,,81213,
4206306,Q1758034,296698,6323133,,81230,
4206405,Q1799361,296540,3461922|6323134,,81256,
4206504,Q1799377,296785,3461914|6323135,,81272,
4206603,Q986566,296513,6317240,,81299,
4206652,Q1784804,296647,6323137|3461783,,80527,
4206702,Q1784481,296649,6323138,,81310,
4206751,Q1784512,296747,3461612,,81400,
4206801,Q1799339,296716,3461605,,81337,
4206900,Q747403,296728,3461576,,81353,
4207007,Q1764963,296752,3461519|6323142,,81370,
4207106,Q1799373,296786,3461406,,81396,
4207205,Q1750764,296596,3461399,,81418,
4207304,Q986545,296691,3461370|6323145,,81434,
4207403,Q1815721,296791,6317280,,81450,
4207502,Q1784570,296781,6323147|3461316,,81477,
4207577,Q1784584,296670,3461155,,81361,
4207601,Q968703,296545,6323149|3461123,,81493,
4207650,Q1757758,296765,6317295,,80020,
4207684,Q647194,296624,3461077,,80829,
4207700,Q1758047,296659,3461064,,81515,
4207759,Q1758989,296788,3461054,,80187,
4207809,Q732916,296729,3461042,,81531,
4207858,Q767579,296676,6323155|6317302,,80861,
4207908,Q1784615,296572,6317304,,81558,
4208005,Q1774437,296635,3460981|6323157,,81574,
4208104,Q1796811,296613,3460869,,81590,
4208203,Q842713,296666,3460845,,81612,
4208302,Q1750776,296608,3460739,,81639,
4208401,Q595033,296511,3460698|6323160,,81655,
4208450,Q1758956,296679,3460741,,81663,
4208500,Q1758267,296604,3460514,,81671,
4208609,Q612795,296722,3460472,,81698,
4208708,Q1799312,296589,3460351,,81710,
4208807,Q1764984,296710,3460197|6323165,,81736,
4208906,Q849584,296625,3460102,,81752,
4208955,Q1815648,296566,6317373|6323167,,81140,
4209003,Q1758467,296753,6323168|3459869,,81779,
4209102,Q156819,296650,3459712,,81795,
4209151,Q1784463,296519,3459668,,80101,
4209177,Q664255,296586,3459447,,81540,
4209201,Q1799404,296773,3459357,,81817,
4209300,Q762009,296771,3458930|6323173,,81833,
4209409,Q1615291,296721,3459094,,81850,
4209458,Q1784377,593770,3458974|6323175,,80586,
4209508,Q1784534,296554,3458729,,81876,
4209607,Q651077,296699,6323177,,81892,
4209706,Q1799343,296616,3458671,,81914,
4209805,Q1765068,296536,6317468,,81930,
4209854,Q1757818,296735,6317476,,80047,
4209904,Q1784684,296523,3458437,,81957,
4210001,Q1784358,296592,3458367,,81973,
4210035,Q1758351,296648,3458330,,81809,
4210050,Q1815712,296555,6323184,,80900,
4210100,Q1020414,296713,6323185|3458147,,81990,
4210209,Q1765004,296518,6317508,,82015,
4210308,Q1799281,296737,3458122,,82031,
4210407,Q1799325,296664,3457861,,83917,
4210506,Q1815756,296502,6323189|3457809,,82058,
4210555,Q1815686,296534,3457766,,82066,
4210605,Q980131,296563,3457561|6323191,,82074,
4210704,Q1784736,296575,3457406,,82090,
4210803,Q1799434,296620,6323193,,82112,
4210852,Q1799318,296727,3457086,,80365,
4210902,Q1796806,296726,6323195|6317611,,82139,
4211009,Q1758042,296543,3456946,,82155,
4211058,Q1815693,296749,6317624|6323197,,80004,
4211108,Q2011999,296756,6323198|3456846,,82171,
4211207,Q1758949,296506,6323199|3456707,,82198,
4211256,Q1784594,296617,6317655|6323200,,81086,
4211306,Q1010299,296609,3456370|6323201,,82210,
4211405,Q955577,296697,6317730,,82236,
4211454,Q1758973,296630,6317745,,80322,
4211504,Q1637513,296711,3456111,,82252,
4211603,Q961509,296516,6323205|3456107,,82279,
4211652,Q926081,296794,6317783|6323206,,80764,
4211702,Q1784752,296782,3455784|6323207,,82295,
4211751,Q956998,296750,3455750|6323208,,83976,
4211801,Q1784491,296732,6323209|3455724,,82317,
4211850,Q1994858,296581,3455665|6323210,,80845,
4211876,Q1758019,296759,6317845,,81442,
4211892,Q1764975,296654,3455538,,81264,
4211900,Q973513,296582,3455478,,82333,
4212007,Q1799425,296628,6323214|6317854,,82350,
4212056,Q1784383,296685,3455424,,81566,
4212106,Q588170,296573,3455304|6323216,,82376,
4212205,Q1796797,296526,3455189,,82392,
4212239,Q428892,296587,6319131|3455111,,80705,
4212254,Q1799402,296751,6317885,,80403,
4212270,Q1799357,296610,6317894,,80624,
4212304,Q1750773,296636,3454669,,82414,
4212403,Q1121962,296769,3454419,,82430,
4212502,Q1784611,296549,6323221,,82457,
4212601,Q1758031,296571,6317929,,82473,
4212650,Q3136609,3059133,3454048,,83925,
4212700,Q747168,296512,6323223,,82490,
4212809,Q285815,296718,3453943,,82511,
4212908,Q2011993,296784,6323225|3453782,,82538,
4213005,Q1799392,296585,3453739,,82554,
4213104,Q952174,296637,3453515,,82570,
4213153,Q1758995,296720,6317992,,80543,
4213203,Q326651,4271672,6323229,,82597,
4213302,Q1764920,296704,3453130,,82619,
4213351,Q1777271,296731,3453115,,80926,
4213401,Q1784813,296505,3453059,,82635,
4213500,Q1799285,296565,6323233,,82651,
4213609,Q1784679,296677,3452623|6323234,,82678,
4213708,Q1796818,296524,3452502,,82694,
4213807,Q1822575,296783,3452463|6323236,,82716,
4213906,Q1815669,296550,6323237|6318053,,82732,
4214003,Q1757828,296790,3452330,,82759,
4214102,Q1799367,296632,6318067,,82775,
4214151,Q960413,296510,6323240|6318075,,81647,
4214201,Q2012005,296760,3452012|6323241,,82791,
4214300,Q1764967,296594,3451833,,82813,
4214409,Q606838,296520,3451211|6323243,,82830,
4214508,Q1784673,296531,3451182|6324211,,82856,
4214607,Q775857,4753715,6323244,,82872,
4214706,Q1784005,296789,6323245|3451159,,82899,
4214805,Q1784001,296719,6323246|3451152,,82910,
4214904,Q1765038,296707,3451144|6323247,,82937,
4215000,Q1784714,296541,3451124,,82953,
4215059,Q1765047,296675,3451070,,80608,
4215075,Q691288,296558,6318172,,80560,
4215109,Q2012010,296660,3450982,,82970,
4215208,Q1757763,296680,3450950,,82996,
4215307,Q1784692,296723,6318201,,83011,
4215356,Q2011982,296775,6323253|6318204,,81523,
4215406,Q289981,296689,6318209,,83038,
4215455,Q945132,296553,3450486,,81000,
4215505,Q931280,296612,3450376|6323256,,83054,
4215554,Q2020284,296556,6318246|6323257,,80721,
4215604,Q706547,296559,6323258|6318299,,83070,
4215653,Q1799409,296655,6318302,,80241,
4215679,Q2314224,296593,6323260,,80349,
4215687,Q1759023,296535,6318319,,81507,
4215695,Q1758231,296657,6318335,,81205,
4215703,Q327210,296642,3449711|6323263,,83097,
4215752,Q1758962,296538,6318387,,81485,
4215802,Q1765057,296606,3449350|6323265,,83119,
4215901,Q1784638,296529,3449342,,83135,
4216008,Q1815617,296533,6323267|3449316,,83151,
4216057,Q639952,296748,6323268|6318400,,80942,
4216107,Q617155,296741,6323269|3449273,,83178,
4216206,Q986536,296696,3449112|6323270,,83194,
4216255,Q599623,296509,6318460,,80640,
4216305,Q2023825,296567,6323272|3448906,,83216,
4216354,Q1799384,296644,6318458,,81124,
4216404,Q1799427,296706,3454860,,83232,
4216503,Q904782,296551,3448828|6323275,,83259,
4216602,Q173849,296626,3448744,,83275,
4216701,Q545508,296717,3448667,,83291,
4216800,Q1764954,296590,3448665,,83313,
4216909,Q1759029,296774,3448597|6319133,,83330,
4217006,Q2662610,296542,6318530,,83356,
4217105,Q2065307,296763,3452457|6323280,,83372,
4217154,Q1757994,296569,6318551,,80780,
4217204,Q1757748,296744,3448454,,83399,
4217253,Q1750756,296766,6323283,,81183,
4217303,Q1757999,296528,3447952,,83410,
4217402,Q398844,296611,3447929|6323285,,83437,
4217501,Q1784472,296525,6323286|3447927,,83453,
4217550,Q1757812,296557,6323287|6318666,,80284,
4217600,Q1759010,296544,3447598|6323288,,83470,
4217709,Q1784827,296700,3447409|6323289,,83496,
4217758,Q549349,296634,6318723,,80446,
4217808,Q1759213,296757,3447063,,83518,
4217907,Q22063771,296651,6323291,,83534,
4217956,Q1758053,296656,6318771,,81680,
4218004,Q951660,296598,3446500|6324361,,83550,
4218103,Q1799417,296605,6318774,,83933,
4218202,Q773783,4082327,6323294,,83577,
4218251,Q614626,296701,6318776,,80209,
4218301,Q22063767,296663,3446171|6323296,,83593,
4218350,Q22063766,296667,6323297|3446059,,81345,
4218400,Q1764936,296633,3446056,,83615,
4218509,Q339414,296778,6323299,,83631,
4218608,Q1784066,296631,3446006,,83658,
4218707,Q1815730,296517,3445993,,83674,
4218756,Q1758036,296674,6318811,,83682,
4218806,Q1833591,296669,6323303,,83690,
4218855,Q1758015,296755,6318831,,80144,
4218905,Q1646925,296623,3445709,,83712,
4218954,Q1765034,296715,3445676,,80160,
4219002,Q22063758,296643,3445667|6323307,,83739,
4219101,Q1758111,296683,6318859,,83755,
4219150,Q22063756,296764,6318860|6323309,,80462,
4219176,Q609989,296562,6323310,,80969,
4219200,Q1784642,296687,3445127,,83771,
4219309,Q1799400,296682,6323312,,83798,
4219358,Q1784631,296762,6318950,,80128,
4219408,Q1000671,296570,3444854,,83810,
4219507,Q22063751,296714,3444848|6323315,,83836,
4219606,Q923208,296653,3444841,,83852,
4219705,Q1751322,296746,3444830,,83879,
4219853,Q1648503,296662,6318972,,81825,
4220000,Q2881477,3059132,8581575,,83909,
4300034,Q913259,242682,3473204|6319224,,88986,
4300059,Q249795,242438,3472890,,84948,
4300109,Q398173,242758,6323319,,85014,
4300208,Q413408,242740,3472791|6323320,,85030,
4300307,Q995308,242326,3472680|6323321,,85057,
4300406,Q851276,242346,3472638|6323322,,85073,
4300455,Q601127,242375,6323323,,85545,
4300471,Q957758,242597,6324369,,89001,
4300505,Q957796,242578,6323324,,85090,
4300554,Q1806753,242493,3472475|6324262,,84808,
4300570,Q33958,242606,6316359,,86282,
4300604,Q449593,242711,6323326,,85111,
4300638,Q33955,242564,6323327,,86045,
4300646,Q33945,242323,6323328,,86304,
4300661,Q523535,242529,6323329|3472247,,86100,
4300703,Q33944,242745,3472092,,85138,
4300802,Q33949,242642,3471981,,85154,
4300851,Q33953,242645,3471824,,86320,
4300877,Q626331,242538,3471718,,88862,
4300901,Q33961,242480,3471710,,85170,
4301008,Q1758806,242537,3471428|6323334,,85197,
4301057,Q1648525,242423,6323335,,85308,
4301073,Q510698,242336,6324117,,89028,
4301107,Q1750199,242612,6323336|3471425,,85219,
4301206,Q33964,242306,3471424|6323337,,85235,
4301305,Q950879,242292,6324362,,85251,
4301404,Q1749878,242618,3471383,,85278,
4301503,Q600118,242305,6316461|6324121,,85294,
4301552,Q1786460,242445,3471312,,84735,
4301602,Q119140,242547,3471196,,85316,
4301636,Q1648530,242681,6316488,,88927,
4301651,Q1758344,242516,3470887|6323341,,86223,
4301701,Q1786792,242770,3470877,,85332,
4301750,Q1750098,242768,3470868,,86347,
4301800,Q970961,242369,6323343,,85359,
4301859,Q1757715,242767,6316508,,86363,
4301875,Q654843,242748,3470687,,88625,
4301909,Q808802,242325,3470684,,85375,
4301925,Q1112822,242657,3470680,,86380,
4301958,Q584762,242452,6316515|6323348,,86401,
4302006,Q1786797,242589,3470373,,85391,
4302055,Q1786627,242355,6316559,,88420,
4302105,Q548652,242504,6319219,,85413,
4302154,Q1758280,242737,6316583,,86428,
4302204,Q1786675,242717,3469661,,85430,
4302220,Q2007792,242419,6324123,,89044,
4302238,Q1803204,242466,6324127,,89060,
4302253,Q1757685,242412,6316588,,88161,
4302303,Q891720,242338,6323353,,85456,
4302352,Q1648506,242765,6323354,,98230,
4302378,Q570340,242580,6316611,,86444,
4302402,Q1758844,242630,3469391,,85472,
4302451,Q1758759,242439,3469194,,84921,
4302501,Q1786682,242756,6323357,,85499,
4302584,Q347692,242514,6324124,,89087,
4302600,Q614230,242754,6323358,,85510,
4302659,Q1750187,242389,3468904,,85065,
4302709,Q640384,242499,3468704|6323360,,85537,
4302808,Q1749869,242698,3468560|6323361,,85553,
4302907,Q1757709,242785,6323362|3468553,,85570,
4303004,Q166378,242666,3468436|6323363,,85596,
4303103,Q957697,242515,3468403,,85618,
4303202,Q1786666,242442,3468356,,85634,
4303301,Q742521,242724,6319171,,85650,
4303400,Q1786846,242510,3468225|6323366,,85677,
4303509,Q986275,242427,6323367,,85693,
4303558,Q1822931,242759,3468002|6323368,,85960,
4303608,Q612092,242524,6323369,,85715,
4303673,Q1031008,242750,6316717,,86460,
4303707,Q1786644,242680,6316721,,85731,
4303806,Q1807790,242779,3467861,,85758,
4303905,Q388073,242613,3467791,,85774,
4304002,Q1786685,242404,3467707,,85790,
4304101,Q1758309,242716,3467686,,85200,
4304200,Q1786799,242601,6323374,,85812,
4304309,Q942053,242586,3467543,,85839,
4304358,Q1749864,242342,3467538,,86487,
4304408,Q995318,242467,6323377,,85855,
4304507,Q984559,242492,3467512,,85871,
4304606,Q194325,242574,3467467,,85898,
4304614,Q645413,242507,6319216,,89109,
4304622,Q765830,242709,6324370,,89125,
4304630,Q958607,242700,6323379|3467362,,89150,
4304655,Q1803147,242757,6318996,,89141,
4304663,Q1749867,242377,3467353,,89737,
4304671,Q1750182,242376,6316794,,88200,
4304689,Q642247,242291,3467316,,84891,
4304697,Q1758752,242461,6323383,,86509,
4304705,Q772910,242295,3466976|3466978,,85910,
4304713,Q973169,242335,3467119,,88340,
4304804,Q1757704,242337,6324364|3466933,,85936,
4304853,Q1758557,242349,6323385,,86525,
4304903,Q1786658,242353,3466803|6323386,,85952,
4304952,Q950522,242677,3466767,,85880,
4305009,Q592766,242459,3466634,,85979,
4305108,Q110017,242450,3466537,,85995,
4305116,Q387167,242568,6323389,,86541,
4305124,Q1785871,242477,6323390,,88641,
4305132,Q1758795,242526,3466402,,86088,
4305157,Q1758274,242411,6316854|6319136,,85227,
4305173,Q684946,242444,6318984,,85944,
4305207,Q1786013,242300,6323393,,86010,
4305306,Q1758303,242567,6323394,,86037,
4305355,Q1751344,242541,3466261|6323395,,86932,
4305371,Q1803097,242735,3466259|6323396,,86568,
4305405,Q600802,242625,3466241,,86053,
4305439,Q665968,242755,6323398,,88846,
4305447,Q921983,242699,6316869,,88269,
4305454,Q1749883,242407,3466165|6323400,,85804,
4305504,Q1784232,242728,3466115,,86070,
4305587,Q1759203,242702,6323402,,86584,
4305603,Q1185008,242651,3465880|6323403,,86096,
4305702,Q600843,242708,3465700|6323404,,86118,
4305801,Q1996363,242707,6324115,,86134,
4305835,Q1785829,242546,6316915,,89168,
4305850,Q1749866,242563,6318986,,86606,
4305871,Q600835,242784,3465481,,86622,
4305900,Q600830,242692,3465480,,86150,
4305934,Q1803215,242458,6319213,,89184,
4305959,Q1757465,242617,3465276,,89770,
4305975,Q671644,242723,3465233,,86649,
4306007,Q279130,242489,3465181,,86177,
4306056,Q2662293,242339,6323411,,85464,
4306072,Q1784929,242542,6316956,,88528,
4306106,Q985966,242367,3465108,,86193,
4306130,Q2007550,242385,6319212,,89206,
4306205,Q2008079,242543,6323413|3465080,,86215,
4306304,Q612650,242491,6316994,,86231,
4306320,Q638794,242593,3464819,,86665,
4306353,Q1784407,242304,6317007,,85049,
4306379,Q630661,242536,6323415,,88188,
4306403,Q783009,242652,3464598|6323416,,86258,
4306429,Q1784275,242611,6317023,,86681,
4306452,Q588452,242373,3464586,,84824,
4306502,Q1750443,242363,3464569,,86274,
4306551,Q1749957,242623,3448343,,88463,
4306601,Q1749875,242431,3464547|6323421,,86290,
4306700,Q1757149,242341,3464527|6323422,,86312,
4306734,Q1785476,242689,3464436,,84883,
4306759,Q1758892,242656,6317048,,88307,
4306767,Q1754600,242691,6317055,,86240,
4306809,Q226009,242356,6323426|3464274,,86339,
4306908,Q600808,242654,3464255|6323427,,86355,
4306924,Q1786448,242497,6317065,,86703,
4306932,Q590326,242447,6323429,,85103,
4306957,Q749754,242392,6317072,,85928,
4306973,Q776015,242570,3464075,,85081,
4307005,Q642088,242622,3464073,,86371,
4307054,Q174286,242752,6324134|3464063,,85022,
4307104,Q1756956,242321,3461679,,86398,
4307203,Q590650,242388,3464045,,86410,
4307302,Q1785508,242421,3464043,,86436,
4307401,Q1803126,242297,6324140,,86452,
4307450,Q1784225,242380,6323434,,88285,
4307500,Q1749871,242746,3463916|6324130,,86479,
4307559,Q1803196,242688,6317094|6323435,,85286,
4307609,Q985499,242647,3463865|6323436,,86495,
4307708,Q958661,242778,3463859|6323437,,86517,
4307807,Q779064,242395,3463761|6323438,,86533,
4307815,Q940700,242764,6317104,,88404,
4307831,Q1784295,242496,3463695,,85448,
4307864,Q1786383,242634,6323441,,84930,
4307906,Q535531,242726,3463605,,86550,
4308003,Q1758171,242313,3463555,,86576,
4308052,Q1758357,242314,6317119,,86029,
4308078,Q1758834,242610,6317126,,88366,
4308102,Q1750056,242608,3463449,,86592,
4308201,Q1757597,242551,6323447|3463271,,86614,
4308250,Q1786719,242669,6323448,,88242,
4308300,Q630520,242749,3463187,,86630,
4308409,Q1784334,242398,3463152,,86657,
4308433,Q1803240,242725,6317160,,89222,
4308458,Q961448,242722,3463040,,98272,
4308508,Q375650,242766,6323451|3462956,,86673,
4308607,Q385465,242633,6319209|3462557,,86690,
4308656,Q1754446,242720,6323452,,86720,
4308706,Q1785519,242358,3462517,,86711,
4308805,Q1754588,242455,6323454,,86738,
4308854,Q1252673,242470,6323455|6317195,,86746,
4308904,Q1750452,242511,6323456,,86770,
4309001,Q1785990,242303,6323457,,86797,
4309050,Q985511,242484,3462400,,85502,
4309100,Q694833,242571,3462284,,86819,
4309126,Q1786434,242635,6317222,,86762,
4309159,Q1758731,242555,3462282,,86789,
4309209,Q694822,242324,3462089,,86835,
4309258,Q1785836,242641,3462038,,84867,
4309308,Q957668,242368,3473964,,86851,
