#item+conceptum+numerordinatio,#item+conceptum+codicem,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5001+rdf_s_u2200_s5000,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5000+rdf_s_u2200_s5001,#item+rem+i_qcc+is_zxxx+rdf_a_obo_bfo29+rdf_p_obo_bfo124_s5002+rdf_p_obo_bfo171_s5001+rdf_s_u2200_s5002,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5002,#meta+rem+i_qcc+is_zxxx+ix_ERROR+adm2+name,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt1,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5002+ix_alt2,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5001,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5001,#item+rem+i_qcc+is_zxxx+ix_wdataq7200235+rdf_p_wdata_q7200235_s5001,#item+rem+i_eng+is_latn+rdf_p_skos_preflabel_s5000,#item+rem+i_ara+is_arab+rdf_p_skos_preflabel_s5000,#item+rem+i_qcc+is_zxxx+ix_p297+rdf_p_p_p297_s5000,#item+rem+i_qcc+is_zxxx+rdf_p_p_p577_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p813_s1603+rdf_t_xsd_datetime,#item+rem+i_qcc+is_zxxx+rdf_p_p_p2699_s1603+rdf_t_xsd_datetime
1603:45:16:12:2:39031,39031,1603:45:16:12:0,1603:45:16:12:1:39,1603:45:16:12:2:39031,Oum Toub,,DZ039031,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:39032,39032,1603:45:16:12:0,1603:45:16:12:1:39,1603:45:16:12:2:39032,Ramdane Djamel,,DZ039032,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:39033,39033,1603:45:16:12:0,1603:45:16:12:1:39,1603:45:16:12:2:39033,Salah Bouchaour,,DZ039033,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:39034,39034,1603:45:16:12:0,1603:45:16:12:1:39,1603:45:16:12:2:39034,Sidi Mezghiche,,DZ039034,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:39035,39035,1603:45:16:12:0,1603:45:16:12:1:39,1603:45:16:12:2:39035,Skikda,,DZ039035,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:39036,39036,1603:45:16:12:0,1603:45:16:12:1:39,1603:45:16:12:2:39036,Tamalous,,DZ039036,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:39037,39037,1603:45:16:12:0,1603:45:16:12:1:39,1603:45:16:12:2:39037,Zerdezas,,DZ039037,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:39038,39038,1603:45:16:12:0,1603:45:16:12:1:39,1603:45:16:12:2:39038,Zitouna,,DZ039038,,,,,,Skikda,سكيكدة,DZ039,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40001,40001,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40001,Ain Soltane,,DZ040001,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40002,40002,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40002,Ain Zana,,DZ040002,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40003,40003,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40003,Bir Bou Haouch,,DZ040003,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40004,40004,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40004,Drea,,DZ040004,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40005,40005,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40005,Haddada,,DZ040005,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40006,40006,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40006,Hanancha,,DZ040006,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40007,40007,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40007,Khedara,,DZ040007,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40008,40008,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40008,Khemissa,,DZ040008,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40009,40009,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40009,M'Daourouche,,DZ040009,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40010,40010,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40010,Mechroha,,DZ040010,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40011,40011,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40011,Merahna,,DZ040011,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40012,40012,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40012,Oued Keberit,,DZ040012,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40013,40013,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40013,Ouled Driss,,DZ040013,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40014,40014,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40014,Ouled Moumen,,DZ040014,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40015,40015,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40015,Oum El Adhaim,,DZ040015,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40016,40016,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40016,Quillen,,DZ040016,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40017,40017,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40017,Raggouba,,DZ040017,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40018,40018,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40018,Safel El Ouiden,,DZ040018,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40019,40019,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40019,Sedrata,,DZ040019,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40020,40020,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40020,Sidi Fredj,,DZ040020,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40021,40021,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40021,Souk-Ahras,,DZ040021,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40022,40022,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40022,Taoura,,DZ040022,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40023,40023,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40023,Terraguelt,,DZ040023,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40024,40024,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40024,Tiffech,,DZ040024,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40025,40025,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40025,Zaarouria,,DZ040025,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:40026,40026,1603:45:16:12:0,1603:45:16:12:1:40,1603:45:16:12:2:40026,Zouabi,,DZ040026,,,,,,Souk-Ahras,سوق أهراس,DZ040,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41001,41001,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41001,Abalessa,,DZ041001,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41002,41002,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41002,Fouggarat Ez Zouaia,,DZ041002,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41003,41003,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41003,Idles,,DZ041003,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41004,41004,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41004,In Amguel,,DZ041004,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41005,41005,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41005,In Ghar,,DZ041005,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41006,41006,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41006,In Guezzam,,DZ041006,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41007,41007,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41007,In Salah,,DZ041007,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41008,41008,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41008,Tamanrasset,,DZ041008,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41009,41009,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41009,Tazrouk,,DZ041009,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:41010,41010,1603:45:16:12:0,1603:45:16:12:1:41,1603:45:16:12:2:41010,Tin Zaouatine,,DZ041010,,,,,,Tamanrasset,تمنراست,DZ041,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42001,42001,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42001,Ain Zerga,,DZ042001,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42002,42002,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42002,Bedjene,,DZ042002,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42003,42003,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42003,Bekkaria,,DZ042003,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42004,42004,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42004,Bir Dheheb,,DZ042004,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42005,42005,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42005,Bir El Ater,,DZ042005,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42006,42006,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42006,Bir Mokadem,,DZ042006,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42007,42007,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42007,Boukhadra,,DZ042007,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42008,42008,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42008,Boulhaf Dyr,,DZ042008,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42009,42009,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42009,Cheria,,DZ042009,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42010,42010,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42010,El Aouinet,,DZ042010,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42011,42011,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42011,El Houidjbet,,DZ042011,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42012,42012,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42012,El Kouif,,DZ042012,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42013,42013,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42013,El Ma Labiod,,DZ042013,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42014,42014,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42014,El Mazeraa,,DZ042014,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42015,42015,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42015,El Meridj,,DZ042015,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42016,42016,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42016,El Ogla,,DZ042016,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42017,42017,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42017,El Ogla El Malha,,DZ042017,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42018,42018,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42018,El Ouenza,,DZ042018,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42019,42019,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42019,Ferkane,,DZ042019,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42020,42020,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42020,Gourigueur,,DZ042020,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42021,42021,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42021,Hammamet,,DZ042021,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42022,42022,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42022,Morsot,,DZ042022,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42023,42023,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42023,Negrine,,DZ042023,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42024,42024,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42024,Oum Ali,,DZ042024,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42025,42025,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42025,Safsaf El Ouesra,,DZ042025,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42026,42026,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42026,Stah Guentis,,DZ042026,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42027,42027,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42027,Tebessa,,DZ042027,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:42028,42028,1603:45:16:12:0,1603:45:16:12:1:42,1603:45:16:12:2:42028,Thlidjene,,DZ042028,,,,,,Tebessa,تبسة,DZ042,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43001,43001,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43001,Ain Bouchekif,,DZ043001,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43002,43002,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43002,Ain Deheb,,DZ043002,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43003,43003,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43003,Ain El Hadid,,DZ043003,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43004,43004,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43004,Ain Kermes,,DZ043004,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43005,43005,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43005,Ain Zarit,,DZ043005,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43006,43006,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43006,Bougara,,DZ043006,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43007,43007,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43007,Chehaima,,DZ043007,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43008,43008,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43008,Dahmouni,,DZ043008,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43009,43009,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43009,Djebilet Rosfa,,DZ043009,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43010,43010,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43010,Djillali Ben Amar,,DZ043010,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43011,43011,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43011,Faidja,,DZ043011,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43012,43012,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43012,Frenda,,DZ043012,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43013,43013,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43013,Guertoufa,,DZ043013,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43014,43014,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43014,Hamadia,,DZ043014,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43015,43015,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43015,Ksar Chellala,,DZ043015,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43016,43016,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43016,Machraa Sfa,,DZ043016,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43017,43017,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43017,Madna,,DZ043017,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43018,43018,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43018,Mahdia,,DZ043018,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43019,43019,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43019,Medrissa,,DZ043019,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43020,43020,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43020,Medroussa,,DZ043020,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43021,43021,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43021,Meghila,,DZ043021,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43022,43022,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43022,Mellakou,,DZ043022,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43023,43023,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43023,Nadorah,,DZ043023,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43024,43024,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43024,Naima,,DZ043024,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43025,43025,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43025,Oued Lilli,,DZ043025,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43026,43026,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43026,Rahouia,,DZ043026,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43027,43027,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43027,Rechaiga,,DZ043027,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43028,43028,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43028,Sebaine,,DZ043028,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43029,43029,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43029,Sebt,,DZ043029,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43030,43030,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43030,Serghine,,DZ043030,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43031,43031,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43031,Sidi  Abdelghani,,DZ043031,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43032,43032,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43032,Sidi Abderrahmane,,DZ043032,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43033,43033,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43033,Sidi Ali Mellal,,DZ043033,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43034,43034,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43034,Sidi Bakhti,,DZ043034,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
1603:45:16:12:2:43035,43035,1603:45:16:12:0,1603:45:16:12:1:43,1603:45:16:12:2:43035,Sidi Hosni,,DZ043035,,,,,,Tiaret,تيارت,DZ043,Algeria,الجزا,DZ,2020-04-28,2021-01-26,
