#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tha+is_thai,#adm2+name+alt2+i_tha+is_thai,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:764:2:1505,1505,1603:45:16:764:0,1603:45:16:764:1:15,1603:45:16:764:2:1505,Sawaeng Ha,แสวงหา,TH1505,,,,,,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1506,1506,1603:45:16:764:0,1603:45:16:764:1:15,1603:45:16:764:2:1506,Wiset Chai Chan,วิเศษชัยชาญ,TH1506,,,,,,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1507,1507,1603:45:16:764:0,1603:45:16:764:1:15,1603:45:16:764:2:1507,Samko,สามโก้,TH1507,,,,,,Ang Thong,อ่างทอง,TH15,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1601,1601,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1601,Mueang Lop Buri,เมืองลพบุรี,TH1601,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1602,1602,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1602,Phatthana Nikhom,พัฒนานิคม,TH1602,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1603,1603,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1603,Khok Samrong,โคกสำโรง,TH1603,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1604,1604,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1604,Chai Badan,ชัยบาดาล,TH1604,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1605,1605,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1605,Tha Wung,ท่าวุ้ง,TH1605,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1606,1606,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1606,Ban Mi,บ้านหมี่,TH1606,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1607,1607,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1607,Tha Luang,ท่าหลวง,TH1607,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1608,1608,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1608,Sa Bot,สระโบสถ์,TH1608,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1609,1609,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1609,Khok Charoen,โคกเจริญ,TH1609,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1610,1610,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1610,Lam Sonthi,ลำสนธิ,TH1610,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1611,1611,1603:45:16:764:0,1603:45:16:764:1:16,1603:45:16:764:2:1611,Nong Muang,หนองม่วง,TH1611,,,,,,Lop Buri,ลพบุรี,TH16,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1701,1701,1603:45:16:764:0,1603:45:16:764:1:17,1603:45:16:764:2:1701,Mueang Sing Buri,เมืองสิงห์บุรี,TH1701,,,,,,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1702,1702,1603:45:16:764:0,1603:45:16:764:1:17,1603:45:16:764:2:1702,Bang Rachan,บางระจัน,TH1702,,,,,,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1703,1703,1603:45:16:764:0,1603:45:16:764:1:17,1603:45:16:764:2:1703,Khai Bang Rachan,ค่ายบางระจัน,TH1703,,,,,,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1704,1704,1603:45:16:764:0,1603:45:16:764:1:17,1603:45:16:764:2:1704,Phrom Buri,พรหมบุรี,TH1704,,,,,,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1705,1705,1603:45:16:764:0,1603:45:16:764:1:17,1603:45:16:764:2:1705,Tha Chang,ท่าช้าง,TH1705,,,,,,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1706,1706,1603:45:16:764:0,1603:45:16:764:1:17,1603:45:16:764:2:1706,In Buri,อินทร์บุรี,TH1706,,,,,,Sing Buri,สิงห์บุรี,TH17,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1801,1801,1603:45:16:764:0,1603:45:16:764:1:18,1603:45:16:764:2:1801,Mueang Chai Nat,เมืองชัยนาท,TH1801,,,,,,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1802,1802,1603:45:16:764:0,1603:45:16:764:1:18,1603:45:16:764:2:1802,Manorom,มโนรมย์,TH1802,,,,,,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1803,1803,1603:45:16:764:0,1603:45:16:764:1:18,1603:45:16:764:2:1803,Wat Sing,วัดสิงห์,TH1803,,,,,,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1804,1804,1603:45:16:764:0,1603:45:16:764:1:18,1603:45:16:764:2:1804,Sapphaya,สรรพยา,TH1804,,,,,,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1805,1805,1603:45:16:764:0,1603:45:16:764:1:18,1603:45:16:764:2:1805,Sankhaburi,สรรคบุรี,TH1805,,,,,,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1806,1806,1603:45:16:764:0,1603:45:16:764:1:18,1603:45:16:764:2:1806,Hankha,หันคา,TH1806,,,,,,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1807,1807,1603:45:16:764:0,1603:45:16:764:1:18,1603:45:16:764:2:1807,Nong Mamong,หนองมะโมง,TH1807,,,,,,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1808,1808,1603:45:16:764:0,1603:45:16:764:1:18,1603:45:16:764:2:1808,Noen Kham,เนินขาม,TH1808,,,,,,Chai Nat,ชัยนาท,TH18,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1901,1901,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1901,Mueang Saraburi,เมืองสระบุรี,TH1901,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1902,1902,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1902,Kaeng Khoi,แก่งคอย,TH1902,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1903,1903,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1903,Nong Khae,หนองแค,TH1903,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1904,1904,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1904,Wihan Daeng,วิหารแดง,TH1904,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1905,1905,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1905,Nong Saeng,หนองแซง,TH1905,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1906,1906,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1906,Ban Mo,บ้านหมอ,TH1906,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1907,1907,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1907,Don Phut,ดอนพุด,TH1907,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1908,1908,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1908,Nong Don,หนองโดน,TH1908,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1909,1909,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1909,Phra Phutthabat,พระพุทธบาท,TH1909,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1910,1910,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1910,Sao Hai,เสาไห้,TH1910,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1911,1911,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1911,Muak Lek,มวกเหล็ก,TH1911,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1912,1912,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1912,Wang Muang,วังม่วง,TH1912,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:1913,1913,1603:45:16:764:0,1603:45:16:764:1:19,1603:45:16:764:2:1913,Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH1913,,,,,,Saraburi,สระบุรี,TH19,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2001,2001,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2001,Mueang Chon Buri,เมืองชลบุรี,TH2001,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2002,2002,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2002,Ban Bueng,บ้านบึง,TH2002,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2003,2003,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2003,Nong Yai,หนองใหญ่,TH2003,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2004,2004,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2004,Bang Lamung,บางละมุง,TH2004,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2005,2005,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2005,Phan Thong,พานทอง,TH2005,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2006,2006,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2006,Phanat Nikhom,พนัสนิคม,TH2006,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2007,2007,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2007,Si Racha,ศรีราชา,TH2007,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2008,2008,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2008,Ko Si Chang,เกาะสีชัง,TH2008,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2009,2009,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2009,Sattahip,สัตหีบ,TH2009,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2010,2010,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2010,Bo Thong,บ่อทอง,TH2010,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2011,2011,1603:45:16:764:0,1603:45:16:764:1:20,1603:45:16:764:2:2011,Ko Chan,เกาะจันทร์,TH2011,,,,,,Chon Buri,ชลบุรี,TH20,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2101,2101,1603:45:16:764:0,1603:45:16:764:1:21,1603:45:16:764:2:2101,Mueang Rayong,เมืองระยอง,TH2101,,,,,,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2102,2102,1603:45:16:764:0,1603:45:16:764:1:21,1603:45:16:764:2:2102,Ban Chang,บ้านฉาง,TH2102,,,,,,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2103,2103,1603:45:16:764:0,1603:45:16:764:1:21,1603:45:16:764:2:2103,Klaeng,แกลง,TH2103,,,,,,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2104,2104,1603:45:16:764:0,1603:45:16:764:1:21,1603:45:16:764:2:2104,Wang Chan,วังจันทร์,TH2104,,,,,,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2105,2105,1603:45:16:764:0,1603:45:16:764:1:21,1603:45:16:764:2:2105,Ban Khai,บ้านค่าย,TH2105,,,,,,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2106,2106,1603:45:16:764:0,1603:45:16:764:1:21,1603:45:16:764:2:2106,Pluak Daeng,ปลวกแดง,TH2106,,,,,,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2107,2107,1603:45:16:764:0,1603:45:16:764:1:21,1603:45:16:764:2:2107,Khao Chamao,เขาชะเมา,TH2107,,,,,,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2108,2108,1603:45:16:764:0,1603:45:16:764:1:21,1603:45:16:764:2:2108,Nikhom Phatthana,นิคมพัฒนา,TH2108,,,,,,Rayong,ระยอง,TH21,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2201,2201,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2201,Mueang Chanthaburi,เมืองจันทบุรี,TH2201,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2202,2202,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2202,Khlung,ขลุง,TH2202,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2203,2203,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2203,Tha Mai,ท่าใหม่,TH2203,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2204,2204,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2204,Pong Nam Ron,โป่งน้ำร้อน,TH2204,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2205,2205,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2205,Makham,มะขาม,TH2205,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2206,2206,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2206,Laem Sing,แหลมสิงห์,TH2206,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2207,2207,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2207,Soi Dao,สอยดาว,TH2207,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2208,2208,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2208,Kaeng Hang Maeo,แก่งหางแมว,TH2208,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2209,2209,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2209,Na Yai Am,นายายอาม,TH2209,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2210,2210,1603:45:16:764:0,1603:45:16:764:1:22,1603:45:16:764:2:2210,Khao Khitchakut,เขาคิชฌกูฏ,TH2210,,,,,,Chanthaburi,จันทบุรี,TH22,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2301,2301,1603:45:16:764:0,1603:45:16:764:1:23,1603:45:16:764:2:2301,Mueang Trat,เมืองตราด,TH2301,,,,,,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2302,2302,1603:45:16:764:0,1603:45:16:764:1:23,1603:45:16:764:2:2302,Khlong Yai,คลองใหญ่,TH2302,,,,,,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2303,2303,1603:45:16:764:0,1603:45:16:764:1:23,1603:45:16:764:2:2303,Khao Saming,เขาสมิง,TH2303,,,,,,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2304,2304,1603:45:16:764:0,1603:45:16:764:1:23,1603:45:16:764:2:2304,Bo Rai,บ่อไร่,TH2304,,,,,,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2305,2305,1603:45:16:764:0,1603:45:16:764:1:23,1603:45:16:764:2:2305,Laem Ngop,แหลมงอบ,TH2305,,,,,,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2306,2306,1603:45:16:764:0,1603:45:16:764:1:23,1603:45:16:764:2:2306,Ko Kut,เกาะกูด,TH2306,,,,,,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2307,2307,1603:45:16:764:0,1603:45:16:764:1:23,1603:45:16:764:2:2307,Ko Chang,เกาะช้าง,TH2307,,,,,,Trat,ตราด,TH23,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2401,2401,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2401,Mueang Chachoengsao,เมืองฉะเชิงเทรา,TH2401,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2402,2402,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2402,Bang Khla,บางคล้า,TH2402,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2403,2403,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2403,Bang Nam Priao,บางน้ำเปรี้ยว,TH2403,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2404,2404,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2404,Bang Pakong,บางปะกง,TH2404,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2405,2405,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2405,Ban Pho,บ้านโพธิ์,TH2405,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2406,2406,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2406,Phanom Sarakham,พนมสารคาม,TH2406,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2407,2407,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2407,Ratchasan,ราชสาส์น,TH2407,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2408,2408,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2408,Sanam Chai Khet,สนามชัยเขต,TH2408,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2409,2409,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2409,Plaeng Yao,แปลงยาว,TH2409,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2410,2410,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2410,Tha Takiap,ท่าตะเกียบ,TH2410,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2411,2411,1603:45:16:764:0,1603:45:16:764:1:24,1603:45:16:764:2:2411,Khlong Khuean,คลองเขื่อน,TH2411,,,,,,Chachoengsao,ฉะเชิงเทรา,TH24,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2501,2501,1603:45:16:764:0,1603:45:16:764:1:25,1603:45:16:764:2:2501,Mueang Prachin Buri,เมืองปราจีนบุรี,TH2501,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2502,2502,1603:45:16:764:0,1603:45:16:764:1:25,1603:45:16:764:2:2502,Kabin Buri,กบินทร์บุรี,TH2502,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2503,2503,1603:45:16:764:0,1603:45:16:764:1:25,1603:45:16:764:2:2503,Na Di,นาดี,TH2503,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2506,2506,1603:45:16:764:0,1603:45:16:764:1:25,1603:45:16:764:2:2506,Ban Sang,บ้านสร้าง,TH2506,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2507,2507,1603:45:16:764:0,1603:45:16:764:1:25,1603:45:16:764:2:2507,Prachantakham,ประจันตคาม,TH2507,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2508,2508,1603:45:16:764:0,1603:45:16:764:1:25,1603:45:16:764:2:2508,Si Maha Phot,ศรีมหาโพธิ,TH2508,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2509,2509,1603:45:16:764:0,1603:45:16:764:1:25,1603:45:16:764:2:2509,Si Mahosot,ศรีมโหสถ,TH2509,,,,,,Prachin Buri,ปราจีนบุรี,TH25,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:2601,2601,1603:45:16:764:0,1603:45:16:764:1:26,1603:45:16:764:2:2601,Mueang Nakhon Nayok,เมืองนครนายก,TH2601,,,,,,Nakhon Nayok,นครนายก,TH26,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
