#item+conceptum+numerordinatio,#item+conceptum+codicem,#country+code+v_numerodinatio,#adm1+code+v_numerodinatio,#adm2+code+v_numerodinatio,#adm2+name+i_eng+is_latn,#adm2+name+i_tha+is_thai,#adm2+code+v_pcode,#adm2+name,#adm2+name+alt1+i_eng+is_latn,#adm2+name+alt2+i_eng+is_latn,#adm2+name+alt1+i_tha+is_thai,#adm2+name+alt2+i_tha+is_thai,#adm1+name+i_eng+is_latn,#adm1+name+i_tha+is_thai,#adm1+code+v_pcode,#country+name+i_eng+is_latn,#country+name+i_tha+is_thai,#item+rem+i_qcc+is_zxxx+ix_wdatap297,#item+rem+i_qcc+is_zxxx+ix_wdatap577,#item+rem+i_qcc+is_zxxx+ix_wdatap813,#item+rem+i_qcc+is_zxxx+ix_wdatap2669
1603:45:16:764:2:7112,7112,1603:45:16:764:0,1603:45:16:764:1:71,1603:45:16:764:2:7112,Nong Prue,หนองปรือ,TH7112,,,,,,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7113,7113,1603:45:16:764:0,1603:45:16:764:1:71,1603:45:16:764:2:7113,Huai Krachao,ห้วยกระเจา,TH7113,,,,,,Kanchanaburi,กาญจนบุรี,TH71,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7201,7201,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7201,Mueang Suphan Buri,เมืองสุพรรณบุรี,TH7201,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7202,7202,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7202,Doem Bang Nang Buat,เดิมบางนางบวช,TH7202,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7203,7203,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7203,Dan Chang,ด่านช้าง,TH7203,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7204,7204,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7204,Bang Pla Ma,บางปลาม้า,TH7204,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7205,7205,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7205,Si Prachan,ศรีประจันต์,TH7205,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7206,7206,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7206,Don Chedi,ดอนเจดีย์,TH7206,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7207,7207,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7207,Song Phi Nong,สองพี่น้อง,TH7207,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7208,7208,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7208,Sam Chuk,สามชุก,TH7208,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7209,7209,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7209,U Thong,อู่ทอง,TH7209,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7210,7210,1603:45:16:764:0,1603:45:16:764:1:72,1603:45:16:764:2:7210,Nong Ya Sai,หนองหญ้าไซ,TH7210,,,,,,Suphan Buri,สุพรรณบุรี,TH72,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7301,7301,1603:45:16:764:0,1603:45:16:764:1:73,1603:45:16:764:2:7301,Mueang Nakhon Pathom,เมืองนครปฐม,TH7301,,,,,,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7302,7302,1603:45:16:764:0,1603:45:16:764:1:73,1603:45:16:764:2:7302,Kamphaeng Saen,กำแพงแสน,TH7302,,,,,,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7303,7303,1603:45:16:764:0,1603:45:16:764:1:73,1603:45:16:764:2:7303,Nakhon Chai Si,นครชัยศรี,TH7303,,,,,,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7304,7304,1603:45:16:764:0,1603:45:16:764:1:73,1603:45:16:764:2:7304,Don Tum,ดอนตูม,TH7304,,,,,,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7305,7305,1603:45:16:764:0,1603:45:16:764:1:73,1603:45:16:764:2:7305,Bang Len,บางเลน,TH7305,,,,,,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7306,7306,1603:45:16:764:0,1603:45:16:764:1:73,1603:45:16:764:2:7306,Sam Phran,สามพราน,TH7306,,,,,,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7307,7307,1603:45:16:764:0,1603:45:16:764:1:73,1603:45:16:764:2:7307,Phutthamonthon,พุทธมณฑล,TH7307,,,,,,Nakhon Pathom,นครปฐม,TH73,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7401,7401,1603:45:16:764:0,1603:45:16:764:1:74,1603:45:16:764:2:7401,Mueang Samut Sakhon,เมืองสมุทรสาคร,TH7401,,,,,,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7402,7402,1603:45:16:764:0,1603:45:16:764:1:74,1603:45:16:764:2:7402,Krathum Baen,กระทุ่มแบน,TH7402,,,,,,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7403,7403,1603:45:16:764:0,1603:45:16:764:1:74,1603:45:16:764:2:7403,Ban Phaeo,บ้านแพ้ว,TH7403,,,,,,Samut Sakhon,สมุทรสาคร,TH74,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7501,7501,1603:45:16:764:0,1603:45:16:764:1:75,1603:45:16:764:2:7501,Mueang Samut Songkhram,เมืองสมุทรสงคราม,TH7501,,,,,,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7502,7502,1603:45:16:764:0,1603:45:16:764:1:75,1603:45:16:764:2:7502,Bang Khonthi,บางคนที,TH7502,,,,,,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7503,7503,1603:45:16:764:0,1603:45:16:764:1:75,1603:45:16:764:2:7503,Amphawa,อัมพวา,TH7503,,,,,,Samut Songkhram,สมุทรสงคราม,TH75,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7601,7601,1603:45:16:764:0,1603:45:16:764:1:76,1603:45:16:764:2:7601,Mueang Phetchaburi,เมืองเพชรบุรี,TH7601,,,,,,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7602,7602,1603:45:16:764:0,1603:45:16:764:1:76,1603:45:16:764:2:7602,Khao Yoi,เขาย้อย,TH7602,,,,,,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7603,7603,1603:45:16:764:0,1603:45:16:764:1:76,1603:45:16:764:2:7603,Nong Ya Plong,หนองหญ้าปล้อง,TH7603,,,,,,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7604,7604,1603:45:16:764:0,1603:45:16:764:1:76,1603:45:16:764:2:7604,Cha-Am,ชะอำ,TH7604,,,,,,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7605,7605,1603:45:16:764:0,1603:45:16:764:1:76,1603:45:16:764:2:7605,Tha Yang,ท่ายาง,TH7605,,,,,,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7606,7606,1603:45:16:764:0,1603:45:16:764:1:76,1603:45:16:764:2:7606,Ban Lat,บ้านลาด,TH7606,,,,,,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7607,7607,1603:45:16:764:0,1603:45:16:764:1:76,1603:45:16:764:2:7607,Ban Laem,บ้านแหลม,TH7607,,,,,,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7608,7608,1603:45:16:764:0,1603:45:16:764:1:76,1603:45:16:764:2:7608,Kaeng Krachan,แก่งกระจาน,TH7608,,,,,,Phetchaburi,เพชรบุรี,TH76,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7701,7701,1603:45:16:764:0,1603:45:16:764:1:77,1603:45:16:764:2:7701,Mueang Prachuap Khiri Khan,เมืองประจวบคีรีข,TH7701,,,,,,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7702,7702,1603:45:16:764:0,1603:45:16:764:1:77,1603:45:16:764:2:7702,Kui Buri,กุยบุรี,TH7702,,,,,,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7703,7703,1603:45:16:764:0,1603:45:16:764:1:77,1603:45:16:764:2:7703,Thap Sakae,ทับสะแก,TH7703,,,,,,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7704,7704,1603:45:16:764:0,1603:45:16:764:1:77,1603:45:16:764:2:7704,Bang Saphan,บางสะพาน,TH7704,,,,,,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7705,7705,1603:45:16:764:0,1603:45:16:764:1:77,1603:45:16:764:2:7705,Bang Saphan Noi,บางสะพานน้อย,TH7705,,,,,,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7706,7706,1603:45:16:764:0,1603:45:16:764:1:77,1603:45:16:764:2:7706,Pran Buri,ปราณบุรี,TH7706,,,,,,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7707,7707,1603:45:16:764:0,1603:45:16:764:1:77,1603:45:16:764:2:7707,Hua Hin,หัวหิน,TH7707,,,,,,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:7708,7708,1603:45:16:764:0,1603:45:16:764:1:77,1603:45:16:764:2:7708,Sam Roi Yot,สามร้อยยอด,TH7708,,,,,,Prachuap Khiri Khan,ประจวบคีรีขันธ์,TH77,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8001,8001,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8001,Mueang Nakhon Si Thammarat,เมืองนครศรีธรรมร,TH8001,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8002,8002,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8002,Phrom Khiri,พรหมคีรี,TH8002,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8003,8003,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8003,Lan Saka,ลานสกา,TH8003,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8004,8004,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8004,Chawang,ฉวาง,TH8004,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8005,8005,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8005,Phipun,พิปูน,TH8005,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8006,8006,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8006,Chian Yai,เชียรใหญ่,TH8006,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8007,8007,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8007,Cha-Uat,ชะอวด,TH8007,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8008,8008,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8008,Tha Sala,ท่าศาลา,TH8008,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8009,8009,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8009,Thung Song,ทุ่งสง,TH8009,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8010,8010,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8010,Na Bon,นาบอน,TH8010,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8011,8011,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8011,Thung Yai,ทุ่งใหญ่,TH8011,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8012,8012,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8012,Pak Phanang,ปากพนัง,TH8012,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8013,8013,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8013,Ron Phibun,ร่อนพิบูลย์,TH8013,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8014,8014,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8014,Sichon,สิชล,TH8014,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8015,8015,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8015,Khanom,ขนอม,TH8015,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8016,8016,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8016,Hua Sai,หัวไทร,TH8016,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8017,8017,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8017,Bang Khan,บางขัน,TH8017,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8018,8018,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8018,Tham Phannara,ถ้ำพรรณรา,TH8018,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8019,8019,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8019,Chulabhorn,จุฬาภรณ์,TH8019,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8020,8020,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8020,Phra Phrom,พระพรหม,TH8020,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8021,8021,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8021,Nopphitam,นบพิตำ,TH8021,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8022,8022,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8022,Chang Klang,ช้างกลาง,TH8022,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8023,8023,1603:45:16:764:0,1603:45:16:764:1:80,1603:45:16:764:2:8023,Chaloem Phra Kiat,เฉลิมพระเกียรติ,TH8023,,,,,,Nakhon Si Thammarat,นครศรีธรรมราช,TH80,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8101,8101,1603:45:16:764:0,1603:45:16:764:1:81,1603:45:16:764:2:8101,Mueang Krabi,เมืองกระบี่,TH8101,,,,,,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8102,8102,1603:45:16:764:0,1603:45:16:764:1:81,1603:45:16:764:2:8102,Khao Phanom,เขาพนม,TH8102,,,,,,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8103,8103,1603:45:16:764:0,1603:45:16:764:1:81,1603:45:16:764:2:8103,Ko Lanta,เกาะลันตา,TH8103,,,,,,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8104,8104,1603:45:16:764:0,1603:45:16:764:1:81,1603:45:16:764:2:8104,Khlong Thom,คลองท่อม,TH8104,,,,,,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8105,8105,1603:45:16:764:0,1603:45:16:764:1:81,1603:45:16:764:2:8105,Ao Luek,อ่าวลึก,TH8105,,,,,,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8106,8106,1603:45:16:764:0,1603:45:16:764:1:81,1603:45:16:764:2:8106,Plai Phraya,ปลายพระยา,TH8106,,,,,,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8107,8107,1603:45:16:764:0,1603:45:16:764:1:81,1603:45:16:764:2:8107,Lam Thap,ลำทับ,TH8107,,,,,,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8108,8108,1603:45:16:764:0,1603:45:16:764:1:81,1603:45:16:764:2:8108,Nuea Khlong,เหนือคลอง,TH8108,,,,,,Krabi,กระบี่,TH81,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8201,8201,1603:45:16:764:0,1603:45:16:764:1:82,1603:45:16:764:2:8201,Mueang Phangnga,เมืองพังงา,TH8201,,,,,,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8202,8202,1603:45:16:764:0,1603:45:16:764:1:82,1603:45:16:764:2:8202,Ko Yao,เกาะยาว,TH8202,,,,,,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8203,8203,1603:45:16:764:0,1603:45:16:764:1:82,1603:45:16:764:2:8203,Kapong,กะปง,TH8203,,,,,,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8204,8204,1603:45:16:764:0,1603:45:16:764:1:82,1603:45:16:764:2:8204,Takua Thung,ตะกั่วทุ่ง,TH8204,,,,,,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8205,8205,1603:45:16:764:0,1603:45:16:764:1:82,1603:45:16:764:2:8205,Takua Pa,ตะกั่วป่า,TH8205,,,,,,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8206,8206,1603:45:16:764:0,1603:45:16:764:1:82,1603:45:16:764:2:8206,Khura Buri,คุระบุรี,TH8206,,,,,,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8207,8207,1603:45:16:764:0,1603:45:16:764:1:82,1603:45:16:764:2:8207,Thap Put,ทับปุด,TH8207,,,,,,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8208,8208,1603:45:16:764:0,1603:45:16:764:1:82,1603:45:16:764:2:8208,Thai Mueang,ท้ายเหมือง,TH8208,,,,,,Phangnga,พังงา,TH82,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8301,8301,1603:45:16:764:0,1603:45:16:764:1:83,1603:45:16:764:2:8301,Mueang Phuket,เมืองภูเก็ต,TH8301,,,,,,Phuket,ภูเก็ต,TH83,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8302,8302,1603:45:16:764:0,1603:45:16:764:1:83,1603:45:16:764:2:8302,Kathu,กะทู้,TH8302,,,,,,Phuket,ภูเก็ต,TH83,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8303,8303,1603:45:16:764:0,1603:45:16:764:1:83,1603:45:16:764:2:8303,Thalang,ถลาง,TH8303,,,,,,Phuket,ภูเก็ต,TH83,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8401,8401,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8401,Mueang Surat Thani,เมืองสุราษฎร์ธาน,TH8401,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8402,8402,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8402,Kanchanadit,กาญจนดิษฐ์,TH8402,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8403,8403,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8403,Don Sak,ดอนสัก,TH8403,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8404,8404,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8404,Ko Samui,เกาะสมุย,TH8404,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8405,8405,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8405,Ko Pha-Ngan,เกาะพะงัน,TH8405,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8406,8406,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8406,Chaiya,ไชยา,TH8406,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8407,8407,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8407,Tha Chana,ท่าชนะ,TH8407,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8408,8408,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8408,Khiri Rat Nikhom,คีรีรัฐนิคม,TH8408,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8409,8409,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8409,Ban Ta Khun,บ้านตาขุน,TH8409,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8410,8410,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8410,Phanom,พนม,TH8410,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8411,8411,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8411,Tha Chang,ท่าฉาง,TH8411,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8412,8412,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8412,Ban Na San,บ้านนาสาร,TH8412,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8413,8413,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8413,Ban Na Doem,บ้านนาเดิม,TH8413,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8414,8414,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8414,Khian Sa,เคียนซา,TH8414,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
1603:45:16:764:2:8415,8415,1603:45:16:764:0,1603:45:16:764:1:84,1603:45:16:764:2:8415,Wiang Sa,เวียงสระ,TH8415,,,,,,Surat Thani,สุราษฎร์ธานี,TH84,Thailand,ประเทศไทย,TH,2017-08-17,2022-01-27,
